ID,Title,Link,Roles,Type,Season,Year,Score,Members
30485,ChäoS;Child,https://myanimelist.net/anime/30485/ChäoS_Child,Original Creator,TV,Winter,2017,6.3,137079.0
4975,ChäoS;HEAd,https://myanimelist.net/anime/4975/ChäoS_HEAd,Original Creator,TV,Fall,2008,6.28,292937.0
13599,Robotics;Notes,https://myanimelist.net/anime/13599/Robotics_Notes,Original Creator,TV,Fall,2012,7.31,182868.0
9253,Steins;Gate,https://myanimelist.net/anime/9253/Steins_Gate,Original Creator,TV,Spring,2011,9.07,2678399.0
30484,Steins;Gate 0,https://myanimelist.net/anime/30484/Steins_Gate_0,Original Creator,TV,Spring,2018,8.54,910754.0
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,https://myanimelist.net/anime/11577/Steins_Gate_Movie__Fuka_Ryouiki_no_Déjà_vu,Original Creator,Movie,,2013,8.45,617055.0
10863,Steins;Gate: Oukoubakko no Poriomania,https://myanimelist.net/anime/10863/Steins_Gate__Oukoubakko_no_Poriomania,Original Creator,Special,,2012,8.29,455533.0
