ID,Title,Link,Roles,Type,Season,Year,Score,Members
9177,Burning Blood,https://myanimelist.net/anime/9177/Burning_Blood,Original Creator,OVA,,1990.0,6.18,2232.0
8745,Seikima II Humane Society: Jinrui Ai ni Michita Shakai,https://myanimelist.net/anime/8745/Seikima_II_Humane_Society__Jinrui_Ai_ni_Michita_Shakai,Original Character Design,OVA,,1992.0,5.79,1063.0
52615,Shounen Sunday CM: LOVe,https://myanimelist.net/anime/52615/Shounen_Sunday_CM__LOVe,Original Creator,,,,5.63,237.0
