ID,Title,Link,Roles,Type,Season,Year,Score,Members
38085,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram,https://myanimelist.net/anime/38085/Fate_Grand_Order__Shinsei_Entaku_Ryouiki_Camelot_1_-_Wandering__Agateram,Original Character Design,Movie,,2020,6.89,97055.0
