ID,Title,Link,Roles,Type,Season,Year,Score,Members
4132,Wakakusa no Yon Shimai,https://myanimelist.net/anime/4132/Wakakusa_no_Yon_Shimai,Inserted Song Performance ( 	Jo no Kirai na Mono),TV,Spring,1981,6.42,2010.0
