,Anime_ID,Title,Type,Season,Year,Character,Character_ID,Character_Favorites,Personnel_ID,Personnel_Name,Role_Main,Role_Supporting
63638,36029,Hakyuu Houshin Engi,TV,Winter,2018.0,"Li, Nataku",4662,30,17635,Furukawa Makoto,False,True
63639,34863,Zoku Touken Ranbu: Hanamaru,TV,Winter,2018.0,Ookurikara,134419,62,17635,Furukawa Makoto,False,True
63640,34839,Sanrio Danshi,TV,Winter,2018.0,"Matsuo, Tomo",157285,3,17635,Furukawa Makoto,False,True
63641,36444,Touken Ranbu: Hanamaru - Makuai Kaisouroku,Movie,,2017.0,Ookurikara,134419,62,17635,Furukawa Makoto,False,True
63642,34712,Kujira no Kora wa Sajou ni Utau,TV,Fall,2017.0,Tobi,158129,2,17635,Furukawa Makoto,False,True
63643,34712,Kujira no Kora wa Sajou ni Utau,TV,Fall,2017.0,Man,158349,1,17635,Furukawa Makoto,False,True
63644,34915,The iDOLM@STER SideM,TV,Fall,2017.0,"BB II, Asselin",157960,9,17635,Furukawa Makoto,False,True
63645,34474,Tsukipro The Animation,TV,Fall,2017.0,"Kagurazaka, Soushi",149678,6,17635,Furukawa Makoto,True,False
63646,36308,Blade Runner: Black Out 2022,ONA,,2017.0,Ren,154862,1,17635,Furukawa Makoto,False,True
63647,36729,Fate/Apocrypha Recaps,TV Special,,2017.0,Aka no Rider,149771,115,17635,Furukawa Makoto,False,True
63648,34547,Shoukoku no Altair,TV,Summer,2017.0,"Zehir, Zağanos",26934,39,17635,Furukawa Makoto,False,True
63649,33018,Katsugeki/Touken Ranbu,TV,Summer,2017.0,Ookurikara,134419,62,17635,Furukawa Makoto,False,True
63650,34662,Fate/Apocrypha,TV,Summer,2017.0,Aka no Rider,149771,115,17635,Furukawa Makoto,False,True
63651,32951,Rokudenashi Majutsu Koushi to Akashic Records,TV,Spring,2017.0,"Reier, Rainer",152023,1,17635,Furukawa Makoto,False,True
63652,34901,Beyblade Burst God,TV,Spring,2017.0,"Boon, Joshua",155672,3,17635,Furukawa Makoto,False,True
63653,35265,Monster Strike: Katsubou no Hate no Risoukyou,ONA,,2017.0,"Yamato, Takeru",149708,1,17635,Furukawa Makoto,False,True
63654,34961,Yume Oukoku to Nemureru 100-nin no Oujisama: Short Stories,ONA,,2017.0,Vedy,156817,1,17635,Furukawa Makoto,True,False
63655,34088,Chiruran: Nibun no Ichi,TV,Winter,2017.0,"Toudou, Heisuke",146229,2,17635,Furukawa Makoto,False,True
63656,34136,Orange: Mirai,Movie,,2016.0,"Suwa, Hiroto",66595,2322,17635,Furukawa Makoto,True,False
63657,33377,"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori",TV,Fall,2016.0,"Ootomo, Hisa",142495,6,17635,Furukawa Makoto,False,True
63658,33023,Touken Ranbu: Hanamaru,TV,Fall,2016.0,Ookurikara,134419,62,17635,Furukawa Makoto,False,True
63659,33314,Digimon Universe: Appli Monsters,TV,Fall,2016.0,"Oozora, Yuujin",142862,15,17635,Furukawa Makoto,True,False
63660,31722,Nanatsu no Taizai: Seisen no Shirushi,TV,Summer,2016.0,Gustaf,129918,1,17635,Furukawa Makoto,False,True
63661,33718,Cocktail Prince: Making Love!!,Music,,2016.0,Emerald Mist,147099,1,17635,Furukawa Makoto,True,False
63662,32998,91 Days,TV,Summer,2016.0,"Tronco, Arturo",143527,4,17635,Furukawa Makoto,False,True
63663,32648,Handa-kun,TV,Summer,2016.0,"Higashino, Kotaro",141912,1,17635,Furukawa Makoto,False,True
63664,29758,Taboo Tattoo,TV,Summer,2016.0,"Akatsuka, Justice",39781,19,17635,Furukawa Makoto,True,False
63665,32729,Orange,TV,Summer,2016.0,"Suwa, Hiroto",66595,2322,17635,Furukawa Makoto,True,False
63666,33255,Saiki Kusuo no Ψ-nan,TV,Summer,2016.0,Narrator,142820,3,17635,Furukawa Makoto,False,True
63667,33255,Saiki Kusuo no Ψ-nan,TV,Summer,2016.0,Young Man Ghost,145338,1,17635,Furukawa Makoto,False,True
63668,32013,Oshiete! Galko-chan,TV,Winter,2016.0,Bomuo,137512,6,17635,Furukawa Makoto,False,True
63669,31790,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,TV,Winter,2016.0,Benuu,146784,2,17635,Furukawa Makoto,False,True
63670,31772,One Punch Man Specials,Special,,2015.0,Saitama,73935,47915,17635,Furukawa Makoto,True,False
63671,31704,One Punch Man: Road to Hero,OVA,,2015.0,Saitama,73935,47915,17635,Furukawa Makoto,True,False
63672,30276,One Punch Man,TV,Fall,2015.0,Saitama,73935,47915,17635,Furukawa Makoto,True,False
63673,28891,Haikyuu!! Second Season,TV,Fall,2015.0,"Kindaichi, Yuutarou",73681,8,17635,Furukawa Makoto,False,True
63674,28725,Kokoro ga Sakebitagatterunda.,Movie,,2015.0,"Iwaki, Toshinori",139729,1,17635,Furukawa Makoto,False,True
63675,30364,Haikyuu!! Movie 2: Shousha to Haisha,Movie,,2015.0,"Kindaichi, Yuutarou",73681,8,17635,Furukawa Makoto,False,True
63676,24765,Gakkougurashi!,TV,Summer,2015.0,Kurumi's Senpai,166930,2,17635,Furukawa Makoto,False,True
63677,30347,Nanatsu no Taizai OVA,OVA,,2015.0,Gustaf,129918,1,17635,Furukawa Makoto,False,True
63678,28817,Mikagura Gakuen Kumikyoku (TV),TV,Spring,2015.0,"Minatogawa, Sadamatsu",122311,10,17635,Furukawa Makoto,True,False
63679,24703,High School DxD BorN,TV,Spring,2015.0,"Astaroth, Diodora",96621,3,17635,Furukawa Makoto,False,True
63680,28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,TV,Spring,2015.0,Miach,116175,5,17635,Furukawa Makoto,False,True
63681,28171,Shokugeki no Souma,TV,Spring,2015.0,"Nikaidou, Yoshiaki",127209,1,17635,Furukawa Makoto,False,True
63682,28171,Shokugeki no Souma,TV,Spring,2015.0,"Ishiwatari, Takumi",132898,1,17635,Furukawa Makoto,False,True
63683,27655,Aldnoah.Zero Part 2,TV,Winter,2015.0,"Kakei, Shigou",110771,2,17635,Furukawa Makoto,False,True
63684,25285,Seireitsukai no Blade Dance Specials,Special,,2014.0,"Kazehaya, Kamito",76076,134,17635,Furukawa Makoto,True,False
63685,23755,Nanatsu no Taizai,TV,Fall,2014.0,Gustaf,129918,1,17635,Furukawa Makoto,False,True
63686,22877,Seireitsukai no Blade Dance,TV,Summer,2014.0,"Kazehaya, Kamito",76076,134,17635,Furukawa Makoto,True,False
63687,22729,Aldnoah.Zero,TV,Summer,2014.0,"Kakei, Shigou",110771,2,17635,Furukawa Makoto,False,True
63688,20583,Haikyuu!!,TV,Spring,2014.0,"Kindaichi, Yuutarou",73681,8,17635,Furukawa Makoto,False,True
63689,17895,Golden Time,TV,Fall,2013.0,"Tada, Banri",43670,629,17635,Furukawa Makoto,True,False
63690,19871,Gaist Crusher,TV,Fall,2013.0,"Quartzheart, Shiren",94459,2,17635,Furukawa Makoto,False,True
63691,16009,Kamisama no Inai Nichiyoubi,TV,Summer,2013.0,Menhim,94463,1,17635,Furukawa Makoto,False,True
63692,16049,Toaru Kagaku no Railgun S,TV,Spring,2013.0,"Madarame, Kenji",94461,1,17635,Furukawa Makoto,False,True
63693,12157,Busou Chuugakusei: Basket Army,ONA,,2011.0,"Yoshino, Satoshi",56033,1,17635,Furukawa Makoto,True,False
63694,21,One Piece,TV,Fall,1999.0,"Shimoi, Zappa",152421,3,17635,Furukawa Makoto,False,True
63695,235,Meitantei Conan,TV,Winter,1996.0,"Akahoshi, Kengo",179928,1,17635,Furukawa Makoto,False,True
63963,54789,Boku no Hero Academia 7th Season,TV,Spring,2024.0,"Todoroki, Rei",151276,17,176,Neya Michiko,False,True
63964,57519,Boku no Hero Academia: Memories,TV Special,,2024.0,"Todoroki, Rei",151276,17,176,Neya Michiko,False,True
63965,49073,Kidou Senshi Gundam SEED Freedom,Movie,,2024.0,"Haken, Hilda",40431,1,176,Neya Michiko,False,True
63966,50923,Mushikaburi-hime,TV,Fall,2022.0,Agnes,221094,2,176,Neya Michiko,False,True
63967,49918,Boku no Hero Academia 6th Season,TV,Fall,2022.0,"Todoroki, Rei",151276,17,176,Neya Michiko,False,True
63968,35136,Koukyoushihen Eureka Seven Hi-Evolution 3: Eureka,Movie,,2021.0,"Yuuki, Talho",1530,168,176,Neya Michiko,False,True
63969,42205,Shaman King (2021),TV,Spring,2021.0,"Tao, Jun",4327,45,176,Neya Michiko,False,True
63970,43591,Hetalia World★Stars,ONA,,2021.0,Hungary,16576,211,176,Neya Michiko,False,True
63971,41587,Boku no Hero Academia 5th Season,TV,Spring,2021.0,"Todoroki, Rei",151276,17,176,Neya Michiko,False,True
63972,38408,Boku no Hero Academia 4th Season,TV,Fall,2019.0,"Todoroki, Rei",151276,17,176,Neya Michiko,False,True
63973,36999,Zoku Owarimonogatari,TV,Spring,2019.0,"Kanbaru, Tooe",106589,29,176,Neya Michiko,False,True
63974,35760,Shingeki no Kyojin Season 3,TV,Summer,2018.0,Alma,163043,2,176,Neya Michiko,False,True
63975,38149,Full Metal Panic! Invisible Victory Intermission,TV Special,,2018.0,"Mao, Melissa",781,220,176,Neya Michiko,False,True
63976,31931,Full Metal Panic! Invisible Victory,TV,Spring,2018.0,"Mao, Melissa",781,220,176,Neya Michiko,False,True
63977,36344,Full Metal Panic! Movie 3: Into the Blue,Movie,,2018.0,"Mao, Melissa",781,220,176,Neya Michiko,False,True
63978,36343,Full Metal Panic! Movie 2: One Night Stand,Movie,,2018.0,"Mao, Melissa",781,220,176,Neya Michiko,False,True
63979,36342,Full Metal Panic! Movie 1: Boy Meets Girl,Movie,,2017.0,"Mao, Melissa",781,220,176,Neya Michiko,False,True
63980,35180,3-gatsu no Lion 2nd Season,TV,Fall,2017.0,Misaki,70315,1,176,Neya Michiko,False,True
63981,35134,Koukyoushihen Eureka Seven Hi-Evolution 1,Movie,,2017.0,"Yuuki, Talho",1530,168,176,Neya Michiko,False,True
63982,34498,"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",Movie,,2017.0,"Shimada, Mother",164827,1,176,Neya Michiko,False,True
63983,33486,Boku no Hero Academia 2nd Season,TV,Spring,2017.0,"Todoroki, Rei",151276,17,176,Neya Michiko,False,True
63984,34486,Star Ocean: Anamnesis,ONA,,2016.0,"Traydor, Maria",19090,1,176,Neya Michiko,False,True
63985,34486,Star Ocean: Anamnesis,ONA,,2016.0,"Traydor, Maria",174529,1,176,Neya Michiko,False,True
63986,31646,3-gatsu no Lion,TV,Fall,2016.0,Misaki,70315,1,176,Neya Michiko,False,True
63987,31997,Hetalia: The World Twinkle Extra Disc,OVA,,2016.0,Hungary,16576,211,176,Neya Michiko,False,True
63988,25731,Cross Ange: Tenshi to Ryuu no Rondo,TV,Fall,2014.0,"Axberg, Zola",114707,3,176,Neya Michiko,False,True
63989,21855,Hanamonogatari,TV Special,,2014.0,"Kanbaru, Tooe",106589,29,176,Neya Michiko,False,True
63990,22507,Initial D Final Stage,TV,Spring,2014.0,"Satou, Mako",11652,173,176,Neya Michiko,False,True
63991,18055,Hakkenden: Touhou Hakken Ibun 2nd Season,TV,Summer,2013.0,"Inuta, Sayoko",77583,1,176,Neya Michiko,False,True
63992,18771,Gifuu Doudou!!: Kanetsugu to Keiji,TV,Summer,2013.0,Usugumo,146685,1,176,Neya Michiko,False,True
63993,17273,Hetalia: The Beautiful World Specials,Special,,2013.0,Hungary,16576,211,176,Neya Michiko,False,True
63994,19877,Battle Spirits: Sword Eyes Gekitouden,TV,Spring,2013.0,Grenada,71471,2,176,Neya Michiko,False,True
63995,15195,Hetalia: The Beautiful World,ONA,,2013.0,Hungary,16576,211,176,Neya Michiko,False,True
63996,15613,Hakkenden: Touhou Hakken Ibun,TV,Winter,2013.0,"Inuta, Sayoko",77583,1,176,Neya Michiko,False,True
63997,15059,Initial D Fifth Stage,TV,Fall,2012.0,"Satou, Mako",11652,173,176,Neya Michiko,False,True
63998,14913,Battle Spirits: Sword Eyes,TV,Fall,2012.0,Grenada,71471,2,176,Neya Michiko,False,True
63999,13731,Koukyoushihen Eureka Seven: New Order,Special,,2012.0,"Yuuki, Talho",1530,168,176,Neya Michiko,True,False
64000,12875,Ginga e Kickoff!!,TV,Spring,2012.0,"Oota, Haruka",76502,1,176,Neya Michiko,False,True
64001,11319,Zero no Tsukaima F,TV,Winter,2012.0,"Chevalier de Milan, Agnès",4450,28,176,Neya Michiko,False,True
64002,12429,Last Exile: Ginyoku no Fam - Adjournment,TV Special,,2011.0,"Eraclea, Delphine",6056,20,176,Neya Michiko,False,True
64003,12429,Last Exile: Ginyoku no Fam - Adjournment,TV Special,,2011.0,Guzel,55159,1,176,Neya Michiko,False,True
64004,10336,Last Exile: Ginyoku no Fam,TV,Fall,2011.0,Guzel,55159,1,176,Neya Michiko,False,True
64005,11061,Hunter x Hunter (2011),TV,Fall,2011.0,Bat,104345,3,176,Neya Michiko,False,True
64006,6920,Blade,TV,Summer,2011.0,Lupit,59784,1,176,Neya Michiko,False,True
64007,9790,Sora no Otoshimono: Tokeijikake no Angeloid,Movie,,2011.0,Harpy 1,37694,1,176,Neya Michiko,False,True
64008,9941,Tiger & Bunny,TV,Spring,2011.0,Kriem,43214,3,176,Neya Michiko,False,True
64009,10497,Hetalia World Series Specials,Special,,2011.0,Hungary,16576,211,176,Neya Michiko,False,True
64010,8425,Gosick,TV,Winter,2011.0,Sophie,42219,1,176,Neya Michiko,False,True
64011,8407,Sora no Otoshimono Forte,TV,Fall,2010.0,Harpy 1,37694,1,176,Neya Michiko,False,True
64012,6288,Kidou Senshi Gundam 00 Movie: A Wakening of the Trailblazer,Movie,,2010.0,"Bakhtiar, Shirin",6172,2,176,Neya Michiko,False,True
64013,9355,Sekirei: Pure Engagement Episode 0,Special,,2010.0,Hibiki,13035,4,176,Neya Michiko,False,True
64014,5277,Sekirei: Pure Engagement,TV,Summer,2010.0,Hibiki,13035,4,176,Neya Michiko,False,True
64015,9865,Hetalia Axis Powers Fan Disc,OVA,,2010.0,Hungary,16576,211,176,Neya Michiko,True,False
64016,8479,Hetalia World Series,ONA,,2010.0,Hungary,16576,211,176,Neya Michiko,False,True
64017,6594,Katanagatari,TV,Winter,2010.0,"Maniwa, Kyouken",34927,4,176,Neya Michiko,False,True
64018,6324,Omamori Himari,TV,Winter,2010.0,"Kisaragi, Sae",30195,3,176,Neya Michiko,False,True
64019,8754,Tales of the Abyss Special Fan Disc,Special,,2009.0,"Luzu Kimlasca Lanvaldear, Natalia",5110,20,176,Neya Michiko,True,False
64020,7270,Kidou Senshi Gundam 00 Special Edition,OVA,,2009.0,"Bakhtiar, Shirin",6172,2,176,Neya Michiko,False,True
64021,6958,Hyakko Extra,OVA,,2009.0,"Iizuka, Tatsuki",15590,8,176,Neya Michiko,False,True
64022,7152,Anyamal Tantei Kiruminzoo,TV,Fall,2009.0,"Mikogami, Haruka",26533,1,176,Neya Michiko,False,True
64023,5958,Sora no Otoshimono,TV,Fall,2009.0,Harpy 1,37694,1,176,Neya Michiko,False,True
64024,4246,Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai,Movie,,2009.0,"Yuuki, Talho",1530,168,176,Neya Michiko,True,False
64025,5684,Fresh Precure!,TV,Winter,2009.0,"Yamabuki, Naoko",102719,1,176,Neya Michiko,False,True
64026,5060,Hetalia Axis Powers,ONA,,2009.0,Hungary,16576,211,176,Neya Michiko,False,True
64027,5060,Hetalia Axis Powers,ONA,,2009.0,Joan of Arc,62269,1,176,Neya Michiko,False,True
64028,5764,Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,Special,,2008.0,"Chevalier de Milan, Agnès",4450,28,176,Neya Michiko,False,True
64029,3927,Kidou Senshi Gundam 00 Second Season,TV,Fall,2008.0,"Bakhtiar, Shirin",6172,2,176,Neya Michiko,False,True
64030,4884,Tales of the Abyss,TV,Fall,2008.0,"Luzu Kimlasca Lanvaldear, Natalia",5110,20,176,Neya Michiko,True,False
64031,5228,Initial D Extra Stage 2,OVA,,2008.0,"Satou, Mako",11652,173,176,Neya Michiko,True,False
64032,4550,Hyakko,TV,Fall,2008.0,"Iizuka, Tatsuki",15590,8,176,Neya Michiko,True,False
64033,5351,Kidou Senshi Gundam 00: Tenshi-tachi no Kiseki,Special,,2008.0,"Bakhtiar, Shirin",6172,2,176,Neya Michiko,False,True
64034,5082,Battle Spirits: Shounen Toppa Bashin,TV,Fall,2008.0,"Inogashira, Masako",37641,1,176,Neya Michiko,False,True
64035,4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,Movie,,2008.0,Adiane,3404,21,176,Neya Michiko,False,True
64036,4177,Bounen no Xamdou,ONA,,2008.0,"Sukakki, Prois",15071,6,176,Neya Michiko,False,True
64037,3712,Zero no Tsukaima: Princesses no Rondo,TV,Summer,2008.0,"Chevalier de Milan, Agnès",4450,28,176,Neya Michiko,False,True
64038,3974,Tetsuwan Birdy Decode,TV,Summer,2008.0,Weegie,32442,1,176,Neya Michiko,False,True
64039,4063,Sekirei,TV,Summer,2008.0,Hibiki,13035,4,176,Neya Michiko,False,True
64040,3588,Soul Eater,TV,Spring,2008.0,"Gorgon, Arachne",16228,54,176,Neya Michiko,False,True
64041,3389,Bus Gamer,TV,Winter,2008.0,"Ichinomiya, Keiko",10803,1,176,Neya Michiko,False,True
64042,2596,Shinreigari,TV,Fall,2007.0,"Ootori, Reika",14899,3,176,Neya Michiko,False,True
64043,2581,Kidou Senshi Gundam 00,TV,Fall,2007.0,"Bakhtiar, Shirin",6172,2,176,Neya Michiko,False,True
64044,2494,Goshuushou-sama Ninomiya-kun,TV,Fall,2007.0,"Ninomiya, Ryouko",5556,8,176,Neya Michiko,False,True
64045,1840,Zero no Tsukaima: Futatsuki no Kishi,TV,Summer,2007.0,"Chevalier de Milan, Agnès",4450,28,176,Neya Michiko,False,True
64046,2161,Skull Man,TV,Spring,2007.0,"Shingyouji, Reina",53389,1,176,Neya Michiko,False,True
64047,2001,Tengen Toppa Gurren Lagann,TV,Spring,2007.0,Adiane,3404,21,176,Neya Michiko,False,True
64048,1991,Juusou Kikou Dancougar Nova,TV,Winter,2007.0,"Cronkite, Isabelle",30953,1,176,Neya Michiko,False,True
64049,1142,Hachimitsu to Clover II,TV,Summer,2006.0,"Teshigawara, Miwako",6091,1,176,Neya Michiko,False,True
64050,1015,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,Special,,2006.0,"Mao, Melissa",781,220,176,Neya Michiko,False,True
64051,1516,Kirarin☆Revolution,TV,Spring,2006.0,"Kumoi, Kasumi",12742,1,176,Neya Michiko,False,True
64052,908,Fullmetal Alchemist: Premium Collection,OVA,,2006.0,"Hawkeye, Riza",70,5682,176,Neya Michiko,False,True
64053,1241,Kidou Senshi Gundam SEED Destiny Final Plus: Erabareta Mirai,OVA,,2005.0,"Haken, Hilda",40431,1,176,Neya Michiko,False,True
64054,644,Hachimitsu to Clover Specials,Special,,2005.0,"Teshigawara, Miwako",6091,1,176,Neya Michiko,True,False
64055,228,Jigoku Shoujo,TV,Fall,2005.0,"Kaifu, Riho",17404,1,176,Neya Michiko,False,True
64056,1374,Kyoushoku Soukou Guyver (2005),TV,Summer,2005.0,"Onuma, Shizu",130541,1,176,Neya Michiko,False,True
64057,430,Fullmetal Alchemist: The Conqueror of Shamballa,Movie,,2005.0,"Hawkeye, Riza",70,5682,176,Neya Michiko,False,True
64058,73,Full Metal Panic! The Second Raid,TV,Summer,2005.0,"Mao, Melissa",781,220,176,Neya Michiko,False,True
64059,6291,Full Metal Panic! The Second Raid Episode 00,TV Special,,2005.0,"Mao, Melissa",781,220,176,Neya Michiko,False,True
64060,27,Trinity Blood,TV,Spring,2005.0,"Aslan, Astharoshe",2204,41,176,Neya Michiko,False,True
64061,237,Koukyoushihen Eureka Seven,TV,Spring,2005.0,"Yuuki, Talho",1530,168,176,Neya Michiko,True,False
64062,16,Hachimitsu to Clover,TV,Spring,2005.0,"Teshigawara, Miwako",6091,1,176,Neya Michiko,False,True
64063,664,Fullmetal Alchemist: Reflections,Special,,2005.0,"Hawkeye, Riza",70,5682,176,Neya Michiko,False,True
64064,364,Gallery Fake,TV,Winter,2005.0,"Tsujidou, Runa",108477,1,176,Neya Michiko,False,True
64065,94,Kidou Senshi Gundam SEED Destiny,TV,Fall,2004.0,"Haken, Hilda",40431,1,176,Neya Michiko,False,True
64066,94,Kidou Senshi Gundam SEED Destiny,TV,Fall,2004.0,"Windsor, Abbey",40525,3,176,Neya Michiko,False,True
64067,482,Yu☆Gi☆Oh! Duel Monsters GX,TV,Fall,2004.0,"Ayukawa, Emi",29256,1,176,Neya Michiko,False,True
64068,685,To Heart: Remember My Memories,TV,Fall,2004.0,"(HMX-13), Serio",4199,3,176,Neya Michiko,False,True
64069,229,Ninin ga Shinobuden,TV,Summer,2004.0,Izumi,4325,1,176,Neya Michiko,False,True
64070,524,Onegai☆Twins: Natsu wa Owaranai,OVA,,2004.0,"Oribe, Tsubaki",4543,1,176,Neya Michiko,False,True
64071,60,Chrno Crusade,TV,Fall,2003.0,"Harvenheit, Satella",2038,35,176,Neya Michiko,True,False
64072,121,Fullmetal Alchemist,TV,Fall,2003.0,"Hawkeye, Riza",70,5682,176,Neya Michiko,False,True
64073,209,R.O.D: The TV,TV,Fall,2003.0,"Makuhari, Nancy",1601,36,176,Neya Michiko,False,True
64074,72,Full Metal Panic? Fumoffu,TV,Summer,2003.0,"Mao, Melissa",781,220,176,Neya Michiko,False,True
64075,196,Onegai☆Twins,TV,Summer,2003.0,"Oribe, Tsubaki",4543,1,176,Neya Michiko,False,True
64076,920,Nurse Witch Komugi-chan Magikarte Special,Special,,2003.0,"Tokisaka, Runa",2974,3,176,Neya Michiko,False,True
64077,2738,Kasumin 3rd Season,TV,Spring,2003.0,"Kasumi, Ranko",91023,1,176,Neya Michiko,False,True
64078,167,Scrapped Princess,TV,Spring,2003.0,Steyr,4073,1,176,Neya Michiko,False,True
64079,97,Last Exile,TV,Spring,2003.0,"Eraclea, Delphine",6056,20,176,Neya Michiko,False,True
64080,328,Piano,TV,Fall,2002.0,"Nomura, Akiko",107993,1,176,Neya Michiko,False,True
64081,467,Koukaku Kidoutai: Stand Alone Complex,TV,Fall,2002.0,Yamaguchi's Wife,52105,1,176,Neya Michiko,False,True
64082,615,Nurse Witch Komugi-chan Magikarte,OVA,,2002.0,"Tokisaka, Runa",2974,3,176,Neya Michiko,False,True
64083,821,Initial D Battle Stage,OVA,,2002.0,"Satou, Mako",11652,173,176,Neya Michiko,False,True
64084,71,Full Metal Panic!,TV,Winter,2002.0,"Mao, Melissa",781,220,176,Neya Michiko,False,True
64085,3861,Shaman King Specials,Special,,2002.0,"Tao, Jun",4327,45,176,Neya Michiko,False,True
64086,3861,Shaman King Specials,Special,,2002.0,"Phauna, Marion",16145,17,176,Neya Michiko,False,True
64087,2324,Angel Blade,OVA,,2001.0,"Shinguuji, Moena",13608,13,176,Neya Michiko,True,False
64088,991,Usagi-chan de Cue!!,OVA,,2001.0,"Nekoi, Koshka",17201,6,176,Neya Michiko,False,True
64089,799,Kokoro Toshokan,TV,Fall,2001.0,"Asakura, Hibiki",79379,1,176,Neya Michiko,False,True
64090,3012,Gekitou! Crush Gear Turbo,TV,Fall,2001.0,"Tobita, Lilika",15238,1,176,Neya Michiko,False,True
64091,181,Vandread: The Second Stage,TV,Fall,2001.0,"Orangello, Barnette",1733,7,176,Neya Michiko,False,True
64092,321,Najica Dengeki Sakusen,TV,Fall,2001.0,"Gilnande, Athena",144791,1,176,Neya Michiko,False,True
64093,154,Shaman King,TV,Summer,2001.0,"Tao, Jun",4327,45,176,Neya Michiko,False,True
64094,154,Shaman King,TV,Summer,2001.0,"Phauna, Marion",16145,17,176,Neya Michiko,False,True
64095,208,R.O.D: Read or Die,OVA,,2001.0,"Makuhari, Nancy",1601,36,176,Neya Michiko,True,False
64096,1048,The SoulTaker: Tamashii-gari,TV,Spring,2001.0,"Tokisaka, Runa",2974,3,176,Neya Michiko,False,True
64097,822,Initial D Extra Stage,OVA,,2001.0,"Satou, Mako",11652,173,176,Neya Michiko,True,False
64098,187,Initial D Third Stage,Movie,,2001.0,"Satou, Mako",11652,173,176,Neya Michiko,False,True
64099,180,Vandread,TV,Fall,2000.0,"Orangello, Barnette",1733,7,176,Neya Michiko,False,True
64100,105,Boys Be...,TV,Spring,2000.0,"Kawai, Erika",6926,1,176,Neya Michiko,False,True
64101,21,One Piece,TV,Fall,1999.0,Otohime,41922,14,176,Neya Michiko,False,True
64102,21,One Piece,TV,Fall,1999.0,"Vinsmoke, Reiju",142529,216,176,Neya Michiko,False,True
64103,3977,To Heart Omake,Special,,1999.0,"(HMX-13), Serio",4199,3,176,Neya Michiko,False,True
64104,111,Corrector Yui,TV,Spring,1999.0,Anti,15433,1,176,Neya Michiko,False,True
64105,472,To Heart,TV,Spring,1999.0,"(HMX-13), Serio",4199,3,176,Neya Michiko,False,True
64106,1599,Eat-Man '98,TV,Fall,1998.0,Raffin,101113,1,176,Neya Michiko,False,True
64107,2745,Jigoku Sensei Nube OVA,OVA,,1998.0,"Takahashi, Ritsuko",8325,4,176,Neya Michiko,False,True
64108,185,Initial D First Stage,TV,Spring,1998.0,"Satou, Mako",11652,173,176,Neya Michiko,False,True
64109,604,Mahou no Stage Fancy Lala,TV,Spring,1998.0,Mogu,44028,1,176,Neya Michiko,False,True
64110,550,Yu☆Gi☆Oh!,TV,Spring,1998.0,"Kawai, Shizuka",5989,18,176,Neya Michiko,False,True
64111,1184,Lost Universe,TV,Spring,1998.0,Kali,43360,1,176,Neya Michiko,False,True
64112,1990,Mahou Gakuen Lunar! Aoi Ryuu no Himitsu,Movie,,1997.0,Elie,30988,1,176,Neya Michiko,True,False
64113,1183,Variable Geo,OVA,,1996.0,"Yuki, Ayako",57733,2,176,Neya Michiko,False,True
64114,1485,Akachan to Boku,TV,Summer,1996.0,"Fukaya, Shinako",13172,1,176,Neya Michiko,False,True
64115,8208,Jigoku Sensei Nube (Movie),Movie,,1996.0,"Takahashi, Ritsuko",8325,4,176,Neya Michiko,False,True
64116,2012,Jigoku Sensei Nube,TV,Spring,1996.0,"Takahashi, Ritsuko",8325,4,176,Neya Michiko,False,True
64117,2087,VS Knight Lamune & 40 Fire,TV,Spring,1996.0,"Pheromone, Lip",61185,1,176,Neya Michiko,False,True
64118,2782,Fire Emblem,OVA,,1996.0,Lena,14502,1,176,Neya Michiko,False,True
64119,3421,Kodomo no Omocha,OVA,,1995.0,"Hayama, Natsumi",54507,2,176,Neya Michiko,False,True
64120,650,Gunsmith Cats,OVA,,1995.0,"Vincent, Irene",3821,501,176,Neya Michiko,True,False
64121,1400,Macross 7 Movie: Ginga ga Ore wo Yondeiru!,Movie,,1995.0,"Jenius, Emilia",27662,5,176,Neya Michiko,True,False
64122,1181,Hikyou Tanken Fam & Ihrlie,OVA,,1995.0,Ihrie,13049,9,176,Neya Michiko,True,False
64123,3211,Otenki Oneesan,OVA,,1995.0,"Kawai, Michiko",56233,1,176,Neya Michiko,False,True
64124,1533,Ai Tenshi Densetsu Wedding Peach,TV,Spring,1995.0,Cloud,11648,6,176,Neya Michiko,False,True
64125,2487,Kyouryuu Boukenki Jura Tripper,TV,Spring,1995.0,Hakase,140463,2,176,Neya Michiko,False,True
64126,1239,Bishoujo Senshi Sailor Moon SuperS,TV,Spring,1995.0,"Takase, Tomoko",26627,1,176,Neya Michiko,False,True
64127,3154,Gatchaman,OVA,,1994.0,Jun,17953,12,176,Neya Michiko,True,False
64128,2497,Shin Cutie Honey,OVA,,1994.0,"Kisaragi, Honey",4722,228,176,Neya Michiko,True,False
