,Title,Link
0,Boku no Hero Academia 3rd Season,https://myanimelist.net/anime/36456/Boku_no_Hero_Academia_3rd_Season
1,Tokyo Ghoul:re,https://myanimelist.net/anime/36511/Tokyo_Ghoul_re
2,Wotaku ni Koi wa Muzukashii,https://myanimelist.net/anime/35968/Wotaku_ni_Koi_wa_Muzukashii
3,Steins;Gate 0,https://myanimelist.net/anime/30484/Steins_Gate_0
4,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,https://myanimelist.net/anime/36949/Shokugeki_no_Souma__San_no_Sara_-_Tootsuki_Ressha-hen
5,Sword Art Online Alternative: Gun Gale Online,https://myanimelist.net/anime/36475/Sword_Art_Online_Alternative__Gun_Gale_Online
6,Hinamatsuri,https://myanimelist.net/anime/36296/Hinamatsuri
7,High School DxD Hero,https://myanimelist.net/anime/34281/High_School_DxD_Hero
8,Megalo Box,https://myanimelist.net/anime/36563/Megalo_Box
9,Golden Kamuy,https://myanimelist.net/anime/36028/Golden_Kamuy
10,3D Kanojo: Real Girl,https://myanimelist.net/anime/36793/3D_Kanojo__Real_Girl
11,Tada-kun wa Koi wo Shinai,https://myanimelist.net/anime/36470/Tada-kun_wa_Koi_wo_Shinai
12,Devils Line,https://myanimelist.net/anime/35928/Devils_Line
13,Persona 5 the Animation,https://myanimelist.net/anime/36023/Persona_5_the_Animation
14,Mahou Shoujo Site,https://myanimelist.net/anime/36266/Mahou_Shoujo_Site
15,Akkun to Kanojo,https://myanimelist.net/anime/36864/Akkun_to_Kanojo
16,Kakuriyo no Yadomeshi,https://myanimelist.net/anime/36754/Kakuriyo_no_Yadomeshi
17,Uma Musume: Pretty Derby,https://myanimelist.net/anime/35249/Uma_Musume__Pretty_Derby
18,Comic Girls,https://myanimelist.net/anime/35756/Comic_Girls
19,Piano no Mori (TV),https://myanimelist.net/anime/36652/Piano_no_Mori_TV
20,Full Metal Panic! Invisible Victory,https://myanimelist.net/anime/31931/Full_Metal_Panic_Invisible_Victory
21,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,https://myanimelist.net/anime/31433/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Kaikou
22,Hisone to Maso-tan,https://myanimelist.net/anime/36884/Hisone_to_Maso-tan
23,Mahou Shoujo Ore,https://myanimelist.net/anime/36902/Mahou_Shoujo_Ore
24,Captain Tsubasa (2018),https://myanimelist.net/anime/36934/Captain_Tsubasa_2018
25,Caligula,https://myanimelist.net/anime/36828/Caligula
26,Tachibanakan Triangle,https://myanimelist.net/anime/36943/Tachibanakan_Triangle
27,Dorei-ku The Animation,https://myanimelist.net/anime/36525/Dorei-ku_The_Animation
28,Saredo Tsumibito wa Ryuu to Odoru,https://myanimelist.net/anime/33889/Saredo_Tsumibito_wa_Ryuu_to_Odoru
29,Gegege no Kitarou (2018),https://myanimelist.net/anime/37140/Gegege_no_Kitarou_2018
30,Lost Song,https://myanimelist.net/anime/34338/Lost_Song
31,Lupin III: Part 5,https://myanimelist.net/anime/35857/Lupin_III__Part_5
32,Fumikiri Jikan,https://myanimelist.net/anime/37188/Fumikiri_Jikan
33,Inazuma Eleven: Ares no Tenbin,https://myanimelist.net/anime/33733/Inazuma_Eleven__Ares_no_Tenbin
34,Nil Admirari no Tenbin,https://myanimelist.net/anime/33850/Nil_Admirari_no_Tenbin
35,Juushinki Pandora,https://myanimelist.net/anime/33531/Juushinki_Pandora
36,Last Period: Owarinaki Rasen no Monogatari,https://myanimelist.net/anime/37254/Last_Period__Owarinaki_Rasen_no_Monogatari
37,Alice or Alice,https://myanimelist.net/anime/36001/Alice_or_Alice
38,Rokuhou-dou Yotsuiro Biyori,https://myanimelist.net/anime/36513/Rokuhou-dou_Yotsuiro_Biyori
39,Major 2nd,https://myanimelist.net/anime/36565/Major_2nd
40,Amanchu! Advance,https://myanimelist.net/anime/36800/Amanchu_Advance
41,Gundam Build Divers,https://myanimelist.net/anime/37245/Gundam_Build_Divers
42,Lostorage Conflated WIXOSS,https://myanimelist.net/anime/34607/Lostorage_Conflated_WIXOSS
43,Hoozuki no Reitetsu 2nd Season: Sono Ni,https://myanimelist.net/anime/37029/Hoozuki_no_Reitetsu_2nd_Season__Sono_Ni
44,Uchuu Senkan Tiramisù,https://myanimelist.net/anime/36267/Uchuu_Senkan_Tiramisù
45,Butlers: Chitose Momotose Monogatari,https://myanimelist.net/anime/36309/Butlers__Chitose_Momotose_Monogatari
46,Cutie Honey Universe,https://myanimelist.net/anime/36976/Cutie_Honey_Universe
47,Layton Mystery Tanteisha: Katri no Nazotoki File,https://myanimelist.net/anime/37023/Layton_Mystery_Tanteisha__Katri_no_Nazotoki_File
48,Beyblade Burst Chouzetsu,https://myanimelist.net/anime/37283/Beyblade_Burst_Chouzetsu
49,Cardfight!! Vanguard (2018),https://myanimelist.net/anime/37476/Cardfight_Vanguard_2018
50,Omae wa Mada Gunma wo Shiranai,https://myanimelist.net/anime/37258/Omae_wa_Mada_Gunma_wo_Shiranai
51,Binan Koukou Chikyuu Bouei-bu Happy Kiss!,https://myanimelist.net/anime/37036/Binan_Koukou_Chikyuu_Bouei-bu_Happy_Kiss
52,Aikatsu Friends!,https://myanimelist.net/anime/37204/Aikatsu_Friends
53,Gurazeni,https://myanimelist.net/anime/35183/Gurazeni
54,Souten no Ken: Regenesis,https://myanimelist.net/anime/36655/Souten_no_Ken__Regenesis
55,Nobunaga no Shinobi: Anegawa Ishiyama-hen,https://myanimelist.net/anime/37126/Nobunaga_no_Shinobi__Anegawa_Ishiyama-hen
56,Wakaokami wa Shougakusei!,https://myanimelist.net/anime/37433/Wakaokami_wa_Shougakusei
57,Kiratto Pri☆chan,https://myanimelist.net/anime/37178/Kiratto_Pri☆chan
58,Pastel Life,https://myanimelist.net/anime/37778/Pastel_Life
59,Ladyspo,https://myanimelist.net/anime/37448/Ladyspo
60,Future Card Buddyfight Battsu: All-Star Fight,https://myanimelist.net/anime/37611/Future_Card_Buddyfight_Battsu__All-Star_Fight
61,Youkai Watch: Shadow Side,https://myanimelist.net/anime/37324/Youkai_Watch__Shadow_Side
62,Koneko no Chi: Ponponra Dairyokou,https://myanimelist.net/anime/36418/Koneko_no_Chi__Ponponra_Dairyokou
63,TV Yarou Nanaana,https://myanimelist.net/anime/38549/TV_Yarou_Nanaana
64,Puzzle & Dragon,https://myanimelist.net/anime/37096/Puzzle___Dragon
65,Duel Masters!,https://myanimelist.net/anime/37484/Duel_Masters
66,Oshiri Tantei,https://myanimelist.net/anime/35656/Oshiri_Tantei
