,Title,Link
0,Shigatsu wa Kimi no Uso,https://myanimelist.net/anime/23273/Shigatsu_wa_Kimi_no_Uso
1,Nanatsu no Taizai,https://myanimelist.net/anime/23755/Nanatsu_no_Taizai
2,Kiseijuu: Sei no Kakuritsu,https://myanimelist.net/anime/22535/Kiseijuu__Sei_no_Kakuritsu
3,Fate/stay night: Unlimited Blade Works,https://myanimelist.net/anime/22297/Fate_stay_night__Unlimited_Blade_Works
4,Akatsuki no Yona,https://myanimelist.net/anime/25013/Akatsuki_no_Yona
5,Trinity Seven,https://myanimelist.net/anime/25157/Trinity_Seven
6,Amagi Brilliant Park,https://myanimelist.net/anime/22147/Amagi_Brilliant_Park
7,Psycho-Pass 2,https://myanimelist.net/anime/23281/Psycho-Pass_2
8,Grisaia no Kajitsu,https://myanimelist.net/anime/17729/Grisaia_no_Kajitsu
9,Log Horizon 2nd Season,https://myanimelist.net/anime/23321/Log_Horizon_2nd_Season
10,Ookami Shoujo to Kuro Ouji,https://myanimelist.net/anime/23673/Ookami_Shoujo_to_Kuro_Ouji
11,Shirobako,https://myanimelist.net/anime/25835/Shirobako
12,World Trigger,https://myanimelist.net/anime/24405/World_Trigger
13,Inou-Battle wa Nichijou-kei no Naka de,https://myanimelist.net/anime/25159/Inou-Battle_wa_Nichijou-kei_no_Naka_de
14,Shingeki no Bahamut: Genesis,https://myanimelist.net/anime/21843/Shingeki_no_Bahamut__Genesis
15,Madan no Ou to Vanadis,https://myanimelist.net/anime/24455/Madan_no_Ou_to_Vanadis
16,Danna ga Nani wo Itteiru ka Wakaranai Ken,https://myanimelist.net/anime/26349/Danna_ga_Nani_wo_Itteiru_ka_Wakaranai_Ken
17,Mushishi Zoku Shou 2nd Season,https://myanimelist.net/anime/24701/Mushishi_Zoku_Shou_2nd_Season
18,Terra Formars,https://myanimelist.net/anime/22687/Terra_Formars
19,Cross Ange: Tenshi to Ryuu no Rondo,https://myanimelist.net/anime/25731/Cross_Ange__Tenshi_to_Ryuu_no_Rondo
20,Hitsugi no Chaika: Avenging Battle,https://myanimelist.net/anime/24231/Hitsugi_no_Chaika__Avenging_Battle
21,Gugure! Kokkuri-san,https://myanimelist.net/anime/23251/Gugure_Kokkuri-san
22,"Ore, Twintail ni Narimasu.",https://myanimelist.net/anime/24705/Ore_Twintail_ni_Narimasu
23,Yuuki Yuuna wa Yuusha de Aru,https://myanimelist.net/anime/25519/Yuuki_Yuuna_wa_Yuusha_de_Aru
24,Garo: Honoo no Kokuin,https://myanimelist.net/anime/23311/Garo__Honoo_no_Kokuin
25,Yowamushi Pedal: Grande Road,https://myanimelist.net/anime/24277/Yowamushi_Pedal__Grande_Road
26,Daitoshokan no Hitsujikai,https://myanimelist.net/anime/17827/Daitoshokan_no_Hitsujikai
27,Denki-gai no Honya-san,https://myanimelist.net/anime/24031/Denki-gai_no_Honya-san
28,Donten ni Warau,https://myanimelist.net/anime/21743/Donten_ni_Warau
29,Magic Kaito 1412,https://myanimelist.net/anime/25517/Magic_Kaito_1412
30,Orenchi no Furo Jijou,https://myanimelist.net/anime/24211/Orenchi_no_Furo_Jijou
31,Sora no Method,https://myanimelist.net/anime/23209/Sora_no_Method
32,Ushinawareta Mirai wo Motomete,https://myanimelist.net/anime/21845/Ushinawareta_Mirai_wo_Motomete
33,Selector Spread WIXOSS,https://myanimelist.net/anime/24037/Selector_Spread_WIXOSS
34,Gundam Build Fighters Try,https://myanimelist.net/anime/24625/Gundam_Build_Fighters_Try
35,Girlfriend (Kari),https://myanimelist.net/anime/24855/Girlfriend_Kari
36,Ai Tenchi Muyou!,https://myanimelist.net/anime/24699/Ai_Tenchi_Muyou
37,Gundam: G no Reconguista,https://myanimelist.net/anime/23259/Gundam__G_no_Reconguista
38,Sanzoku no Musume Ronja,https://myanimelist.net/anime/22359/Sanzoku_no_Musume_Ronja
39,Cardfight!! Vanguard G,https://myanimelist.net/anime/27815/Cardfight_Vanguard_G
40,Kaitou Joker,https://myanimelist.net/anime/24909/Kaitou_Joker
41,Hi☆sCoool! SeHa Girls,https://myanimelist.net/anime/23787/Hi☆sCoool_SeHa_Girls
42,Tribe Cool Crew,https://myanimelist.net/anime/26453/Tribe_Cool_Crew
43,Garo: Honoo no Kokuin - Yurugaro,https://myanimelist.net/anime/34613/Garo__Honoo_no_Kokuin_-_Yurugaro
44,Nano Invaders,https://myanimelist.net/anime/27943/Nano_Invaders
45,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV),https://myanimelist.net/anime/27519/Konna_Watashitachi_ga_Nariyuki_de_Heroine_ni_Natta_Kekka_www_TV
46,Oshiri Kajiri Mushi (TV) 3rd Season,https://myanimelist.net/anime/27687/Oshiri_Kajiri_Mushi_TV_3rd_Season
47,Zhen Gyi Hong Shi,https://myanimelist.net/anime/36429/Zhen_Gyi_Hong_Shi
48,Huoli Shaonian Wang zhi Chuanqi Zaixian,https://myanimelist.net/anime/35643/Huoli_Shaonian_Wang_zhi_Chuanqi_Zaixian
49,Gra-P & Rodeo,https://myanimelist.net/anime/27521/Gra-P___Rodeo
50,Fuusen Inu Tinny,https://myanimelist.net/anime/25503/Fuusen_Inu_Tinny
51,Xiong Chumo: Chunri Dui Dui Peng,https://myanimelist.net/anime/32820/Xiong_Chumo__Chunri_Dui_Dui_Peng
52,Ganbare! Lulu Lolo 2nd Season,https://myanimelist.net/anime/26163/Ganbare_Lulu_Lolo_2nd_Season
53,Miniforce,https://myanimelist.net/anime/35799/Miniforce
54,Hello Cocomong 2,https://myanimelist.net/anime/37944/Hello_Cocomong_2
55,G Fighters,https://myanimelist.net/anime/48325/G_Fighters
56,Fan Kai Zhe Yi Ye,https://myanimelist.net/anime/47023/Fan_Kai_Zhe_Yi_Ye
57,Budai Xiao Heshang,https://myanimelist.net/anime/47998/Budai_Xiao_Heshang
58,Iyab! Space Jungle,https://myanimelist.net/anime/48311/Iyab_Space_Jungle
59,Yingxiong Fengzicai,https://myanimelist.net/anime/46903/Yingxiong_Fengzicai
60,Biklonz 2nd Season,https://myanimelist.net/anime/59948/Biklonz_2nd_Season
61,Naruto: Shippuuden,https://myanimelist.net/anime/1735/Naruto__Shippuuden
62,One Piece,https://myanimelist.net/anime/21/One_Piece
63,Akame ga Kill!,https://myanimelist.net/anime/22199/Akame_ga_Kill
64,Sword Art Online II,https://myanimelist.net/anime/21881/Sword_Art_Online_II
65,Fairy Tail (2014),https://myanimelist.net/anime/22043/Fairy_Tail_2014
66,Meitantei Conan,https://myanimelist.net/anime/235/Meitantei_Conan
67,Diamond no Ace,https://myanimelist.net/anime/18689/Diamond_no_Ace
68,Dragon Ball Kai (2014),https://myanimelist.net/anime/22777/Dragon_Ball_Kai_2014
69,Pokemon XY,https://myanimelist.net/anime/19291/Pokemon_XY
70,Crayon Shin-chan,https://myanimelist.net/anime/966/Crayon_Shin-chan
71,Yu☆Gi☆Oh! Arc-V,https://myanimelist.net/anime/21639/Yu☆Gi☆Oh_Arc-V
72,Aikatsu!,https://myanimelist.net/anime/15061/Aikatsu
73,Shirogane no Ishi: Argevollen,https://myanimelist.net/anime/23325/Shirogane_no_Ishi__Argevollen
74,Yama no Susume Second Season,https://myanimelist.net/anime/21435/Yama_no_Susume_Second_Season
75,Youkai Watch,https://myanimelist.net/anime/19157/Youkai_Watch
76,PriPara,https://myanimelist.net/anime/23135/PriPara
77,Doraemon (2005),https://myanimelist.net/anime/8687/Doraemon_2005
78,Gudetama,https://myanimelist.net/anime/23539/Gudetama
79,Happiness Charge Precure!,https://myanimelist.net/anime/21407/Happiness_Charge_Precure
80,Lady Jewelpet,https://myanimelist.net/anime/22693/Lady_Jewelpet
81,Future Card Buddyfight,https://myanimelist.net/anime/19067/Future_Card_Buddyfight
82,Furusato Saisei: Nippon no Mukashibanashi,https://myanimelist.net/anime/13163/Furusato_Saisei__Nippon_no_Mukashibanashi
83,Francesca,https://myanimelist.net/anime/22955/Francesca
84,Majin Bone,https://myanimelist.net/anime/21835/Majin_Bone
85,Marvel Disk Wars: The Avengers,https://myanimelist.net/anime/21013/Marvel_Disk_Wars__The_Avengers
86,Sazae-san,https://myanimelist.net/anime/2406/Sazae-san
87,Nintama Rantarou,https://myanimelist.net/anime/1199/Nintama_Rantarou
88,Chibi Maruko-chan (1995),https://myanimelist.net/anime/6149/Chibi_Maruko-chan_1995
89,Dragon Collection,https://myanimelist.net/anime/22733/Dragon_Collection
