,Title,Link
0,Noragami,https://myanimelist.net/anime/20507/Noragami
1,Nisekoi,https://myanimelist.net/anime/18897/Nisekoi
2,Chuunibyou demo Koi ga Shitai! Ren,https://myanimelist.net/anime/18671/Chuunibyou_demo_Koi_ga_Shitai_Ren
3,Mikakunin de Shinkoukei,https://myanimelist.net/anime/20541/Mikakunin_de_Shinkoukei
4,D-Frag!,https://myanimelist.net/anime/20031/D-Frag
5,Space☆Dandy,https://myanimelist.net/anime/20057/Space☆Dandy
6,Witch Craft Works,https://myanimelist.net/anime/21085/Witch_Craft_Works
7,Hamatora The Animation,https://myanimelist.net/anime/20689/Hamatora_The_Animation
8,Sakura Trick,https://myanimelist.net/anime/20047/Sakura_Trick
9,Seitokai Yakuindomo*,https://myanimelist.net/anime/20847/Seitokai_Yakuindomo
10,Mahou Sensou,https://myanimelist.net/anime/19769/Mahou_Sensou
11,Tonari no Seki-kun,https://myanimelist.net/anime/18139/Tonari_no_Seki-kun
12,Nourin,https://myanimelist.net/anime/18095/Nourin
13,Pupa,https://myanimelist.net/anime/19315/Pupa
14,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",https://myanimelist.net/anime/17777/Saikin_Imouto_no_Yousu_ga_Chotto_Okashiinda_ga
15,"Inari, Konkon, Koi Iroha.",https://myanimelist.net/anime/20457/Inari_Konkon_Koi_Iroha
16,Maken-Ki! Two,https://myanimelist.net/anime/15565/Maken-Ki_Two
17,Sekai Seifuku: Bouryaku no Zvezda,https://myanimelist.net/anime/20973/Sekai_Seifuku__Bouryaku_no_Zvezda
18,Gin no Saji 2nd Season,https://myanimelist.net/anime/19363/Gin_no_Saji_2nd_Season
19,Hoozuki no Reitetsu,https://myanimelist.net/anime/20431/Hoozuki_no_Reitetsu
20,Oneechan ga Kita,https://myanimelist.net/anime/20931/Oneechan_ga_Kita
21,Toaru Hikuushi e no Koiuta,https://myanimelist.net/anime/19117/Toaru_Hikuushi_e_no_Koiuta
22,Nobunaga the Fool,https://myanimelist.net/anime/21177/Nobunaga_the_Fool
23,Buddy Complex,https://myanimelist.net/anime/21437/Buddy_Complex
24,SoniAni: Super Sonico The Animation,https://myanimelist.net/anime/20555/SoniAni__Super_Sonico_The_Animation
25,Nobunagun,https://myanimelist.net/anime/19855/Nobunagun
26,Wizard Barristers: Benmashi Cecil,https://myanimelist.net/anime/20053/Wizard_Barristers__Benmashi_Cecil
27,"Wake Up, Girls!",https://myanimelist.net/anime/19023/Wake_Up_Girls
28,Z/X: Ignition,https://myanimelist.net/anime/20533/Z_X__Ignition
29,Saki: Zenkoku-hen,https://myanimelist.net/anime/16123/Saki__Zenkoku-hen
30,Youkai Watch,https://myanimelist.net/anime/19157/Youkai_Watch
31,Strange+,https://myanimelist.net/anime/21067/Strange_
32,Pupipo!,https://myanimelist.net/anime/21325/Pupipo
33,Happiness Charge Precure!,https://myanimelist.net/anime/21407/Happiness_Charge_Precure
34,Go! Go! 575,https://myanimelist.net/anime/21267/Go_Go_575
35,Future Card Buddyfight,https://myanimelist.net/anime/19067/Future_Card_Buddyfight
36,Koukaku Kidoutai Nyuumon Arise,https://myanimelist.net/anime/22013/Koukaku_Kidoutai_Nyuumon_Arise
37,Wooser no Sono Higurashi: Kakusei-hen,https://myanimelist.net/anime/20267/Wooser_no_Sono_Higurashi__Kakusei-hen
38,Minna Atsumare! Falcom Gakuen,https://myanimelist.net/anime/21427/Minna_Atsumare_Falcom_Gakuen
39,Tesagure! Bukatsumono Encore,https://myanimelist.net/anime/21851/Tesagure_Bukatsumono_Encore
40,Nyamen,https://myanimelist.net/anime/22849/Nyamen
41,Nandaka Velonica,https://myanimelist.net/anime/22381/Nandaka_Velonica
42,Oniku Daisuki! Zeushi-kun,https://myanimelist.net/anime/22541/Oniku_Daisuki_Zeushi-kun
43,Washimo,https://myanimelist.net/anime/22503/Washimo
44,Chou Zenmairobo: Patrasche,https://myanimelist.net/anime/21433/Chou_Zenmairobo__Patrasche
45,47 Todoufuken R,https://myanimelist.net/anime/23149/47_Todoufuken_R
46,Nyanfuru,https://myanimelist.net/anime/24845/Nyanfuru
47,Xiao Hua Xian,https://myanimelist.net/anime/37225/Xiao_Hua_Xian
48,Meitantei Rascal,https://myanimelist.net/anime/21447/Meitantei_Rascal
49,Porong Porong Pororo 5,https://myanimelist.net/anime/27459/Porong_Porong_Pororo_5
50,Chikasugi Idol Akae-chan,https://myanimelist.net/anime/22755/Chikasugi_Idol_Akae-chan
51,Kkoma Bus Tayo 3,https://myanimelist.net/anime/38072/Kkoma_Bus_Tayo_3
52,Robocar Poli 3,https://myanimelist.net/anime/42654/Robocar_Poli_3
53,Pic-lele,https://myanimelist.net/anime/21981/Pic-lele
54,Wonder Balls,https://myanimelist.net/anime/48303/Wonder_Balls
55,Dudadakung,https://myanimelist.net/anime/48169/Dudadakung
56,Nohjima Jeongsinjul,https://myanimelist.net/anime/48159/Nohjima_Jeongsinjul
57,Kkureogi Kelatobseu Koliyo,https://myanimelist.net/anime/48148/Kkureogi_Kelatobseu_Koliyo
