,Title,Link
0,Bleach,https://myanimelist.net/anime/269/Bleach
1,Beck,https://myanimelist.net/anime/57/Beck
2,School Rumble,https://myanimelist.net/anime/24/School_Rumble
3,Gankutsuou,https://myanimelist.net/anime/239/Gankutsuou
4,Yu☆Gi☆Oh! Duel Monsters GX,https://myanimelist.net/anime/482/Yu☆Gi☆Oh_Duel_Monsters_GX
5,Rozen Maiden,https://myanimelist.net/anime/64/Rozen_Maiden
6,Genshiken,https://myanimelist.net/anime/240/Genshiken
7,Sunabouzu,https://myanimelist.net/anime/25/Sunabouzu
8,Mai-HiME,https://myanimelist.net/anime/98/Mai-HiME
9,Kidou Senshi Gundam SEED Destiny,https://myanimelist.net/anime/94/Kidou_Senshi_Gundam_SEED_Destiny
10,Mahou Shoujo Lyrical Nanoha,https://myanimelist.net/anime/76/Mahou_Shoujo_Lyrical_Nanoha
11,Major S1,https://myanimelist.net/anime/627/Major_S1
12,Gakuen Alice,https://myanimelist.net/anime/74/Gakuen_Alice
13,Yakitate!! Japan,https://myanimelist.net/anime/28/Yakitate_Japan
14,Tsukuyomi: Moon Phase,https://myanimelist.net/anime/343/Tsukuyomi__Moon_Phase
15,Kannazuki no Miko,https://myanimelist.net/anime/143/Kannazuki_no_Miko
16,Grenadier: Hohoemi no Senshi,https://myanimelist.net/anime/297/Grenadier__Hohoemi_no_Senshi
17,Tactics,https://myanimelist.net/anime/173/Tactics
18,Black Jack (TV),https://myanimelist.net/anime/2213/Black_Jack_TV
19,Final Approach,https://myanimelist.net/anime/119/Final_Approach
20,Futakoi,https://myanimelist.net/anime/125/Futakoi
21,Fantastic Children,https://myanimelist.net/anime/455/Fantastic_Children
22,Uta∽Kata,https://myanimelist.net/anime/688/Uta∽Kata
23,Harukanaru Toki no Naka de: Hachiyou Shou,https://myanimelist.net/anime/247/Harukanaru_Toki_no_Naka_de__Hachiyou_Shou
24,Zipang,https://myanimelist.net/anime/29/Zipang
25,Fuujin Monogatari,https://myanimelist.net/anime/1524/Fuujin_Monogatari
26,W: Wish,https://myanimelist.net/anime/346/W__Wish
27,Bouken Ou Beet,https://myanimelist.net/anime/8/Bouken_Ou_Beet
28,Ginyuu Mokushiroku Meine Liebe,https://myanimelist.net/anime/336/Ginyuu_Mokushiroku_Meine_Liebe
29,Viewtiful Joe,https://myanimelist.net/anime/278/Viewtiful_Joe
