,Title,Link
0,Steins;Gate,https://myanimelist.net/anime/9253/Steins_Gate
1,Ao no Exorcist,https://myanimelist.net/anime/9919/Ao_no_Exorcist
2,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,https://myanimelist.net/anime/9989/Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai
3,Deadman Wonderland,https://myanimelist.net/anime/6880/Deadman_Wonderland
4,Nichijou,https://myanimelist.net/anime/10165/Nichijou
5,Gintama',https://myanimelist.net/anime/9969/Gintama
6,Kami nomi zo Shiru Sekai II,https://myanimelist.net/anime/10080/Kami_nomi_zo_Shiru_Sekai_II
7,Hidan no Aria,https://myanimelist.net/anime/8630/Hidan_no_Aria
8,Hanasaku Iroha,https://myanimelist.net/anime/9289/Hanasaku_Iroha
9,C: The Money of Soul and Possibility Control,https://myanimelist.net/anime/10163/C__The_Money_of_Soul_and_Possibility_Control
10,Denpa Onna to Seishun Otoko,https://myanimelist.net/anime/9379/Denpa_Onna_to_Seishun_Otoko
11,Tiger & Bunny,https://myanimelist.net/anime/9941/Tiger___Bunny
12,SKET Dance,https://myanimelist.net/anime/9863/SKET_Dance
13,Sekaiichi Hatsukoi,https://myanimelist.net/anime/9926/Sekaiichi_Hatsukoi
14,Gyakkyou Burai Kaiji: Hakairoku-hen,https://myanimelist.net/anime/10271/Gyakkyou_Burai_Kaiji__Hakairoku-hen
15,Dog Days,https://myanimelist.net/anime/10155/Dog_Days
16,Hoshizora e Kakaru Hashi,https://myanimelist.net/anime/10079/Hoshizora_e_Kakaru_Hashi
17,Astarotte no Omocha!,https://myanimelist.net/anime/9736/Astarotte_no_Omocha
18,Seikon no Qwaser II,https://myanimelist.net/anime/10073/Seikon_no_Qwaser_II
19,Toriko,https://myanimelist.net/anime/10033/Toriko
20,A-Channel,https://myanimelist.net/anime/9776/A-Channel
21,Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,https://myanimelist.net/anime/9922/Oretachi_ni_Tsubasa_wa_Nai__Under_the_Innocent_Sky
22,Inazuma Eleven Go,https://myanimelist.net/anime/10507/Inazuma_Eleven_Go
23,"Yondemasu yo, Azazel-san. (TV)",https://myanimelist.net/anime/10216/Yondemasu_yo_Azazel-san_TV
24,Yu☆Gi☆Oh! Zexal,https://myanimelist.net/anime/10015/Yu☆Gi☆Oh_Zexal
25,Maria†Holic Alive,https://myanimelist.net/anime/9712/Maria†Holic_Alive
26,30-sai no Hoken Taiiku,https://myanimelist.net/anime/9624/30-sai_no_Hoken_Taiiku
27,Bakugan Battle Brawlers: Gundalian Invaders,https://myanimelist.net/anime/7334/Bakugan_Battle_Brawlers__Gundalian_Invaders
28,Metal Fight Beyblade 4D,https://myanimelist.net/anime/10370/Metal_Fight_Beyblade_4D
29,Sengoku Otome: Momoiro Paradox,https://myanimelist.net/anime/10308/Sengoku_Otome__Momoiro_Paradox
30,HenSemi (TV),https://myanimelist.net/anime/10187/HenSemi_TV
31,Hyouge Mono,https://myanimelist.net/anime/9996/Hyouge_Mono
32,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,https://myanimelist.net/anime/10444/Digimon_Xros_Wars__Aku_no_Death_General_to_Nanatsu_no_Oukoku
33,X-Men,https://myanimelist.net/anime/6919/X-Men
