MAL_id,Type,Episodes,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Demographics,Year,Season,Is_Finished
235,TV,,"['Yomiuri Telecasting', 'Shogakukan', 'Audio Planning U', 'Tokyo Movie', 'Polydor Records']","['Funimation', 'Crunchyroll']",['TMS Entertainment'],Manga,"['Adventure', 'Comedy', 'Mystery']",['Detective'],24,PG-13 - Teens 13 or older,8.17,433.0,704,360661,15327,164266,"Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child. Perfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa. Shinichi, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday. ",2,Meitantei Conan,['Shounen'],2017,fall,False
34636,TV,24.0,"['Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'Movic', 'Bandai Namco Games', 's Factory"", ']",['Ponycan USA'],['Production I.G'],Manga,['Sports'],['Performing Arts'],24,PG-13 - Teens 13 or older,8.18,417.0,729,348167,3667,154503,"Tatara Fujita is a shy middle schooler who has no particular plan for the future. He has gotten through life by avoiding any kind of confrontation and blending in with the crowd. But blending in isn't enough to get out of trouble, as some bullies harass him for money. Luckily, he is saved by a man named Kaname Sengoku. Kaname invites Tatara to his dance studio. Although he would normally never set foot in such a place, Tatara is captivated by Sengoku's commanding presence. Granted an opportunity to dance with fellow classmate Shizuku Hanaoka—who often practices at the studio—Tatara realizes there's something about the idea of being put in the limelight and dancing where people will see him that keeps him coming back. With an earnest, passionate drive to improve, Tatara begins his journey into the world of competitive dance. ",2,Ballroom e Youkoso,['Shounen'],2017,fall,True
34034,TV,146.0,"['TV Tokyo', 'Shogakukan-Shueisha Productions']",['The Pokemon Company International'],['OLM'],,"['Action', 'Fantasy']","['School', 'Strategy Game']",24,PG - Children,6.95,4608.0,1923,122078,595,65603,"After his mother wins a free trip to the islands, Pokémon trainer Satoshi and his partner Pikachu head for Melemele Island of the beautiful Alola region, which is filled with lots of new Pokémon and even variations of familiar faces. Eager to explore the island, Satoshi and Pikachu run wild with excitement, quickly losing their way while chasing after a Pokémon. The pair eventually stumbles upon the Pokémon School, an institution where students come to learn more about these fascinating creatures. At the school, when he and one of the students—the no-nonsense Kaki—have a run-in with the nefarious thugs of Team Skull, Satoshi discovers the overwhelming might of the Z-Moves, powerful attacks originating from the Alola region that require the trainer and Pokémon to be in sync. Later that night, he and Pikachu have an encounter with the guardian deity Pokémon of Melemele Island, the mysterious Kapu Kokeko. The Pokémon of legend bestows upon them a Z-Ring, a necessary tool in using the Z-Moves. Dazzled by their earlier battle and now in possession of a Z-Ring, Satoshi and Pikachu decide to stay behind in the Alola Region to learn and master the strength of these powerful new attacks. Enrolling in the Pokémon School, Satoshi is joined by classmates such as Lillie, who loves Pokémon but cannot bring herself to touch them, Kaki, and many others. Between attending classes, fending off the pesky Team Rocket—who themselves have arrived in Alola to pave the way for their organization's future plans—and taking on the Island Challenge that is necessary to master the Z-Moves, Satoshi and Pikachu are in for an exciting new adventure. ",2,Pokemon Sun & Moon,['Kids'],2017,fall,True
32977,TV,100.0,['Sanrio'],[],['Fanworks'],,['Comedy'],"['Anthropomorphic', 'Music', 'Workplace']",1,PG-13 - Teens 13 or older,7.62,1488.0,2075,110798,679,52933,"Whether it be facing misogynistic remarks from her boss or being pressured by condescending co-workers, stress is just another part of the job for 25-year-old red panda Retsuko. Despite being one of the most diligent workers at her office, her diminutiveness and modesty often lead her to be exploited by her colleagues. However, when her irritation hits the limit, Retsuko brings forth her unique brand of letting off steam: aggressive death metal karaoke bashing the idiocy and hypocrisy of her co-workers' actions and work life. Although this venting only takes place in her mind, it gives her an outlet to counter her frustration in a world where hierarchy and appearances reign supreme. ",0,Aggressive Retsuko,,2017,fall,True
966,TV,,['TV Asahi'],['Funimation'],['Shin-Ei Animation'],Manga,"['Comedy', 'Ecchi']",['School'],21,G - All Ages,7.8,1028.0,2400,88021,1330,42173,"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon. Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with. ",2,Crayon Shin-chan,['Seinen'],2017,fall,False
34547,TV,24.0,"['Aniplex', 'Mainichi Broadcasting System', 'Kodansha', 'Lucent Pictures Entertainment', 'Hakuhodo DY Music & Pictures', 'Lawson', 'GYAO!', 'Kanetsu Investment', 'Christmas Holly']",[],['MAPPA'],Manga,"['Adventure', 'Drama']","['Historical', 'Military']",24,PG-13 - Teens 13 or older,7.55,1749.0,2525,81462,331,24740,"Tuğrul Mahmut is a young pasha serving on the Divan of the Türkiye Stratocracy. The clouds of war are gathering over his country due to the threat of an aggressive Empire. With the Divan split between warmongers and the pacifists, Mahmut begins his quest to keep the peace at any cost. As he finds himself deeper and deeper in the politics of the ancient world, new enemies and allies surface. Who will prevail? What will Mahmut do if war proves to be inevitable?",2,Shoukoku no Altair,['Shounen'],2017,fall,True
35220,TV,26.0,"['TMS Entertainment', 'Kodansha', 'Asmik Ace', 'JR East Marketing & Communications', 'Sumitomo']",[],['Shin-Ei Animation'],,"['Slice of Life', 'Supernatural']","['Mythology', 'School']",23,PG-13 - Teens 13 or older,7.18,3480.0,2760,70356,222,27588,"Inaba Yuushi's parents died in his first year of middle school, and he moved in with his relatives. Though they did care for him, he could tell he was a burden. After he graduated, he happily prepared to move to a high school with a dormitory. Unfortunately, the dormitory burned to the ground before he could move in! Yuushi doesn't want to live with his grudging relatives, but it's rough finding lodging as an orphaned student with little money. He finally finds a room in a nice old building which seems too good to be true. The catch is that it is a Monster House, a place where humans and supernatural creatures—ghosts, mononoke, etc.—live together. Another high schooler lives there, a cute girl named Akine, and she's completely unfazed by the monsters. In fact, she can even exorcise evil spirits! Yuushi's high school life just got much stranger than he ever bargained for! ",2,Youkai Apartment no Yuuga na Nichijou,,2017,fall,True
34866,TV,120.0,"['TV Tokyo', 'Nihon Ad Systems']",['Konami Cross Media NY'],['Gallop'],,"['Action', 'Fantasy', 'Sci-Fi']",['Strategy Game'],24,PG-13 - Teens 13 or older,6.7,5906.0,3341,49411,267,20297,"The world of Duel Monsters is once again evolving with the development of a network called Link Vrains and a new summoning mechanic introduced as Link Summoning. By using this cyberspace, duelists can now create their own avatars and duel their way to glory within a virtual reality. However, much like the real world, the digital world is not free from war, conflict, and mysteries. Years ago, a hacker organization known as the Knights of Hanoi unleashed an attack on Link Vrains. Led by the anonymous Revolver, their aim was to annihilate the artificial intelligence program known as the Cyberse. After a failed attempt, one of their targets, Ignis, managed to escape and hide the Cyberse somewhere in the network. Five years later, high school student Yuusaku Fujiki encounters a strange artificial intelligence program while dueling in Link Vrains. Under the guise of his avatar named Playmaker, Yuusaku and his partner in crime, Shouichi Kusanagi, decide to join forces with the peculiar existence. As he seeks the truth behind a mysterious incident of the past, Yuusaku battles against the Knights of Hanoi and SOL Technologies in a race that might alter the fate of the world. ",0,Yu☆Gi☆Oh! VRAINS,['Shounen'],2017,fall,True
19157,TV,214.0,"['TV Tokyo', 'Dentsu']",['Dentsu Entertainment USA'],['OLM'],,"['Comedy', 'Supernatural']",['Mythology'],23,G - All Ages,6.68,6009.0,3993,35147,270,16274,"Primary school student Keita Amano's curiosity is as innocent as any other child's his age. But when one day he decides to venture deeper into the forest, he encounters a small and mysterious capsule. Out from its depths comes Whisper. After 190 years of imprisonment, this ghost-like creature is glad that someone has been kind enough to set him free. He decides to reward Keita by becoming his guardian against supernatural forces. Whisper is one of many Youkai that exist in the world, and provides Keita with a special Youkai Watch, which enables him to see and interact with all the other Youkai. Youkai Watch follows Keita, Whisper and the cat spirit Jibanyan as they encounter Youkai, befriend them, fix all the trouble that they so often cause, and, with the help of the watch, use the powers of previously encountered Youkai to aid them. Young Keita may have been just an ordinary primary school student when he first encountered the Youkai, but the many adventures that follow his discovery provide him with invaluable experiences and precious life lessons that help him grow.",2,Youkai Watch,['Kids'],2017,fall,True
34745,TV,24.0,"['TV Tokyo', 'Square Enix', 'Lantis', 'Kadokawa Shoten', 'AT-X', 'Magic Capsule', 'Sony Music Communications']",[],['Production I.G'],Manga,"['Adventure', 'Comedy', 'Fantasy']",['Parody'],24,PG-13 - Teens 13 or older,7.8,1039.0,4048,34221,240,10770,"Nike was a simple boy from Boering Village, and the last thing he ever wanted was to become a hero. But when a sign appears from the king of Ainshent Castle Town recruiting heroes to slay the Demon Lord Giri, Nike's father enthusiastically forces him out the door. Along with Kukuri, a member of the Migu Migu Clan, Nike sets out on an adventure to become the legendary hero that the world needs. As Nike and Kukuri travel across different continents, they attempt to learn the secrets of Guru Guru Magic, a strange but powerful type of magic used to seal Demon Lord Giri's power. While reluctantly taking on their assigned quest, the duo does not fail to acquire new comrades and have fun along the way. ",2,Mahoujin Guruguru (2017),['Shounen'],2017,fall,True
32717,TV,100.0,"['TV Tokyo', 'Echoes']",[],['Bandai Namco Pictures'],,['Slice of Life'],"['Idols (Female)', 'Music', 'School']",24,PG - Children,7.62,1489.0,4999,21425,308,7316,"Yume Nijino has been accepted into Four Stars academy, home of the beautiful and talented S4 idol group. She and the other newcomers are determined to discover their talent, with a choice of specializing in beauty, singing, dancing, or drama. A tough road lies ahead of them, and they must rely on each other to overcome their weaknesses and develop their unique strengths. At the first-years' opening performances, Yume performs stellarly but faints and is unable to remember being on stage at all. Struggling to find her talent, she meets Rola ""Laura"" Sakuraba, and the two develop a friendly rivalry, working together to learn and improve. Though they have their differences, all the students share the same goal: to become the next S4 idol. But hard work and determination, along with teamwork, are needed if they want to join the elite S4. ",0,Aikatsu Stars!,,2017,fall,True
8687,TV,,['TV Asahi'],[],['Shin-Ei Animation'],Manga,"['Comedy', 'Sci-Fi']",['Anthropomorphic'],25,PG - Children,7.72,1246.0,5000,21405,239,9584,Doraemon ,2,Doraemon (2005),"['Kids', 'Shounen']",2017,fall,False
34901,TV,51.0,"['TV Tokyo', 'd-rights']",['ADK Emotions NY Inc.'],['OLM'],Manga,"['Action', 'Adventure', 'Sci-Fi']",,24,PG - Children,7.14,3665.0,5053,20908,149,12302,"Valt Aoi, who participated in the Japanese Championship, was scouted for the prestigious Spanish team BC Sol and heads out to Spain. With their sights set on the world, Valt and his friends begin their challenge for the World League! However, in order to qualify for the World League, they must first win the European League. Will Valt be able to take BC Sol to the World League? And can he defeat the world's strongest Bladers? ",2,Beyblade Burst God,['Kids'],2017,fall,True
31631,TV,75.0,"['Dentsu', 'Fuji TV', 'Capcom', 'Fuji Creative']",['Funimation'],['David Production'],,['Fantasy'],,24,PG-13 - Teens 13 or older,6.28,8378.0,5578,16105,49,3775,"This is a world where both men and monsters exist. Those who hunt the monsters are called Hunters. But in a small corner of the Hunter's world, there are those called Riders who bond with and coexist with monsters. With their Kizuna Ishi ",0,Monster Hunter Stories: Ride On,,2017,fall,True
34290,TV,49.0,"['Asatsu DK', 'Asahi Broadcasting', 'ABC Animation', 'Echoes']",[],['Toei Animation'],,"['Action', 'Gourmet']",['Mahou Shoujo'],24,G - All Ages,7.13,3761.0,5775,14791,154,5438,"Cheerful teenager Ichika Usami has a passion for sweets that is inspired by her mother's baking. In celebration of her mother's return from overseas, she tries her hand at making a cake herself. She is interrupted when a dog-like fairy named Pekorin crashes into her kitchen. With Pekorin's help, Ichika successfully bakes her cake. Only then enters an imp named Gummy who bursts in and attempt to steal the cake's ""kirakiraru"", a magical power that gives sweets the ability to bring happiness. Though Ichika initially offers her cake to Gummy in order to protect Pekorin, the fairy helps her realize how important the treat is and the love it represents. As the kirakiraru within Ichika's cake grows, it changes into a set of trinkets that transforms her into Cure Whip, a hero known as a Pretty Cure. Using her newfound powers, she goes on to battle kirakiraru thieves whenever they appear. Ichika fights to protect Ichigozaka's sweets and finds colorful new allies along the way. ",2,Kirakira☆Precure A La Mode,,2017,fall,True
23539,TV,1717.0,['Sanrio'],[],['Gathering'],,"['Comedy', 'Gourmet']",,1,G - All Ages,6.61,6458.0,5997,13397,60,2722,"Gudetama, an egg that is dead to the world and completely lacks motivation. No matter what cooking method you use, Gudetama remains unmoved. ",0,Gudetama,['Kids'],2017,fall,True
32772,TV,89.0,"['Audio Planning U', 'GungHo Online Entertainment']",['Funimation'],['Pierrot'],,,['Strategy Game'],24,PG-13 - Teens 13 or older,6.49,7128.0,7046,9035,20,2664,"Dorogoza Island is rich in ""Drop Energy"" that players can use on friendly monsters. Once strong enough, they can face enemies in puzzle wars. Winners reap rewards, but what happens to the losers? Only the brave can take on these monstrous challenges! ",0,Puzzle & Dragons Cross,['Kids'],2017,fall,True
2406,TV,,['Fuji TV'],[],['Eiken'],4-koma manga,"['Comedy', 'Slice of Life']",,24,G - All Ages,6.14,9121.0,7128,8793,39,1934,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. ",2,Sazae-san,,2017,fall,False
1199,TV,,"['NHK', 'Sogo Vision', 'NHK Enterprises']",[],"['Ajia-do', 'Gakken']",Manga,['Comedy'],,10,G - All Ages,7.08,4015.0,7390,8012,77,2550,"Taking place in the Sengoku Period, Rantarou, Kirimaru and Shinbei are young students at Ninjutsu Academy, a school that teaches all kinds of youth how to become ninjas. Known as ""Nintamas"" (a contraction of ninja + tama [egg]), the main trio, and many other students at the school, must learn all sorts of unique skills to achieve their goal. Unfortunately, things aren't that simple, since our protagonists constantly find themselves failing their classes. With strict ninja teachers such as Doi-sensei and Yamada-sensei, the mischievous girls from the Kunoichi class, an entire crew of pirates and dozens more interesting characters, anything can happen in the crazy world of Nintama. The episodes are 7 minutes and thirty seconds long each, and each season (which there's currently 29 of) usually has a range of 60-90 episodes.",2,Nintama Rantarou,['Kids'],2017,fall,False
34787,TV,51.0,"['TV Tokyo', 'Nihon Ad Systems', 'Avex Pictures', 'Takara Tomy A.R.T.S', 'Shogakukan']",[],"['Tatsunoko Production', 'Dongwoo A&E']",,,"['Idols (Female)', 'Music', 'School']",24,PG - Children,7.29,2866.0,7460,7794,49,2478,"The story focuses on Yui, a girl who lives in the town of Paparajuku, and who dreams of being an idol, even if she realizes that being an idol is next to impossible for her. Her friends often remark on how much she dreams about it. But then, the PriPara idol theme park opens in her town, and that an idol named Laala is coming to town from Parajuku, which only makes Yui dream even bigger. The new PriPara theme park has been updated with new concepts. However, due to a system error, Laala is no longer able to PriPara Change. ",2,Idol Time PriPara,,2017,fall,True
6149,TV,,"['Ajia-do', 'Fuji TV', 'Sakura Production']",[],['Nippon Animation'],Manga,['Comedy'],['School'],23,G - All Ages,7.34,2626.0,7920,6761,62,2180,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life. ",2,Chibi Maruko-chan (1995),['Shoujo'],2017,fall,False
34975,TV,26.0,[],['Marvel Entertainment'],['Madhouse'],,['Action'],['Super Power'],22,PG - Children,5.77,11065.0,8684,5395,13,1121,The Avengers rescue a trio of children ,1,Marvel Future Avengers,['Kids'],2017,fall,True
34836,TV,52.0,"['Dentsu', 'Bushiroad', 'TV Aichi']",[],"['Xebec', 'OLM']",,,['Strategy Game'],23,PG - Children,6.61,6455.0,8811,5195,15,2513,The fourth season of Future Card Buddyfight.,2,Future Card Buddyfight Battsu,,2017,fall,True
1960,TV,,"['Sotsu', 'Nippon Television Network']",[],['TMS Entertainment'],,"['Comedy', 'Fantasy']",,24,PG - Children,6.58,6585.0,9186,4605,31,1737,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan ",0,Sore Ike! Anpanman,['Kids'],2017,fall,False
31044,TV,139.0,"['TV Tokyo', 'Lantis']",[],['OLM'],,"['Fantasy', 'Slice of Life']",,24,PG - Children,6.3,8263.0,9635,3969,16,1017,"Cocotama are tiny gods born from the thoughts and feelings of objects that people use with great care. The fact that Cocotama wear part of the egg they hatch out of as underwear is proof that they are still apprentices. The Cocotama use a mysterious magic, and they train hard to be of use to humans and to become full gods. They live inside human houses and stealthily move around to help humans find things they have lost, although they make many mistakes. ",2,Kamisama Minarai: Himitsu no Cocotama,['Kids'],2017,fall,True
34799,TV,36.0,[],[],['OLM'],Manga,"['Comedy', 'Sci-Fi']",,12,G - All Ages,6.38,7824.0,9655,3953,11,1314,"The story revolves around a girl named Yuuka, who encounters a being from the depths of the Earth named Chii-chan (a pun of chiteijin, the Japanese word for underground-dweller), and an alien named Ucchan (a pun of uchuujin or alien). The story follows their heartwarming and chaotic everyday lives together.",2,PriPri Chii-chan!!,['Shoujo'],2017,fall,True
32353,TV,,"['Fuji TV', 'Glovision']",[],['Eiken'],4-koma manga,"['Comedy', 'Slice of Life']",['Anthropomorphic'],5,G - All Ages,6.37,7882.0,10237,3281,19,759,"Based on the original comic BONO BONO by Mikio Igarashi that has seen over 9,000,000 total copies printed, this is the definitive animated version of the emotionally soothing character-driven series that will make you ask yourself the philosophical question, ""What are living things?"" while laughing at heartwarming gags and being entertained by the interactions of amusing forest friends Bonobono the young sea otter, Chipmunk, Fishing Cat, and more. Enjoy the easygoing days and minor misadventures of Bonobono and his friends! ",2,Bonobono (TV 2016),,2017,fall,False
34052,TV,36.0,"['Dentsu', 'Shogakukan-Shueisha Productions', 'Asatsu DK', 'Mainichi Broadcasting System', 'Nippon Columbia', 'Shogakukan', 'Sumitomo']",[],['OLM'],Manga,['Comedy'],,12,PG - Children,5.73,11214.0,10291,3226,4,1360,"The story centers around an elementary school teacher who is so stupid that he cannot even write his own name. He does whatever he likes in his classroom. Plus, by all appearances, he is not human. ",2,100% Pascal-sensei (TV),['Kids'],2017,fall,True
34927,TV,51.0,['Sotsu'],[],['Studio Deen'],,"['Fantasy', 'Slice of Life']",,23,G - All Ages,6.63,6336.0,11310,2394,5,538,Second Season of Rilu Rilu Fairilu: Yousei no Door.,2,Rilu Rilu Fairilu: Mahou no Kagami,,2017,fall,True
4459,TV,,['NHK'],['Enoki Films'],['Gallop'],,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']",,10,G - All Ages,6.39,7746.0,11553,2224,5,553,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)",2,Ojarumaru,['Kids'],2017,fall,False
36618,TV,26.0,"['EBS', 'Iconix Entertainment']",[],[],,,,11,G - All Ages,6.05,9668.0,11820,2050,11,514,The second season of Flowering Heart.,2,Flowering Heart 2,['Kids'],2017,fall,True
34905,TV,51.0,[],[],['Ascension'],,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,24,PG-13 - Teens 13 or older,5.62,11727.0,12044,1917,3,289,"In the new series' story, the balance of the Creature World is starting to crumble. A talking deck case named Decky comes to the human world to search for a Duel Master to preserve equilibrium. There he sees Joe's power to create creatures. ",4,Duel Masters (2017),['Kids'],2017,fall,True
35478,TV,10.0,"['Gakken', 'MMDGP', 'Anime Beans']",[],['Kachidoki Studio'],,"['Comedy', 'Slice of Life']",,1,G - All Ages,,18150.0,13231,1324,0,0,"The series stars a cat with a lack of energy who speaks while lying down, yet has a thorough personality. He thinks various things and has fun watching humans.",0,Neko no Robu,,2017,fall,True
30151,TV,,[],[],[],,"['Comedy', 'Slice of Life']",,2,G - All Ages,,16820.0,13304,1295,0,0,"Fourth season of Kamiusagi Rope, events occur after the feature film. Airs on Mezamashi TV instead of the theaters.",2,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,,2017,fall,False
34741,TV,37.0,['TBS'],[],['OLM'],,"['Adventure', 'Mystery', 'Sci-Fi']","['Detective', 'Mecha']",24,PG - Children,6.11,9299.0,13382,1264,2,236,"A little bit in the future, the government has established a brand new organization with the purpose of rescuing lives to respond to the increasingly complicated and varied types of disasters, accidents and crimes that go beyond human comprehension. It is called the ""Mobile Emergency Police DRIVE HEAD"" force combining specialized police, firefighting and rescue skills. ""DRIVE HEAD"" is an advanced mobile device that transforms in form factor from car to humanoid walker vehicle. The drivers are high-aptitude, grade school students such as Go Kurumada who collaborate with mobile emergency police adults and rush to crisis situations to secure public safety and preserve the peace for all! ",2,Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu,,2017,fall,True
33933,TV,33.0,['Sony Music Entertainment'],[],['DLE'],,['Comedy'],,0,G - All Ages,,15999.0,13591,1199,0,0,The series follows a mysterious but gentle-hearted man named Yasashi Yasamura who spreads warmth and human kindness wherever he goes. ,0,Yasamura Yasashi no Yasashii Sekai,,2017,fall,True
34979,TV,32.0,[],[],"['Bridge', 'Husio Studio']",4-koma manga,"['Comedy', 'Slice of Life']",['Pets'],9,G - All Ages,5.97,10065.0,13628,1187,2,380,Second season of Shounen Ashibe: Go! Go! Goma-chan.,4,Shounen Ashibe: Go! Go! Goma-chan 2,['Seinen'],2017,fall,True
35303,TV,50.0,[],[],[],,['Supernatural'],['Historical'],22,G - All Ages,6.16,9059.0,13668,1174,1,249,Sequel series to Furusato Saisei: Nihon no Mukashibanashi.,2,Furusato Meguri: Nippon no Mukashibanashi,['Kids'],2017,fall,True
8336,TV,,"['Group TAC', 'TOHO animation']",[],"['Xebec', 'OLM']",,['Comedy'],,10,PG - Children,6.0,9911.0,14256,1003,0,171,Story about Kappa with flowers on their heads.,0,Hanakappa,['Kids'],2017,fall,False
32663,TV,104.0,['Sony Creative Products'],[],['Kachidoki Studio'],,['Adventure'],['Pets'],1,G - All Ages,6.06,9633.0,14278,999,2,227,A new series following the cat named Tama and his many friends.,0,Tama & Friends: Uchi no Tama Shirimasen ka?,['Kids'],2017,fall,True
10506,TV,,[],[],['Kachidoki Studio'],,['Comedy'],,0,,,14199.0,14342,980,4,0,The story centers around a cat who answers people's wishes and delivers happiness. ,0,Shiawase Haitatsu Taneko,,2017,fall,False
32956,TV,230.0,[],[],['Pie in the sky'],,['Comedy'],"['Parody', 'School']",5,G - All Ages,6.11,9312.0,14428,952,1,213,"A long, long time ago, there was a prestigious school called ""Ryuuguu Elementary School"" that produced many masterpiece characters. One day, an ordinary boy named Meisaku Matsuda enrolled at the school. Little did he know that the place for learning was filled with crazy characters like Sweets, the energetic idiot; Musubi, a rice ball who gets angry when called ""onigiri""; Nokio, a narcissistic self-proclaimed robot; and Bolt, who's clearly faster than a rabbit. Surrounded by such unique characters, will Meisaku be able to graduate as a splendid masterpiece character? ",0,Aware! Meisaku-kun,['Kids'],2017,fall,True
35302,TV,32.0,"['NHK', 'Neft Film']",[],['Joker Films'],Web manga,,"['Anthropomorphic', 'Historical', 'Parody', 'Samurai']",9,G - All Ages,6.18,8940.0,14557,925,1,263,Second season of Neko Neko Nihonshi.,4,Neko Neko Nihonshi 2nd Season,['Kids'],2017,fall,True
33044,TV,744.0,[],[],['DLE'],,['Comedy'],['Workplace'],0,G - All Ages,5.59,11840.0,14699,889,2,159,The series follows a variety of employed shellfish who exhibit selfish or odd personality traits. ,0,Asa da yo! Kaishain,,2017,fall,True
32596,TV,50.0,"['TOHO animation', 'Level-5']",[],"['OLM', 'OLM Digital']",,"['Adventure', 'Comedy', 'Fantasy']",,23,G - All Ages,,14834.0,14918,829,1,0,"In ""a certain era"" on ""a certain continent,"" banal things are happening. The construction of ""Large-Scale Leisure Facilities"" has demanded that all the villages are to be evicted. When these demands are denied, the village and its residents are obliterated. A boy named Chap once lived in tranquility, but that happiness soon came crumbling down. He decides to embark on a journey of revenge, but soon falls madly in love with the king's daughter, Princess Melora. In order to fulfill her selfish wishes, he gathers his friends in order to overcome the impossible.",2,The Snack World (TV),['Kids'],2017,fall,True
36231,TV,12.0,[],[],[],Manga,"['Adventure', 'Comedy', 'Fantasy']",,10,G - All Ages,,21218.0,15472,708,0,0,,0,Hinomaru!,,2017,fall,True
35444,TV,88.0,"['Fuji TV', 'Creek & River']",[],[],,['Supernatural'],,0,G - All Ages,,18152.0,15533,698,0,0,"The series centers around two cats: a younger sister named Neko, and an older brother named Mata. Neko is a nekomata ",0,Neko to Mata,,2017,fall,True
18941,TV,,[],[],['The Answer Studio'],,"['Adventure', 'Comedy', 'Fantasy']",,8,G - All Ages,,14231.0,15590,688,1,0,Fourth season of the Shimajirou children's television series.,2,Shimajirou no Wow!,['Kids'],2017,fall,False
35517,TV,46.0,"['TV Osaka', 'Sanrio']",[],[],,['Comedy'],['Music'],0,PG - Children,,19776.0,16244,593,0,0,Deeky is a wolf whose wild appearance belies his pure-hearted and slightly gossipy moe nature. Carina is a squirrel whose soft and cuddly appearance hides the black and beating heart of a hard rock monster. Together they form a band to compete in a rock music competition. ,2,Caribadix,,2017,fall,True
35957,TV,50.0,['Asmik Ace'],[],['Kachidoki Studio'],,['Comedy'],,1,PG - Children,,16194.0,16390,573,0,0,,0,Yura Yura Suizokukan,,2017,fall,True
22669,TV,,[],[],['DLE'],,"['Action', 'Comedy']",,0,G - All Ages,,20838.0,16438,567,0,0,"A series of short, 30-second segments featuring Gohan Kaijuu Pap and various ""side dish"" monsters to produce delicious meals.",0,Gohan Kaijuu Pap,['Kids'],2017,fall,False
30119,TV,,['NHK'],[],[],,,,1,PG - Children,,16130.0,16776,527,0,0,An NHK toddler's anime following cowardly creatures representing typical Halloween monsters like Dracula and a witch.,0,Yowamushi Monsters,['Kids'],2017,fall,False
37263,TV,40.0,['Anime Beans'],[],[],,['Slice of Life'],['Strategy Game'],2,,,18836.0,17010,506,0,0,"Tokiko-san got the job of making quizzes/brain-teasers/riddles for Chuukyou Television Broadcasting (a real TV station that airs the anime the fictional character works for). In particular: matchstick puzzles. The show focuses on her trying to make puzzles as well as her early life, family, personality that lead to her profession—particularly her compulsiveness for organization.",0,Quiz Tokiko-san,,2017,fall,True
