,Cover_Image,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title
0,[],ダンダダン,Dan Da Dan,['TV'],12,Finished Airing,"Oct 4, 2024 to Dec 20, 2024",['Fall 2024'],Fridays at 00:26 (JST),"['Aniplex', 'Dentsu', 'Shogakukan-Shueisha Productions', 'Mainichi Broadcasting System', 'Shueisha']",['GKIDS'],['Science SARU'],['Manga'],"['Action', 'Comedy', 'Supernatural']",['Shounen'],23 min. per ep.,R - 17+ (violence & profanity),8.59,#105,#381,"608,690","9,275",316797,"Reeling from her recent breakup, Momo Ayase, a popular high schooler, shows kindness to her socially awkward schoolmate, Ken Takakura, by standing up to his bullies. Ken misunderstands her intentions, believing he has made a new friend who shares his obsession with aliens and UFOs. However, Momo's own eccentric occult beliefs lie in the supernatural realm; she thinks aliens do not exist. A rivalry quickly brews as each becomes determined to prove the other wrong. Despite their initial clash over their opposing beliefs, Momo and Ken form an unexpected but intimate friendship, a bond forged in a series of supernatural battles and bizarre encounters with urban legends and paranormal entities. As both develop unique superhuman abilities, they learn to supplement each other's weaknesses, leading them to wonder if their newfound partnership may be about more than just survival. [Written by MAL Rewrite]","['Sequel (TV) Dandadan 2nd Season', 'Adaptation (Manga) Dandadan']",Dandadan
