,Total_Team_Projects,Total_Colab_Projects,Total_False_Positives,Avg_Team_Projects,Avg_Colab_Projects,Avg_False_Positives,Avg_Score,Min_Projects,Min_Acceptance,Min_Team,Is_Train
35,3785,1401,2384,8.721198156682028,3.228110599078341,5.493087557603687,0.3664819691317387,-20,30,5,False
36,13912,7662,6250,51.525925925925925,28.377777777777776,23.14814814814815,0.5506608737996085,-20,40,5,True
37,2342,1038,1304,8.674074074074074,3.8444444444444446,4.82962962962963,0.44035567313345086,-20,40,5,False
38,7834,4932,2902,51.53947368421053,32.44736842105263,19.092105263157894,0.6295102663706992,-20,50,5,True
39,1319,712,607,8.677631578947368,4.684210526315789,3.9934210526315788,0.5371031746031745,-20,50,5,False
40,40331,14928,25403,51.37707006369427,19.01656050955414,32.36050955414013,0.36968525907030186,-30,20,5,True
41,7097,2005,5092,9.040764331210191,2.554140127388535,6.486624203821656,0.28102113032049336,-30,20,5,False
42,22365,10538,11827,51.53225806451613,24.28110599078341,27.25115207373272,0.47113593899566464,-30,30,5,True
43,3785,1401,2384,8.721198156682028,3.228110599078341,5.493087557603687,0.3664819691317387,-30,30,5,False
44,13912,7662,6250,51.525925925925925,28.377777777777776,23.14814814814815,0.5506608737996085,-30,40,5,True
45,2342,1038,1304,8.674074074074074,3.8444444444444446,4.82962962962963,0.44035567313345086,-30,40,5,False
46,7834,4932,2902,51.53947368421053,32.44736842105263,19.092105263157894,0.6295102663706992,-30,50,5,True
47,1319,712,607,8.677631578947368,4.684210526315789,3.9934210526315788,0.5371031746031745,-30,50,5,False
48,40331,14928,25403,51.37707006369427,19.01656050955414,32.36050955414013,0.36968525907030186,-40,20,5,True
49,7097,2005,5092,9.040764331210191,2.554140127388535,6.486624203821656,0.28102113032049336,-40,20,5,False
50,22365,10538,11827,51.53225806451613,24.28110599078341,27.25115207373272,0.47113593899566464,-40,30,5,True
51,3785,1401,2384,8.721198156682028,3.228110599078341,5.493087557603687,0.3664819691317387,-40,30,5,False
52,13912,7662,6250,51.525925925925925,28.377777777777776,23.14814814814815,0.5506608737996085,-40,40,5,True
53,2342,1038,1304,8.674074074074074,3.8444444444444446,4.82962962962963,0.44035567313345086,-40,40,5,False
54,7834,4932,2902,51.53947368421053,32.44736842105263,19.092105263157894,0.6295102663706992,-40,50,5,True
55,1319,712,607,8.677631578947368,4.684210526315789,3.9934210526315788,0.5371031746031745,-40,50,5,False
56,40331,14928,25403,51.37707006369427,19.01656050955414,32.36050955414013,0.36968525907030186,-50,20,5,True
57,7097,2005,5092,9.040764331210191,2.554140127388535,6.486624203821656,0.28102113032049336,-50,20,5,False
58,22365,10538,11827,51.53225806451613,24.28110599078341,27.25115207373272,0.47113593899566464,-50,30,5,True
59,3785,1401,2384,8.721198156682028,3.228110599078341,5.493087557603687,0.3664819691317387,-50,30,5,False
60,13912,7662,6250,51.525925925925925,28.377777777777776,23.14814814814815,0.5506608737996085,-50,40,5,True
61,2342,1038,1304,8.674074074074074,3.8444444444444446,4.82962962962963,0.44035567313345086,-50,40,5,False
62,7834,4932,2902,51.53947368421053,32.44736842105263,19.092105263157894,0.6295102663706992,-50,50,5,True
63,1319,712,607,8.677631578947368,4.684210526315789,3.9934210526315788,0.5371031746031745,-50,50,5,False
64,4539,1772,2767,51.0,19.910112359550563,31.089887640449437,0.39039435999118743,-20,20,6,True
65,712,199,513,8.0,2.235955056179775,5.764044943820225,0.2794943820224719,-20,20,6,False
66,2754,1317,1437,51.0,24.38888888888889,26.61111111111111,0.47821350762527215,-20,30,6,True
67,432,156,276,8.0,2.888888888888889,5.111111111111111,0.3611111111111111,-20,30,6,False
68,1785,982,803,51.0,28.057142857142857,22.942857142857143,0.5501400560224088,-20,40,6,True
69,280,121,159,8.0,3.4571428571428573,4.542857142857143,0.43214285714285716,-20,40,6,False
70,969,610,359,51.0,32.10526315789474,18.894736842105264,0.6295149638802888,-20,50,6,True
71,152,82,70,8.0,4.315789473684211,3.6842105263157894,0.5394736842105263,-20,50,6,False
72,4539,1772,2767,51.0,19.910112359550563,31.089887640449437,0.39039435999118743,-30,20,6,True
73,712,199,513,8.0,2.235955056179775,5.764044943820225,0.2794943820224719,-30,20,6,False
74,2754,1317,1437,51.0,24.38888888888889,26.61111111111111,0.47821350762527215,-30,30,6,True
75,432,156,276,8.0,2.888888888888889,5.111111111111111,0.3611111111111111,-30,30,6,False
76,1785,982,803,51.0,28.057142857142857,22.942857142857143,0.5501400560224088,-30,40,6,True
77,280,121,159,8.0,3.4571428571428573,4.542857142857143,0.43214285714285716,-30,40,6,False
78,969,610,359,51.0,32.10526315789474,18.894736842105264,0.6295149638802888,-30,50,6,True
79,152,82,70,8.0,4.315789473684211,3.6842105263157894,0.5394736842105263,-30,50,6,False
80,4539,1772,2767,51.0,19.910112359550563,31.089887640449437,0.39039435999118743,-40,20,6,True
81,712,199,513,8.0,2.235955056179775,5.764044943820225,0.2794943820224719,-40,20,6,False
82,2754,1317,1437,51.0,24.38888888888889,26.61111111111111,0.47821350762527215,-40,30,6,True
83,432,156,276,8.0,2.888888888888889,5.111111111111111,0.3611111111111111,-40,30,6,False
84,1785,982,803,51.0,28.057142857142857,22.942857142857143,0.5501400560224088,-40,40,6,True
85,280,121,159,8.0,3.4571428571428573,4.542857142857143,0.43214285714285716,-40,40,6,False
86,969,610,359,51.0,32.10526315789474,18.894736842105264,0.6295149638802888,-40,50,6,True
87,152,82,70,8.0,4.315789473684211,3.6842105263157894,0.5394736842105263,-40,50,6,False
88,4539,1772,2767,51.0,19.910112359550563,31.089887640449437,0.39039435999118743,-50,20,6,True
89,712,199,513,8.0,2.235955056179775,5.764044943820225,0.2794943820224719,-50,20,6,False
90,2754,1317,1437,51.0,24.38888888888889,26.61111111111111,0.47821350762527215,-50,30,6,True
91,432,156,276,8.0,2.888888888888889,5.111111111111111,0.3611111111111111,-50,30,6,False
92,1785,982,803,51.0,28.057142857142857,22.942857142857143,0.5501400560224088,-50,40,6,True
93,280,121,159,8.0,3.4571428571428573,4.542857142857143,0.43214285714285716,-50,40,6,False
94,969,610,359,51.0,32.10526315789474,18.894736842105264,0.6295149638802888,-50,50,6,True
95,152,82,70,8.0,4.315789473684211,3.6842105263157894,0.5394736842105263,-50,50,6,False
