,Total_Team_Projects,Total_Colab_Projects,Total_False_Positives,Avg_Team_Projects,Avg_Colab_Projects,Avg_False_Positives,Avg_Score,Min_Projects,Min_Acceptance,Min_Team,Is_Train
0,459997,148031,311966,54.47619611558503,17.530909521553767,36.945286594031266,0.3222161866585457,-20,20,4,True
1,109764,31083,78681,12.999052581714826,3.6810753197536714,9.317977261961156,0.2845437777707891,-20,20,4,False
2,187898,83558,104340,54.36863425925926,24.177662037037038,30.19097222222222,0.4452276056855967,-20,30,4,True
3,42744,16989,25755,12.368055555555555,4.915798611111111,7.452256944444445,0.39399378467407226,-20,30,4,False
4,102416,54461,47955,54.21704605611435,28.830598200105875,25.38644785600847,0.532283602199191,-20,40,4,True
5,23014,10951,12063,12.183165696135521,5.7972472207517205,6.385918475383801,0.47365679430327373,-20,40,4,False
6,52773,32464,20309,54.181724845995895,33.3305954825462,20.851129363449694,0.6160071819479683,-20,50,4,True
7,11618,6518,5100,11.928131416837783,6.691991786447638,5.236139630390143,0.5606979970637258,-20,50,4,False
8,459997,148031,311966,54.47619611558503,17.530909521553767,36.945286594031266,0.3222161866585457,-30,20,4,True
9,109764,31083,78681,12.999052581714826,3.6810753197536714,9.317977261961156,0.2845437777707891,-30,20,4,False
10,187898,83558,104340,54.36863425925926,24.177662037037038,30.19097222222222,0.4452276056855967,-30,30,4,True
11,42744,16989,25755,12.368055555555555,4.915798611111111,7.452256944444445,0.39399378467407226,-30,30,4,False
12,102416,54461,47955,54.21704605611435,28.830598200105875,25.38644785600847,0.532283602199191,-30,40,4,True
13,23014,10951,12063,12.183165696135521,5.7972472207517205,6.385918475383801,0.47365679430327373,-30,40,4,False
14,52773,32464,20309,54.181724845995895,33.3305954825462,20.851129363449694,0.6160071819479683,-30,50,4,True
15,11618,6518,5100,11.928131416837783,6.691991786447638,5.236139630390143,0.5606979970637258,-30,50,4,False
16,459997,148031,311966,54.47619611558503,17.530909521553767,36.945286594031266,0.3222161866585457,-40,20,4,True
17,109764,31083,78681,12.999052581714826,3.6810753197536714,9.317977261961156,0.2845437777707891,-40,20,4,False
18,187898,83558,104340,54.36863425925926,24.177662037037038,30.19097222222222,0.4452276056855967,-40,30,4,True
19,42744,16989,25755,12.368055555555555,4.915798611111111,7.452256944444445,0.39399378467407226,-40,30,4,False
20,102416,54461,47955,54.21704605611435,28.830598200105875,25.38644785600847,0.532283602199191,-40,40,4,True
21,23014,10951,12063,12.183165696135521,5.7972472207517205,6.385918475383801,0.47365679430327373,-40,40,4,False
22,52773,32464,20309,54.181724845995895,33.3305954825462,20.851129363449694,0.6160071819479683,-40,50,4,True
23,11618,6518,5100,11.928131416837783,6.691991786447638,5.236139630390143,0.5606979970637258,-40,50,4,False
24,459997,148031,311966,54.47619611558503,17.530909521553767,36.945286594031266,0.3222161866585457,-50,20,4,True
25,109764,31083,78681,12.999052581714826,3.6810753197536714,9.317977261961156,0.2845437777707891,-50,20,4,False
26,187898,83558,104340,54.36863425925926,24.177662037037038,30.19097222222222,0.4452276056855967,-50,30,4,True
27,42744,16989,25755,12.368055555555555,4.915798611111111,7.452256944444445,0.39399378467407226,-50,30,4,False
28,102416,54461,47955,54.21704605611435,28.830598200105875,25.38644785600847,0.532283602199191,-50,40,4,True
29,23014,10951,12063,12.183165696135521,5.7972472207517205,6.385918475383801,0.47365679430327373,-50,40,4,False
30,52773,32464,20309,54.181724845995895,33.3305954825462,20.851129363449694,0.6160071819479683,-50,50,4,True
31,11618,6518,5100,11.928131416837783,6.691991786447638,5.236139630390143,0.5606979970637258,-50,50,4,False
32,40331,14928,25403,51.37707006369427,19.01656050955414,32.36050955414013,0.36968525907030186,-20,20,5,True
33,7097,2005,5092,9.040764331210191,2.554140127388535,6.486624203821656,0.28102113032049336,-20,20,5,False
34,22365,10538,11827,51.53225806451613,24.28110599078341,27.25115207373272,0.47113593899566464,-20,30,5,True
