,Personnel_ID,K_SimilarActors,Total_SharedProjects,K_Reccomendations,True_Positive(Train),Precision(Train),True_Positive(Test),Precision(Test)
0,1,1,146,10,2,0.2,3,0.3
1,1,1,146,20,4,0.2,6,0.3
2,1,1,146,30,4,0.13333333333333333,6,0.2
3,1,1,146,40,4,0.1,6,0.15
4,1,1,146,50,5,0.1,6,0.12
5,1,2,292,10,2,0.2,3,0.3
6,1,2,292,20,4,0.2,6,0.3
7,1,2,292,30,4,0.13333333333333333,6,0.2
8,1,2,292,40,4,0.1,6,0.15
9,1,2,292,50,5,0.1,6,0.12
10,1,3,438,10,2,0.2,3,0.3
11,1,3,438,20,4,0.2,6,0.3
12,1,3,438,30,4,0.13333333333333333,6,0.2
13,1,3,438,40,4,0.1,6,0.15
14,1,3,438,50,5,0.1,6,0.12
15,1,4,584,10,2,0.2,3,0.3
16,1,4,584,20,4,0.2,6,0.3
17,1,4,584,30,4,0.13333333333333333,6,0.2
18,1,4,584,40,4,0.1,6,0.15
19,1,4,584,50,6,0.12,7,0.14
20,1,5,730,10,2,0.2,2,0.2
21,1,5,730,20,3,0.15,5,0.25
22,1,5,730,30,4,0.13333333333333333,6,0.2
23,1,5,730,40,4,0.1,6,0.15
24,1,5,730,50,4,0.08,6,0.12
25,1,6,876,10,3,0.3,3,0.3
26,1,6,876,20,4,0.2,5,0.25
27,1,6,876,30,6,0.2,7,0.23333333333333334
28,1,6,876,40,8,0.2,7,0.175
29,1,6,876,50,9,0.18,7,0.14
30,1,7,1022,10,3,0.3,3,0.3
31,1,7,1022,20,4,0.2,5,0.25
32,1,7,1022,30,6,0.2,7,0.23333333333333334
33,1,7,1022,40,8,0.2,7,0.175
34,1,7,1022,50,9,0.18,7,0.14
35,1,8,1168,10,3,0.3,3,0.3
36,1,8,1168,20,4,0.2,4,0.2
37,1,8,1168,30,6,0.2,7,0.23333333333333334
38,1,8,1168,40,7,0.175,7,0.175
39,1,8,1168,50,8,0.16,7,0.14
40,1,9,1314,10,3,0.3,3,0.3
41,1,9,1314,20,4,0.2,4,0.2
42,1,9,1314,30,5,0.16666666666666666,6,0.2
43,1,9,1314,40,6,0.15,6,0.15
44,1,9,1314,50,6,0.12,7,0.14
45,1,10,1460,10,3,0.3,3,0.3
46,1,10,1460,20,4,0.2,4,0.2
47,1,10,1460,30,5,0.16666666666666666,6,0.2
48,1,10,1460,40,6,0.15,6,0.15
49,1,10,1460,50,7,0.14,7,0.14
50,1,11,1606,10,3,0.3,3,0.3
51,1,11,1606,20,4,0.2,4,0.2
52,1,11,1606,30,5,0.16666666666666666,6,0.2
53,1,11,1606,40,6,0.15,6,0.15
54,1,11,1606,50,7,0.14,7,0.14
55,1,12,1752,10,3,0.3,3,0.3
56,1,12,1752,20,4,0.2,4,0.2
57,1,12,1752,30,5,0.16666666666666666,6,0.2
58,1,12,1752,40,7,0.175,6,0.15
59,1,12,1752,50,7,0.14,7,0.14
60,1,13,1898,10,3,0.3,3,0.3
61,1,13,1898,20,4,0.2,4,0.2
62,1,13,1898,30,6,0.2,5,0.16666666666666666
63,1,13,1898,40,6,0.15,6,0.15
64,1,13,1898,50,7,0.14,6,0.12
65,1,14,2044,10,3,0.3,3,0.3
66,1,14,2044,20,4,0.2,4,0.2
67,1,14,2044,30,6,0.2,6,0.2
68,1,14,2044,40,6,0.15,6,0.15
69,1,14,2044,50,7,0.14,6,0.12
70,1,15,2190,10,3,0.3,3,0.3
71,1,15,2190,20,4,0.2,4,0.2
72,1,15,2190,30,6,0.2,6,0.2
73,1,15,2190,40,6,0.15,6,0.15
74,1,15,2190,50,7,0.14,6,0.12
75,1,16,2336,10,3,0.3,3,0.3
76,1,16,2336,20,5,0.25,4,0.2
77,1,16,2336,30,6,0.2,6,0.2
78,1,16,2336,40,6,0.15,6,0.15
79,1,16,2336,50,7,0.14,6,0.12
80,1,17,2482,10,2,0.2,2,0.2
81,1,17,2482,20,5,0.25,5,0.25
82,1,17,2482,30,6,0.2,5,0.16666666666666666
83,1,17,2482,40,6,0.15,5,0.125
84,1,17,2482,50,7,0.14,5,0.1
85,1,18,2628,10,2,0.2,2,0.2
86,1,18,2628,20,5,0.25,5,0.25
87,1,18,2628,30,6,0.2,5,0.16666666666666666
88,1,18,2628,40,6,0.15,5,0.125
89,1,18,2628,50,6,0.12,5,0.1
90,1,19,2774,10,2,0.2,2,0.2
91,1,19,2774,20,4,0.2,5,0.25
92,1,19,2774,30,6,0.2,6,0.2
93,1,19,2774,40,6,0.15,6,0.15
94,1,19,2774,50,6,0.12,6,0.12
95,2,1,146,10,6,0.6,6,0.6
96,2,1,146,20,7,0.35,8,0.4
97,2,1,146,30,7,0.23333333333333334,9,0.3
98,2,1,146,40,7,0.175,9,0.225
99,2,1,146,50,7,0.14,10,0.2
100,2,2,292,10,7,0.7,7,0.7
101,2,2,292,20,7,0.35,8,0.4
102,2,2,292,30,7,0.23333333333333334,8,0.26666666666666666
103,2,2,292,40,7,0.175,8,0.2
104,2,2,292,50,9,0.18,10,0.2
105,2,3,438,10,6,0.6,6,0.6
106,2,3,438,20,7,0.35,8,0.4
107,2,3,438,30,7,0.23333333333333334,8,0.26666666666666666
108,2,3,438,40,7,0.175,10,0.25
109,2,3,438,50,9,0.18,12,0.24
110,2,4,584,10,5,0.5,5,0.5
111,2,4,584,20,6,0.3,7,0.35
112,2,4,584,30,7,0.23333333333333334,9,0.3
113,2,4,584,40,10,0.25,12,0.3
114,2,4,584,50,11,0.22,13,0.26
115,2,5,730,10,6,0.6,6,0.6
116,2,5,730,20,6,0.3,7,0.35
117,2,5,730,30,6,0.2,8,0.26666666666666666
118,2,5,730,40,8,0.2,10,0.25
119,2,5,730,50,10,0.2,12,0.24
120,2,6,876,10,6,0.6,6,0.6
121,2,6,876,20,6,0.3,7,0.35
122,2,6,876,30,6,0.2,8,0.26666666666666666
123,2,6,876,40,8,0.2,10,0.25
124,2,6,876,50,9,0.18,11,0.22
125,2,7,1022,10,6,0.6,6,0.6
126,2,7,1022,20,6,0.3,7,0.35
127,2,7,1022,30,8,0.26666666666666666,8,0.26666666666666666
128,2,7,1022,40,9,0.225,9,0.225
129,2,7,1022,50,9,0.18,10,0.2
130,2,8,1168,10,6,0.6,6,0.6
131,2,8,1168,20,6,0.3,7,0.35
132,2,8,1168,30,8,0.26666666666666666,8,0.26666666666666666
133,2,8,1168,40,9,0.225,9,0.225
134,2,8,1168,50,10,0.2,10,0.2
135,2,9,1314,10,6,0.6,6,0.6
136,2,9,1314,20,6,0.3,7,0.35
137,2,9,1314,30,8,0.26666666666666666,9,0.3
138,2,9,1314,40,9,0.225,9,0.225
139,2,9,1314,50,9,0.18,9,0.18
140,2,10,1460,10,6,0.6,6,0.6
141,2,10,1460,20,6,0.3,7,0.35
142,2,10,1460,30,8,0.26666666666666666,9,0.3
143,2,10,1460,40,9,0.225,9,0.225
144,2,10,1460,50,9,0.18,9,0.18
145,2,11,1606,10,6,0.6,6,0.6
146,2,11,1606,20,6,0.3,7,0.35
147,2,11,1606,30,8,0.26666666666666666,9,0.3
148,2,11,1606,40,9,0.225,9,0.225
149,2,11,1606,50,9,0.18,10,0.2
150,2,12,1752,10,6,0.6,6,0.6
151,2,12,1752,20,6,0.3,7,0.35
152,2,12,1752,30,8,0.26666666666666666,9,0.3
153,2,12,1752,40,9,0.225,9,0.225
154,2,12,1752,50,9,0.18,10,0.2
155,2,13,1898,10,6,0.6,6,0.6
156,2,13,1898,20,6,0.3,7,0.35
157,2,13,1898,30,7,0.23333333333333334,9,0.3
158,2,13,1898,40,8,0.2,9,0.225
159,2,13,1898,50,9,0.18,10,0.2
160,2,14,2044,10,6,0.6,6,0.6
161,2,14,2044,20,6,0.3,7,0.35
162,2,14,2044,30,6,0.2,9,0.3
163,2,14,2044,40,7,0.175,10,0.25
164,2,14,2044,50,7,0.14,11,0.22
165,2,15,2190,10,6,0.6,6,0.6
166,2,15,2190,20,6,0.3,7,0.35
167,2,15,2190,30,6,0.2,9,0.3
168,2,15,2190,40,7,0.175,10,0.25
169,2,15,2190,50,7,0.14,11,0.22
170,2,16,2336,10,6,0.6,6,0.6
171,2,16,2336,20,6,0.3,7,0.35
172,2,16,2336,30,6,0.2,9,0.3
173,2,16,2336,40,7,0.175,10,0.25
174,2,16,2336,50,7,0.14,11,0.22
175,2,17,2482,10,6,0.6,6,0.6
176,2,17,2482,20,6,0.3,7,0.35
177,2,17,2482,30,6,0.2,9,0.3
178,2,17,2482,40,6,0.15,10,0.25
179,2,17,2482,50,7,0.14,11,0.22
180,2,18,2628,10,6,0.6,6,0.6
181,2,18,2628,20,6,0.3,7,0.35
182,2,18,2628,30,6,0.2,9,0.3
183,2,18,2628,40,6,0.15,9,0.225
184,2,18,2628,50,7,0.14,11,0.22
185,2,19,2774,10,5,0.5,5,0.5
186,2,19,2774,20,6,0.3,8,0.4
187,2,19,2774,30,6,0.2,9,0.3
188,2,19,2774,40,7,0.175,12,0.3
189,2,19,2774,50,8,0.16,13,0.26
190,3,1,146,10,5,0.5,4,0.4
191,3,1,146,20,5,0.25,4,0.2
192,3,1,146,30,5,0.16666666666666666,4,0.13333333333333333
193,3,1,146,40,5,0.125,4,0.1
194,3,1,146,50,6,0.12,5,0.1
195,3,2,292,10,5,0.5,4,0.4
196,3,2,292,20,6,0.3,5,0.25
197,3,2,292,30,6,0.2,5,0.16666666666666666
198,3,2,292,40,6,0.15,5,0.125
