,Personnel_ID,K_SimilarActors,Total_SharedProjects,K_Reccomendations,True_Positive(Train),Precision(Train),True_Positive(Test),Precision(Test)
0,1,1,875,10,4,0.4,3,0.3
1,1,1,875,20,9,0.45,7,0.35
2,1,1,875,30,10,0.3333333333333333,8,0.26666666666666666
3,1,1,875,40,10,0.25,9,0.225
4,1,1,875,50,11,0.22,10,0.2
5,1,2,1750,10,4,0.4,3,0.3
6,1,2,1750,20,8,0.4,5,0.25
7,1,2,1750,30,8,0.26666666666666666,7,0.23333333333333334
8,1,2,1750,40,8,0.2,7,0.175
9,1,2,1750,50,9,0.18,8,0.16
10,1,3,2625,10,4,0.4,3,0.3
11,1,3,2625,20,8,0.4,5,0.25
12,1,3,2625,30,8,0.26666666666666666,6,0.2
13,1,3,2625,40,8,0.2,6,0.15
14,1,3,2625,50,8,0.16,6,0.12
15,1,4,3500,10,4,0.4,3,0.3
16,1,4,3500,20,7,0.35,5,0.25
17,1,4,3500,30,8,0.26666666666666666,5,0.16666666666666666
18,1,4,3500,40,9,0.225,7,0.175
19,1,4,3500,50,9,0.18,8,0.16
20,1,5,4375,10,4,0.4,3,0.3
21,1,5,4375,20,8,0.4,4,0.2
22,1,5,4375,30,9,0.3,6,0.2
23,1,5,4375,40,9,0.225,6,0.15
24,1,5,4375,50,9,0.18,6,0.12
25,1,6,5250,10,4,0.4,3,0.3
26,1,6,5250,20,8,0.4,5,0.25
27,1,6,5250,30,9,0.3,6,0.2
28,1,6,5250,40,9,0.225,6,0.15
29,1,6,5250,50,9,0.18,6,0.12
30,1,7,6125,10,5,0.5,3,0.3
31,1,7,6125,20,8,0.4,7,0.35
32,1,7,6125,30,8,0.26666666666666666,7,0.23333333333333334
33,1,7,6125,40,9,0.225,9,0.225
34,1,7,6125,50,10,0.2,10,0.2
35,1,8,7000,10,5,0.5,2,0.2
36,1,8,7000,20,9,0.45,5,0.25
37,1,8,7000,30,9,0.3,6,0.2
38,1,8,7000,40,9,0.225,8,0.2
39,1,8,7000,50,10,0.2,10,0.2
40,1,9,7875,10,5,0.5,2,0.2
41,1,9,7875,20,8,0.4,7,0.35
42,1,9,7875,30,10,0.3333333333333333,9,0.3
43,1,9,7875,40,10,0.25,11,0.275
44,1,9,7875,50,11,0.22,12,0.24
45,1,10,8750,10,4,0.4,2,0.2
46,1,10,8750,20,8,0.4,7,0.35
47,1,10,8750,30,10,0.3333333333333333,9,0.3
48,1,10,8750,40,10,0.25,11,0.275
49,1,10,8750,50,11,0.22,12,0.24
50,1,11,9625,10,7,0.7,4,0.4
51,1,11,9625,20,10,0.5,9,0.45
52,1,11,9625,30,11,0.36666666666666664,13,0.43333333333333335
53,1,11,9625,40,12,0.3,14,0.35
54,1,11,9625,50,12,0.24,15,0.3
55,1,12,10500,10,8,0.8,4,0.4
56,1,12,10500,20,10,0.5,10,0.5
57,1,12,10500,30,12,0.4,14,0.4666666666666667
58,1,12,10500,40,12,0.3,14,0.35
59,1,12,10500,50,14,0.28,15,0.3
60,1,13,11375,10,8,0.8,4,0.4
61,1,13,11375,20,10,0.5,8,0.4
62,1,13,11375,30,12,0.4,14,0.4666666666666667
63,1,13,11375,40,12,0.3,14,0.35
64,1,13,11375,50,14,0.28,16,0.32
65,1,14,12250,10,6,0.6,2,0.2
66,1,14,12250,20,9,0.45,6,0.3
67,1,14,12250,30,11,0.36666666666666664,9,0.3
68,1,14,12250,40,12,0.3,13,0.325
69,1,14,12250,50,12,0.24,14,0.28
70,1,15,13125,10,5,0.5,3,0.3
71,1,15,13125,20,9,0.45,7,0.35
72,1,15,13125,30,10,0.3333333333333333,9,0.3
73,1,15,13125,40,12,0.3,14,0.35
74,1,15,13125,50,12,0.24,15,0.3
75,1,16,14000,10,5,0.5,3,0.3
76,1,16,14000,20,9,0.45,6,0.3
77,1,16,14000,30,11,0.36666666666666664,9,0.3
78,1,16,14000,40,12,0.3,14,0.35
79,1,16,14000,50,12,0.24,15,0.3
80,1,17,14875,10,5,0.5,3,0.3
81,1,17,14875,20,9,0.45,6,0.3
82,1,17,14875,30,11,0.36666666666666664,9,0.3
83,1,17,14875,40,12,0.3,14,0.35
84,1,17,14875,50,12,0.24,15,0.3
85,1,18,15750,10,5,0.5,3,0.3
86,1,18,15750,20,9,0.45,6,0.3
87,1,18,15750,30,11,0.36666666666666664,9,0.3
88,1,18,15750,40,12,0.3,14,0.35
89,1,18,15750,50,12,0.24,15,0.3
90,1,19,16625,10,5,0.5,3,0.3
91,1,19,16625,20,9,0.45,6,0.3
92,1,19,16625,30,11,0.36666666666666664,9,0.3
93,1,19,16625,40,12,0.3,14,0.35
94,1,19,16625,50,12,0.24,15,0.3
95,2,1,875,10,7,0.7,5,0.5
96,2,1,875,20,12,0.6,10,0.5
97,2,1,875,30,12,0.4,11,0.36666666666666664
98,2,1,875,40,13,0.325,11,0.275
99,2,1,875,50,16,0.32,14,0.28
100,2,2,1750,10,7,0.7,5,0.5
101,2,2,1750,20,13,0.65,9,0.45
102,2,2,1750,30,15,0.5,12,0.4
103,2,2,1750,40,17,0.425,14,0.35
104,2,2,1750,50,17,0.34,14,0.28
105,2,3,2625,10,7,0.7,5,0.5
106,2,3,2625,20,12,0.6,9,0.45
107,2,3,2625,30,16,0.5333333333333333,13,0.43333333333333335
108,2,3,2625,40,17,0.425,15,0.375
109,2,3,2625,50,17,0.34,15,0.3
110,2,4,3500,10,8,0.8,5,0.5
111,2,4,3500,20,10,0.5,8,0.4
112,2,4,3500,30,13,0.43333333333333335,10,0.3333333333333333
113,2,4,3500,40,15,0.375,13,0.325
114,2,4,3500,50,17,0.34,15,0.3
115,2,5,4375,10,7,0.7,5,0.5
116,2,5,4375,20,11,0.55,9,0.45
117,2,5,4375,30,13,0.43333333333333335,12,0.4
118,2,5,4375,40,16,0.4,14,0.35
119,2,5,4375,50,18,0.36,15,0.3
120,2,6,5250,10,7,0.7,5,0.5
121,2,6,5250,20,11,0.55,9,0.45
122,2,6,5250,30,11,0.36666666666666664,10,0.3333333333333333
123,2,6,5250,40,14,0.35,13,0.325
124,2,6,5250,50,17,0.34,15,0.3
125,2,7,6125,10,7,0.7,5,0.5
126,2,7,6125,20,11,0.55,9,0.45
127,2,7,6125,30,11,0.36666666666666664,10,0.3333333333333333
128,2,7,6125,40,14,0.35,13,0.325
129,2,7,6125,50,16,0.32,14,0.28
130,2,8,7000,10,7,0.7,5,0.5
131,2,8,7000,20,10,0.5,9,0.45
132,2,8,7000,30,12,0.4,11,0.36666666666666664
133,2,8,7000,40,15,0.375,14,0.35
134,2,8,7000,50,16,0.32,15,0.3
135,2,9,7875,10,7,0.7,5,0.5
136,2,9,7875,20,10,0.5,9,0.45
137,2,9,7875,30,12,0.4,11,0.36666666666666664
138,2,9,7875,40,14,0.35,14,0.35
139,2,9,7875,50,16,0.32,14,0.28
140,2,10,8750,10,7,0.7,4,0.4
141,2,10,8750,20,10,0.5,9,0.45
142,2,10,8750,30,12,0.4,10,0.3333333333333333
143,2,10,8750,40,12,0.3,12,0.3
144,2,10,8750,50,16,0.32,14,0.28
145,2,11,9625,10,6,0.6,4,0.4
146,2,11,9625,20,9,0.45,8,0.4
147,2,11,9625,30,12,0.4,10,0.3333333333333333
148,2,11,9625,40,12,0.3,12,0.3
149,2,11,9625,50,15,0.3,14,0.28
150,2,12,10500,10,7,0.7,3,0.3
151,2,12,10500,20,10,0.5,9,0.45
152,2,12,10500,30,12,0.4,10,0.3333333333333333
153,2,12,10500,40,15,0.375,14,0.35
154,2,12,10500,50,16,0.32,15,0.3
155,2,13,11375,10,6,0.6,3,0.3
156,2,13,11375,20,9,0.45,8,0.4
157,2,13,11375,30,12,0.4,10,0.3333333333333333
158,2,13,11375,40,15,0.375,14,0.35
159,2,13,11375,50,17,0.34,16,0.32
160,2,14,12250,10,6,0.6,3,0.3
161,2,14,12250,20,10,0.5,9,0.45
162,2,14,12250,30,12,0.4,10,0.3333333333333333
163,2,14,12250,40,16,0.4,15,0.375
164,2,14,12250,50,17,0.34,16,0.32
165,2,15,13125,10,6,0.6,3,0.3
166,2,15,13125,20,9,0.45,8,0.4
167,2,15,13125,30,12,0.4,10,0.3333333333333333
168,2,15,13125,40,15,0.375,15,0.375
169,2,15,13125,50,17,0.34,16,0.32
170,2,16,14000,10,6,0.6,3,0.3
171,2,16,14000,20,11,0.55,9,0.45
172,2,16,14000,30,13,0.43333333333333335,12,0.4
173,2,16,14000,40,16,0.4,15,0.375
174,2,16,14000,50,17,0.34,16,0.32
175,2,17,14875,10,6,0.6,3,0.3
176,2,17,14875,20,11,0.55,9,0.45
177,2,17,14875,30,13,0.43333333333333335,12,0.4
178,2,17,14875,40,16,0.4,15,0.375
179,2,17,14875,50,17,0.34,16,0.32
180,2,18,15750,10,6,0.6,3,0.3
181,2,18,15750,20,11,0.55,9,0.45
182,2,18,15750,30,13,0.43333333333333335,12,0.4
183,2,18,15750,40,15,0.375,14,0.35
184,2,18,15750,50,17,0.34,16,0.32
185,2,19,16625,10,6,0.6,3,0.3
186,2,19,16625,20,10,0.5,9,0.45
187,2,19,16625,30,13,0.43333333333333335,12,0.4
188,2,19,16625,40,15,0.375,14,0.35
189,2,19,16625,50,18,0.36,16,0.32
190,3,1,875,10,6,0.6,5,0.5
191,3,1,875,20,10,0.5,9,0.45
192,3,1,875,30,10,0.3333333333333333,11,0.36666666666666664
193,3,1,875,40,11,0.275,12,0.3
194,3,1,875,50,11,0.22,12,0.24
195,3,2,1750,10,5,0.5,5,0.5
196,3,2,1750,20,8,0.4,9,0.45
197,3,2,1750,30,10,0.3333333333333333,10,0.3333333333333333
198,3,2,1750,40,11,0.275,12,0.3
199,3,2,1750,50,11,0.22,12,0.24
200,3,3,2625,10,4,0.4,4,0.4
201,3,3,2625,20,8,0.4,8,0.4
202,3,3,2625,30,10,0.3333333333333333,11,0.36666666666666664
203,3,3,2625,40,12,0.3,14,0.35
204,3,3,2625,50,13,0.26,14,0.28
205,3,4,3500,10,4,0.4,4,0.4
206,3,4,3500,20,9,0.45,9,0.45
207,3,4,3500,30,11,0.36666666666666664,11,0.36666666666666664
208,3,4,3500,40,11,0.275,11,0.275
209,3,4,3500,50,12,0.24,14,0.28
210,3,5,4375,10,4,0.4,4,0.4
211,3,5,4375,20,9,0.45,9,0.45
212,3,5,4375,30,11,0.36666666666666664,11,0.36666666666666664
213,3,5,4375,40,11,0.275,11,0.275
214,3,5,4375,50,12,0.24,13,0.26
215,3,6,5250,10,4,0.4,4,0.4
216,3,6,5250,20,7,0.35,8,0.4
217,3,6,5250,30,10,0.3333333333333333,10,0.3333333333333333
218,3,6,5250,40,11,0.275,11,0.275
219,3,6,5250,50,12,0.24,12,0.24
220,3,7,6125,10,4,0.4,4,0.4
221,3,7,6125,20,7,0.35,8,0.4
222,3,7,6125,30,8,0.26666666666666666,9,0.3
223,3,7,6125,40,11,0.275,12,0.3
224,3,7,6125,50,12,0.24,13,0.26
225,3,8,7000,10,3,0.3,4,0.4
226,3,8,7000,20,7,0.35,8,0.4
227,3,8,7000,30,8,0.26666666666666666,8,0.26666666666666666
228,3,8,7000,40,12,0.3,13,0.325
229,3,8,7000,50,12,0.24,14,0.28
230,3,9,7875,10,3,0.3,3,0.3
231,3,9,7875,20,4,0.2,6,0.3
232,3,9,7875,30,8,0.26666666666666666,8,0.26666666666666666
233,3,9,7875,40,9,0.225,10,0.25
234,3,9,7875,50,12,0.24,14,0.28
235,3,10,8750,10,3,0.3,3,0.3
236,3,10,8750,20,4,0.2,5,0.25
237,3,10,8750,30,7,0.23333333333333334,9,0.3
238,3,10,8750,40,8,0.2,9,0.225
239,3,10,8750,50,11,0.22,12,0.24
240,3,11,9625,10,3,0.3,3,0.3
241,3,11,9625,20,4,0.2,5,0.25
242,3,11,9625,30,7,0.23333333333333334,9,0.3
243,3,11,9625,40,8,0.2,9,0.225
244,3,11,9625,50,9,0.18,10,0.2
245,3,12,10500,10,3,0.3,3,0.3
246,3,12,10500,20,4,0.2,5,0.25
247,3,12,10500,30,6,0.2,7,0.23333333333333334
248,3,12,10500,40,7,0.175,9,0.225
249,3,12,10500,50,9,0.18,10,0.2
250,3,13,11375,10,4,0.4,5,0.5
251,3,13,11375,20,5,0.25,7,0.35
252,3,13,11375,30,7,0.23333333333333334,8,0.26666666666666666
253,3,13,11375,40,9,0.225,10,0.25
254,3,13,11375,50,10,0.2,12,0.24
255,3,14,12250,10,4,0.4,5,0.5
256,3,14,12250,20,5,0.25,7,0.35
257,3,14,12250,30,7,0.23333333333333334,8,0.26666666666666666
258,3,14,12250,40,7,0.175,8,0.2
259,3,14,12250,50,8,0.16,9,0.18
260,3,15,13125,10,4,0.4,5,0.5
261,3,15,13125,20,6,0.3,7,0.35
262,3,15,13125,30,10,0.3333333333333333,11,0.36666666666666664
263,3,15,13125,40,10,0.25,11,0.275
264,3,15,13125,50,10,0.2,11,0.22
265,3,16,14000,10,4,0.4,5,0.5
266,3,16,14000,20,6,0.3,7,0.35
267,3,16,14000,30,9,0.3,9,0.3
268,3,16,14000,40,9,0.225,11,0.275
269,3,16,14000,50,10,0.2,11,0.22
270,3,17,14875,10,4,0.4,5,0.5
271,3,17,14875,20,6,0.3,7,0.35
272,3,17,14875,30,9,0.3,9,0.3
273,3,17,14875,40,9,0.225,11,0.275
274,3,17,14875,50,10,0.2,11,0.22
275,3,18,15750,10,4,0.4,5,0.5
276,3,18,15750,20,6,0.3,7,0.35
277,3,18,15750,30,9,0.3,9,0.3
278,3,18,15750,40,9,0.225,11,0.275
279,3,18,15750,50,10,0.2,11,0.22
280,3,19,16625,10,4,0.4,5,0.5
281,3,19,16625,20,6,0.3,7,0.35
282,3,19,16625,30,9,0.3,10,0.3333333333333333
283,3,19,16625,40,10,0.25,12,0.3
