,Personnel_ID,K_SimilarActors,Total_SharedProjects,K_Reccomendations,True_Positive(Train),Precision(Train),True_Positive(Test),Precision(Test)
0,1,1,4037,10,3,0.3,5,0.5
1,1,1,4037,20,4,0.2,7,0.35
2,1,1,4037,30,6,0.2,9,0.3
3,1,1,4037,40,10,0.25,12,0.3
4,1,1,4037,50,12,0.24,13,0.26
5,1,2,8074,10,3,0.3,5,0.5
6,1,2,8074,20,3,0.15,7,0.35
7,1,2,8074,30,5,0.16666666666666666,7,0.23333333333333334
8,1,2,8074,40,6,0.15,7,0.175
9,1,2,8074,50,8,0.16,11,0.22
10,1,3,12111,10,4,0.4,4,0.4
11,1,3,12111,20,4,0.2,8,0.4
12,1,3,12111,30,4,0.13333333333333333,8,0.26666666666666666
13,1,3,12111,40,6,0.15,8,0.2
14,1,3,12111,50,7,0.14,8,0.16
15,1,4,16148,10,4,0.4,3,0.3
16,1,4,16148,20,4,0.2,8,0.4
17,1,4,16148,30,5,0.16666666666666666,8,0.26666666666666666
18,1,4,16148,40,6,0.15,8,0.2
19,1,4,16148,50,7,0.14,10,0.2
20,1,5,20185,10,3,0.3,2,0.2
21,1,5,20185,20,5,0.25,6,0.3
22,1,5,20185,30,7,0.23333333333333334,9,0.3
23,1,5,20185,40,8,0.2,10,0.25
24,1,5,20185,50,9,0.18,11,0.22
25,1,6,24222,10,3,0.3,2,0.2
26,1,6,24222,20,5,0.25,6,0.3
27,1,6,24222,30,6,0.2,10,0.3333333333333333
28,1,6,24222,40,7,0.175,11,0.275
29,1,6,24222,50,8,0.16,11,0.22
30,1,7,28259,10,3,0.3,1,0.1
31,1,7,28259,20,5,0.25,6,0.3
32,1,7,28259,30,6,0.2,9,0.3
33,1,7,28259,40,8,0.2,13,0.325
34,1,7,28259,50,9,0.18,13,0.26
35,1,8,32296,10,3,0.3,2,0.2
36,1,8,32296,20,5,0.25,6,0.3
37,1,8,32296,30,6,0.2,8,0.26666666666666666
38,1,8,32296,40,8,0.2,12,0.3
39,1,8,32296,50,9,0.18,13,0.26
40,1,9,36333,10,3,0.3,2,0.2
41,1,9,36333,20,4,0.2,6,0.3
42,1,9,36333,30,6,0.2,8,0.26666666666666666
43,1,9,36333,40,6,0.15,13,0.325
44,1,9,36333,50,8,0.16,16,0.32
45,1,10,40370,10,4,0.4,2,0.2
46,1,10,40370,20,8,0.4,8,0.4
47,1,10,40370,30,8,0.26666666666666666,13,0.43333333333333335
48,1,10,40370,40,10,0.25,15,0.375
49,1,10,40370,50,11,0.22,18,0.36
50,1,11,44407,10,4,0.4,3,0.3
51,1,11,44407,20,8,0.4,7,0.35
52,1,11,44407,30,10,0.3333333333333333,14,0.4666666666666667
53,1,11,44407,40,10,0.25,17,0.425
54,1,11,44407,50,11,0.22,19,0.38
55,1,12,48444,10,5,0.5,3,0.3
56,1,12,48444,20,7,0.35,6,0.3
57,1,12,48444,30,9,0.3,11,0.36666666666666664
58,1,12,48444,40,10,0.25,13,0.325
59,1,12,48444,50,10,0.2,17,0.34
60,1,13,52481,10,5,0.5,3,0.3
61,1,13,52481,20,8,0.4,6,0.3
62,1,13,52481,30,9,0.3,9,0.3
63,1,13,52481,40,11,0.275,13,0.325
64,1,13,52481,50,12,0.24,17,0.34
65,1,14,56518,10,5,0.5,3,0.3
66,1,14,56518,20,8,0.4,6,0.3
67,1,14,56518,30,8,0.26666666666666666,10,0.3333333333333333
68,1,14,56518,40,11,0.275,13,0.325
69,1,14,56518,50,12,0.24,17,0.34
70,1,15,60555,10,5,0.5,3,0.3
71,1,15,60555,20,6,0.3,5,0.25
72,1,15,60555,30,9,0.3,7,0.23333333333333334
73,1,15,60555,40,10,0.25,12,0.3
74,1,15,60555,50,11,0.22,15,0.3
75,1,16,64592,10,5,0.5,3,0.3
76,1,16,64592,20,6,0.3,5,0.25
77,1,16,64592,30,9,0.3,8,0.26666666666666666
78,1,16,64592,40,10,0.25,11,0.275
79,1,16,64592,50,12,0.24,14,0.28
80,1,17,68629,10,5,0.5,4,0.4
81,1,17,68629,20,6,0.3,5,0.25
82,1,17,68629,30,9,0.3,8,0.26666666666666666
83,1,17,68629,40,11,0.275,11,0.275
84,1,17,68629,50,12,0.24,14,0.28
85,1,18,72666,10,5,0.5,4,0.4
86,1,18,72666,20,7,0.35,5,0.25
87,1,18,72666,30,10,0.3333333333333333,8,0.26666666666666666
88,1,18,72666,40,11,0.275,11,0.275
89,1,18,72666,50,12,0.24,14,0.28
90,1,19,76703,10,5,0.5,4,0.4
91,1,19,76703,20,7,0.35,5,0.25
92,1,19,76703,30,11,0.36666666666666664,9,0.3
93,1,19,76703,40,12,0.3,12,0.3
94,1,19,76703,50,13,0.26,15,0.3
95,2,1,4037,10,6,0.6,6,0.6
96,2,1,4037,20,12,0.6,9,0.45
97,2,1,4037,30,14,0.4666666666666667,11,0.36666666666666664
98,2,1,4037,40,15,0.375,14,0.35
99,2,1,4037,50,15,0.3,15,0.3
100,2,2,8074,10,7,0.7,4,0.4
101,2,2,8074,20,13,0.65,10,0.5
102,2,2,8074,30,14,0.4666666666666667,11,0.36666666666666664
103,2,2,8074,40,15,0.375,14,0.35
104,2,2,8074,50,16,0.32,17,0.34
105,2,3,12111,10,7,0.7,5,0.5
106,2,3,12111,20,13,0.65,10,0.5
107,2,3,12111,30,15,0.5,11,0.36666666666666664
108,2,3,12111,40,19,0.475,17,0.425
109,2,3,12111,50,19,0.38,19,0.38
110,2,4,16148,10,8,0.8,4,0.4
111,2,4,16148,20,12,0.6,8,0.4
112,2,4,16148,30,14,0.4666666666666667,14,0.4666666666666667
113,2,4,16148,40,15,0.375,14,0.35
114,2,4,16148,50,17,0.34,17,0.34
115,2,5,20185,10,8,0.8,4,0.4
116,2,5,20185,20,12,0.6,9,0.45
117,2,5,20185,30,14,0.4666666666666667,13,0.43333333333333335
118,2,5,20185,40,15,0.375,16,0.4
119,2,5,20185,50,16,0.32,17,0.34
120,2,6,24222,10,7,0.7,5,0.5
121,2,6,24222,20,12,0.6,9,0.45
122,2,6,24222,30,14,0.4666666666666667,13,0.43333333333333335
123,2,6,24222,40,15,0.375,16,0.4
124,2,6,24222,50,17,0.34,18,0.36
125,2,7,28259,10,7,0.7,6,0.6
126,2,7,28259,20,11,0.55,7,0.35
127,2,7,28259,30,14,0.4666666666666667,10,0.3333333333333333
128,2,7,28259,40,14,0.35,14,0.35
129,2,7,28259,50,15,0.3,16,0.32
130,2,8,32296,10,7,0.7,5,0.5
131,2,8,32296,20,12,0.6,7,0.35
132,2,8,32296,30,13,0.43333333333333335,10,0.3333333333333333
133,2,8,32296,40,15,0.375,13,0.325
134,2,8,32296,50,15,0.3,16,0.32
135,2,9,36333,10,7,0.7,4,0.4
136,2,9,36333,20,12,0.6,7,0.35
137,2,9,36333,30,14,0.4666666666666667,10,0.3333333333333333
138,2,9,36333,40,15,0.375,12,0.3
139,2,9,36333,50,15,0.3,16,0.32
140,2,10,40370,10,7,0.7,4,0.4
141,2,10,40370,20,12,0.6,7,0.35
142,2,10,40370,30,13,0.43333333333333335,10,0.3333333333333333
143,2,10,40370,40,15,0.375,12,0.3
144,2,10,40370,50,17,0.34,18,0.36
145,2,11,44407,10,7,0.7,3,0.3
146,2,11,44407,20,12,0.6,8,0.4
147,2,11,44407,30,13,0.43333333333333335,10,0.3333333333333333
148,2,11,44407,40,15,0.375,12,0.3
149,2,11,44407,50,17,0.34,18,0.36
150,2,12,48444,10,4,0.4,3,0.3
151,2,12,48444,20,7,0.35,7,0.35
152,2,12,48444,30,12,0.4,9,0.3
153,2,12,48444,40,15,0.375,11,0.275
154,2,12,48444,50,17,0.34,17,0.34
155,2,13,52481,10,4,0.4,3,0.3
156,2,13,52481,20,8,0.4,7,0.35
157,2,13,52481,30,13,0.43333333333333335,10,0.3333333333333333
158,2,13,52481,40,15,0.375,11,0.275
159,2,13,52481,50,17,0.34,18,0.36
160,2,14,56518,10,4,0.4,3,0.3
161,2,14,56518,20,7,0.35,7,0.35
162,2,14,56518,30,14,0.4666666666666667,10,0.3333333333333333
163,2,14,56518,40,16,0.4,13,0.325
164,2,14,56518,50,18,0.36,18,0.36
165,2,15,60555,10,4,0.4,3,0.3
166,2,15,60555,20,7,0.35,7,0.35
167,2,15,60555,30,14,0.4666666666666667,10,0.3333333333333333
168,2,15,60555,40,16,0.4,13,0.325
169,2,15,60555,50,18,0.36,18,0.36
170,2,16,64592,10,4,0.4,3,0.3
171,2,16,64592,20,8,0.4,7,0.35
172,2,16,64592,30,14,0.4666666666666667,10,0.3333333333333333
173,2,16,64592,40,15,0.375,12,0.3
174,2,16,64592,50,16,0.32,14,0.28
175,2,17,68629,10,4,0.4,3,0.3
176,2,17,68629,20,8,0.4,7,0.35
177,2,17,68629,30,14,0.4666666666666667,10,0.3333333333333333
178,2,17,68629,40,15,0.375,12,0.3
179,2,17,68629,50,17,0.34,14,0.28
180,2,18,72666,10,4,0.4,3,0.3
181,2,18,72666,20,8,0.4,7,0.35
182,2,18,72666,30,14,0.4666666666666667,10,0.3333333333333333
183,2,18,72666,40,15,0.375,12,0.3
184,2,18,72666,50,17,0.34,14,0.28
185,2,19,76703,10,4,0.4,3,0.3
186,2,19,76703,20,8,0.4,7,0.35
187,2,19,76703,30,14,0.4666666666666667,11,0.36666666666666664
188,2,19,76703,40,14,0.35,11,0.275
189,2,19,76703,50,16,0.32,14,0.28
190,3,1,4037,10,4,0.4,4,0.4
191,3,1,4037,20,8,0.4,9,0.45
192,3,1,4037,30,10,0.3333333333333333,13,0.43333333333333335
193,3,1,4037,40,10,0.25,14,0.35
