,Personnel_ID,K_SimilarActors,Total_SharedProjects,K_Reccomendations,True_Positive(Train),Precision(Train),True_Positive(Test),Precision(Test)
0,1,1,4027,10,1,0.1,0,0.0
1,1,1,4027,20,2,0.1,0,0.0
2,1,1,4027,30,4,0.13333333333333333,1,0.03333333333333333
3,1,1,4027,40,7,0.175,2,0.05
4,1,1,4027,50,8,0.16,2,0.04
5,1,2,8054,10,1,0.1,0,0.0
6,1,2,8054,20,3,0.15,0,0.0
7,1,2,8054,30,6,0.2,1,0.03333333333333333
8,1,2,8054,40,7,0.175,2,0.05
9,1,2,8054,50,8,0.16,2,0.04
10,1,3,12081,10,1,0.1,0,0.0
11,1,3,12081,20,2,0.1,0,0.0
12,1,3,12081,30,5,0.16666666666666666,1,0.03333333333333333
13,1,3,12081,40,7,0.175,2,0.05
14,1,3,12081,50,8,0.16,2,0.04
15,1,4,16108,10,1,0.1,0,0.0
16,1,4,16108,20,2,0.1,0,0.0
17,1,4,16108,30,5,0.16666666666666666,1,0.03333333333333333
18,1,4,16108,40,7,0.175,2,0.05
19,1,4,16108,50,8,0.16,2,0.04
20,1,5,20135,10,1,0.1,0,0.0
21,1,5,20135,20,2,0.1,0,0.0
22,1,5,20135,30,4,0.13333333333333333,1,0.03333333333333333
23,1,5,20135,40,7,0.175,2,0.05
24,1,5,20135,50,8,0.16,2,0.04
25,1,6,24162,10,1,0.1,0,0.0
26,1,6,24162,20,2,0.1,0,0.0
27,1,6,24162,30,4,0.13333333333333333,1,0.03333333333333333
28,1,6,24162,40,7,0.175,2,0.05
29,1,6,24162,50,8,0.16,2,0.04
30,1,7,28189,10,1,0.1,0,0.0
31,1,7,28189,20,2,0.1,0,0.0
32,1,7,28189,30,4,0.13333333333333333,1,0.03333333333333333
33,1,7,28189,40,7,0.175,2,0.05
34,1,7,28189,50,8,0.16,2,0.04
35,1,8,32216,10,1,0.1,0,0.0
36,1,8,32216,20,2,0.1,0,0.0
37,1,8,32216,30,5,0.16666666666666666,1,0.03333333333333333
38,1,8,32216,40,7,0.175,2,0.05
39,1,8,32216,50,8,0.16,2,0.04
40,1,9,36243,10,1,0.1,0,0.0
41,1,9,36243,20,2,0.1,0,0.0
42,1,9,36243,30,5,0.16666666666666666,1,0.03333333333333333
