,Title,Link
0,Grappler Baki (TV),https://myanimelist.net/anime/287/Grappler_Baki_TV
1,Bakuten Shoot Beyblade,https://myanimelist.net/anime/288/Bakuten_Shoot_Beyblade
2,Chikyuu Shoujo Arjuna,https://myanimelist.net/anime/812/Chikyuu_Shoujo_Arjuna
3,Zoids Shinseiki/Zero,https://myanimelist.net/anime/764/Zoids_Shinseiki_Zero
4,Motto! Ojamajo Doremi,https://myanimelist.net/anime/352/Motto_Ojamajo_Doremi
5,Tales of Eternia The Animation,https://myanimelist.net/anime/445/Tales_of_Eternia_The_Animation
6,Salaryman Kintarou,https://myanimelist.net/anime/1608/Salaryman_Kintarou
7,Hakaima Sadamitsu,https://myanimelist.net/anime/1465/Hakaima_Sadamitsu
8,Chikyuu Bouei Kazoku,https://myanimelist.net/anime/1962/Chikyuu_Bouei_Kazoku
9,Pi Po Pa Po Patrol-kun,https://myanimelist.net/anime/3458/Pi_Po_Pa_Po_Patrol-kun
10,Sushi Azarashi,https://myanimelist.net/anime/34490/Sushi_Azarashi
11,Geomjeong Gomusin,https://myanimelist.net/anime/48134/Geomjeong_Gomusin
12,Mujigae Yojeong Tongtong,https://myanimelist.net/anime/48206/Mujigae_Yojeong_Tongtong
13,Geomjeong-gomusin,https://myanimelist.net/anime/57113/Geomjeong-gomusin
14,Geomjeong-gomusin 2nd Season,https://myanimelist.net/anime/57114/Geomjeong-gomusin_2nd_Season
15,Suteki! Sakura Mama,https://myanimelist.net/anime/57591/Suteki_Sakura_Mama
16,One Piece,https://myanimelist.net/anime/21/One_Piece
17,InuYasha,https://myanimelist.net/anime/249/InuYasha
18,Pokemon,https://myanimelist.net/anime/527/Pokemon
19,Hajime no Ippo,https://myanimelist.net/anime/263/Hajime_no_Ippo
20,Hunter x Hunter,https://myanimelist.net/anime/136/Hunter_x_Hunter
21,Yu☆Gi☆Oh! Duel Monsters,https://myanimelist.net/anime/481/Yu☆Gi☆Oh_Duel_Monsters
22,Meitantei Conan,https://myanimelist.net/anime/235/Meitantei_Conan
23,Gakkou no Kaidan,https://myanimelist.net/anime/1281/Gakkou_no_Kaidan
24,Digimon Adventure 02,https://myanimelist.net/anime/1313/Digimon_Adventure_02
25,The Big O,https://myanimelist.net/anime/567/The_Big_O
26,Crayon Shin-chan,https://myanimelist.net/anime/966/Crayon_Shin-chan
27,Doraemon (1979),https://myanimelist.net/anime/2471/Doraemon_1979
28,Tottoko Hamtarou,https://myanimelist.net/anime/508/Tottoko_Hamtarou
29,Gensoumaden Saiyuuki,https://myanimelist.net/anime/129/Gensoumaden_Saiyuuki
30,Argento Soma,https://myanimelist.net/anime/285/Argento_Soma
31,Daa! Daa! Daa!,https://myanimelist.net/anime/233/Daa_Daa_Daa
32,Medarot Damashii,https://myanimelist.net/anime/4052/Medarot_Damashii
33,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,https://myanimelist.net/anime/3545/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo
34,Brigadoon: Marin to Melan,https://myanimelist.net/anime/1450/Brigadoon__Marin_to_Melan
35,Popee the Performer,https://myanimelist.net/anime/6560/Popee_the_Performer
36,Shoubushi Densetsu Tetsuya,https://myanimelist.net/anime/3369/Shoubushi_Densetsu_Tetsuya
37,Sci-Fi Harry,https://myanimelist.net/anime/1508/Sci-Fi_Harry
38,Sazae-san,https://myanimelist.net/anime/2406/Sazae-san
39,Nintama Rantarou,https://myanimelist.net/anime/1199/Nintama_Rantarou
40,Chibi Maruko-chan (1995),https://myanimelist.net/anime/6149/Chibi_Maruko-chan_1995
41,Dotto Koni-chan,https://myanimelist.net/anime/1684/Dotto_Koni-chan
42,Sore Ike! Anpanman,https://myanimelist.net/anime/1960/Sore_Ike_Anpanman
43,Gear Fighter Dendoh,https://myanimelist.net/anime/2484/Gear_Fighter_Dendoh
44,Shin Megami Tensei Devil Children,https://myanimelist.net/anime/4067/Shin_Megami_Tensei_Devil_Children
45,Kyoro-chan,https://myanimelist.net/anime/4375/Kyoro-chan
46,Domo-kun,https://myanimelist.net/anime/7643/Domo-kun
47,Karakuri Kiden: Hiwou Senki,https://myanimelist.net/anime/3935/Karakuri_Kiden__Hiwou_Senki
48,Ojarumaru,https://myanimelist.net/anime/4459/Ojarumaru
49,Mutekiou Tri-Zenon,https://myanimelist.net/anime/1975/Mutekiou_Tri-Zenon
50,Gregory Horror Show: The Last Train,https://myanimelist.net/anime/12483/Gregory_Horror_Show__The_Last_Train
51,Nyani ga Nyandaa Nyandaa Kamen,https://myanimelist.net/anime/9810/Nyani_ga_Nyandaa_Nyandaa_Kamen
52,Track City,https://myanimelist.net/anime/12361/Track_City
53,Shima Shima Tora no Shimajirou,https://myanimelist.net/anime/9768/Shima_Shima_Tora_no_Shimajirou
54,Uchuujin Tanaka Tarou,https://myanimelist.net/anime/2566/Uchuujin_Tanaka_Tarou
55,Oyako Club,https://myanimelist.net/anime/12393/Oyako_Club
56,Hamster Club,https://myanimelist.net/anime/9900/Hamster_Club
57,Shuukan Storyland,https://myanimelist.net/anime/13551/Shuukan_Storyland
58,Bikkuriman 2000,https://myanimelist.net/anime/5478/Bikkuriman_2000
59,Lan Mao,https://myanimelist.net/anime/9947/Lan_Mao
60,Baby Felix,https://myanimelist.net/anime/8220/Baby_Felix
61,Guruguru Town Hanamaru-kun,https://myanimelist.net/anime/8195/Guruguru_Town_Hanamaru-kun
62,Narara Superboard,https://myanimelist.net/anime/32136/Narara_Superboard
63,Dango San Kyoudai Attoiuma Gekijou,https://myanimelist.net/anime/23799/Dango_San_Kyoudai_Attoiuma_Gekijou
64,Yancharu Moncha,https://myanimelist.net/anime/30116/Yancharu_Moncha
65,Digital Tokoro-san,https://myanimelist.net/anime/48904/Digital_Tokoro-san
66,Happy Fuzi,https://myanimelist.net/anime/45344/Happy_Fuzi
67,Black Jack ONA,https://myanimelist.net/anime/7229/Black_Jack_ONA
68,FLCL,https://myanimelist.net/anime/227/FLCL
69,Nekojiru-sou,https://myanimelist.net/anime/601/Nekojiru-sou
70,Initial D Extra Stage,https://myanimelist.net/anime/822/Initial_D_Extra_Stage
71,Puni Puni☆Poemii,https://myanimelist.net/anime/564/Puni_Puni☆Poemii
72,eX-Driver,https://myanimelist.net/anime/377/eX-Driver
73,Animation Seisaku Shinkou Kuromi-chan,https://myanimelist.net/anime/1797/Animation_Seisaku_Shinkou_Kuromi-chan
