,Title,Link
0,Mob Psycho 100,https://myanimelist.net/anime/32182/Mob_Psycho_100
1,Shokugeki no Souma: Ni no Sara,https://myanimelist.net/anime/32282/Shokugeki_no_Souma__Ni_no_Sara
2,Saiki Kusuo no Ψ-nan,https://myanimelist.net/anime/33255/Saiki_Kusuo_no_Ψ-nan
3,ReLIFE,https://myanimelist.net/anime/30015/ReLIFE
4,Orange,https://myanimelist.net/anime/32729/Orange
5,91 Days,https://myanimelist.net/anime/32998/91_Days
6,Nanatsu no Taizai: Seisen no Shirushi,https://myanimelist.net/anime/31722/Nanatsu_no_Taizai__Seisen_no_Shirushi
7,New Game!,https://myanimelist.net/anime/31953/New_Game
8,Berserk,https://myanimelist.net/anime/32379/Berserk
9,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,https://myanimelist.net/anime/32189/Danganronpa_3__The_End_of_Kibougamine_Gakuen_-_Mirai-hen
10,Tales of Zestiria the Cross,https://myanimelist.net/anime/30911/Tales_of_Zestiria_the_Cross
11,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,https://myanimelist.net/anime/33028/Danganronpa_3__The_End_of_Kibougamine_Gakuen_-_Zetsubou-hen
12,Nejimaki Seirei Senki: Tenkyou no Alderamin,https://myanimelist.net/anime/31764/Nejimaki_Seirei_Senki__Tenkyou_no_Alderamin
13,Amaama to Inazuma,https://myanimelist.net/anime/32828/Amaama_to_Inazuma
14,Kono Bijutsu-bu ni wa Mondai ga Aru!,https://myanimelist.net/anime/31952/Kono_Bijutsu-bu_ni_wa_Mondai_ga_Aru
15,Handa-kun,https://myanimelist.net/anime/32648/Handa-kun
16,Masou Gakuen HxH,https://myanimelist.net/anime/31845/Masou_Gakuen_HxH
17,Taboo Tattoo,https://myanimelist.net/anime/29758/Taboo_Tattoo
18,Servamp,https://myanimelist.net/anime/31229/Servamp
19,Yi Ren Zhi Xia,https://myanimelist.net/anime/33421/Yi_Ren_Zhi_Xia
20,Rewrite,https://myanimelist.net/anime/31716/Rewrite
21,Qualidea Code,https://myanimelist.net/anime/32360/Qualidea_Code
22,D.Gray-man Hallow,https://myanimelist.net/anime/32370/DGray-man_Hallow
23,Love Live! Sunshine!!,https://myanimelist.net/anime/32526/Love_Live_Sunshine
24,Days,https://myanimelist.net/anime/32494/Days
25,Arslan Senki (TV): Fuujin Ranbu,https://myanimelist.net/anime/31821/Arslan_Senki_TV__Fuujin_Ranbu
26,Fukigen na Mononokean,https://myanimelist.net/anime/32696/Fukigen_na_Mononokean
27,Fate/kaleid liner Prisma☆Illya 3rei!!,https://myanimelist.net/anime/31706/Fate_kaleid_liner_Prisma☆Illya_3rei
28,Hatsukoi Monster,https://myanimelist.net/anime/31109/Hatsukoi_Monster
29,Amanchu!,https://myanimelist.net/anime/31771/Amanchu
30,Fudanshi Koukou Seikatsu,https://myanimelist.net/anime/33222/Fudanshi_Koukou_Seikatsu
31,Bananya,https://myanimelist.net/anime/32664/Bananya
32,Cheer Danshi!!,https://myanimelist.net/anime/32483/Cheer_Danshi
33,Ange Vierge,https://myanimelist.net/anime/32171/Ange_Vierge
34,Battery,https://myanimelist.net/anime/32947/Battery
35,B-Project: Kodou*Ambitious,https://myanimelist.net/anime/33046/B-Project__KodouAmbitious
36,Regalia: The Three Sacred Stars,https://myanimelist.net/anime/32961/Regalia__The_Three_Sacred_Stars
37,Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,https://myanimelist.net/anime/31417/Binan_Koukou_Chikyuu_Bouei-bu_LOVE_LOVE
38,Tsukiuta. The Animation,https://myanimelist.net/anime/33037/Tsukiuta_The_Animation
39,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,https://myanimelist.net/anime/32301/Active_Raid__Kidou_Kyoushuushitsu_Dai_Hachi_Gakari_2nd
40,Scared Rider Xechs,https://myanimelist.net/anime/33113/Scared_Rider_Xechs
41,Ozmafia!!,https://myanimelist.net/anime/32697/Ozmafia
42,Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,https://myanimelist.net/anime/33341/Time_Travel_Shoujo__Mari_Waka_to_8-nin_no_Kagakusha-tachi
43,Onara Gorou,https://myanimelist.net/anime/33274/Onara_Gorou
44,Show By Rock!! Short!!,https://myanimelist.net/anime/32039/Show_By_Rock_Short
45,Mahou Shoujo? Naria☆Girls,https://myanimelist.net/anime/33394/Mahou_Shoujo_Naria☆Girls
46,Puzzle & Dragons Cross,https://myanimelist.net/anime/32772/Puzzle___Dragons_Cross
47,Sinbi Apartment: Ghost Ball Bimil,https://myanimelist.net/anime/38923/Sinbi_Apartment__Ghost_Ball_Bimil
48,Neko Konogoro,https://myanimelist.net/anime/33398/Neko_Konogoro
49,Freaky Highschool,https://myanimelist.net/anime/35319/Freaky_Highschool
50,PJ Berri no Mogumogu Munyamunya,https://myanimelist.net/anime/33835/PJ_Berri_no_Mogumogu_Munyamunya
51,Gra-P & Rodeo II,https://myanimelist.net/anime/33290/Gra-P___Rodeo_II
52,Mikan Seijin Arawaru,https://myanimelist.net/anime/33946/Mikan_Seijin_Arawaru
53,Otona no Ikkyuu-san,https://myanimelist.net/anime/33414/Otona_no_Ikkyuu-san
54,Chobitto Zukan,https://myanimelist.net/anime/33262/Chobitto_Zukan
55,Kkoma Bus Tayo 4,https://myanimelist.net/anime/38074/Kkoma_Bus_Tayo_4
56,Power Battle Watch Car Season 2,https://myanimelist.net/anime/38612/Power_Battle_Watch_Car_Season_2
57,Ma-eum-uisoli,https://myanimelist.net/anime/49326/Ma-eum-uisoli
58,Kemy Tamheomdae,https://myanimelist.net/anime/34667/Kemy_Tamheomdae
59,SofyRuby,https://myanimelist.net/anime/48256/SofyRuby
60,Xin Hulu Xiongdi,https://myanimelist.net/anime/43611/Xin_Hulu_Xiongdi
61,Steel Fire Brigade Fire Robo,https://myanimelist.net/anime/48333/Steel_Fire_Brigade_Fire_Robo
62,Sai Er Hao Season 7: Yuzhou Zhi Yan,https://myanimelist.net/anime/44149/Sai_Er_Hao_Season_7__Yuzhou_Zhi_Yan
63,DinoCore,https://myanimelist.net/anime/48161/DinoCore
64,Annyeong! Goebalgaebal,https://myanimelist.net/anime/48277/Annyeong_Goebalgaebal
65,Hello Carbot Season 4,https://myanimelist.net/anime/56282/Hello_Carbot_Season_4
66,Kkoma Haenyeo Mongniwa Haenyeo Teuggongdae,https://myanimelist.net/anime/48144/Kkoma_Haenyeo_Mongniwa_Haenyeo_Teuggongdae
67,Naruto: Shippuuden,https://myanimelist.net/anime/1735/Naruto__Shippuuden
68,One Piece,https://myanimelist.net/anime/21/One_Piece
69,Re:Zero kara Hajimeru Isekai Seikatsu,https://myanimelist.net/anime/31240/Re_Zero_kara_Hajimeru_Isekai_Seikatsu
70,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,https://myanimelist.net/anime/31933/JoJo_no_Kimyou_na_Bouken_Part_4__Diamond_wa_Kudakenai
71,Dragon Ball Super,https://myanimelist.net/anime/30694/Dragon_Ball_Super
72,Sousei no Onmyouji,https://myanimelist.net/anime/32105/Sousei_no_Onmyouji
73,Meitantei Conan,https://myanimelist.net/anime/235/Meitantei_Conan
74,Pokemon XY&Z,https://myanimelist.net/anime/31592/Pokemon_XY_Z
75,Kuromukuro,https://myanimelist.net/anime/32245/Kuromukuro
76,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",https://myanimelist.net/anime/31630/Gyakuten_Saiban__Sono_Shinjitsu_Igi_Ari
77,Aggressive Retsuko,https://myanimelist.net/anime/32977/Aggressive_Retsuko
78,Crayon Shin-chan,https://myanimelist.net/anime/966/Crayon_Shin-chan
79,Macross Δ,https://myanimelist.net/anime/28013/Macross_Δ
80,Endride,https://myanimelist.net/anime/32608/Endride
81,Yu☆Gi☆Oh! Arc-V,https://myanimelist.net/anime/21639/Yu☆Gi☆Oh_Arc-V
82,Kidou Senshi Gundam Unicorn RE:0096,https://myanimelist.net/anime/32792/Kidou_Senshi_Gundam_Unicorn_RE_0096
83,Kyoukai no Rinne 2nd Season,https://myanimelist.net/anime/31610/Kyoukai_no_Rinne_2nd_Season
84,Beyblade Burst,https://myanimelist.net/anime/31049/Beyblade_Burst
85,Youkai Watch,https://myanimelist.net/anime/19157/Youkai_Watch
86,PriPara,https://myanimelist.net/anime/23135/PriPara
87,Aikatsu Stars!,https://myanimelist.net/anime/32717/Aikatsu_Stars
88,Doraemon (2005),https://myanimelist.net/anime/8687/Doraemon_2005
89,Mahoutsukai Precure!,https://myanimelist.net/anime/31884/Mahoutsukai_Precure
90,Gudetama,https://myanimelist.net/anime/23539/Gudetama
91,Furusato Saisei: Nippon no Mukashibanashi,https://myanimelist.net/anime/13163/Furusato_Saisei__Nippon_no_Mukashibanashi
92,Cardfight!! Vanguard G: Stride Gate-hen,https://myanimelist.net/anime/32802/Cardfight_Vanguard_G__Stride_Gate-hen
93,Sazae-san,https://myanimelist.net/anime/2406/Sazae-san
94,Nintama Rantarou,https://myanimelist.net/anime/1199/Nintama_Rantarou
95,Chibi Maruko-chan (1995),https://myanimelist.net/anime/6149/Chibi_Maruko-chan_1995
96,Future Card Buddyfight Triple D,https://myanimelist.net/anime/32785/Future_Card_Buddyfight_Triple_D
97,Sore Ike! Anpanman,https://myanimelist.net/anime/1960/Sore_Ike_Anpanman
98,Kamisama Minarai: Himitsu no Cocotama,https://myanimelist.net/anime/31044/Kamisama_Minarai__Himitsu_no_Cocotama
99,Neko Neko Nihonshi,https://myanimelist.net/anime/32572/Neko_Neko_Nihonshi
100,Rilu Rilu Fairilu: Yousei no Door,https://myanimelist.net/anime/34754/Rilu_Rilu_Fairilu__Yousei_no_Door
101,Bonobono (TV 2016),https://myanimelist.net/anime/32353/Bonobono_TV_2016
102,Shounen Ashibe: Go! Go! Goma-chan,https://myanimelist.net/anime/32571/Shounen_Ashibe__Go_Go_Goma-chan
103,Ojarumaru,https://myanimelist.net/anime/4459/Ojarumaru
104,Duel Masters VSRF,https://myanimelist.net/anime/32582/Duel_Masters_VSRF
