,Title,Link
0,Yu☆Gi☆Oh! Duel Monsters,https://myanimelist.net/anime/481/Yu☆Gi☆Oh_Duel_Monsters
1,Love Hina,https://myanimelist.net/anime/189/Love_Hina
2,Digimon Adventure 02,https://myanimelist.net/anime/1313/Digimon_Adventure_02
3,Ayashi no Ceres,https://myanimelist.net/anime/104/Ayashi_no_Ceres
4,Gensoumaden Saiyuuki,https://myanimelist.net/anime/129/Gensoumaden_Saiyuuki
5,NieA Under 7,https://myanimelist.net/anime/800/NieA_Under_7
6,Seikai no Senki,https://myanimelist.net/anime/396/Seikai_no_Senki
7,Sakura Taisen,https://myanimelist.net/anime/561/Sakura_Taisen
8,Daa! Daa! Daa!,https://myanimelist.net/anime/233/Daa_Daa_Daa
9,Boys Be...,https://myanimelist.net/anime/105/Boys_Be
10,Gate Keepers,https://myanimelist.net/anime/127/Gate_Keepers
11,Monster Farm: Legend e no Michi,https://myanimelist.net/anime/13201/Monster_Farm__Legend_e_no_Michi
12,Transformers: Car Robots,https://myanimelist.net/anime/2284/Transformers__Car_Robots
13,Hidamari no Ki,https://myanimelist.net/anime/2694/Hidamari_no_Ki
14,Dokidoki♡Densetsu: Mahoujin Guruguru,https://myanimelist.net/anime/332/Dokidoki♡Densetsu__Mahoujin_Guruguru
15,Ginsoukikou Ordian,https://myanimelist.net/anime/832/Ginsoukikou_Ordian
16,Gregory Horror Show: The Second Guest,https://myanimelist.net/anime/12481/Gregory_Horror_Show__The_Second_Guest
17,Fabre-sensei wa Meitantei,https://myanimelist.net/anime/5088/Fabre-sensei_wa_Meitantei
18,Uchuujin Tanaka Tarou,https://myanimelist.net/anime/2566/Uchuujin_Tanaka_Tarou
19,Time Bokan 2000: Kaitou Kiramekiman,https://myanimelist.net/anime/5475/Time_Bokan_2000__Kaitou_Kiramekiman
20,Hero Hero-kun,https://myanimelist.net/anime/11203/Hero_Hero-kun
21,Anime Roukyoku Kikou Shimizu no Jirochouden,https://myanimelist.net/anime/25063/Anime_Roukyoku_Kikou_Shimizu_no_Jirochouden
22,Muupon 2nd Season,https://myanimelist.net/anime/57826/Muupon_2nd_Season
23,One Piece,https://myanimelist.net/anime/21/One_Piece
