,Watching,Completed,On-Hold,Dropped,Plan to Watch,Total,10,9,8,7,6,5,4,3,2,1,Title
0,"79,256","731,539","8,009","5,561","133,905","958,270",102829,139329,176428,98171,32122,10406,4298,1640,713,1166,Kimetsu no Yaiba: Katanakaji no Sato-hen
1,"144,957","572,821","19,064","27,376","159,366","923,584",155941,167267,130633,52947,16900,7165,3695,1967,1518,6216,[Oshi no Ko]
2,"106,582","510,665","17,619","18,449","141,997","795,312",50408,104333,159219,80060,21592,7159,2631,1010,436,524,Jigokuraku
3,"74,469","471,219","12,354","22,700","95,169","675,911",32177,50708,119093,113537,37340,12733,4678,1550,689,669,Mashle
4,"65,425","300,516","13,597","12,495","160,882","552,915",32345,73977,92557,38418,10437,3541,1669,616,387,1085,Tengoku Daimakyou
5,"48,344","313,637","9,021","6,191","145,722","522,915",32001,54162,90708,46050,10782,2928,866,297,132,278,Dr. Stone: New World
6,"56,239","298,257","10,401","18,274","88,831","472,002",26315,39021,79521,66694,21320,7488,2532,844,391,407,Yamada-kun to Lv999 no Koi wo Suru
7,"30,579","228,164","6,262","10,319","94,779","370,103",31124,47011,64283,30684,8651,3369,1585,722,474,703,Boku no Kokoro no Yabai Yatsu
8,"44,368","173,492","13,037","18,498","106,804","356,199",12762,16914,43142,47372,18017,6380,2292,708,308,341,Kono Subarashii Sekai ni Bakuen wo!
9,"41,806","225,528","4,791","24,558","45,496","342,179",10194,10750,23239,43725,41271,23890,13690,6932,3989,3489,"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta"
10,"35,286","164,195","7,927","6,328","89,225","302,961",17341,33078,52574,27743,6864,2011,490,170,105,195,Skip to Loafer
11,"29,373","109,501","9,044","8,751","111,678","268,347",10508,11616,26394,27513,10362,3512,1073,374,196,205,Tonikaku Kawaii 2nd Season
12,"32,645","141,654","6,968","14,804","63,769","259,840",6148,10965,29682,38450,16481,6108,2413,908,358,306,Dead Mount Death Play
