,Watching,Completed,On-Hold,Dropped,Plan to Watch,Total,10,9,8,7,6,5,4,3,2,1,Title
0,"130,881","1,460,433","29,748","30,347","153,391","1,804,800",142305,233767,352143,241745,93102,38365,14715,5336,2523,3466,Boku no Hero Academia 4th Season
1,"40,280","677,754","17,805","28,787","134,058","898,684",50138,117481,190280,119918,43244,17783,8282,3820,2303,3775,Beastars
2,"36,080","643,574","9,402","10,710","102,794","802,560",60815,73948,132561,112902,49868,22542,11732,5436,3115,3076,Sword Art Online: Alicization - War of Underworld
3,"49,336","552,511","15,794","55,088","86,950","759,679",27682,32407,65098,101696,84109,47094,34337,17708,11727,12285,Nanatsu no Taizai: Kamigami no Gekirin
4,"39,373","491,716","11,697","18,833","96,657","658,276",25458,47166,116104,117546,45154,16960,6062,2317,973,785,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru
5,"28,544","512,424","8,402","7,685","86,223","643,278",39053,59949,119497,99448,34342,12057,4141,1499,587,516,Shokugeki no Souma: Shin no Sara
6,"46,349","358,072","15,085","16,642","89,884","526,032",27059,41690,91601,77584,25035,8770,2778,1027,462,468,Mairimashita! Iruma-kun
7,"33,676","315,229","9,718","16,195","105,129","479,947",17882,28630,69864,76806,33983,14408,6651,2855,1398,1223,Ore wo Suki nano wa Omae dake ka yo
8,"26,124","216,365","9,806","39,230","67,179","358,704",6620,7422,17142,35680,41993,30858,19372,10269,5823,3817,Assassins Pride
9,"19,217","226,172","6,201","8,109","76,518","336,217",18812,36682,63840,36789,10908,4070,1479,571,289,304,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen
10,"16,243","229,851","5,245","5,554","55,963","312,856",10892,17883,49698,60411,23847,8836,3025,1060,483,433,Bokutachi wa Benkyou ga Dekinai!
11,"27,000","166,059","10,778","9,559","82,629","296,025",18027,28290,47136,29523,10283,3945,1649,666,334,417,Fate/Grand Order: Zettai Majuu Sensen Babylonia
12,"21,137","191,198","6,309","19,460","49,389","287,493",6001,7682,18726,38515,34951,20620,10156,5039,2946,2092,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!
13,"15,640","120,740","8,003","7,131","132,197","283,711",6457,12061,27833,27286,10780,4281,2001,795,316,325,Psycho-Pass 3
14,"13,568","107,546","5,688","6,131","77,772","210,705",9498,13839,25263,22518,9541,3975,1688,640,321,399,Hoshiai no Sora
15,"17,187","125,001","5,484","17,309","43,627","208,608",3650,5140,15053,31279,23805,12326,5192,2000,970,778,Hataage! Kemono Michi
16,"37,796","87,914","15,373","22,591","43,156","206,830",5482,9681,23720,27912,13472,6347,2494,923,434,369,Ahiru no Sora
17,"14,240","137,846","4,393","10,731","36,687","203,897",4359,6467,17289,33228,23013,12102,4324,1699,748,508,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!"
18,"18,431","87,216","9,427","20,601","65,929","201,604",2496,4866,15780,26702,15389,7533,2925,1039,413,381,No Guns Life
19,"8,912","130,757","3,174","2,083","44,426","189,352",19847,29059,32015,13952,3679,1275,305,110,59,201,Kono Oto Tomare! Part 2
20,"18,284","68,565","7,926","19,532","64,329","178,636",4087,3078,6746,14558,14753,9700,5649,2925,1533,1268,Azur Lane
21,"13,226","63,246","6,286","10,897","69,698","163,353",3569,5724,11191,14167,9812,5416,3707,1713,888,876,Babylon
22,"10,388","80,978","4,177","2,294","50,434","148,271",13103,21544,19507,8308,2436,865,258,156,57,327,Chihayafuru 3
23,"5,575","106,224","2,477","2,104","27,385","143,765",11305,17949,27573,17328,6219,2449,925,348,196,183,High Score Girl II
24,"9,401","65,907","2,879","2,978","34,062","115,227",3706,6182,14677,13657,4895,1947,699,284,137,168,Radiant 2nd Season
25,"10,490","44,715","3,531","11,758","32,320","102,814",1640,1453,3114,6850,8791,6592,4172,2242,1390,1017,Val x Love
26,"29,238","29,801","10,625","9,411","16,673","95,748",4449,5361,9714,11231,5250,2375,932,464,233,358,Pokemon (2019)
27,"7,761","26,139","4,100","11,155","36,251","85,406",1135,2185,4708,7686,4949,2816,1418,602,294,294,Kabukichou Sherlock
