,Watching,Completed,On-Hold,Dropped,Plan to Watch,Total,10,9,8,7,6,5,4,3,2,1,Title
0,"210,406","607,723","20,324","13,455","184,472","1,036,380",341394,155466,65974,20960,6726,3609,1541,831,730,6543,Sousou no Frieren
1,"64,259","340,157","12,121","7,753","147,766","572,056",30925,56552,102835,55772,13532,3654,1024,340,142,314,Spy x Family Season 2
2,"94,019","329,976","10,082","5,682","127,099","566,858",87567,116370,68588,18324,4079,1382,418,172,126,360,Kusuriya no Hitorigoto
3,"31,493","172,364","5,768","9,973","253,492","473,090",8878,10959,29097,43488,21706,8492,3978,1569,748,726,Tate no Yuusha no Nariagari Season 3
4,"48,582","313,268","5,515","4,235","75,596","447,196",46904,64139,77679,37500,10803,3368,1298,519,266,591,Kage no Jitsuryokusha ni Naritakute! 2nd Season
5,"38,235","166,573","7,345","10,763","156,613","379,529",7918,11505,32208,45863,20232,7603,2865,1019,428,379,Goblin Slayer II
6,"73,857","205,785","8,716","11,609","63,432","363,399",20955,42893,67748,34099,10051,3528,1210,426,192,253,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su"
7,"23,361","237,855","3,595","1,897","75,491","342,199",27598,47601,64817,26858,5915,1501,435,159,78,127,Dr. Stone: New World Part 2
8,"68,435","105,753","15,807","19,135","96,714","305,844",9289,17481,36978,27094,9324,3672,1334,433,233,290,Undead Unluck
9,"32,446","158,746","6,003","12,714","60,895","270,804",18403,21014,40846,31782,13038,5485,2625,1229,707,977,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo
10,"47,071","96,385","8,060","13,911","69,826","235,253",8068,11181,24792,24076,10250,4252,1960,765,379,375,Ragna Crimson
11,"19,904","128,726","4,119","4,442","65,304","222,495",13627,17260,30491,22349,8045,3034,1387,609,394,647,Tokyo Revengers: Tenjiku-hen
12,"24,449","143,611","3,306","10,411","34,580","216,357",5609,6716,16363,33523,25389,11765,4660,1799,740,483,Boushoku no Berserk
13,"30,280","93,055","5,532","21,864","55,774","206,505",3741,4278,9753,18920,19347,11227,7037,3234,1769,1425,Hametsu no Oukoku
14,"20,258","100,804","4,143","12,531","58,682","196,418",4967,5707,13135,25354,19420,9234,3815,1726,863,940,"Keikenzumi na Kimi to, Keiken Zero na Ore ga, Otsukiai suru Hanashi."
15,"22,203","79,428","3,548","11,992","39,587","156,758",2733,2369,5570,14324,18071,10701,4614,1792,800,525,Seiken Gakuin no Makentsukai
16,"15,854","101,763","2,266","4,894","26,608","151,385",3507,5373,15359,26753,13540,5034,1715,574,232,210,Kikansha no Mahou wa Tokubetsu desu
17,"19,549","61,185","4,562","7,816","54,445","147,557",4422,5991,14339,16462,6137,2371,847,278,123,111,Kamonohashi Ron no Kindan Suiri
18,"13,061","59,029","3,283","4,936","50,399","130,708",2599,5105,12622,14535,5512,1955,671,216,85,113,Saihate no Paladin: Tetsusabi no Yama no Ou
19,"12,430","75,947","2,752","3,280","35,061","129,470",3429,6531,16845,18503,6525,2230,729,274,81,107,Dead Mount Death Play Part 2
20,"14,678","70,548","3,199","6,591","32,416","127,432",5313,6652,14208,18288,8551,3458,1359,464,230,318,Watashi no Oshi wa Akuyaku Reijou.
21,"16,127","58,172","3,792","8,836","34,827","121,754",3250,3815,9847,16165,8330,3440,1191,438,173,161,"Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu"
22,"14,908","52,342","3,637","7,197","41,342","119,426",3200,3972,9526,14865,7835,3164,1266,479,203,187,Hikikomari Kyuuketsuki no Monmon
23,"10,669","60,134","2,855","4,451","33,548","111,657",3428,3890,9595,15860,9012,3595,1597,650,351,356,Kanojo mo Kanojo Season 2
24,"8,126","57,682","1,938","1,196","38,235","107,177",4718,7604,15921,10514,2853,912,264,80,30,53,Mahoutsukai no Yome Season 2 Part 2
25,"9,629","51,643","2,191","2,604","29,228","95,295",3031,4410,9994,13012,5145,1749,480,170,67,72,Seijo no Maryoku wa Bannou desu Season 2
26,"12,375","49,611","2,738","8,539","20,196","93,459",1469,2232,6212,13539,9872,4270,1393,486,154,145,Boukensha ni Naritai to Miyako ni Deteitta Musume ga S-Rank ni Natteta
27,"9,948","41,063","2,601","5,968","31,022","90,602",4037,5696,9953,8815,3612,1511,727,305,164,163,Migi to Dali
28,"11,107","53,882","1,728","6,910","16,307","89,934",1590,1886,4426,10596,10947,5930,2550,1050,502,390,Toaru Ossan no VRMMO Katsudouki
29,"8,107","50,304","1,674","3,390","21,424","84,899",2562,3457,9699,14536,6658,2446,739,234,114,90,"Tearmoon Teikoku Monogatari: Dantoudai kara Hajimaru, Hime no Tensei Gyakuten Story"
