,Watching,Completed,On-Hold,Dropped,Plan to Watch,Total,10,9,8,7,6,5,4,3,2,1,Title
0,"98,375","1,652,406","28,445","32,624","238,622","2,050,472",265564,438336,404717,156889,42791,15329,6231,2313,1228,2190,Yakusoku no Neverland
1,"107,725","1,401,681","35,984","34,074","246,312","1,825,776",199142,353116,381612,149394,37872,14097,5352,2137,1320,2682,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen
2,"123,033","1,282,951","25,061","45,905","193,840","1,670,790",147183,225353,320884,200690,75460,33340,16461,7647,4013,4132,Tate no Yuusha no Nariagari
3,"85,125","1,283,984","20,204","8,653","220,277","1,618,243",280466,376879,255117,81908,17632,5020,1438,558,467,1751,Mob Psycho 100 II
4,"128,072","764,966","56,745","42,015","302,684","1,294,482",107694,177351,217011,108328,32187,11234,3827,1297,510,731,Dororo
5,"43,174","804,879","13,534","21,893","120,834","1,004,314",65100,90130,199816,187412,64768,24722,8423,3211,1567,1869,5-toubun no Hanayome
6,"35,119","629,199","15,951","20,351","104,617","805,237",32925,52308,118139,149197,72362,32364,14168,5963,3099,2476,Kakegurui××
7,"39,605","575,310","12,906","34,749","128,651","791,221",35462,39999,81594,117107,84286,46720,32579,17023,10389,9761,Domestic na Kanojo
8,"19,267","296,704","7,267","9,023","84,934","417,195",23073,21944,47885,66892,33901,15565,6766,3193,1416,1092,Date A Live III
9,"21,882","70,273","14,444","26,511","103,370","236,480",3951,6786,15644,20461,11716,6385,3179,1276,609,477,Boogiepop wa Warawanai (2019)
10,"14,883","104,241","6,173","10,563","74,740","210,600",7486,8898,21200,26351,12210,5512,2322,1085,633,862,Watashi ni Tenshi ga Maiorita!
11,"14,382","115,904","6,363","7,665","59,346","203,660",9550,14096,29975,26208,9345,3503,897,304,147,166,"Doukyonin wa Hiza, Tokidoki, Atama no Ue."
12,"9,483","139,365","4,059","5,373","41,226","199,506",14423,16647,29599,25695,11116,4978,2112,1083,599,473,3D Kanojo: Real Girl 2nd Season
13,"10,851","43,832","4,156","8,362","62,394","129,595",2187,2889,5354,9589,7947,4688,1950,802,397,324,Manaria Friends
14,"9,052","67,986","3,625","9,589","35,481","125,733",2182,3009,8221,16553,12952,6875,3073,1463,928,618,Ueno-san wa Bukiyou
15,"7,973","34,417","2,910","7,871","37,276","90,447",1100,1487,3720,7606,6850,3974,2217,1053,551,441,Mahou Shoujo Tokushusen Asuka
16,"6,764","38,492","2,558","7,608","28,200","83,622",1291,1546,3085,7375,7976,5151,2619,1451,785,552,Girly Air Force
17,"6,517","32,300","3,111","6,409","31,514","79,851",1648,2372,5033,8546,5518,3004,1210,454,172,170,Endro~!
18,"3,442","25,131","1,546","5,243","31,702","67,064",613,812,2205,4696,4957,3301,2082,1055,582,570,Revisions
19,"4,191","30,423","1,628","3,386","20,036","59,664",2071,2402,3968,6343,4250,2281,898,374,199,163,Meiji Tokyo Renka
20,"3,682","33,160","1,670","1,604","15,839","55,955",1982,3214,6944,7604,2609,914,205,67,49,48,Fukigen na Mononokean Tsuzuki
21,"2,484","33,686","1,362","1,563","14,807","53,902",2594,3166,6563,7408,3141,1379,492,212,89,75,Piano no Mori (TV) 2nd Season
22,"3,009","29,678","1,344","1,644","12,394","48,069",2838,3659,6818,6269,2509,1117,436,217,107,165,BanG Dream! 2nd Season
23,"4,179","14,406","1,832","7,511","18,009","45,937",466,456,1183,2403,3072,2630,1430,835,461,362,Grimms Notes The Animation
24,"3,280","15,302","1,463","5,683","13,359","39,087",426,537,1539,2874,3382,2413,1463,696,377,264,Egao no Daika
25,"2,792","12,265","1,313","4,063","14,821","35,254",557,1209,1983,3031,2086,1230,654,301,143,118,Kouya no Kotobuki Hikoutai
26,"2,125","11,557","1,113","3,475","14,717","32,987",962,1563,2055,2378,1559,878,619,344,209,220,Kemurikusa (TV)
27,"2,222","7,963","1,044","4,562","11,169","26,960",341,253,556,1130,1360,1340,963,641,513,616,W'z
28,"1,577","5,247",792,"4,289","9,313","21,218",163,184,420,585,959,1130,911,643,417,411,Pastel Memories
29,"1,142","7,783",583,"1,895","7,124","18,527",315,291,589,1264,1399,1123,690,360,263,532,Kemono Friends 2
30,"1,582","5,897",739,"2,312","7,950","18,480",239,235,662,869,1159,942,510,304,165,139,Circlet Princess
31,954,"6,842",495,755,"6,264","15,310",387,331,669,1232,1087,541,277,109,52,72,B-Project: Zecchou*Emotion
32,"1,759","5,045",867,871,"4,790","13,332",723,890,1102,967,532,252,84,53,30,61,Star☆Twinkle Precure
33,744,"3,745",374,"2,137","4,494","11,494",98,91,252,560,795,772,505,279,204,234,Rinshi!! Ekoda-chan
34,577,"2,119",320,"2,722","4,173","9,911",179,53,112,269,369,410,406,346,307,521,Choujigen Kakumei Anime: Dimension High School
35,635,"4,036",238,900,"4,028","9,837",116,36,116,279,523,809,591,322,235,237,Ame-iro Cocoa: Side G
36,620,"2,990",297,"1,756","3,519","9,182",136,238,286,320,459,515,416,275,163,175,Bermuda Triangle: Colorful Pastrale
37,805,"2,179",415,"2,011","3,708","9,118",151,52,139,307,360,361,343,234,253,423,Virtual-san wa Miteiru
38,366,"3,504",144,478,"2,168","6,660",126,74,215,553,748,474,177,83,44,61,Mini Toji
39,236,"1,911",134,543,"1,670","4,494",56,99,347,291,355,273,137,79,60,63,Hulaing Babies
40,73,683,39,94,458,"1,347",71,31,57,103,77,52,11,8,19,43,Pucca 3
41,43,76,15,127,769,"1,030",11,,2,4,10,7,4,4,4,9,Kawauso Labo
42,40,94,16,156,295,601,14,,2,5,7,6,10,8,,17,Kyou mo Tsuno ga Aru
43,75,128,43,91,243,580,25,2,10,19,11,18,7,1,9,13,Ju Bing Chang Cheng Zhuan
44,28,70,14,143,253,508,10,2,,4,8,8,5,1,1,10,Mannaka no Rikkun@Kin Tele
45,17,89,11,90,157,364,13,5,,3,8,15,5,,1,4,Lalala Lala-chan: Lala to Mainichi
46,20,93,11,81,127,332,14,1,,5,14,8,5,2,3,5,Oshiri Tantei 2nd Season
47,14,58,8,92,79,251,11,,2,3,2,4,2,3,5,9,Capsule Boy 2: Ujuleul Jikyeola
48,12,69,9,62,68,220,11,,,5,2,3,5,6,1,11,Metallion
49,12,76,10,65,35,198,14,3,5,3,13,5,4,3,1,5,Beuledeu Ibalso
50,5,54,5,62,64,190,9,,1,2,5,2,4,2,2,5,Chuldong! Animal Rescue
51,7,50,3,50,51,161,9,,,1,2,1,3,1,3,5,Wonder Balls Season 2
52,5,37,3,38,35,118,7,,,1,7,,3,1,,1,Miniforce X Part 2
53,2,31,2,37,28,100,6,,,,2,,2,,,2,Yueya Er
54,2,28,1,31,24,86,8,,,,1,1,1,1,,1,Pipilu Anquan Tegong Dui
55,"1,765,962",22,"304,268","198,938","225,098","2,494,288",646787,293454,228788,130926,53564,28414,12435,5841,4239,13768,One Piece
56,"502,961","694,279","148,612","150,056","274,494","1,770,402",157778,188613,248479,169689,67768,35366,19511,9629,5696,6792,Black Clover
57,"119,955","1,176,252","29,891","35,806","177,539","1,539,443",149818,221083,306154,168220,51669,20546,8105,3322,1508,2168,Tensei shitara Slime Datta Ken
58,"75,349","825,365","22,423","33,776","135,066","1,091,979",81784,100606,178959,151634,67617,31857,16530,7787,4300,4886,Sword Art Online: Alicization
59,"79,073","858,969","17,826","10,830","116,263","1,082,961",185343,233266,189961,75711,22567,8821,4126,1576,953,2456,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze
60,"377,209","76,668","117,166","231,596","92,382","895,021",24553,21381,45923,84081,86985,66759,50576,27966,19105,29483,Boruto: Naruto Next Generations
61,"52,200","336,316","17,342","17,407","111,171","534,436",48538,40559,58280,54928,28611,15307,8380,4039,2286,2447,Fairy Tail: Final Series
62,"167,484",0,"75,174","49,015","68,948","360,621",39196,34271,43443,29402,10515,4428,1302,542,352,793,Meitantei Conan
63,"24,771","169,849","11,597","9,624","99,848","315,689",26479,41620,43890,21233,6501,2438,717,255,129,524,Kaze ga Tsuyoku Fuiteiru
64,"21,224","133,111","9,363","10,682","88,573","262,953",7221,8783,20813,29757,19484,9666,5554,2475,1067,764,Toaru Majutsu no Index III
65,"23,753","99,265","10,718","24,848","63,438","222,022",4006,5696,14958,26112,16063,9093,3964,1717,778,597,Radiant
66,"17,672","40,404","8,612","13,203","56,717","136,608",3609,4256,8341,10601,6026,3405,1792,711,333,311,Karakuri Circus
67,"12,571","69,018","5,293","8,795","31,438","127,115",4066,7268,17422,16805,6595,2719,848,276,143,155,Hinomaruzumou
68,"15,433","66,262","10,239","15,833","14,289","122,056",5771,6000,11468,16960,11859,6701,3369,1553,887,1025,Pokemon Sun & Moon
69,"35,317",3,"17,946","18,675","16,066","88,007",9083,6950,9809,9013,3820,1806,642,351,258,435,Crayon Shin-chan
70,"12,663","36,408","6,000","9,029","15,010","79,110",3504,4188,9166,10302,4822,2123,744,363,135,169,Captain Tsubasa (2018)
71,"9,485","6,210","5,152","9,198","23,545","53,590",760,1259,2175,3429,2248,1404,483,200,116,112,Gegege no Kitarou (2018)
