,Watching,Completed,On-Hold,Dropped,Plan to Watch,Total,10,9,8,7,6,5,4,3,2,1,Title
0,"201,335","802,989","41,416","67,799","211,131","1,324,670",108535,156910,212439,137080,56429,27119,15190,7560,4488,6174,Tokyo Revengers
1,"205,161","782,016","37,344","36,432","199,253","1,260,206",58073,80216,166391,190477,88318,37251,15828,5693,2659,3463,Boku no Hero Academia 5th Season
2,"159,091","399,388","51,549","40,738","272,333","923,099",75353,113511,117247,52849,18251,7657,3119,1270,601,844,Fumetsu no Anata e
3,"72,938","529,006","21,934","21,601","216,292","861,771",88680,120346,137071,64313,21199,8715,3766,1599,706,885,86
4,"87,323","524,404","20,077","48,341","161,379","841,524",33892,48793,114401,137178,62089,27553,14163,7152,4806,6311,"Ijiranaide, Nagatoro-san"
5,"75,669","391,832","17,621","32,157","124,496","641,775",26710,41128,89953,99402,46583,20199,9761,4648,2600,2574,Hige wo Soru. Soshite Joshikousei wo Hirou.
6,"58,678","285,253","19,418","15,513","192,285","571,147",50749,80012,72748,33609,11361,4959,2054,835,359,520,Vivy: Fluorite Eye's Song
7,"35,278","310,371","7,186","5,438","157,245","515,518",115368,69675,40143,16499,5622,2471,999,557,569,4338,Fruits Basket: The Final
8,"35,577","258,579","13,105","8,937","151,396","467,594",53009,86283,60840,20692,5976,2256,941,319,290,647,Odd Taxi
9,"40,575","270,354","9,155","16,144","103,766","439,994",11719,12526,30169,59879,45824,21416,9731,4035,1937,1373,Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω
10,"47,798","239,071","14,307","34,100","76,728","412,004",11853,14267,35615,63679,39909,21104,7294,2898,1145,821,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita"
11,"42,761","230,726","10,773","22,164","92,013","398,437",11134,15395,42907,63888,31490,12709,5281,2177,1032,794,"Sentouin, Hakenshimasu!"
12,"33,629","214,683","9,477","13,710","89,668","361,167",18598,20503,43900,49398,19157,6951,2047,738,349,425,Tensura Nikki: Tensei shitara Slime Datta Ken
13,"41,191","225,691","8,685","5,856","64,221","345,644",21749,34083,64060,37243,10052,3288,896,310,162,236,Mairimashita! Iruma-kun 2nd Season
14,"32,516","135,727","8,935","28,245","74,458","279,881",5092,4915,13107,28049,30398,19537,11309,5573,3131,2495,Osananajimi ga Zettai ni Makenai Love Comedy
15,"56,472","59,921","21,207","39,162","95,304","272,066",5260,6020,12764,20930,14927,8981,4611,2005,952,755,Shaman King (2021)
16,"40,412","110,722","13,745","23,125","82,995","270,999",8532,10166,22989,29823,14504,7488,3611,1873,1091,1171,Edens Zero
17,"24,488","156,505","7,321","4,372","78,204","270,890",26003,31324,39477,19389,5988,2248,993,336,155,233,Yuukoku no Moriarty Part 2
18,"24,579","126,128","8,639","9,794","95,362","264,502",9599,17510,39154,27132,8396,3059,985,320,175,231,Shadows House
19,"27,401","152,846","6,368","18,975","58,353","263,943",5529,6292,17407,35094,27933,13961,7668,3801,2034,1664,Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara
20,"25,604","135,740","6,104","14,728","66,944","249,120",8243,10809,25630,35769,17712,7904,3704,1904,1204,1467,Koi to Yobu ni wa Kimochi Warui
21,"18,403","110,683","7,058","6,112","84,460","226,716",11082,18961,32283,19449,5910,2268,784,296,119,209,Zombieland Saga Revenge
22,"20,706","137,413","5,347","10,778","50,158","224,402",7504,10670,26506,35193,15553,6691,2103,742,318,301,Seijo no Maryoku wa Bannou desu
23,"19,427","102,941","5,831","4,103","77,396","209,698",12163,23473,29981,14587,4385,1513,588,234,90,149,Nomad: Megalo Box 2
24,"15,115","73,186","5,072","7,078","54,649","155,100",4675,8185,19545,18697,7232,2613,882,320,119,157,Mashiro no Oto
25,"12,801","52,785","4,408","7,071","62,800","139,865",3432,5951,12897,13260,5822,2594,1097,457,209,222,SSSS.Dynazenon
26,"13,252","39,610","5,782","13,728","57,154","129,526",1518,2235,5497,10498,8759,4980,2262,901,386,285,Mars Red
27,"13,615","52,964","5,448","7,336","43,678","123,041",4553,6032,13834,14550,6460,2784,985,419,144,153,Super Cub
28,"12,429","48,827","4,129","5,638","39,571","110,594",4120,5325,10424,11849,5310,2343,664,259,118,149,Bakuten!!
29,"12,229","33,461","6,350","10,247","43,536","105,823",1994,3497,7479,9456,5498,2985,1383,561,328,286,Bishounen Tanteidan
30,"12,332","48,265","3,970","8,815","32,287","105,669",2077,3467,8735,14066,7579,3758,1397,526,217,220,Shakunetsu Kabaddi
31,"11,108","27,756","4,514","15,694","39,781","98,853",929,1237,3359,6653,7679,5309,3076,1309,549,339,Jouran: The Princess of Snow and Blood
32,"7,331","24,304","2,955","10,190","29,915","74,695",790,878,2338,5132,5801,4006,2267,1124,527,384,Subarashiki Kono Sekai The Animation
33,"6,540","33,939","2,828","6,249","21,932","71,488",1586,2180,5227,8508,6443,3439,1875,766,370,264,Godzilla: S.P
34,"7,531","26,167","2,470","10,432","19,955","66,555",984,1386,2842,5740,5504,3641,1947,1028,529,466,"Dragon, Ie wo Kau."
35,"7,742","28,874","2,087","6,893","15,235","60,831",969,973,2475,5822,6336,4002,1799,807,353,318,Seven Knights Revolution: Eiyuu no Keishousha
36,"5,181","17,308","2,139","4,869","19,341","48,838",628,918,1994,4728,4276,2358,677,266,114,96,Yaku nara Mug Cup mo
37,"4,228","15,296","1,514","7,449","15,796","44,283",583,567,1887,3557,3556,2701,1525,867,450,345,Sayonara Watashi no Cramer
38,"3,636","5,855","1,467","4,989","15,582","31,529",314,294,768,1024,1442,1343,914,531,282,244,Blue Reflection Ray
39,"3,114","5,809",970,"3,482","13,109","26,484",486,234,517,909,1042,949,786,484,347,388,Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu
40,"1,710","8,745",501,"3,325","7,066","21,347",208,261,740,1714,1836,1289,854,542,326,260,Cestvs: The Roman Fighter
41,"2,399","5,787",747,"2,351","5,567","16,851",286,236,718,994,1253,960,542,300,154,163,Cardfight!! Vanguard: overDress
42,760,"2,726",304,"1,722","3,326","8,838",104,57,115,297,467,561,495,313,187,201,Battle Athletess Daiundoukai ReSTART!
43,766,"4,692",211,859,"2,137","8,665",226,121,193,462,779,948,520,322,275,252,Itazuraguma no Gloomy
44,468,"2,192",180,350,"4,343","7,533",121,50,135,288,405,336,124,66,32,44,Yuuki Yuuna wa Yuusha de Aru Churutto!
45,544,423,207,453,"1,194","2,821",125,43,92,164,164,95,28,21,16,19,Youkai Watch ♪
46,378,709,170,205,"1,264","2,726",86,110,252,142,62,36,17,11,7,11,Mewkledreamy Mix!
47,163,0,62,191,"2,018","2,434",27,1,6,6,4,8,5,3,,8,Shikaru Neko
48,116,359,60,208,"1,424","2,167",48,7,35,36,63,57,27,16,9,26,Dinosaur Biyori
49,273,184,123,393,833,"1,806",20,5,12,36,36,37,30,31,28,28,Mazica Party
50,232,365,62,163,868,"1,690",30,24,37,68,59,37,20,11,3,12,Shinkansen Henkei Robo Shinkalion Z the Animation
51,96,164,35,171,530,996,25,4,4,7,23,22,16,6,7,11,Duel Masters King!
52,85,60,40,246,443,874,19,1,1,4,5,7,13,5,2,15,Uchuu Nanchara Kotetsu-kun
53,65,154,23,122,328,692,16,6,16,23,20,15,6,1,1,9,Motto! Majime ni Fumajime Kaiketsu Zorori 2nd Season
54,82,156,35,140,214,627,24,3,9,19,28,23,14,10,2,14,Dosukoi Sushi Zumou
55,27,179,15,117,233,571,11,4,9,24,20,32,19,13,1,2,Iii Icecrin
56,66,149,19,134,160,528,37,2,3,4,14,16,18,11,7,16,Hyper Positive Yogoremon
57,34,62,15,147,248,506,12,,2,1,5,9,3,6,3,5,Utau Soccer Panda Mifanda
58,31,74,15,114,177,411,14,1,,2,11,5,3,2,2,7,Oshiri Tantei 5th Season
59,11,127,7,81,93,319,15,,2,4,13,9,12,7,8,13,Neko Jockey
60,12,85,7,85,75,264,12,,1,1,14,13,5,5,1,5,ColoColo Animal Otogibanashi
61,19,58,8,72,89,246,10,1,,,7,4,3,1,2,4,Ma-eum-uisoli Season 3
62,14,54,10,78,80,236,15,1,,,8,5,1,2,1,3,Washimo 9th Season
63,4,48,1,42,38,133,10,,,3,3,1,5,2,,2,Chuldong! Super Wings 5
64,5,33,2,36,36,112,6,1,,,5,1,2,1,1,1,Poten Dogs
65,5,30,3,36,36,110,6,,,1,3,1,2,2,,1,Poten Dogs Season 2
66,4,28,2,41,29,104,6,,,,2,,2,,1,1,Maca and Roni
67,5,28,3,33,32,101,7,,,,2,,2,,,2,Mabeobsonyeo Dee Dee 2
68,3,39,3,16,18,79,1,,1,2,6,9,1,,,1,On-chan no Kyou wa Donna Kanji?
69,6,17,2,29,24,78,3,,,,,1,2,,1,2,Tobot V: Ujusuhodae
70,"1,765,817",44,"304,231","198,923","225,090","2,494,105",646735,293428,228771,130915,53561,28414,12433,5841,4239,13769,One Piece
71,"377,222","76,636","117,163","231,583","92,383","894,987",24553,21380,45924,84077,86980,66755,50573,27966,19106,29480,Boruto: Naruto Next Generations
72,"58,003","304,316","10,880","21,175","79,548","473,922",21198,33965,69137,70197,31041,13022,6573,2782,1486,1270,"Kumo desu ga, Nani ka?"
73,"58,510","257,572","14,580","30,225","90,945","451,832",16961,17515,32131,50936,42268,23554,15770,7846,4685,4427,Nanatsu no Taizai: Funnu no Shinpan
74,"167,476",6,"75,173","49,014","68,944","360,613",39197,34270,43441,29402,10514,4429,1302,541,352,793,Meitantei Conan
75,"15,510","51,279","2,753","1,855","42,767","114,164",14792,15138,10011,3611,940,384,170,107,131,566,Kingdom 3rd Season
76,"29,238","29,801","10,625","9,411","16,673","95,748",4449,5361,9714,11231,5250,2375,932,464,233,358,Pokemon (2019)
77,"35,317",3,"17,942","18,672","16,066","88,000",9080,6949,9809,9013,3820,1805,642,351,258,435,Crayon Shin-chan
78,"22,480","14,104","7,018","8,985","24,105","76,692",5493,3241,5535,5918,3007,1604,605,256,129,194,Dragon Quest: Dai no Daibouken (2020)
79,"14,197","14,137","6,446","9,172","15,081","59,033",1372,1314,2691,4667,3949,2579,1475,708,346,298,Digimon Adventure:
80,"5,765","13,721","2,026","7,301","14,497","43,310",580,910,1675,3052,3077,2293,1354,735,348,291,Back Arrow
81,"9,047",2,"3,496","4,226","4,626","21,397",2037,1428,2119,2203,998,477,120,72,32,97,Doraemon (2005)
82,"2,733","4,494",954,"1,533","9,978","19,692",303,419,846,1433,925,490,168,57,21,44,Maiko-san Chi no Makanai-san
83,"3,051","3,176","1,182","2,953","8,448","18,810",263,271,627,779,886,690,457,356,223,360,Yu☆Gi☆Oh! Sevens
84,"2,420","4,356","1,027",954,"5,393","14,150",563,768,1118,1072,539,250,102,51,30,58,Tropical-Rouge! Precure
85,"3,384",171,"1,448","1,401","6,993","13,397",555,220,398,637,413,242,84,36,54,82,Gudetama
86,"2,303",0,763,"1,908","3,817","8,791",266,103,185,364,359,274,110,55,48,169,Sazae-san
87,"2,229",1,"1,235","1,692","2,854","8,011",326,289,456,700,444,189,54,29,16,47,Nintama Rantarou
88,776,"3,738",278,361,"2,250","7,403",333,203,521,889,609,304,83,36,18,30,D4DJ Petit Mix
89,"2,477",0,952,"1,297","2,032","6,758",361,386,417,493,247,148,41,19,15,52,Chibi Maruko-chan (1995)
90,"1,595",0,553,"1,151","1,303","4,602",202,348,350,254,262,177,45,31,21,46,Sore Ike! Anpanman
91,655,653,247,794,"2,235","4,584",57,20,50,138,195,221,108,58,39,51,Rebirth
92,632,"1,375",243,460,"1,550","4,260",141,85,155,251,258,189,82,42,31,34,Aikatsu Planet!
93,875,0,453,890,"1,062","3,280",108,50,92,134,139,93,43,26,25,49,Bonobono (TV 2016)
94,334,"1,108",105,234,"1,234","3,015",151,209,265,127,109,52,20,15,8,18,Kiratto Pri☆chan Season 3
95,655,0,256,626,686,"2,223",68,40,48,99,121,94,33,13,9,28,Ojarumaru
96,404,0,193,320,"1,145","2,062",18,9,12,41,54,25,17,10,6,11,Fushigi Dagashiya: Zenitendou
97,174,194,91,275,999,"1,733",24,4,9,25,42,51,30,16,10,16,Okashi na Sabaku no Suna to Manu
98,331,0,82,286,"1,002","1,701",26,7,4,19,22,18,12,8,5,26,Puzzle & Dragon
99,122,178,46,184,806,"1,336",23,11,16,20,23,18,17,5,4,16,Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season
100,248,0,59,402,587,"1,296",18,6,4,10,10,14,7,5,5,23,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?
101,265,0,112,294,331,"1,002",30,4,17,25,21,36,6,5,8,19,Hanakappa
102,178,0,36,377,389,980,21,1,1,3,5,11,2,2,1,20,Shiawase Haitatsu Taneko
103,166,164,59,251,311,951,33,8,18,26,27,19,24,11,15,32,Aware! Meisaku-kun
104,160,0,33,246,249,688,38,4,1,4,10,15,6,3,4,10,Shimajirou no Wow!
105,54,68,22,159,356,659,16,1,,1,10,7,7,6,7,8,Kaoru no Taisetsu na Mono
106,118,0,39,305,192,654,8,1,1,4,4,9,12,3,5,17,Manul no Yuube
107,123,0,36,203,205,567,11,,,2,4,6,9,1,9,13,Gohan Kaijuu Pap
108,108,0,26,197,196,527,12,,,2,6,6,1,2,2,10,Yowamushi Monsters
109,63,82,40,139,203,527,27,2,2,8,8,16,9,3,8,13,Norimono Man: Mobile Land no Car-kun
110,36,126,22,107,196,487,14,,2,8,16,14,10,2,1,16,Ehon Yose
111,52,73,17,118,213,473,18,1,3,6,6,7,4,3,4,13,Bite-Choicar
112,84,20,21,173,137,435,13,,1,,5,4,6,,7,17,Otoppe
113,81,0,27,168,121,397,11,,1,1,2,2,4,3,1,11,Pakkororin
114,63,0,24,158,132,377,25,,,,2,2,3,1,,7,Shin Nippon History
115,62,0,20,156,128,366,5,1,,,3,2,1,,2,8,Origami Ninja Koyankinte
116,19,71,11,65,97,263,11,2,2,3,5,2,1,5,5,7,Sigan Yeohaengja Luke
117,14,69,6,91,66,246,13,,1,1,6,4,10,3,3,3,Kintamani Dog
118,6,52,6,72,58,194,10,,1,1,4,1,3,1,3,6,Sai Er Hao Season 11: Liekong Canghai
119,6,55,5,82,44,192,9,,,2,4,5,2,,1,8,Agisang-eo Ollie wa William
120,28,0,14,85,52,179,4,,,1,,2,1,,,1,Mukashibanashi no Oheya: Tsutaetai Nihon Mukashibanashi
121,6,39,3,40,44,132,9,,,4,1,,1,,1,1,Bite-Choicar Hyper
122,4,36,4,49,33,126,7,,,,2,1,3,2,,4,Hello Carbot Season 10
