,Watching,Completed,On-Hold,Dropped,Plan to Watch,Total,10,9,8,7,6,5,4,3,2,1,Title
0,"111,419","2,471,573","37,265","61,367","239,281","2,920,905",278181,366691,542962,415831,174385,77953,36618,14998,7710,7269,Tokyo Ghoul
1,"93,682","1,688,203","39,139","65,338","282,527","2,168,889",155251,222165,348029,314747,155422,77356,45074,19687,9816,6885,Akame ga Kill!
2,"80,595","1,736,329","29,845","87,832","104,846","2,039,447",111267,133989,237178,322880,231055,143387,90183,47953,28981,22089,Sword Art Online II
3,"55,744","787,111","27,500","23,790","322,324","1,216,469",104689,156077,190977,115164,42745,17896,7889,3005,1228,1092,Zankyou no Terror
4,"41,217","680,466","18,633","19,742","206,884","966,942",57150,79388,147926,140060,56361,23032,7228,2566,1161,1116,Ao Haru Ride
5,"48,517","656,637","26,517","25,211","199,342","956,224",53259,100876,165684,126141,46451,18160,5301,1747,785,701,Gekkan Shoujo Nozaki-kun
6,"32,646","433,374","18,676","11,397","189,731","685,824",60079,103931,114496,51794,13672,4281,1061,449,195,547,Barakamon
7,"20,973","365,787","11,088","18,381","109,046","525,275",23896,44507,78517,72796,34907,18025,8972,3771,1772,1299,Aldnoah.Zero
8,"22,092","324,483","13,054","12,884","56,176","428,689",28865,35745,61675,63280,27861,12004,3691,1283,595,642,Free! Eternal Summer
9,"14,206","317,531","6,789","5,874","78,917","423,317",40103,48267,65619,43207,15821,6234,2157,844,417,472,Kuroshitsuji: Book of Circus
10,"18,355","267,625","6,803","11,537","71,519","375,839",10474,13540,31172,54364,39933,23089,10026,4472,2252,1478,Seireitsukai no Blade Dance
11,"9,246","208,955","3,965","8,670","38,019","268,855",15711,18353,31178,37989,22688,12156,5614,2485,1587,1620,Love Stage!!
12,"13,433","120,582","7,205","17,817","58,482","217,519",4154,5162,13467,25129,20707,12544,6743,3589,2153,1317,Rail Wars!
13,"11,812","112,304","5,515","7,171","48,476","185,278",4894,7779,19868,28014,14229,6632,2268,893,399,288,Rokujouma no Shinryakusha!?
14,"8,083","115,237","4,936","2,607","43,348","174,211",16721,24263,29015,15146,4509,1604,506,187,130,341,Space☆Dandy 2nd Season
15,"9,349","109,155","6,661","6,557","41,620","173,342",6035,10112,21461,23940,10478,4699,2032,814,411,286,Re:␣Hamatora
16,"10,317","94,863","6,992","14,433","45,441","172,046",2724,4786,11839,21294,16062,9235,4571,2131,963,616,Tokyo ESP
17,"11,020","94,230","7,367","21,498","37,267","171,382",3944,4637,7843,14688,15783,11966,7917,4140,2610,1856,DRAMAtical Murder
18,"5,295","118,899","2,751","2,829","39,829","169,603",7152,9276,22498,28859,12802,5301,2137,984,607,586,Fate/kaleid liner Prisma☆Illya 2wei!
19,"8,776","95,840","5,733","20,709","37,931","168,989",2150,3033,7279,13986,15756,13878,10929,6784,4837,3968,Glasslip
20,"9,974","72,339","5,344","6,992","66,013","160,662",4206,6774,15758,17412,8368,3690,1227,473,225,164,Sabage-bu!
21,"6,094","78,993","2,626","7,069","34,298","129,080",3559,2496,5461,11686,13942,10439,5773,3231,2466,2292,Himegoto
22,"6,973","49,791","4,695","6,376","45,866","113,701",3256,4809,10365,12289,5991,2992,958,349,155,148,Hanayamata
23,"5,212","54,528","3,856","6,455","27,571","97,622",2619,2984,6907,11850,9044,5054,2772,1117,557,341,Persona 4 the Golden Animation
24,"4,947","41,457","2,892","4,861","22,412","76,569",1403,2351,5845,10649,6790,3352,1189,464,200,171,Majimoji Rurumo
25,"5,420","30,698","3,515","7,259","26,097","72,989",884,1429,3571,7171,6178,3621,1653,719,376,245,Jinsei
26,"3,221","28,708","2,046","3,165","24,163","61,303",2119,3699,7024,6305,2750,1148,551,227,120,130,Nobunaga Concerto
27,"1,804","39,018",852,936,"8,335","50,945",1376,1736,3983,7944,7523,4093,1542,612,308,197,Yami Shibai 2
28,"2,910","21,284","1,894","3,620","17,390","47,098",1063,1245,3299,5639,3542,1934,622,292,108,100,Futsuu no Joshikousei ga [Locodol] Yattemita.
29,"4,049","20,778","2,808","6,664","10,748","45,047",487,1139,2575,5344,4338,2716,1274,535,258,162,Shirogane no Ishi: Argevollen
30,"2,455","20,088","1,598","1,166","12,452","37,759",1578,2258,4919,4750,1755,720,171,74,26,54,Yama no Susume Second Season
31,"2,808","12,090","1,624","5,290","13,747","35,559",366,299,920,1726,2254,2122,1482,840,595,439,Momo Kyun Sword
32,"1,938","12,394","1,734","5,620","9,118","30,804",469,580,1223,2086,2476,1973,1172,689,365,294,Bakumatsu Rock
33,"1,513","16,382","1,106","1,370","10,126","30,497",807,1116,2096,3680,2404,1154,497,219,118,94,Sengoku Basara: Judge End
34,"3,582","5,987","2,194","2,529","9,087","23,379",1131,1138,1248,1485,932,551,207,102,69,84,PriPara
35,"1,036","5,254",942,"2,653","6,198","16,083",195,247,714,967,1011,842,473,268,202,158,Shounen Hollywood: Holly Stage for 49
36,672,"9,237",344,559,"4,118","14,930",259,381,1018,1542,1631,1036,509,291,142,121,Shin Strange+
37,515,"9,012",277,459,"3,129","13,392",301,268,664,1320,1629,1198,639,317,213,166,Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe
38,877,"1,848",849,"1,935","4,732","10,241",74,60,136,281,428,425,299,219,160,136,Francesca
39,367,"5,471",206,461,"1,936","8,441",217,253,624,813,875,566,293,169,125,90,Kidou Senshi Gundam-san
40,145,326,114,275,"1,176","2,036",27,7,20,31,38,44,37,38,34,54,Minarai Diva
41,83,531,60,138,545,"1,357",38,24,85,143,64,25,23,15,14,18,Maido! Urayasu Tekkin Kazoku
42,45,969,21,93,141,"1,269",93,49,87,139,110,108,34,33,22,51,Larva 3rd Season
43,24,154,11,90,141,420,15,3,5,8,11,12,13,10,17,10,Sumiko (TV)
44,24,131,10,100,110,375,10,,7,4,9,11,6,15,8,22,Baby Gamba
45,20,155,18,43,124,360,11,2,2,8,16,20,9,3,5,9,Kotowaza Gundam-san
46,6,68,7,41,56,178,10,2,1,7,7,4,3,1,1,3,Choegang Top Plate Part 2
47,6,40,4,44,38,132,6,,,2,3,1,2,2,2,4,Hello Carbot
48,8,41,4,39,31,123,7,1,,2,3,,3,2,,3,Biklonz
49,"366,447","2,035,161","144,592","64,131","372,507","2,982,838",780580,559115,317889,125547,36912,15785,5811,2433,1816,7119,Hunter x Hunter (2011)
50,"443,710","1,716,662","142,923","159,062","133,777","2,596,134",458166,371406,404587,281117,115202,52551,22841,9469,4947,7164,Naruto: Shippuuden
51,"1,766,008",31,"304,291","198,943","225,100","2,494,373",646814,293461,228795,130933,53568,28417,12435,5841,4240,13768,One Piece
52,"128,771","1,601,329","53,553","46,426","231,113","2,061,192",274205,363597,389677,174370,46585,19296,6087,2529,1513,3120,Haikyuu!!
53,"53,783","1,117,582","19,506","12,250","76,380","1,279,501",161639,198736,280098,173518,57585,19823,7921,3025,1258,1847,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders
54,"68,549","765,472","33,796","68,471","173,674","1,109,962",61454,86845,151788,149341,74389,39460,22083,10686,6000,4950,Mahouka Koukou no Rettousei
55,"117,675","669,326","54,342","70,798","123,302","1,035,443",98596,93806,132554,121563,63373,35100,17061,7724,4324,4017,Fairy Tail (2014)
56,"167,487",0,"75,173","49,017","68,947","360,624",39196,34270,43444,29402,10515,4429,1302,543,352,793,Meitantei Conan
57,"26,832","136,559","16,875","12,102","62,222","254,590",16568,27399,40185,23577,7312,2880,894,290,141,233,Diamond no Ace
58,"9,557","162,995","3,969","4,729","22,041","203,291",16754,17528,33080,30096,11494,4763,1737,698,326,535,Dragon Ball Kai (2014)
59,"10,277","141,976","7,183","9,100","13,798","182,334",11718,13949,28049,33594,15592,6651,1930,750,324,297,Pokemon XY
60,"7,697","94,321","5,315","6,160","36,928","150,421",6064,13548,27769,19015,6051,2324,700,265,117,149,Baby Steps
61,"35,318",5,"17,947","18,675","16,067","88,012",9084,6951,9809,9013,3820,1807,642,351,258,435,Crayon Shin-chan
62,"5,804","28,102","4,667","11,455","18,534","68,562",1049,1835,3884,6771,5709,4027,2302,991,415,286,Captain Earth
63,"9,010","36,228","4,540","6,762","11,484","68,024",2750,3412,5782,8882,6682,4128,2144,930,486,479,Yu☆Gi☆Oh! Arc-V
64,"4,851","20,666","3,729","7,363","21,195","57,804",894,1517,3082,4823,3803,2391,1409,644,355,269,M3: Sono Kuroki Hagane
65,"6,028","13,846","3,888","4,717","17,223","45,702",2278,2346,2859,3413,2010,1257,471,229,155,192,Aikatsu!
66,"5,109","12,085","4,230","6,580","7,133","35,137",1296,1404,2249,3948,3379,2300,846,383,207,256,Youkai Watch
67,"9,049",3,"3,496","4,226","4,626","21,400",2039,1429,2119,2203,998,477,120,72,32,97,Doraemon (2005)
68,"1,371","9,245",936,"1,448","6,639","19,639",801,1290,2124,2073,936,406,170,69,35,55,Kindaichi Shounen no Jikenbo Returns
69,824,"12,263",434,634,"3,230","17,385",600,710,1543,2490,1751,1007,409,180,87,77,Cardfight!! Vanguard: Legion Mate-hen
70,"1,426","6,258","1,046","2,592","5,675","16,997",131,142,450,1003,1516,1347,663,331,221,111,Mahou Shoujo Taisen
71,"3,384",171,"1,448","1,401","6,992","13,396",555,220,398,637,413,242,84,36,54,82,Gudetama
72,"1,042","6,398",813,937,"4,169","13,359",483,615,1068,1220,901,555,248,105,67,63,Happiness Charge Precure!
73,943,"5,188",623,836,"4,846","12,436",614,562,1026,860,507,281,98,39,32,37,Lady Jewelpet
74,936,"6,752",601,"1,080","2,517","11,886",397,479,953,1429,1116,685,254,112,64,85,Future Card Buddyfight
75,"2,171",853,"1,877","1,805","4,445","11,151",212,259,553,841,496,308,53,19,14,34,Furusato Saisei: Nippon no Mukashibanashi
76,562,"5,753",469,742,"2,645","10,171",360,308,700,1181,819,445,161,46,43,49,Keroro
77,"1,177","3,344",827,"2,451","2,324","10,123",203,253,710,822,688,616,320,141,84,80,Majin Bone
78,717,"4,328",615,"2,115","2,185","9,960",126,360,582,813,946,643,468,224,162,173,Abarenbou Rikishi!! Matsutarou
79,897,"2,461",583,"1,709","3,445","9,095",160,89,194,444,583,507,393,187,165,152,Marvel Disk Wars: The Avengers
80,"2,304",0,762,"1,908","3,818","8,792",266,103,185,365,359,274,110,55,48,169,Sazae-san
81,"2,230",0,"1,234","1,692","2,855","8,011",326,289,456,700,444,189,54,29,16,47,Nintama Rantarou
82,"2,478",0,952,"1,297","2,032","6,759",361,386,418,493,247,148,41,19,15,52,Chibi Maruko-chan (1995)
83,653,"1,980",461,"1,156","1,608","5,858",154,219,268,370,394,378,165,81,70,59,Dragon Collection
84,410,"3,121",320,489,"1,507","5,847",219,269,368,514,500,367,214,63,35,40,Tenkai Knights
85,"1,595",0,553,"1,151","1,303","4,602",202,348,350,254,262,177,45,31,21,46,Sore Ike! Anpanman
86,157,"2,286",89,248,401,"3,181",146,97,252,506,436,192,67,30,21,26,Ninja Hattori-kun (2012)
87,315,714,217,789,"1,022","3,057",48,36,76,141,165,179,107,63,47,62,Hero Bank
88,162,"1,815",88,457,481,"3,003",144,26,69,200,210,280,181,159,95,101,Pac-World
89,280,619,177,419,"1,257","2,752",53,34,98,89,98,110,46,40,28,44,Gaist Crusher
90,297,777,180,658,790,"2,702",61,38,62,107,157,181,115,77,29,41,Oreca Battle
91,179,"1,157",105,230,831,"2,502",125,180,181,136,124,87,39,23,18,25,Saikyou Ginga Ultimate Zero: Battle Spirits
92,655,0,255,626,687,"2,223",68,40,48,99,121,94,33,13,9,28,Ojarumaru
93,80,695,41,183,582,"1,581",40,17,26,40,60,57,22,26,16,26,Duel Masters VS
94,248,0,59,402,587,"1,296",18,6,4,10,10,14,7,5,5,23,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?
95,77,208,66,172,630,"1,153",26,7,14,23,33,40,12,5,8,16,Danchi Tomoo
96,47,375,32,134,428,"1,016",24,9,19,52,44,39,12,7,7,11,Lovely Movie: Itoshi no Muco Season 2
97,265,0,112,294,331,"1,002",30,4,17,25,21,36,6,5,8,19,Hanakappa
98,178,0,36,377,389,980,21,1,1,3,5,11,2,2,1,20,Shiawase Haitatsu Taneko
99,101,230,47,147,367,892,15,8,9,19,24,51,11,8,14,13,Xia Lan
100,51,262,34,129,361,837,21,12,23,36,20,28,8,7,7,11,GO-GO Tamagotchi!
101,57,154,24,128,432,795,27,5,5,10,19,17,13,6,15,16,KutsuDaru.
102,45,158,41,126,404,774,17,4,3,19,15,33,7,7,7,14,Neko no Dayan
103,86,168,83,156,274,767,34,9,12,28,48,32,8,10,8,21,Neko Pitcher
104,160,0,33,246,249,688,38,4,1,4,10,15,6,3,4,10,Shimajirou no Wow!
105,49,213,25,125,243,655,30,4,7,10,12,27,18,15,18,34,Choubakuretsu Ijigen Menko Battle: Gigant Shooter Tsukasa
106,50,188,19,156,220,633,15,2,6,16,20,20,9,4,9,21,Himitsukessha Taka no Tsume EX
107,70,95,27,170,251,613,16,1,1,9,11,14,10,10,2,21,Nyanfuru
108,47,142,24,156,236,605,16,3,1,6,11,15,6,4,1,12,Tetsujin 28-gou Gao!
109,58,215,33,131,171,608,26,4,13,29,24,19,9,8,5,21,Annyeong Jadoo
110,123,0,36,203,205,567,11,,,2,4,6,9,1,9,13,Gohan Kaijuu Pap
111,33,200,20,96,195,544,17,8,6,18,20,27,13,10,7,11,Carino Coni
112,26,301,11,119,90,547,25,8,6,18,37,38,22,16,4,35,Chuldong! Super Wings
