,Watching,Completed,On-Hold,Dropped,Plan to Watch,Total,10,9,8,7,6,5,4,3,2,1,Title
0,"354,760","2,105,817","46,527","30,892","201,193","2,739,189",402031,603431,517158,194675,49840,18035,5673,2289,1255,3797,Jujutsu Kaisen
1,"56,126","678,391","10,682","5,237","113,164","863,600",121431,159289,150791,59485,14889,4787,1481,501,258,829,Haikyuu!! To the Top Part 2
2,"64,429","527,689","19,255","23,535","148,287","783,195",61227,76064,138395,103886,37057,14175,5244,2320,1128,1193,Tonikaku Kawaii
3,"49,287","444,765","14,414","13,868","115,779","638,113",26682,42150,96806,100419,40467,15362,6197,2364,1061,845,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III
4,"36,130","251,910","13,178","16,346","140,521","458,085",17687,32652,65823,56936,23259,9465,3977,1505,622,582,Akudama Drive
5,"37,636","237,727","12,229","10,619","159,219","457,430",32070,43270,66131,35639,9957,3701,1199,468,223,290,Yuukoku no Moriarty
6,"40,291","230,058","14,462","18,492","123,063","426,366",17373,26711,60270,54657,21152,8674,3437,1287,581,686,Majo no Tabitabi
7,"33,849","232,793","8,828","11,072","90,813","377,355",13128,17672,43024,56435,25233,9880,4134,1575,759,697,Mahouka Koukou no Rettousei: Raihousha-hen
8,"28,811","205,766","9,150","17,458","91,569","352,754",10466,19121,45010,51738,24108,10294,5618,2702,1594,1666,Munou na Nana
9,"32,669","181,260","8,970","18,747","77,800","319,446",8029,8985,21468,42285,32190,16554,6866,3087,1389,953,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen"
10,"26,269","202,174","7,502","22,243","54,803","312,991",5838,8086,22224,46406,37902,19384,9347,4234,2011,1370,100-man no Inochi no Ue ni Ore wa Tatteiru
11,"28,859","162,008","8,247","24,678","85,532","309,324",9615,10741,23045,37634,25027,13127,6621,3198,1634,1305,Noblesse
12,"35,643","98,208","17,301","21,641","114,713","287,506",8159,11224,22683,26353,13496,6608,3774,1643,974,1012,Higurashi no Naku Koro ni Gou
13,"24,993","139,759","9,030","17,095","81,864","272,741",9406,10521,22005,32175,22419,11900,6799,3313,1781,1458,Kamisama ni Natta Hi
14,"17,429","167,817","3,600","9,944","34,912","233,702",8867,10548,21950,36396,23107,11726,4485,1839,959,752,Kami-tachi ni Hirowareta Otoko
15,"21,197","126,412","7,501","9,534","65,013","229,657",14770,19185,35039,23118,8012,3245,963,371,181,209,Maoujou de Oyasumi
16,"16,782","88,960","7,828","10,901","75,848","200,319",5912,7463,17078,24260,13611,6621,2587,1071,442,426,Adachi to Shimamura
17,"11,203","111,869","3,401","1,574","53,111","181,158",14545,29062,31268,10691,2236,662,211,83,44,176,Golden Kamuy 3rd Season
18,"12,788","112,947","3,890","8,268","37,292","175,185",7521,8492,19440,27280,13731,6486,2372,1063,449,362,Kuma Kuma Kuma Bear
19,"20,255","36,872","7,524","12,584","50,294","127,529",2693,2780,5634,10380,8003,4579,2222,873,438,708,Hanyou no Yashahime: Sengoku Otogizoushi
20,"12,045","43,566","4,552","11,303","53,143","124,609",1996,2859,6983,11566,7719,4207,1733,740,343,328,Ikebukuro West Gate Park
21,"8,681","42,603","3,717","10,862","33,361","99,224",1394,1878,5094,10651,9407,5288,2395,1174,585,329,Iwa Kakeru! Sport Climbing Girls
