,Watching,Completed,On-Hold,Dropped,Plan to Watch,Total,10,9,8,7,6,5,4,3,2,1,Title
0,"93,865","443,357","14,185","7,439","158,115","716,961",136120,124485,78328,31768,10797,3808,2037,871,511,1071,Vinland Saga Season 2
1,"45,766","287,436","9,535","14,608","91,609","448,954",21116,36061,79862,65981,20477,6941,2006,824,334,339,Tomo-chan wa Onnanoko!
2,"39,299","218,108","9,484","13,577","110,269","390,737",19455,25524,50600,45665,17279,6548,3068,1378,795,1226,Tokyo Revengers: Seiya Kessen-hen
3,"64,541","129,673","17,735","26,505","137,224","375,678",8565,8428,18684,34045,23967,11231,5512,2095,983,798,"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou"
4,"31,896","236,903","6,263","11,200","79,032","365,294",29896,33889,57409,43780,17634,7618,3033,1342,674,679,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken
5,"27,550","167,328","5,986","2,776","119,265","322,905",25490,37505,42826,16795,3961,1226,410,148,76,188,Bungou Stray Dogs 4th Season
6,"55,673","83,184","19,921","21,876","132,616","313,270",7672,10561,24835,25319,9933,4139,1819,781,417,435,NieR:Automata Ver1.1a
7,"36,961","167,626","10,115","12,907","84,639","312,248",21021,29986,47668,28031,8179,3062,1126,402,227,247,Buddy Daddies
8,"25,608","163,013","7,031","9,643","102,265","307,560",10078,14981,38083,42063,15407,5434,2029,840,458,656,"Ijiranaide, Nagatoro-san 2nd Attack"
9,"25,923","192,032","4,249","7,716","42,166","272,086",14378,19933,44757,42738,15083,5569,1420,506,196,196,Tondemo Skill de Isekai Hourou Meshi
10,"15,782","186,866","2,647","1,731","50,842","257,868",21823,36186,46117,21382,6043,2055,827,302,139,182,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Yakusai-hen
11,"28,718","115,715","6,960","9,487","91,508","252,388",6264,8431,20377,29825,14788,5890,1987,681,258,277,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2
12,"20,676","169,640","3,173","6,093","46,569","246,151",12358,15613,35411,37169,14852,5715,1738,680,304,323,Isekai Nonbiri Nouka
13,"25,446","174,644","3,333","7,437","32,249","243,109",7583,10421,27526,44222,22207,8941,2739,1057,420,321,Saikyou Onmyouji no Isekai Tenseiki
14,"30,998","112,418","8,848","15,312","65,394","232,970",7338,9496,22698,31651,14562,6095,1986,667,304,214,Koori Zokusei Danshi to Cool na Douryou Joshi
15,"31,064","103,136","8,624","10,607","73,590","227,021",7834,10839,26744,27757,10304,3886,1186,446,187,217,Kubo-san wa Mob wo Yurusanai
16,"25,856","119,656","5,462","9,585","47,816","208,375",8903,12672,28175,28510,12630,5068,1780,644,325,530,Tensei Oujo to Tensai Reijou no Mahou Kakumei
17,"26,047","87,483","8,349","9,847","75,015","206,741",9070,15024,24983,17482,6546,2598,1268,561,327,554,Trigun Stampede
18,"21,903","115,980","5,410","12,131","42,440","197,864",5865,9836,26254,29461,12084,4847,1798,674,248,253,"Benriya Saitou-san, Isekai ni Iku"
19,"22,379","120,056","3,687","15,158","29,255","190,535",4249,4313,10032,23254,24055,13999,6354,2716,1257,815,Hyouken no Majutsushi ga Sekai wo Suberu
20,"28,192","94,020","6,012","20,619","39,110","187,953",2478,2946,8553,21820,22198,12026,5250,1804,685,465,Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu
21,"14,937","67,124","4,572","4,432","81,827","172,892",3212,4756,14331,18420,6931,2172,744,212,101,102,Kyokou Suiri Season 2
22,"18,811","89,353","4,932","10,205","44,279","167,580",10104,11631,22802,19612,8033,3439,1691,896,615,907,Oniichan wa Oshimai!
23,"16,771","109,736","2,897","7,586","30,073","167,063",4624,5635,15602,28685,16128,6760,2170,807,341,267,Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life
24,"19,539","94,825","3,940","12,196","32,462","162,962",3268,4033,10203,21756,19110,9777,3849,1406,563,429,"Eiyuuou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀"
25,"20,349","45,389","6,658","21,586","63,356","157,338",1973,2194,5471,11745,11132,6547,3540,1589,667,491,Spy Kyoushitsu
26,"14,321","66,878","3,958","7,110","38,804","131,071",5439,6741,13976,16370,6836,2824,1059,376,202,219,Sugar Apple Fairy Tale
27,"15,094","51,644","4,394","7,255","50,556","128,943",2527,3668,10040,15182,7184,2915,955,293,121,134,High Card
28,"11,539","76,124","2,486","4,640","33,794","128,583",3193,3670,8273,16231,12481,5805,1975,707,285,238,Kami-tachi ni Hirowareta Otoko 2nd Season
29,"14,143","55,447","3,338","16,141","38,923","127,992",3012,1075,2353,5257,8672,9332,6933,4627,3840,5726,Inu ni Nattara Suki na Hito ni Hirowareta.
30,"13,291","61,817","2,754","11,113","27,767","116,742",1996,1622,3036,6817,9600,9686,6784,3411,2108,1945,Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei
31,"9,827","67,151","2,210","7,007","19,577","105,772",2864,3783,9355,17352,10817,4513,1815,668,264,224,Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu
32,"12,001","45,936","3,294","6,460","34,307","101,998",2696,3884,8778,12630,6275,2727,917,374,156,138,Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san
33,"11,641","32,413","3,472","9,785","29,607","86,918",983,1802,4347,9190,7050,3471,1295,491,181,184,Revenger
34,"13,239","20,733","5,153","8,908","32,152","80,185",1137,1118,2334,5385,5221,2908,1526,694,353,309,Ayakashi Triangle
35,"6,896","33,436","1,687","3,684","29,051","74,754",1488,2451,6393,9371,3794,1564,550,237,105,109,Mononogatari
36,"5,935","23,512","1,698","1,295","29,472","61,912",3217,3955,6371,3636,991,375,89,46,24,51,Tsurune: Tsunagari no Issha
37,"4,729","17,326","1,548","4,083","24,033","51,719",542,1136,2388,4794,3580,1766,711,289,118,103,Ooyukiumi no Kaina
38,"4,498","13,943","1,823","5,115","22,088","47,467",391,866,1803,3603,3317,1935,1039,351,151,106,Hikari no Ou
