,Watching,Completed,On-Hold,Dropped,Plan to Watch,Total,10,9,8,7,6,5,4,3,2,1,Title
0,"60,852","651,971","6,585","4,841","112,615","836,864",90512,128775,159645,72530,20044,6576,2595,1093,502,822,Tensei shitara Slime Datta Ken 2nd Season Part 2
1,"51,604","358,016","12,392","9,030","151,618","582,660",44294,77740,101411,47266,13093,4393,1564,668,412,606,Kobayashi-san Chi no Maid Dragon S
2,"72,502","284,676","22,203","23,227","175,012","577,620",28377,41423,81554,55752,17147,6720,2353,844,405,539,Vanitas no Karte
3,"39,104","365,943","5,649","8,595","82,025","501,316",25101,39461,90271,75412,23691,8152,2663,1000,437,419,Tsuki ga Michibiku Isekai Douchuu
4,"39,962","288,276","7,398","14,868","74,557","425,061",13223,21282,55120,74683,32539,12723,4473,1876,801,666,Genjitsu Shugi Yuusha no Oukoku Saikenki
5,"37,149","292,004","5,255","11,610","71,593","417,611",16975,19421,43385,66503,37401,17696,7023,2940,1467,1043,Seirei Gensouki
6,"45,172","213,863","11,379","36,933","90,950","398,297",10758,11370,28156,51835,41617,22553,12939,6450,4151,4310,Kanojo mo Kanojo
7,"52,856","148,280","15,888","51,919","121,628","390,571",9994,10097,20581,33583,30395,19052,12325,6457,3662,2764,"Tantei wa Mou, Shindeiru."
8,"38,828","197,560","10,745","15,969","98,835","361,937",11602,20028,49011,51304,21010,8627,3430,1419,643,556,Bokutachi no Remake
9,"38,818","128,404","15,164","18,295","139,079","339,760",18124,23466,32677,25656,11723,5281,2636,1071,539,562,Sonny Boy
10,"31,665","119,757","9,776","16,940","87,130","265,268",9835,13579,29986,28392,11164,4880,2107,919,508,515,Shinigami Bocchan to Kuro Maid
11,"39,780","88,178","16,311","28,060","86,344","258,673",5332,6411,18071,29033,16729,8414,3276,1291,578,466,Jahy-sama wa Kujikenai!
12,"25,698","142,537","8,327","10,223","69,837","256,622",8399,11008,27062,37560,17135,6789,2524,884,374,342,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X
13,"33,694","109,805","11,610","15,537","80,871","251,517",11049,14327,28097,26839,10150,4226,1497,624,309,287,Uramichi Oniisan
14,"26,140","136,817","7,122","14,954","55,007","240,040",6260,9647,27209,36676,16502,6780,2715,949,446,365,Meikyuu Black Company
15,"21,040","136,330","4,871","9,970","50,365","222,576",4999,7070,18219,33101,22689,10924,4649,2039,1009,652,Deatte 5-byou de Battle
16,"25,752","108,133","6,090","12,419","59,554","211,948",5991,4663,10430,21889,20290,11297,5051,2446,1378,1233,Megami-ryou no Ryoubo-kun.
17,"17,240","96,964","4,883","7,107","73,899","200,093",5401,12559,27863,21581,7483,2890,1267,578,368,474,Heion Sedai no Idaten-tachi
18,"25,465","84,051","7,134","20,175","55,423","192,248",2719,3113,8382,18646,18569,10799,5946,2643,1269,974,Peach Boy Riverside
19,"23,514","50,253","10,561","14,151","77,452","175,931",4550,6861,15144,15260,6663,3224,990,330,169,171,Shiroi Suna no Aquatope
20,"14,962","114,651","3,968","6,422","36,230","176,233",4022,5140,14460,27599,18040,7811,3196,1317,598,443,100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season
21,"16,824","73,672","5,052","16,512","43,846","155,906",2802,2967,6808,15523,15328,9309,4089,1797,1004,755,Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore
22,"16,268","64,866","4,794","7,811","48,700","142,439",3461,5270,12835,17924,8343,3660,1337,542,215,240,Re-Main
23,"13,123","58,922","3,849","8,198","55,802","139,894",2844,2900,6169,12989,10658,5071,2204,964,389,497,Mahouka Koukou no Yuutousei
24,"8,864","58,811","2,796","3,064","45,487","119,022",4273,4775,9073,11951,8022,3904,2858,1655,1113,1197,Higurashi no Naku Koro ni Sotsu
25,"18,327","22,008","5,807","19,299","36,365","101,806",1179,1092,2061,4444,5815,5497,3617,1960,1134,853,Scarlet Nexus
26,"7,841","31,907","2,753","3,366","42,246","88,113",2589,4797,9432,6897,2553,1032,346,167,86,155,Kageki Shoujo!!
27,"6,599","33,291","2,172","2,189","29,778","74,029",4513,5362,8892,6050,2222,971,326,130,70,161,Love Live! Superstar!!
28,"3,790","27,457","1,623","1,326","35,241","69,437",1486,2072,4443,6694,3806,1631,695,287,156,113,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden 2nd Season - Kakusei Zenya
29,"4,394","11,190","1,463","4,371","25,108","46,526",525,602,1486,2513,2357,1533,766,383,175,144,Night Head 2041
30,"3,017","6,562",951,"4,269","10,728","25,527",222,168,470,1131,1575,1399,833,431,238,222,D_Cide Traumerei the Animation
31,"1,955","11,067",598,652,"10,385","24,657",2033,1966,2193,1254,446,194,76,52,27,122,IDOLiSH7 Third Beat!
32,"2,357","8,796",730,"1,527","6,370","19,780",1322,464,1151,2229,1566,894,342,172,117,119,"Ore, Tsushima"
33,769,"6,952",260,384,"4,948","13,313",241,177,435,995,1377,1095,482,212,133,126,Yami Shibai 9
34,537,"1,627",233,345,"5,228","7,970",114,115,347,224,207,156,79,42,22,34,Tsukipro The Animation 2
35,690,"2,529",228,759,"2,179","6,385",101,176,460,433,452,354,189,95,49,67,Getter Robo Arc
36,168,264,49,196,"1,503","2,180",49,22,24,33,32,32,6,8,,12,Pretty All Friends Selection
37,50,68,10,135,197,460,18,1,5,5,14,4,4,1,2,9,Xi Yangyang Yu Hui Tailang: Juezhan Ci Shidai
38,24,143,11,100,162,440,16,1,2,3,20,20,11,13,6,13,Kick & Slide
39,10,43,6,47,56,162,10,1,,1,4,3,3,,1,5,Tian Zhen Yu Kung Fu Wa
40,5,35,4,54,35,133,7,,,,2,1,2,1,,4,Hello Carbot Season 11
41,4,29,2,44,31,110,7,,,,2,,3,,,2,Cricket Pang
42,"1,765,832",48,"304,231","198,924","225,093","2,494,128",646743,293427,228772,130917,53560,28414,12434,5841,4239,13768,One Piece
43,"201,337","803,057","41,419","67,810","211,131","1,324,754",108535,156910,212459,137091,56444,27124,15191,7560,4488,6178,Tokyo Revengers
44,"205,149","782,109","37,347","36,434","199,256","1,260,295",58078,80220,166407,190494,88330,37254,15830,5692,2658,3463,Boku no Hero Academia 5th Season
45,"159,092","399,422","51,550","40,738","272,369","923,171",75357,113517,117254,52850,18255,7656,3119,1270,601,844,Fumetsu no Anata e
46,"377,222","76,636","117,163","231,583","92,383","894,987",24553,21380,45924,84077,86980,66755,50573,27966,19106,29480,Boruto: Naruto Next Generations
47,"167,477",6,"75,172","49,014","68,944","360,613",39196,34270,43441,29402,10515,4429,1302,541,352,793,Meitantei Conan
48,"41,191","225,691","8,685","5,856","64,221","345,644",21749,34083,64060,37243,10052,3288,896,310,162,236,Mairimashita! Iruma-kun 2nd Season
49,"56,472","59,921","21,207","39,162","95,304","272,066",5260,6020,12764,20930,14927,8981,4611,2005,952,755,Shaman King (2021)
50,"40,412","110,722","13,745","23,125","82,995","270,999",8532,10166,22989,29823,14504,7488,3611,1873,1091,1171,Edens Zero
51,"15,515","51,284","2,753","1,855","42,771","114,178",14795,15138,10012,3611,940,384,170,107,131,566,Kingdom 3rd Season
52,"29,238","29,801","10,625","9,411","16,673","95,748",4449,5361,9714,11231,5250,2375,932,464,233,358,Pokemon (2019)
53,"35,317",3,"17,942","18,672","16,066","88,000",9080,6949,9809,9013,3820,1805,642,351,258,435,Crayon Shin-chan
54,"22,480","14,104","7,018","8,985","24,105","76,692",5493,3241,5535,5918,3007,1604,605,256,129,194,Dragon Quest: Dai no Daibouken (2020)
55,"14,197","14,137","6,446","9,172","15,081","59,033",1372,1314,2691,4667,3949,2579,1475,708,346,298,Digimon Adventure:
56,"3,636","5,855","1,467","4,989","15,582","31,529",314,294,768,1024,1442,1343,914,531,282,244,Blue Reflection Ray
57,"9,047",2,"3,496","4,226","4,626","21,397",2037,1428,2119,2203,998,477,120,72,32,97,Doraemon (2005)
58,"2,733","4,494",954,"1,533","9,978","19,692",303,419,846,1433,925,490,168,57,21,44,Maiko-san Chi no Makanai-san
59,"3,051","3,176","1,182","2,953","8,448","18,810",263,271,627,779,886,690,457,356,223,360,Yu☆Gi☆Oh! Sevens
60,"2,420","4,356","1,027",954,"5,393","14,150",563,768,1118,1072,539,250,102,51,30,58,Tropical-Rouge! Precure
61,"3,384",171,"1,448","1,401","6,992","13,396",555,220,398,637,413,242,84,36,54,82,Gudetama
62,"2,303",0,763,"1,908","3,817","8,791",266,103,185,364,359,274,110,55,48,169,Sazae-san
63,"2,229",1,"1,235","1,692","2,854","8,011",326,289,456,700,444,189,54,29,16,47,Nintama Rantarou
64,"2,477",0,952,"1,297","2,032","6,758",361,386,417,493,247,148,41,19,15,52,Chibi Maruko-chan (1995)
65,"1,595",0,553,"1,151","1,303","4,602",202,348,350,254,262,177,45,31,21,46,Sore Ike! Anpanman
