,Watching,Completed,On-Hold,Dropped,Plan to Watch,Total,10,9,8,7,6,5,4,3,2,1,Title
0,"94,081","1,696,267","46,222","38,760","358,681","2,234,011",154953,266401,443889,300727,92535,32821,9117,2952,1353,1506,Noragami
1,"57,476","856,026","29,912","40,922","220,850","1,205,186",61338,101828,199139,183285,74666,32504,13043,5080,2412,2493,Nisekoi
2,"26,583","596,008","16,262","15,713","113,015","767,581",42199,66873,136689,128638,51504,20751,8608,2997,1315,1116,Chuunibyou demo Koi ga Shitai! Ren
3,"19,566","244,512","9,664","9,637","123,893","407,272",11734,21283,53118,61046,25617,10326,3076,1143,509,369,Mikakunin de Shinkoukei
4,"18,568","264,146","9,699","11,247","99,927","403,587",14923,28156,61153,60200,24486,10453,3277,1146,490,423,D-Frag!
5,"24,330","183,057","18,113","15,185","130,967","371,652",19753,30980,49963,36041,12815,5197,2137,728,417,408,Space☆Dandy
6,"22,511","221,497","9,681","14,338","86,804","354,831",8420,12544,33967,55372,31390,14095,5288,1960,865,579,Witch Craft Works
7,"16,996","173,621","11,203","14,456","93,420","309,696",8343,15173,33943,40345,19122,9109,3682,1361,609,421,Hamatora The Animation
8,"14,730","151,055","9,341","17,152","76,150","268,428",10450,11711,23083,33743,22242,12400,5773,2742,1422,1066,Sakura Trick
9,"13,655","171,859","7,529","6,025","64,347","263,415",11518,20062,41568,34670,12464,4779,1587,554,274,259,Seitokai Yakuindomo*
10,"16,888","156,508","7,637","17,083","62,025","260,141",4409,5864,13236,25279,25970,18021,11876,6181,4097,3226,Mahou Sensou
11,"17,963","140,137","10,384","9,501","68,051","246,036",9201,14844,32504,33904,14098,5543,1293,455,190,208,Tonari no Seki-kun
12,"13,754","104,657","6,517","10,041","63,634","198,603",3817,5577,14479,25455,16938,8906,3740,1576,790,543,Nourin
13,"6,146","121,057","3,170","20,639","43,274","194,286",2457,1181,2450,5346,7832,9525,12880,12753,19395,32788,Pupa
14,"10,327","103,602","4,805","9,968","48,510","177,212",3026,3788,9478,19645,19390,11163,6273,3282,2066,1697,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga."
15,"9,941","86,905","5,058","5,175","64,194","171,273",3899,6474,16000,22937,10791,4508,1271,438,184,184,"Inari, Konkon, Koi Iroha."
16,"9,067","106,958","3,541","5,531","38,300","163,397",4148,3946,8263,16211,16791,10840,6377,3256,2081,1609,Maken-Ki! Two
17,"9,530","71,733","5,170","7,047","56,598","150,078",2879,4928,12598,18210,9816,4530,1839,701,332,239,Sekai Seifuku: Bouryaku no Zvezda
18,"4,353","115,693","2,659","1,427","25,363","149,495",11941,27274,34088,13962,3367,1039,259,86,46,116,Gin no Saji 2nd Season
19,"8,583","57,008","5,973","7,243","56,754","135,561",5096,7848,14009,11660,4225,2059,713,256,166,152,Hoozuki no Reitetsu
20,"5,279","86,115","2,135","3,542","27,295","124,366",2443,2662,7320,17015,16896,10052,3722,1760,947,678,Oneechan ga Kita
21,"5,909","53,494","3,396","4,792","35,129","102,720",2729,4522,9923,12626,6871,3190,1293,499,221,166,Toaru Hikuushi e no Koiuta
22,"9,018","44,085","6,383","13,592","28,168","101,246",1924,2872,6082,10262,7940,5113,2618,1102,608,400,Nobunaga the Fool
23,"5,110","55,384","2,482","4,485","26,251","93,712",2782,4051,9692,12747,6780,3413,1340,562,217,205,Buddy Complex
24,"6,300","36,767","4,371","11,059","31,390","89,887",1501,1757,3426,6658,7242,5488,3104,1805,1005,853,SoniAni: Super Sonico The Animation
25,"3,768","37,780","2,734","8,003","14,448","66,733",1329,2485,5472,8471,6292,3797,1907,813,468,259,Nobunagun
26,"3,788","28,182","2,652","7,749","18,181","60,552",652,1277,3186,5767,5366,3778,2204,968,621,403,Wizard Barristers: Benmashi Cecil
27,"2,936","24,245","2,035","3,603","22,999","55,818",1668,1823,3995,5887,3319,1872,717,344,151,164,"Wake Up, Girls!"
28,"2,554","22,066","1,454","3,594","11,793","41,461",704,1193,2508,4641,3809,2278,1155,590,281,204,Z/X: Ignition
29,"1,823","22,110",901,877,"12,162","37,873",1747,1900,4472,4848,2174,885,306,103,45,43,Saki: Zenkoku-hen
30,"5,109","12,085","4,230","6,580","7,133","35,137",1296,1404,2249,3948,3379,2300,846,383,207,256,Youkai Watch
31,"1,682","16,900",926,"2,953","10,526","32,987",458,575,1594,2686,3060,2383,1357,709,473,317,Strange+
32,"1,104","13,219",698,"1,087","6,403","22,511",556,1084,1889,2863,2210,1187,406,190,86,81,Pupipo!
33,"1,042","6,398",813,937,"4,169","13,359",483,615,1068,1220,901,555,248,105,67,63,Happiness Charge Precure!
34,396,"8,735",190,442,"2,821","12,584",156,189,616,1152,1566,1549,673,373,197,133,Go! Go! 575
35,936,"6,752",601,"1,080","2,517","11,886",397,479,953,1429,1116,685,254,112,64,85,Future Card Buddyfight
36,250,"2,793",221,354,"4,322","7,940",166,199,297,388,262,184,94,47,59,63,Koukaku Kidoutai Nyuumon Arise
37,282,"4,532",151,373,"1,352","6,690",195,220,498,876,774,463,172,82,50,47,Wooser no Sono Higurashi: Kakusei-hen
38,335,"2,969",210,457,"2,138","6,109",144,111,222,411,530,440,213,121,82,73,Minna Atsumare! Falcom Gakuen
39,264,"2,241",148,186,"2,423","5,262",126,188,368,465,236,122,77,36,15,28,Tesagure! Bukatsumono Encore
40,99,295,48,115,971,"1,528",25,5,11,18,28,38,17,16,17,18,Nyamen
41,76,690,53,172,507,"1,498",37,45,58,99,127,78,60,35,22,25,Nandaka Velonica
42,36,281,25,116,222,680,19,3,13,13,37,40,16,22,9,23,Oniku Daisuki! Zeushi-kun
43,36,187,29,143,243,638,22,7,3,13,16,28,12,11,14,12,Washimo
44,32,214,19,124,241,630,14,,2,10,17,22,16,16,15,20,Chou Zenmairobo: Patrasche
45,34,246,19,138,190,627,22,5,2,8,30,33,19,16,7,25,47 Todoufuken R
46,70,95,27,170,251,613,16,1,1,9,11,14,10,10,2,21,Nyanfuru
