,Watching,Completed,On-Hold,Dropped,Plan to Watch,Total,10,9,8,7,6,5,4,3,2,1,Title
0,"237,680","1,238,226","31,787","27,636","172,456","1,707,785",225024,322182,309358,134229,35766,12318,3750,1432,811,3554,Spy x Family
1,"90,681","674,702","14,846","10,923","217,911","1,009,063",232455,183557,99594,31989,8393,3465,1363,716,877,9965,Kaguya-sama wa Kokurasetai: Ultra Romantic
2,"88,565","351,993","22,624","56,654","290,624","810,460",17393,19000,41500,76926,65191,34310,22787,9787,4863,3750,Tate no Yuusha no Nariagari Season 2
3,"84,791","277,820","22,548","14,816","197,723","597,698",52017,81137,72986,29341,9170,3743,1813,689,321,451,Summertime Render
4,"87,851","258,990","23,178","69,414","135,853","575,286",18487,20217,44390,69250,44967,25483,12470,5715,3009,2928,Kawaii dake ja Nai Shikimori-san
5,"51,480","326,343","13,073","11,543","115,909","518,348",32916,53677,92566,53797,16246,5810,1921,707,359,547,"Komi-san wa, Comyushou desu. 2nd Season"
6,"38,473","285,556","8,130","16,111","92,873","441,143",26069,38722,70504,56031,20789,8093,4176,1978,1245,1111,Tomodachi Game
7,"49,991","174,983","15,240","30,708","88,892","359,814",10979,14911,38224,50251,23581,10679,3393,1306,540,484,Aharen-san wa Hakarenai
8,"33,324","241,136","4,605","8,826","55,690","343,581",13538,18416,46559,57830,25585,10045,3746,1479,667,638,Otome Game Sekai wa Mob ni Kibishii Sekai desu
9,"35,926","231,938","5,768","12,891","53,986","340,509",10326,14597,39184,59704,28935,11917,3998,1553,761,607,"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu"
10,"38,502","208,196","6,790","15,204","60,039","328,731",7668,11395,30936,54116,29547,12318,4377,1613,656,523,"Yuusha, Yamemasu"
11,"37,446","171,820","10,396","9,814","84,337","313,813",18444,37727,54926,28394,8325,2696,843,257,132,171,Paripi Koumei
12,"40,215","196,390","6,037","20,627","48,202","311,471",6695,6515,15667,35710,38759,22937,10312,4639,2213,1471,"Shijou Saikyou no Daimaou, Murabito A ni Tensei suru"
13,"51,432","126,209","12,970","22,340","90,216","303,167",6839,8207,21741,36889,22949,11118,4885,1842,848,837,Kakkou no Iinazuke
14,"23,147","125,272","5,932","5,038","112,234","271,623",13689,14419,29124,23896,9164,3680,1443,584,293,334,Date A Live IV
15,"33,325","130,369","8,696","13,583","71,033","257,006",6844,10830,31268,36728,14535,5345,1705,624,267,253,Koi wa Sekai Seifuku no Ato de
16,"30,373","137,169","6,549","7,008","51,164","232,263",15417,29260,43024,20569,5744,1954,697,279,126,224,Ao Ashi
17,"27,259","66,239","7,572","18,556","55,882","175,508",2823,3884,10619,18211,12697,6174,2968,1276,631,1052,Shokei Shoujo no Virgin Road
18,"11,884","113,939","2,918","2,276","42,894","173,911",10542,19180,31242,16029,4747,1464,544,190,83,131,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season
19,"26,896","74,360","6,010","15,794","48,690","171,750",2238,2606,6632,15552,15498,8526,3949,1660,813,606,Mahoutsukai Reimeiki
20,"17,078","68,906","5,430","5,662","63,842","160,918",3794,5884,14271,18110,7634,2949,1279,498,237,216,Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart
21,"10,911","53,617","3,448","4,895","30,143","103,014",3356,5450,14347,14426,4964,1823,454,166,56,85,Deaimon
22,"7,486","41,996","2,568","3,742","33,037","88,829",3531,6502,12340,8498,2851,1008,393,170,87,163,Dance Dance Danseur
23,"8,652","37,353","1,231",825,"25,434","73,495",8817,11388,8183,2373,556,191,85,65,187,329,Kingdom 4th Season
24,"6,886","32,955","2,153","1,613","29,103","72,710",3490,4356,8953,6480,2105,679,202,68,42,75,Machikado Mazoku: 2-choume
25,"7,070","32,157","1,943","3,269","27,864","72,303",1856,2870,6339,8743,3893,1666,619,201,94,113,Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto
26,"6,170","30,222","2,217","4,313","26,512","69,434",2005,3757,7500,7767,3043,1381,600,273,139,139,Birdie Wing: Golf Girls' Story
27,"8,502","23,011","2,579","11,711","19,227","65,030",1029,1297,2630,5062,5024,3400,2201,1233,769,643,"Kono Healer, Mendokusai"
28,"7,070","27,043","2,148","5,855","21,444","63,560",1742,2230,5029,7369,4196,1993,841,389,183,196,Kunoichi Tsubaki no Mune no Uchi
29,"6,913","18,974","1,871","5,484","16,840","50,082",998,1153,2246,4706,3893,2152,872,395,196,209,RPG Fudousan
30,"4,150","10,510","1,224","3,594","24,907","44,385",566,485,1078,1579,1808,1528,1045,587,363,364,Black★★Rock Shooter:  Dawn Fall
31,"6,674","12,671","1,917","5,070","15,537","41,869",555,945,1709,3348,2871,1751,862,384,143,121,Love All Play
32,"3,655","19,908","1,119","1,031","15,775","41,488",2537,2618,4294,4041,1662,805,310,143,52,116,Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season
33,"5,517","15,019","1,702","3,655","14,332","40,225",1169,1273,2480,4132,2443,1288,481,186,74,64,Shachiku-san wa Youjo Yuurei ni Iyasaretai.
34,"3,711","12,723","1,400","3,126","14,197","35,157",1067,1516,2660,3233,1775,933,379,176,74,98,Healer Girl
35,"3,314","8,189",781,"1,165","15,427","28,876",314,232,625,1048,1460,1147,609,301,159,148,Shin Ikkitousen
