,Watching,Completed,On-Hold,Dropped,Plan to Watch,Total,10,9,8,7,6,5,4,3,2,1,Title
0,"48,711","416,491","4,128","1,738","123,560","594,628",54773,70459,100042,59869,20546,6903,2732,1045,449,605,Kimetsu no Yaiba: Hashira Geiko-hen
1,"63,299","378,831","5,431","5,372","100,992","553,925",42748,87513,114458,46144,10226,3017,996,375,153,265,Kaijuu 8-gou
2,"53,608","227,850","6,482","4,352","184,383","476,675",33517,52994,63525,26874,6890,2033,770,311,142,303,Kono Subarashii Sekai ni Shukufuku wo! 3
3,"53,834","321,703","4,175","3,835","85,553","469,100",52795,80203,76939,30314,9101,3112,1782,801,561,1210,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2
4,"95,219","178,776","7,996","7,344","113,416","402,751",18771,23665,49508,43639,15473,5206,2331,887,456,776,Tensei shitara Slime Datta Ken 3rd Season
5,"79,431","155,281","7,864","5,488","114,972","363,036",19468,30691,46162,25990,8440,2911,1210,502,267,528,Boku no Hero Academia 7th Season
6,"57,708","202,769","7,118","14,041","68,032","349,668",16508,27600,56814,45035,15020,5559,2102,799,359,450,Wind Breaker
7,"59,095","62,489","11,559","10,249","85,023","228,415",10154,15575,23777,12774,4130,1646,519,181,87,135,Ookami to Koushinryou: Merchant Meets the Wise Wolf
8,"23,081","138,980","2,262","7,313","32,083","203,719",8190,12339,29389,32259,13291,4987,2045,960,525,818,"Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu"
9,"27,981","131,553","2,739","8,714","30,419","201,406",5886,6221,15727,32408,23860,10608,3539,1270,533,459,Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life
10,"21,954","50,553","3,558","7,208","97,686","180,959",2596,2192,4780,10231,10793,5417,2696,1114,498,583,"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou Part 2"
11,"23,450","106,069","2,988","5,706","34,453","172,666",5390,7628,20227,29839,13039,4385,1192,413,155,200,"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?"
12,"25,989","72,339","4,547","7,338","54,091","164,304",3125,6256,18853,22033,8506,2917,1134,342,157,160,Sentai Daishikkaku
13,"20,164","104,182","2,402","5,935","27,436","160,119",4036,6667,18522,29535,13357,4761,1451,575,214,214,"Tensei Kizoku, Kantei Skill de Nariagaru"
14,"21,561","100,578","2,003","12,945","20,773","157,860",4084,5448,11929,22253,18090,9312,5002,2207,1250,1100,Re:Monster
15,"21,039","57,923","3,158","4,288","52,627","139,035",2729,3308,8867,16416,8434,2996,1121,391,199,244,Mahouka Koukou no Rettousei 3rd Season
16,"22,080","52,760","3,930","12,376","44,239","135,385",3054,3652,7665,13377,10456,5449,2704,1026,413,380,Unnamed Memory
17,"21,284","47,077","4,734","13,082","46,559","132,736",4253,4990,10824,12982,6231,2973,1128,472,228,265,Jiisan Baasan Wakagaeru
18,"16,713","76,112","1,772","5,956","25,626","126,179",2482,2493,6556,15819,15976,8283,3249,1279,581,447,The New Gate
19,"32,419","33,316","5,662","8,681","46,147","126,225",3307,4354,9803,10519,4362,2000,746,287,118,172,Yozakura-san Chi no Daisakusen
20,"12,576","48,095","2,496","1,899","58,397","123,463",6268,5671,10604,9674,4232,1665,666,302,146,220,Date A Live V
21,"19,405","48,686","4,094","8,067","40,231","120,483",2897,4859,11927,14914,6248,2336,600,202,64,79,Bartender: Kami no Glass
22,"17,802","46,855","3,493","4,575","44,833","117,558",4568,7663,15170,10788,3806,1361,525,172,88,155,Yoru no Kurage wa Oyogenai
23,"17,498","44,718","3,491","12,124","39,592","117,423",2564,3004,6433,11744,9115,4832,2285,854,374,379,Hananoi-kun to Koi no Yamai
24,"13,995","41,513","2,403","2,631","43,611","104,153",8120,11512,11437,5109,1700,664,300,174,85,162,Girls Band Cry
25,"14,627","32,475","3,024","7,714","35,738","93,578",1160,1805,4947,9955,6852,2989,1205,414,166,145,Kaii to Otome to Kamikakushi
26,"14,967","34,299","2,643","12,189","26,772","90,870",1250,1092,2997,7165,8236,5092,2709,1232,523,434,Kami wa Game ni Ueteiru.
27,"11,892","34,750","2,077","1,338","40,388","90,445",4514,5991,11075,6636,1848,554,152,54,32,105,Yuru Camp△ Season 3
28,"10,237","36,905","1,638","1,423","40,466","90,669",3884,4797,9137,7293,2291,703,254,87,34,124,Kuroshitsuji: Kishuku Gakkou-hen
29,"18,462","12,144","4,873","8,079","44,226","87,784",1673,1504,2824,5057,4151,2118,1090,421,222,341,Sasayaku You ni Koi wo Utau
30,"13,759","32,645","1,978","15,448","18,267","82,097",885,495,1462,3211,5718,7352,5435,3062,1858,1532,Dekisokonai to Yobareta Motoeiyuu wa Jikka kara Tsuihou sareta node Sukikatte ni Ikiru Koto ni Shita
31,"8,230","32,138","1,236",783,"38,944","81,331",10379,8839,6360,2586,777,313,140,59,179,284,Hibike! Euphonium 3
32,"11,929","42,382","1,896","5,077","19,640","80,924",2483,3569,9345,11512,4692,1853,808,373,205,236,Kenka Dokugaku
33,"11,332","31,910","2,263","3,935","27,875","77,315",2025,3064,8391,9451,3940,1442,560,175,78,126,Shuumatsu Train Doko e Iku?
34,"11,360","35,393","2,075","4,707","22,115","75,650",2062,2223,5597,10738,5953,2493,813,299,119,173,"One Room, Hiatari Futsuu, Tenshi-tsuki."
35,"14,570","26,860","2,329","4,014","29,176","76,949",3339,5918,9507,5028,1577,746,366,135,63,91,The Fable
36,"11,949","21,416","2,545","5,436","24,935","66,281",3191,1686,3895,6369,3973,2177,1025,480,225,396,Blue Archive the Animation
37,"9,092","30,411","1,861","4,138","18,251","63,753",1657,2751,6820,9294,4120,1622,496,166,57,77,Henjin no Salad Bowl
38,"5,177","28,011","1,151",894,"23,603","58,836",3702,4800,7271,4275,1215,423,141,49,32,57,Shinigami Bocchan to Kuro Maid 3rd Season
39,"7,186","19,979","1,646","3,584","21,162","53,557",764,1317,3589,6862,3664,1553,480,174,65,97,Seiyuu Radio no Uraomote
40,"8,592","15,334","1,339","1,915","21,305","48,485",1702,3490,5434,2720,900,368,134,58,34,36,Karasu wa Aruji wo Erabanai
41,"6,494","18,117","1,166","4,799","16,406","46,982",890,802,1770,3144,3748,2526,1557,707,389,354,Vampire Dormitory
42,"5,449","18,778","1,063","2,321","14,437","42,048",1265,2090,4744,4839,1824,731,309,108,66,74,Boukyaku Battery (TV)
43,"6,267","15,463","1,069","2,599","14,143","39,541",2214,2128,3233,3286,1369,676,248,106,95,265,"Tadaima, Okaeri"
44,"3,901","11,098",976,"3,834","11,415","31,224",404,574,1636,2970,2715,1445,614,217,120,142,Astro Note
45,"3,179","7,749",825,"2,195","9,119","23,067",550,809,1800,2167,1069,589,171,58,48,48,Tonari no Youkai-san
46,"1,555","3,967",370,"2,782","8,730","17,404",236,205,424,748,727,672,558,379,249,262,Highspeed Etoile
47,"1,417","2,279",343,"1,238","8,145","13,422",117,94,166,401,500,344,212,113,49,78,Touken Ranbu Kai: Kyoden Moyuru Honnouji
48,"1,745","4,894",417,"1,184","4,781","13,021",233,366,1167,1516,813,367,125,47,26,27,Ooi! Tonbo
49,"1,242","2,384",274,683,"5,382","9,965",185,104,210,452,549,371,222,110,55,75,The iDOLM@STER Shiny Colors
50,"1,062","1,936",230,"1,197","4,982","9,407",86,47,215,267,458,465,274,148,71,77,Rinkai!
51,"1,482",273,348,844,"4,228","7,175",59,28,59,108,139,155,118,49,34,24,Shinkalion: Change the World
52,604,"3,363",118,228,"2,114","6,427",266,143,418,812,606,297,76,40,18,32,Nijiyon Animation 2
53,"1,242",1,140,362,"1,430","3,175",42,27,36,76,72,54,33,16,14,22,Himitsu no AiPri
54,297,632,68,197,"1,247","2,441",51,34,80,134,98,50,22,11,11,13,Shadowverse Flame: Arc-hen
55,247,0,33,101,307,688,16,8,13,21,15,4,3,2,1,6,Chibi Godzilla no Gyakushuu 2nd Season
56,50,116,18,144,338,666,7,2,3,15,20,19,9,3,1,9,Shibuya♡Hachi
57,58,213,17,127,77,492,12,1,9,21,33,39,18,11,8,12,Nyaaaanvy
58,33,123,13,131,92,392,4,2,3,8,22,16,11,6,3,8,YouTuNya 2nd Season
59,28,51,12,147,71,309,7,1,,1,6,4,4,2,2,13,Ageo to Tim
60,16,46,8,84,70,224,4,,,2,2,3,7,1,2,10,Kumarba
61,14,31,3,82,45,175,3,,,1,3,6,1,1,,3,Oshiri Tantei 8th Season
62,8,21,5,45,35,114,4,,2,,,,1,1,1,3,Shasha and Milo Part 2
63,10,11,3,31,49,104,1,,,,1,1,,,,1,Shanhai Chuanqi
64,18,0,4,48,29,99,2,,,,,,,,1,2,Carrie! Haggyogaja
65,11,16,2,48,20,97,1,,,,,,1,,,1,"Taka no Tsume Gaiden ""Himitsu Kyuusha: Uma no Hizume - Derby Conquest"""
66,6,13,3,22,28,72,3,,,,,1,1,,,1,Hangugsa Daemoheom
67,"1,765,894",4,"304,239","198,926","225,094","2,494,157",646756,293431,228775,130919,53561,28414,12433,5841,4239,13768,One Piece
68,"92,525","237,915","12,749","11,893","94,066","449,148",45895,75644,64191,22908,5869,2483,935,347,171,301,Dungeon Meshi
69,"167,483",0,"75,172","49,014","68,944","360,613",39196,34270,43441,29402,10515,4429,1302,541,352,793,Meitantei Conan
70,"45,278","158,283","3,536","3,658","72,725","283,480",12776,21051,45623,32471,9295,2953,950,360,175,189,Tsuki ga Michibiku Isekai Douchuu 2nd Season
71,"39,494","66,716","6,294","21,236","45,226","178,966",4524,5715,11318,17640,13901,7644,4274,1788,761,570,Ninja Kamui
