,Watching,Completed,On-Hold,Dropped,Plan to Watch,Total,10,9,8,7,6,5,4,3,2,1,Title
13,"22,986","107,009","6,069","11,442","43,642","191,148",5244,7135,19643,29895,15285,6046,2080,850,351,406,Fantasy Bishoujo Juniku Ojisan to
14,"21,206","79,537","6,079","13,771","62,105","182,698",3919,5049,11638,20871,14015,6500,2758,1092,463,311,Koroshi Ai
15,"17,269","114,825","3,069","7,774","32,358","175,295",5409,6330,15447,28827,17814,8239,2677,928,369,312,Leadale no Daichi nite
16,"14,869","71,788","3,099","12,208","32,603","134,567",2363,2854,5988,13007,13837,8310,4230,2098,1215,912,Kenja no Deshi wo Nanoru Kenja
17,"13,407","61,910","4,365","4,344","50,513","134,539",6012,7820,15475,12245,4687,1931,676,250,139,170,Princess Connect! Re:Dive Season 2
18,"14,733","53,561","3,551","13,506","35,996","121,347",2165,2496,6011,11732,9446,5411,2934,1429,757,571,Orient
19,"8,843","29,023","4,027","4,533","39,604","86,030",3370,5168,8239,6186,2489,1035,429,200,73,100,Heike Monogatari
20,"10,287","36,736","3,173","4,512","27,477","82,185",1911,3309,8228,10233,4126,1706,482,164,68,72,Ryman's Club
21,"9,645","23,735","2,859","8,177","26,422","70,838",745,1037,2755,5804,5502,3303,1627,689,313,240,Tokyo 24-ku
22,"6,989","27,286","2,737","4,156","25,644","66,812",1647,2268,5765,8541,3879,1595,451,154,57,87,Slow Loop
23,"7,848","10,553","2,906","10,717","30,815","62,839",890,842,1700,2156,2334,2023,1609,907,535,544,Baraou no Souretsu
24,"8,120","22,426","2,505","6,647","21,717","61,415",895,1390,2985,5924,4559,2342,1061,446,223,211,Kaijin Kaihatsu-bu no Kuroitsu-san
25,"5,592","25,798","2,110","4,937","17,097","55,534",1158,2079,5664,8177,3764,1643,579,245,97,117,Hakozume: Kouban Joshi no Gyakushuu
26,"6,245","14,822","2,119","7,643","23,563","54,392",710,496,1100,2573,3623,3020,1954,972,521,423,Dolls' Frontline
27,"5,834","14,272","1,880","6,109","20,090","48,185",494,497,1269,2773,3333,2419,1333,706,307,240,Tribe Nine
28,"4,045","11,131","1,134","5,906","11,790","34,006",449,340,876,1389,2106,2201,1568,940,640,523,Futsal Boys!!!!!
29,"3,592","7,179","1,446","3,442","11,252","26,911",505,462,1161,2095,1733,1080,433,187,115,108,Cue!
30,"3,376","8,362",930,"1,866","8,983","23,517",456,416,1026,2168,1821,913,355,153,81,72,Shenmue the Animation
31,"3,573","4,425",824,"4,060","9,496","22,378",183,80,182,467,790,1121,820,509,292,278,Gensou Sangokushi: Tengen Reishinki
32,"1,768","3,537",484,"1,296","6,769","13,854",197,186,429,742,674,419,198,82,27,60,Saiyuuki Reload: Zeroin
33,"1,342","4,010",315,668,"4,783","11,118",152,72,175,504,886,876,297,198,64,64,Irodorimidori
34,"1,924","3,329",672,833,"4,317","11,075",355,387,764,800,536,311,147,55,18,48,Delicious Party♡Precure
35,804,"5,674",202,341,"3,963","10,984",226,171,424,955,1201,700,269,121,87,101,Yami Shibai 10
36,"1,223","3,652",358,"1,352","2,414","8,999",178,115,249,546,865,824,425,229,160,148,Atasha Kawashiri Kodama da yo: Dangerous Lifehacker no Tadareta Seikatsu
37,729,"1,530",201,"1,912","2,537","6,909",55,14,31,65,83,183,278,287,359,655,Sabiiro no Armor: Reimei
38,708,0,204,669,"1,459","3,040",41,9,31,57,76,81,49,25,17,38,Ninjala (TV)
39,135,290,70,215,"1,845","2,555",18,6,10,35,43,45,16,22,8,29,On Air Dekinai!
40,109,234,43,177,961,"1,524",27,7,10,23,31,27,15,8,8,23,Garugaku. II: Lucky Stars
41,129,33,30,243,523,958,19,2,3,12,11,5,4,5,,10,Teikou Penguin (TV)
42,46,142,18,116,115,437,21,1,2,12,10,18,12,10,8,18,Baby-Hamitang
43,19,84,17,137,96,353,12,2,1,3,16,6,6,7,5,13,Akachan Honbuchou 2nd Season
44,19,71,20,83,111,304,15,1,2,2,2,7,5,,3,5,I Love Me
45,17,80,10,89,86,282,10,1,1,2,11,9,3,6,1,11,Zannen na Ikimono Jiten (2022)
46,10,59,11,103,86,269,9,1,,1,5,6,6,2,1,7,Akachan Honbuchou 3rd Season
47,13,56,7,97,83,256,20,,1,,4,4,4,3,3,8,Titipo Titipo 3
48,2,59,8,75,47,191,13,2,,1,9,2,4,1,2,3,Beuledeu Ibalso 3
49,10,37,4,69,55,175,10,,,,4,2,1,,,4,Baempaieosonyeo Dalja
50,4,35,6,67,47,159,7,,,,2,2,2,,1,4,Jifeng Jingshe
51,3,46,1,47,39,136,11,1,,1,3,2,3,2,,2,Chuldong! Super Wings 6
52,4,31,4,44,40,123,7,1,,,2,,2,1,,2,Tea Tea Cherry
53,"1,765,372",2,"304,103","198,854","225,033","2,493,364",646523,293342,228718,130882,53542,28400,12433,5839,4237,13761,One Piece
54,"377,237","76,543","117,148","231,528","92,376","894,832",24549,21380,45916,84060,86955,66740,50565,27964,19103,29473,Boruto: Naruto Next Generations
55,"103,682","400,352","25,094","16,855","150,761","696,744",80239,118994,103516,42172,13074,4944,2007,833,473,1010,Ousama Ranking
56,"52,351","378,954","12,916","8,547","109,093","561,861",102716,99731,71672,30048,9990,3999,1881,817,569,949,86 Part 2
57,"65,870","121,028","18,796","67,663","128,915","402,272",5898,8143,17382,29327,28716,19955,15125,7899,4690,4474,Platinum End
58,"167,453",0,"75,171","48,999","68,933","360,556",39191,34272,43437,29402,10512,4428,1302,541,352,793,Meitantei Conan
59,"56,472","59,886","21,209","39,147","95,293","272,007",5258,6016,12761,20924,14924,8977,4611,2001,953,755,Shaman King (2021)
60,"29,244","29,764","10,621","9,408","16,666","95,703",4444,5362,9709,11223,5246,2371,932,464,233,358,Pokemon (2019)
61,"35,302",5,"17,937","18,671","16,062","87,977",9079,6947,9809,9013,3817,1806,642,351,258,435,Crayon Shin-chan
62,"22,474","14,097","7,016","8,982","24,091","76,660",5489,3240,5532,5918,3007,1604,602,257,129,193,Dragon Quest: Dai no Daibouken (2020)
63,"5,278","18,347","1,550","1,659","19,798","46,632",1299,1442,2732,4588,2568,1095,487,218,83,153,Hanyou no Yashahime: Sengoku Otogizoushi - Ni no Shou
64,"2,123","5,624",740,"2,057","16,326","26,870",208,262,647,1149,1187,780,446,249,126,170,Blade Runner: Black Lotus
65,"5,871","5,800","2,026","2,809","8,282","24,788",402,541,1397,2033,1490,796,334,128,64,80,Digimon Ghost Game
66,"2,586","7,135","1,012",825,"12,418","23,976",393,903,1495,2057,900,399,132,34,17,30,Lupin III: Part 6
67,"9,045",0,"3,496","4,226","4,626","21,393",2034,1430,2119,2202,997,478,120,72,32,97,Doraemon (2005)
68,"3,049","3,174","1,181","2,952","8,447","18,803",263,271,627,778,886,690,457,356,223,359,Yu☆Gi☆Oh! Sevens
69,"3,385",171,"1,447","1,401","6,992","13,396",556,220,398,637,413,242,84,36,54,82,Gudetama
70,"2,303",0,762,"1,908","3,817","8,790",266,103,185,364,359,274,110,55,48,169,Sazae-san
71,"2,227",0,"1,236","1,692","2,853","8,008",326,289,456,700,444,189,54,29,16,47,Nintama Rantarou
72,"2,475",0,950,"1,297","2,032","6,754",361,385,416,492,247,148,41,19,15,52,Chibi Maruko-chan (1995)
73,891,"1,045",338,725,"2,946","5,945",212,118,158,240,183,140,68,53,27,44,Waccha PriMagi!
74,"1,594",0,553,"1,150","1,302","4,599",202,348,350,254,261,177,45,31,21,46,Sore Ike! Anpanman
75,875,0,452,890,"1,060","3,277",108,50,92,134,139,93,43,26,25,49,Bonobono (TV 2016)
76,544,423,206,452,"1,193","2,818",125,43,92,164,164,95,28,21,16,19,Youkai Watch ♪
77,379,708,170,205,"1,264","2,726",86,110,252,142,62,36,17,11,7,11,Mewkledreamy Mix!
78,162,0,62,191,"2,018","2,433",27,1,6,6,4,8,5,3,,8,Shikaru Neko
79,655,0,256,626,686,"2,223",68,40,48,99,121,94,33,13,9,28,Ojarumaru
80,404,0,193,320,"1,144","2,061",18,9,12,41,54,25,17,10,6,11,Fushigi Dagashiya: Zenitendou
81,273,184,123,393,833,"1,806",20,5,12,36,36,37,30,32,28,27,Mazica Party
82,174,193,91,275,997,"1,730",24,4,9,25,42,51,30,16,10,16,Okashi na Sabaku no Suna to Manu
83,331,0,82,286,"1,002","1,701",26,7,4,19,22,18,12,8,5,26,Puzzle & Dragon
84,232,365,62,162,868,"1,689",30,24,37,68,59,37,20,12,3,11,Shinkansen Henkei Robo Shinkalion Z the Animation
85,248,0,59,402,587,"1,296",18,6,4,10,10,14,7,5,5,23,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?
86,62,109,43,195,653,"1,062",25,3,5,10,12,14,7,3,2,11,Chickip Dancers
87,265,0,112,294,331,"1,002",30,4,17,25,21,36,6,5,8,19,Hanakappa
88,96,163,35,170,532,996,25,4,4,7,23,22,16,6,7,11,Duel Masters King!
89,178,0,36,377,389,980,21,1,1,3,5,11,2,2,1,20,Shiawase Haitatsu Taneko
90,166,164,59,251,310,950,33,8,18,26,27,19,24,11,15,32,Aware! Meisaku-kun
91,85,59,40,246,443,873,19,1,1,4,5,7,13,5,2,15,Uchuu Nanchara Kotetsu-kun
92,160,0,33,245,249,687,38,4,1,4,10,15,6,3,4,10,Shimajirou no Wow!
93,118,0,39,305,192,654,8,1,1,4,4,9,12,3,5,17,Manul no Yuube
94,82,155,35,140,214,626,24,3,9,19,28,23,14,10,2,14,Dosukoi Sushi Zumou
95,123,0,36,203,205,567,11,,,2,4,6,9,1,9,13,Gohan Kaijuu Pap
96,108,0,26,197,196,527,12,,,2,6,6,1,2,2,10,Yowamushi Monsters
97,63,81,40,138,203,525,27,2,2,8,8,16,9,3,8,13,Norimono Man: Mobile Land no Car-kun
98,36,126,22,107,196,487,14,,2,8,16,14,10,2,1,16,Ehon Yose
99,84,20,21,172,137,434,13,,1,,5,4,6,,7,17,Otoppe
100,81,0,27,168,121,397,11,,1,1,2,2,4,3,1,11,Pakkororin
101,63,0,24,158,132,377,25,,,,2,2,3,1,,7,Shin Nippon History
102,62,0,20,156,128,366,5,1,,,3,2,1,,2,8,Origami Ninja Koyankinte
103,21,83,4,80,93,281,13,3,6,10,5,6,3,1,,4,Banjjagbanjjag Catch! Tiniping
104,6,55,5,81,44,191,9,,,2,4,5,2,,1,8,Agisang-eo Ollie wa William
105,9,52,6,45,79,191,14,1,3,4,2,2,2,2,,2,Sinbi Apartment: Ghost Ball Z
106,28,0,14,85,52,179,4,,,1,,2,1,,,1,Mukashibanashi no Oheya: Tsutaetai Nihon Mukashibanashi
107,10,43,6,46,56,161,10,1,,1,4,3,3,,1,5,Tian Zhen Yu Kung Fu Wa
108,9,40,4,45,47,145,7,,,3,2,,5,3,,3,Mecard Ball
109,5,35,4,53,35,132,7,,,,2,1,2,1,,4,Hello Carbot Season 11
110,4,33,3,41,37,118,8,1,,1,2,1,3,1,,1,Miniforce Animaltron
111,5,12,5,29,22,73,1,,,,,,2,1,,2,Jyulagi Cops 3rd Season
112,"12,257","121,290","4,032","3,695","30,709","171,983",16231,23691,31221,17855,5648,2000,623,231,126,153,Kotarou wa Hitorigurashi
113,"30,051","4,539","8,747","17,925","17,807","79,069",2073,1417,2285,4343,5630,5187,3792,2261,1783,2181,Super Dragon Ball Heroes
114,"22,580",0,"3,810","3,608","26,856","56,854",7808,2524,2732,1848,823,519,209,154,167,1122,Holo no Graffiti
115,"1,912","21,800",838,"1,251","15,627","41,428",796,1492,3273,5463,3650,1815,709,255,118,93,Chikyuugai Shounen Shoujo
116,"2,055","16,139",886,"1,556","7,115","27,751",729,1351,3177,4714,2196,882,317,125,51,69,Thermae Romae Novae
117,373,"6,421",138,147,"2,234","9,313",282,235,628,1340,1124,531,197,70,27,33,Pokemon (2019): Kami to Yobareshi Arceus
118,440,"6,237",124,140,"2,361","9,302",717,838,1498,963,231,84,67,64,47,50,Wan Sheng Jie 3
119,904,"5,810",120,250,"1,742","8,826",1355,1070,804,303,85,64,61,99,95,194,Doupo Cangqiong: San Nian Zhi Yue
120,901,"3,237",238,410,"3,731","8,517",174,99,189,347,562,472,180,111,81,89,Ouji no Honmei wa Akuyaku Reijou
121,"1,512","1,614",251,349,"2,522","6,248",112,63,153,308,321,157,62,24,22,33,Xiao Mo Tou Baolu La!
122,424,"2,672",120,272,"2,573","6,061",77,70,203,450,533,312,160,57,36,41,Tales of Luminaria: The Fateful Crossroad
123,275,"4,286",111,145,"1,237","6,054",189,100,232,659,741,373,78,34,14,39,Sukuwareru Ramiris
124,447,"3,678",99,167,"1,530","5,921",393,191,403,752,533,292,88,51,36,41,Petit Seka
125,520,"2,360",191,268,"1,430","4,769",112,60,112,225,374,344,183,107,53,64,"3-byougo, Yajuu. Goukon de Sumi ni Ita Kare wa Nikushoku deshita"
126,241,"3,015",87,113,"1,290","4,746",365,301,639,553,215,92,23,10,7,23,BanG Dream! 5th Anniversary Animation: CiRCLE Thanks Party!
127,242,"1,611",173,195,"2,080","4,301",104,35,60,165,307,256,69,40,11,36,Aharen-san wa Hakarenai Mini
128,153,"2,281",109,206,"1,007","3,756",162,72,134,190,337,259,76,49,20,49,Arifureta Shokugyou de Sekai Saikyou 2nd Season Picture Drama
129,213,490,66,163,"2,485","3,417",29,11,20,34,76,65,56,47,27,37,Yoshimaho
130,464,"1,916",53,118,552,"3,103",135,187,339,347,106,34,24,28,24,25,Yong Sheng
131,234,"2,013",43,117,503,"2,910",205,225,361,291,72,31,17,13,19,47,Xingchen Bian: Po Tian Mi Ju
132,159,868,109,175,"1,126","2,437",56,21,37,76,121,132,34,8,15,18,Kyokou Suiri Mini Anime Season 2
133,138,963,92,118,"1,017","2,328",42,11,38,83,153,155,37,18,11,23,Kumichou Musume to Sewagakari Picture Drama
134,510,665,64,167,684,"2,090",40,21,50,91,88,60,32,23,27,21,Wo de Yi Jie Zhi Lu
135,245,"1,112",51,113,442,"1,963",106,59,147,226,121,52,18,16,21,23,Zhu Tian Ji
136,857,263,101,212,364,"1,797",46,19,40,67,61,41,25,12,16,24,Qi Jie Diyi Xian
137,49,"1,255",21,66,372,"1,763",40,25,41,190,295,146,46,13,13,13,A Ripple in Time
138,202,670,59,150,625,"1,706",36,59,103,139,67,66,31,23,17,35,Bakugan: Evolutions
139,111,690,77,123,694,"1,695",43,7,14,44,94,119,43,18,13,15,Mahoutsukai Reimeiki Mini Anime
140,100,612,76,93,674,"1,555",37,12,28,56,114,73,31,7,8,11,Machikado Mazoku: 2-choume Mini
141,324,801,36,104,284,"1,549",52,25,72,129,106,53,21,15,13,16,Wu Ying Sanqian Dao
142,27,"1,171",12,67,249,"1,526",34,7,33,89,182,237,80,32,30,22,Jantama Pong☆ Web Special
143,70,860,25,44,621,"1,620",42,53,129,194,119,51,9,5,2,19,Shiyakusho
144,374,428,119,179,392,"1,492",116,39,72,101,86,45,14,12,7,23,Stars*Collection!
145,364,526,55,108,372,"1,425",52,43,89,94,47,29,17,6,5,11,Long She Yanyi
146,697,1,213,134,383,"1,428",164,38,66,97,54,30,17,6,5,19,Girigiri Warukunai Watame
147,82,782,26,57,476,"1,423",45,27,67,125,121,88,20,6,1,11,The King of Fighters XV
148,357,272,61,105,609,"1,404",27,16,26,58,31,29,18,6,10,14,Qian Cong Shou
149,82,474,47,89,508,"1,200",26,10,10,43,75,79,25,13,11,10,Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto Mini Anime
150,36,763,13,49,301,"1,162",26,21,64,173,168,84,18,7,6,8,Kirakira Kirari
151,51,495,31,82,423,"1,082",56,14,17,52,71,51,22,9,2,10,Love Live! Nijigasaki Gakuen School Idol Doukoukai Recap
152,103,496,25,88,332,"1,044",53,54,89,82,19,16,10,7,11,15,Shaonian Ge Xing: Feng Hua Xue Yue Pian Part 2
153,163,395,35,118,288,999,19,5,28,61,70,43,19,10,5,17,Bing Zhu Qi Hun
154,212,460,22,33,216,943,17,3,12,40,71,90,44,12,10,7,Ryuukyuu Timeline 2: Tedako no Machi Tanbou
155,31,515,13,46,320,925,17,14,39,81,114,53,20,16,3,12,"Kawaru Machi, Kawareru Machi, Ishinomaki feat. Jun"
156,320,263,34,98,188,903,13,7,15,39,42,29,16,14,11,11,Wan Yu Zhi Wang
157,38,564,16,48,208,874,19,9,13,46,113,102,41,9,11,12,Metamon to! Purin no Stage
158,22,491,10,41,299,863,12,3,12,39,120,99,44,14,10,7,Uchuu Camper Chicchi
159,119,230,26,86,373,834,31,26,32,26,14,9,5,5,10,9,Hua Jianghu: Bu Liang Ren V
160,37,544,17,44,188,830,20,9,15,44,109,94,40,15,12,12,Metamon to! Oyasumi Mokurou
161,44,301,20,52,407,824,12,2,12,29,53,40,30,23,12,11,SpoGomi: World Cup Exhibition Match-hen
162,34,486,21,50,227,818,25,5,11,25,72,93,48,29,9,7,"Pikachu, Pochama to Fushigi na Nendo"
163,48,211,28,32,473,792,13,2,7,15,35,40,18,12,5,3,Penetrate Blue
164,34,500,14,46,161,755,21,9,17,32,98,89,31,13,14,9,Metamon to! Wooper to Katazuke
165,22,328,11,34,344,739,8,6,12,32,59,72,25,14,4,6,Tenjin
166,48,225,19,74,358,724,22,15,24,40,25,19,6,6,7,11,Zhen Dao Ge: Chenshi Hang
167,151,159,29,115,249,703,11,3,6,21,33,22,11,8,6,9,Jing Cui Xian Zun
168,45,344,16,40,271,716,11,2,13,27,50,63,24,14,5,13,Guiying Yu Li Shi Zhentan Shiwusuo
169,44,186,16,63,335,644,11,6,11,33,30,21,8,6,5,8,Yin Yang Shi: Ping An Wu Yu 3rd Season
170,33,193,19,54,330,629,11,1,2,7,24,33,11,20,2,16,Inzai Aru Aru Monogatari
171,46,247,18,59,237,607,20,8,16,43,43,24,5,5,6,9,Mao Zhi Ming Specials
172,38,284,11,70,165,568,15,10,25,48,38,18,10,4,6,10,Xing Hai Qishi: Xinghuo Chongran
173,57,92,22,68,317,556,10,2,3,13,15,9,7,3,5,7,Shi Wangzhe A?
174,30,314,11,46,118,519,15,,8,19,64,62,20,15,2,12,"Ore, Tsushima x Na Mo Naki Nezumi"
175,20,356,9,21,96,502,44,26,40,49,53,13,3,,2,1,Benghuai 3rd: Dong Zhi Jiyi
176,35,66,11,60,265,437,8,,2,1,7,1,5,5,2,17,Hua Kaizhang Meili
177,28,87,14,44,226,399,7,1,2,7,14,6,3,3,1,15,Mao Xian Dong De Shou!
178,22,171,11,45,129,378,9,,2,8,15,28,19,7,12,6,Sekigahara Gassen: Kiro ni Tatta Tarui no Bushou-tachi
179,22,194,15,44,94,369,13,1,3,11,34,19,20,9,4,6,Miko Note Episode 0: Zenjitsudan
180,27,179,19,21,150,396,11,6,13,13,17,19,6,6,1,3,Mamahaha no Tsurego ga Motokano datta Picture Drama
181,65,0,31,94,122,312,10,,,1,7,7,5,4,4,8,Hatachi no Ryouma with Kurofune-kun!
182,14,225,4,16,55,314,17,13,22,41,33,15,4,2,2,1,Milky☆Highway
183,7,58,9,54,178,306,7,,1,1,8,7,3,1,,2,Rock'n Oyone
184,9,220,4,28,60,321,10,3,6,11,33,43,20,11,4,4,Artiswitch Collection/Ruru
185,22,130,5,19,84,260,9,8,12,21,23,10,2,,1,1,Hate no Issen: Episode Zero
186,31,56,7,15,128,237,3,,6,12,7,,2,1,,,Jinshan Cheng Cai Qiu Hua Hui Yi Shi
187,9,76,7,42,91,225,10,8,4,10,9,1,3,1,,1,Xian Yu Ge Specials
188,21,44,4,60,77,206,8,,1,,7,4,4,5,,4,Ohiru no Shocker-san
189,5,122,3,32,42,204,7,,2,12,20,22,8,3,1,3,Fighting 32nd Olympic
190,10,56,5,57,65,193,7,,,,5,7,8,3,1,6,Go! Go! Tokyo MER: Kinkyuujitai to Tatakau Nakama-tachi
191,7,61,5,44,53,170,11,4,1,,8,3,3,,1,5,Tata Tu Ran Xiang Dao 2
192,12,35,5,63,46,161,7,,,,5,2,2,2,,4,Xiao Shizi Sai Ji 2nd Season
193,9,44,5,27,58,143,8,,1,1,3,3,3,1,,2,Nanako Zhichang Da Zuozhan
194,11,38,2,44,36,131,8,,1,,3,3,1,,,3,Ashuai 7th Season
195,8,41,2,33,43,127,7,,,,4,6,2,,,,Steamo
196,4,52,3,24,31,114,7,,,3,6,5,6,1,3,1,Valis the Animation
197,3,40,4,34,31,112,8,,,,5,2,4,,,3,Jie Li Dou 4th Season
198,3,17,2,25,21,68,3,,,,1,,2,,,1,Wudi Lu Zhandui 2nd Season
199,3,18,2,6,11,40,2,,,,1,3,2,,1,,Kaijuu Step SDGs Daisakusen Special: Umi no Yutaka-sa wo Mamorou!
200,"6,826","31,930","1,825",595,"37,635","78,811",1929,2515,7081,8318,2532,630,125,37,17,35,Mahoutsukai no Yome: Nishi no Shounen to Seiran no Kishi
201,"1,943","21,721",603,242,"25,657","50,166",1612,2212,4940,4977,1994,623,203,76,38,23,Totsukuni no Shoujo (2022)
202,"3,275","15,038",879,475,"20,814","40,481",971,684,1612,3072,2077,952,365,168,84,93,Strike the Blood Final
203,705,"15,316",296,146,"7,696","24,159",1842,2380,4057,2127,552,130,24,20,7,30,Non Non Biyori Nonstop: Bukatsu wo Ganbatta
204,"10,013","2,621","1,293",628,"4,550","19,105",2013,1273,2091,1539,672,373,119,77,47,107,Love Me: Kaede to Suzu The Animation
205,"6,147","1,665","1,154",738,"3,059","12,763",749,594,1153,1323,713,352,161,81,45,84,** Kouhai
206,915,"6,573",320,376,"1,906","10,090",691,454,708,901,801,486,264,138,134,175,Akane wa Tsumare Somerareru
207,"2,710","3,615",662,392,"2,569","9,948",720,578,970,839,408,187,78,32,29,49,Garden: Takamine-ke no Nirinka - The Animation
208,941,"5,690",343,278,"1,825","9,077",525,417,815,1057,619,313,140,75,31,57,Kyonyuu Elf Oyako Saimin
209,400,"2,314",157,108,"4,737","7,716",281,418,489,426,140,48,15,11,11,17,Uchuu Senkan Yamato 2205: Aratanaru Tabidachi
210,346,"2,547",130,142,"3,895","7,060",303,207,469,408,194,90,20,7,5,14,New Initial D Movie: Battle Digest
211,423,"1,493",143,181,"3,571","5,811",74,22,53,102,210,271,110,55,41,47,Otome wa Boku ni Koishiteru: Trinkle Stars The Animation
212,719,"2,882",274,208,"1,521","5,604",179,131,286,540,491,268,91,48,45,34,Yamitsuki Mura: Melty Limit The Animation
213,"2,625",0,727,388,"1,529","5,269",179,91,190,312,373,220,141,71,46,66,Kimi wa Yasashiku Netorareru The Animation
214,672,"2,450",247,215,"1,459","5,043",142,97,226,439,419,256,99,51,34,40,Himitsu no Kichi
215,682,"2,108",278,192,"1,010","4,270",123,84,207,365,386,210,81,55,26,42,Eroriman
216,"1,280","1,009",351,276,"1,283","4,199",100,61,140,287,324,220,74,50,32,27,Abandon: 100 Nuki Shinai to Derarenai Fushigi na Kyoushitsu
217,808,"1,775",270,220,"1,071","4,144",132,77,180,303,362,221,106,49,32,42,Ero Ishi: Seijun Bishoujo wo Kotoba Takumi ni Hametai Houdai
218,574,"1,653",209,205,890,"3,531",136,94,150,217,245,188,122,67,33,66,Sei Dorei Gakuen 2
219,"3,424","58,805","1,257",536,"54,496","118,518",10893,11516,12240,6101,1990,748,339,135,81,188,Fruits Basket: Prelude
220,864,"7,903",337,254,"21,248","30,606",299,515,1326,1909,1247,532,212,66,40,27,Shika no Ou: Yuna to Yakusoku no Tabi
221,"1,170","8,383",451,214,"17,222","27,440",706,1166,1695,1817,838,342,138,52,12,27,"Goodbye, Don Glees!"
222,"2,128","10,817",470,280,"9,724","23,419",1370,2559,3209,1162,265,78,37,21,10,40,Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu
223,463,"4,799",207,146,"8,476","14,091",190,252,650,1243,857,374,147,53,23,26,Blue Thermal
224,324,"1,589",171,189,"9,780","12,053",86,59,123,255,285,188,90,58,34,30,"Deemo Movie: Sakura no Oto - Anata no Kanadeta Oto ga, Ima mo Hibiku"
225,373,"4,722",164,164,"5,609","11,032",608,877,1079,759,269,94,30,18,12,24,BanG Dream! Movie: Poppin' Dream!
226,203,"1,866",94,98,"4,133","6,394",221,101,246,328,187,90,49,21,9,27,Ensemble Stars!! Road to Show!!
227,114,"2,163",44,88,"1,638","4,047",178,268,369,415,185,95,22,14,12,15,Doraemon Movie 41: Nobita no Little Star Wars
228,99,0,44,107,478,728,16,,1,2,1,2,2,,1,7,Bukusuta The World
229,16,58,9,57,120,260,10,1,1,5,7,1,5,2,1,8,Wo Men de Dong Ao
230,7,66,8,58,65,204,10,1,1,3,10,3,4,2,2,7,Xi Yangyang Yu Hui Tailang: Kuang Chu Weilai
231,9,43,4,32,89,177,6,,1,3,5,1,4,3,,2,Mashin Eiyuuden Wataru: Shichikon no Ryuujinmaru - Saikai
232,10,39,5,54,59,167,6,1,,,3,1,3,,,6,Xiao Hu Dun Da Yingxiong
233,6,40,4,38,70,158,8,,,2,4,4,1,2,,1,Oshiri Tantei Movie 4: Shiriarty
234,3,63,6,39,49,160,8,,3,7,8,5,6,,2,5,Xiong Chumo: Chong Fan Di Qiu
235,8,61,5,43,40,157,9,1,2,3,7,4,4,3,1,5,Shimajirou no Wow! Movie 10: Shimajirou to Kirakira Oukoku no Oujisama
236,5,30,8,35,47,125,6,,,2,3,,2,,,1,Xiangzhe Mingliang Na Fang
237,3,25,4,31,51,114,6,,1,,4,1,2,,,,Byeoleul Dameun Sonyeon
238,4,30,2,42,38,116,7,,,,1,,3,,,1,Hoshizora no Suizokukan
239,"3,856","154,305",736,481,"36,225","195,603",12014,15671,37425,29113,8853,2477,549,227,113,246,Mushoku Tensei: Isekai Ittara Honki Dasu - Eris no Goblin Toubatsu
