,Watching,Completed,On-Hold,Dropped,Plan to Watch,Total,10,9,8,7,6,5,4,3,2,1,Title
0,"72,347","817,211","8,714","7,420","112,518","1,018,210",160586,223074,167574,58274,15388,5332,2649,1341,939,2736,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2
1,"108,080","589,536","31,320","42,497","174,616","946,049",59553,93786,161890,113205,41939,17396,7104,2950,1495,1830,"Komi-san wa, Comyushou desu."
2,"41,924","735,163","6,187","10,759","61,795","855,828",108935,136582,161315,74000,21133,7253,2473,1105,645,1625,Kimetsu no Yaiba: Mugen Ressha-hen
3,"103,693","400,525","25,110","16,861","150,806","696,995",80258,119035,103548,42194,13082,4943,2006,833,473,1009,Ousama Ranking
4,"51,183","425,115","8,210","15,882","86,317","586,707",23623,37047,85411,100223,44042,17700,6997,2886,1449,1273,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru"
5,"52,350","379,239","12,920","8,554","109,120","562,183",102811,99792,71709,30064,9997,3999,1881,816,568,951,86 Part 2
6,"71,474","248,139","22,577","43,565","155,984","541,739",17362,23941,51669,66486,35087,16588,7754,3346,1499,1217,Takt Op. Destiny
7,"60,143","285,260","17,106","28,069","135,450","526,028",16691,25901,68549,77797,31135,11880,4755,1886,944,785,Mieruko-chan
8,"55,375","261,076","19,531","26,342","133,668","495,992",24459,40172,74256,56485,19743,7865,2931,1122,517,665,Blue Period
9,"65,866","121,068","18,800","67,682","128,917","402,333",5901,8143,17383,29337,28727,19956,15129,7899,4691,4477,Platinum End
10,"37,333","234,694","6,823","13,873","67,654","360,377",9582,12357,32014,58952,36491,15962,5607,1926,858,625,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita"
11,"34,048","206,513","8,844","9,626","96,411","355,442",10836,19961,54254,54234,17458,5817,1410,477,184,209,Senpai ga Uzai Kouhai no Hanashi
12,"38,799","191,828","9,168","22,193","68,591","330,579",6933,10669,28948,50443,31398,14001,5502,1848,746,543,Saihate no Paladin
13,"22,538","147,523","3,648","15,491","35,521","224,721",5836,5260,11927,24453,25632,16238,9153,4619,3166,2571,Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei
14,"24,577","84,967","7,361","9,660","85,508","212,073",4301,6620,15818,22761,12314,5669,2448,822,324,284,Kaizoku Oujo
15,"19,642","66,417","6,112","8,785","61,751","162,707",3778,5718,14728,19341,7987,3201,1119,379,144,176,Tsuki to Laika to Nosferatu
16,"15,669","81,004","4,455","5,325","52,586","159,039",8070,10298,22022,17331,5923,2171,722,243,136,167,Taishou Otome Otogibanashi
17,"10,001","69,333","1,929","1,340","46,032","128,635",8178,12654,17488,8018,2163,706,235,91,41,116,World Trigger 3rd Season
18,"9,301","61,863","2,480","2,169","30,356","106,169",4643,6191,14794,14001,4297,1430,325,105,53,73,Isekai Shokudou 2
19,"12,379","35,024","4,472","12,224","40,869","104,968",1051,1896,4820,9972,8121,4420,1970,706,256,184,Sakugan
20,"10,557","40,863","3,526","8,556","33,538","97,040",2643,3847,8021,10696,5496,2679,1163,477,250,185,Kyuuketsuki Sugu Shinu
21,"8,058","18,490","2,276","6,849","23,865","59,538",853,1056,1712,3510,3874,2518,1268,572,296,238,Build Divide: Code Black
22,"5,782","19,121","1,783","5,192","19,055","50,933",959,1231,2801,4423,3337,1800,968,474,245,335,Sankaku Mado no Sotogawa wa Yoru
23,"4,986","18,364","1,644","2,932","18,988","46,914",1692,1971,3679,4722,2397,1254,522,260,101,131,Selection Project
24,"5,277","18,357","1,550","1,660","19,801","46,645",1299,1442,2732,4588,2572,1096,487,217,83,154,Hanyou no Yashahime: Sengoku Otogizoushi - Ni no Shou
25,"4,981","12,532","1,511","8,231","18,638","45,893",447,335,858,1747,2541,2548,1900,1140,736,588,Deep Insanity: The Lost Child
26,"5,523","15,133","1,469","4,434","18,000","44,559",559,408,1300,2542,3291,2492,1402,703,400,407,Muv-Luv Alternative
27,"4,269","10,943","1,297","4,535","21,833","42,877",1035,780,1267,1992,1828,1252,823,442,340,364,Visual Prison
28,"3,652","13,306","1,148","3,400","17,126","38,632",709,299,591,1407,2325,2666,1518,997,706,711,180-byou de Kimi no Mimi wo Shiawase ni Dekiru ka?
29,"4,881","13,013","1,315","4,376","11,332","34,917",448,470,1255,2875,2900,1791,854,348,161,125,Kyoukai Senki
30,"2,321","13,513",824,"1,474","16,475","34,607",393,333,996,2602,3432,2028,646,302,145,108,Deji Meets Girl
31,"2,251","11,075",878,"1,125","15,636","30,965",923,764,1767,2937,1688,795,206,90,62,81,Kaginado
32,"2,427","9,628",968,"3,321","12,118","28,462",432,406,1174,2038,2184,1533,756,383,184,189,Puraore! Pride of Orange
33,"2,125","5,626",740,"2,057","16,330","26,878",208,262,647,1150,1187,781,446,248,126,171,Blade Runner: Black Lotus
34,"2,271","9,286",747,793,"13,091","26,188",948,1267,1572,1916,955,452,202,89,52,70,Yuuki Yuuna wa Yuusha de Aru: Dai Mankai no Shou
35,"2,729","4,742",747,"5,715","11,311","25,244",247,163,460,459,626,751,956,835,912,1295,Tesla Note
36,"5,870","5,803","2,026","2,811","8,283","24,793",402,541,1397,2034,1492,796,334,128,64,80,Digimon Ghost Game
37,"2,589","7,139","1,012",825,"12,425","23,990",394,903,1496,2059,900,400,132,34,17,30,Lupin III: Part 6
38,"2,465","7,877",793,"2,553","8,881","22,569",333,338,969,1615,1786,1094,587,277,102,95,Gyakuten Sekai no Denchi Shoujo
39,"1,471","9,768",588,750,"7,256","19,833",373,718,1274,2529,1756,749,179,60,44,53,Yaku nara Mug Cup mo: Niban Gama
40,"2,036","3,725",499,"2,189","9,402","17,851",151,108,241,549,698,715,442,236,152,113,Shikizakura
41,"1,909","3,272",496,"1,762","9,324","16,763",165,272,473,552,588,467,302,148,86,84,Megaton-kyuu Musashi
42,939,"3,436",263,568,"3,085","8,291",225,169,468,647,567,302,126,68,33,66,Cardfight!! Vanguard: overDress Season 2
43,597,"2,464",238,"1,448","2,129","6,876",143,196,392,332,421,456,291,203,121,125,Muteking the Dancing Hero
44,892,"1,047",338,725,"2,949","5,951",212,118,158,241,183,140,68,52,27,45,Waccha PriMagi!
45,99,254,58,137,"2,716","3,264",55,11,12,34,37,34,10,7,2,10,Kanashiki Debu Neko-chan
46,97,172,38,168,802,"1,277",20,2,7,13,22,20,17,11,10,22,Kimi to Fit Boxing
47,62,110,43,196,653,"1,064",25,3,5,10,12,14,7,3,2,11,Chickip Dancers
48,107,198,41,216,418,980,24,7,7,20,30,46,19,8,5,12,Gunma-chan
49,33,281,33,69,226,642,18,7,11,11,32,35,10,8,3,3,Shuumatsu no Walküre Mini Anime (Cartoon Network Nite)
50,30,126,18,114,130,418,10,2,,5,16,15,11,9,8,13,Yoshida Katsuko no Yabai wa! SDGs: Araburu! Trouble! Sustainable!
51,22,83,4,80,93,282,13,3,6,10,5,6,3,1,,4,Banjjagbanjjag Catch! Tiniping
52,11,90,7,79,86,273,9,3,2,,11,7,8,7,8,4,Neko Jockey 2nd Season
53,7,76,5,62,64,214,15,2,1,3,6,5,6,3,4,5,Kkoma Bus Tayo 6
54,15,41,6,72,67,201,9,,1,1,3,3,2,,1,1,Konu to Tanoshii Otomodachi
55,9,52,6,46,79,192,14,1,3,4,2,2,2,2,,2,Sinbi Apartment: Ghost Ball Z
56,9,40,4,47,47,147,7,,,3,2,,5,3,,3,Mecard Ball
