,Watching,Completed,On-Hold,Dropped,Plan to Watch,Total,10,9,8,7,6,5,4,3,2,1,Title
0,"91,832","2,007,043","37,895","60,448","274,445","2,471,663",285140,364529,435064,281346,112270,49958,25181,11315,6394,6949,No Game No Life
1,"128,765","1,601,246","53,552","46,424","231,105","2,061,092",274190,363573,389668,174359,46584,19293,6082,2528,1513,3121,Haikyuu!!
2,"53,783","1,117,582","19,506","12,250","76,380","1,279,501",161639,198736,280098,173518,57585,19823,7921,3025,1258,1847,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders
3,"68,548","765,436","33,794","68,468","173,667","1,109,913",61452,86844,151780,149335,74391,39454,22081,10685,5998,4949,Mahouka Koukou no Rettousei
4,"117,675","669,326","54,342","70,798","123,302","1,035,443",98596,93806,132554,121563,63373,35100,17061,7724,4324,4017,Fairy Tail (2014)
5,"41,449","654,579","20,733","31,503","196,485","944,749",31857,54329,113589,145588,80561,39687,18323,7944,4031,2489,Black Bullet
6,"19,693","551,694","9,118","10,987","72,196","663,688",38867,43294,90740,119923,62231,30177,12615,5474,2699,1824,Date A Live II
7,"24,507","261,985","17,663","24,379","120,805","449,339",15588,22431,43527,56058,33973,18078,10305,4037,2031,1307,Mekakucity Actors
8,"17,872","220,395","10,358","8,244","155,764","412,633",52951,62021,46251,19316,6222,2673,1245,604,446,1357,Ping Pong the Animation
9,"18,210","252,978","8,869","10,383","102,948","393,388",15771,31886,64245,53083,20349,7925,2369,901,361,319,Bokura wa Minna Kawai-sou
10,"21,358","235,129","11,851","14,877","108,972","392,187",7915,16965,47520,60732,27315,11515,3671,1279,557,491,Hitsugi no Chaika
11,"16,341","219,576","8,308","13,219","89,192","346,636",10032,16440,33984,48081,30219,15674,8682,4061,2175,1399,Gokukoku no Brynhildr
12,"18,613","194,042","9,689","13,232","92,392","327,968",16528,21653,40433,39380,17408,7733,2814,995,427,394,Soredemo Sekai wa Utsukushii
13,"16,997","186,857","12,145","11,245","97,722","324,966",10932,21539,46384,43362,17560,7162,2248,769,310,318,Isshuukan Friends.
14,"16,419","154,089","8,022","3,702","128,727","310,959",34150,40256,31450,11860,3080,1071,301,178,91,626,Mushishi Zoku Shou
15,"15,036","174,661","6,734","10,016","78,937","285,384",8316,12488,30119,41874,22435,10660,4182,1855,982,686,Mangaka-san to Assistant-san to The Animation
16,"13,331","168,144","7,688","14,636","70,265","274,064",6355,9254,20490,35901,28137,16093,8043,3360,1538,899,Akuma no Riddle
17,"9,681","201,362","5,336","4,921","43,898","265,198",22733,26103,42576,36082,15009,6806,2310,959,468,567,Love Live! School Idol Project 2nd Season
18,"14,295","130,922","7,040","8,416","82,420","243,093",4938,9293,24861,33698,16545,7508,2748,983,422,306,Ryuugajou Nanana no Maizoukin
19,"15,490","114,768","9,537","9,916","91,555","241,266",9500,11398,25798,27436,11825,5283,1687,676,326,357,Gochuumon wa Usagi desu ka?
20,"10,166","140,620","5,684","8,168","73,103","237,741",8566,19706,35648,28444,11234,4823,1975,751,403,438,Sidonia no Kishi
21,"13,472","156,835","5,067","10,417","46,682","232,473",5162,6472,14702,29198,26010,15682,7533,3463,1976,1279,Seikoku no Dragonar
22,"9,578","131,782","6,757","22,744","44,734","215,595",3294,4230,10826,22406,23425,17956,11970,6216,4035,3663,Soul Eater NOT!
23,"12,899","121,051","6,669","14,311","49,098","204,028",4027,4995,12121,24198,21894,13150,6830,3283,1624,1111,Kanojo ga Flag wo Oraretara
24,"9,557","162,995","3,969","4,729","22,041","203,291",16754,17528,33080,30096,11494,4763,1737,698,326,535,Dragon Ball Kai (2014)
25,"4,005","111,862","1,354",891,"36,043","154,155",18175,18427,23567,12555,4154,1565,581,182,99,241,Initial D Final Stage
26,"7,169","81,357","4,388","7,600","52,828","153,342",4288,7894,16117,18500,9369,4782,2145,883,398,333,Selector Infected WIXOSS
27,"7,697","94,316","5,315","6,160","36,928","150,416",6064,13548,27766,19015,6051,2322,698,265,117,150,Baby Steps
28,"7,693","92,904","3,971","8,588","37,112","150,268",6224,7106,11780,17204,12104,7234,3002,1284,712,451,Kamigami no Asobi
29,"7,749","67,917","4,881","13,880","30,017","124,444",1831,2539,5871,12265,12909,9374,5471,2729,1508,1047,Blade & Soul
30,"5,157","53,210","2,794","3,366","34,026","98,553",2302,4080,10128,12352,5494,2451,862,298,130,146,Break Blade
31,"3,421","51,000","1,500","2,795","22,720","81,436",1655,2483,5259,10739,9269,5464,1975,937,495,319,Inugami-san to Nekoyama-san
32,"5,774","32,093","2,975","8,024","25,162","74,028",1466,1526,2918,5510,5745,3891,2672,1354,961,871,Kenzen Robo Daimidaler
33,"5,805","28,099","4,667","11,455","18,533","68,559",1049,1835,3884,6771,5709,4027,2298,991,415,287,Captain Earth
34,"9,010","36,223","4,539","6,761","11,483","68,016",2750,3412,5782,8880,6681,4127,2142,930,486,480,Yu☆Gi☆Oh! Arc-V
35,"4,442","30,053","3,300","6,407","20,786","64,988",899,1342,3261,6943,5993,3888,1502,620,260,198,Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi
36,"4,851","20,666","3,729","7,363","21,195","57,804",894,1517,3082,4823,3803,2391,1409,644,355,269,M3: Sono Kuroki Hagane
37,"2,220","11,323","1,113","3,437","10,218","28,311",322,333,954,1599,2097,1781,1189,653,499,396,Fuuun Ishin Dai☆Shougun
38,"1,518","14,763","1,131","2,456","8,035","27,903",526,702,1605,2530,2376,1662,783,333,174,130,Kiniro no Corda: Blue♪Sky
39,"1,371","9,245",936,"1,448","6,637","19,637",801,1290,2124,2073,936,406,170,69,35,55,Kindaichi Shounen no Jikenbo Returns
40,823,"12,260",434,634,"3,230","17,381",600,710,1543,2490,1751,1006,407,180,87,78,Cardfight!! Vanguard: Legion Mate-hen
41,"1,426","6,255","1,047","2,592","5,675","16,995",131,142,451,1002,1516,1347,660,331,221,111,Mahou Shoujo Taisen
42,"3,384",171,"1,448","1,401","6,992","13,396",555,220,398,637,413,242,84,36,54,82,Gudetama
43,943,"5,187",623,836,"4,846","12,435",614,562,1026,860,507,280,98,39,32,37,Lady Jewelpet
44,562,"5,750",469,742,"2,645","10,168",360,308,701,1181,819,444,158,46,43,49,Keroro
45,"1,177","3,343",827,"2,451","2,324","10,122",203,253,710,822,688,616,318,141,84,81,Majin Bone
46,717,"4,327",614,"2,115","2,185","9,958",126,360,582,813,946,643,466,224,162,174,Abarenbou Rikishi!! Matsutarou
47,897,"2,458",583,"1,709","3,445","9,092",160,89,194,444,583,507,391,188,163,153,Marvel Disk Wars: The Avengers
48,351,"3,296",261,751,"2,634","7,293",74,86,254,611,643,484,249,177,107,92,Kantoku Fuyuki Todoki
49,653,"1,978",461,"1,156","1,608","5,856",154,219,268,370,394,378,163,81,70,60,Dragon Collection
50,410,"3,118",320,489,"1,507","5,844",219,269,368,514,501,365,212,63,35,41,Tenkai Knights
51,205,"1,515",126,261,"1,683","3,790",116,58,83,219,209,142,60,29,8,20,Pretty Rhythm: All Star Selection
52,315,713,217,789,"1,022","3,056",48,36,76,141,165,179,105,63,47,63,Hero Bank
53,162,"1,815",88,457,480,"3,002",144,26,69,200,210,280,181,159,95,101,Pac-World
54,175,664,102,180,"1,663","2,784",30,7,27,45,80,111,62,36,12,33,Meshimase Lodoss-tou Senki: Sorette Oishii no?
55,297,777,180,658,790,"2,702",61,38,62,107,157,181,115,77,29,41,Oreca Battle
56,147,"1,102",108,371,646,"2,374",37,30,76,218,223,179,95,64,28,48,World Fool News (TV)
57,80,695,41,183,581,"1,580",40,17,26,40,60,57,22,26,16,26,Duel Masters VS
58,47,375,32,134,428,"1,016",24,9,19,52,44,39,12,7,7,11,Lovely Movie: Itoshi no Muco Season 2
59,51,262,34,129,361,837,21,12,23,36,20,28,8,7,7,11,GO-GO Tamagotchi!
60,57,154,24,128,432,795,27,5,5,10,19,17,13,6,15,16,KutsuDaru.
61,45,158,41,126,404,774,17,4,3,19,15,33,7,7,7,14,Neko no Dayan
62,86,168,83,156,274,767,34,9,12,28,48,32,8,10,8,21,Neko Pitcher
63,49,213,25,125,243,655,30,4,7,10,12,27,18,15,18,34,Choubakuretsu Ijigen Menko Battle: Gigant Shooter Tsukasa
64,50,188,19,156,220,633,15,2,6,16,20,20,9,4,9,21,Himitsukessha Taka no Tsume EX
65,33,198,20,96,195,542,17,8,6,18,20,24,13,10,7,12,Carino Coni
66,32,187,15,112,186,532,14,5,4,10,14,21,15,11,5,23,Ohayou Hakushon Daimaou
67,38,133,16,100,158,445,17,,1,6,15,19,10,4,5,5,Konchuu Monogatari Tentoumu Chu! to Mitsubachi Hatsu Chu!
68,30,105,14,93,162,404,20,4,3,5,8,6,2,,9,9,Astar-eul Hyanghae Chaguchagu
69,25,101,11,114,153,404,11,,3,9,12,9,8,1,4,11,Norasco (TV)
70,15,90,10,84,79,278,13,1,,4,11,9,5,3,,8,ColoColo Animal 2
71,4,49,4,48,44,149,7,,,2,4,,3,3,,5,Eungkka Sonata
72,3,17,2,19,21,62,2,,,,1,,3,,1,1,Grami's Circus Show
73,"366,447","2,035,161","144,592","64,131","372,507","2,982,838",780580,559115,317889,125547,36912,15785,5811,2433,1816,7119,Hunter x Hunter (2011)
74,"443,710","1,716,662","142,923","159,062","133,777","2,596,134",458166,371406,404587,281117,115202,52551,22841,9469,4947,7164,Naruto: Shippuuden
75,"1,765,999",25,"304,282","198,941","225,098","2,494,345",646803,293461,228790,130933,53567,28415,12435,5841,4239,13768,One Piece
76,"57,473","856,001","29,911","40,921","220,842","1,205,148",61339,101828,199132,183281,74664,32501,13044,5079,2410,2492,Nisekoi
77,"167,486",0,"75,174","49,016","68,947","360,623",39196,34271,43443,29402,10515,4429,1302,542,352,793,Meitantei Conan
78,"26,832","136,557","16,875","12,102","62,219","254,585",16569,27399,40183,23577,7312,2878,892,291,141,234,Diamond no Ace
79,"17,965","140,125","10,383","9,500","68,048","246,021",9201,14844,32502,33903,14095,5542,1291,453,190,209,Tonari no Seki-kun
