Year,Season,Title,Type,Episodes,Status,Source,Genres,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Themes,Demographics,Broadcast_Day,Broadcast_Hour,Duration_Minutes,Premiere Datetime
2020,1,Ling Jian Zun 4th Season,ONA,,Currently Airing,Novel,"['Action', 'Adventure', 'Fantasy', 'Romance']",PG-13 - Teens 13 or older,7.26,3048.0,10276.0,3184,17,909.0,['Martial Arts'],,,,11.0,2020-09-08
2020,1,Ling Long: Incarnation Part 2,ONA,6.0,Finished Airing,Original,"['Action', 'Drama', 'Horror', 'Sci-Fi', 'Suspense']",R - 17+ (violence & profanity),7.49,2003.0,11093.0,2508,21,1012.0,['Mythology'],,,,30.0,2020-07-31
2020,1,Liu Yi Chuanqi,ONA,26.0,Finished Airing,Original,"['Action', 'Comedy', 'Fantasy']",PG-13 - Teens 13 or older,,17214.0,13919.0,1075,1,,,,,,13.0,2020-07-22
2020,1,Ma-eum-uisoli Season 2,TV,20.0,Finished Airing,Web manga,"['Comedy', 'Slice of Life']",PG-13 - Teens 13 or older,,17288.0,21102.0,214,0,,,,2.0,,21.0,2020-05-19
2020,1,Mabeobsonyeo Dee Dee,TV,13.0,Finished Airing,Original,['Fantasy'],PG - Children,,17298.0,22313.0,155,0,,['Mahou Shoujo'],['Kids'],,,12.0,2020-07-30
2020,1,Magical: Gongjuleul Usgyeola,Movie,1.0,Finished Airing,Original,"['Drama', 'Romance']",G - All Ages,,17318.0,25549.0,83,0,,,,,,81.0,
2020,1,Major 2nd 2nd Season,TV,25.0,Finished Airing,Manga,['Sports'],PG-13 - Teens 13 or older,7.47,2073.0,4824.0,23053,67,10334.0,['Team Sports'],['Shounen'],6.0,17.0,24.0,2020-04-04
2020,1,Manul no Yuube,TV,,Currently Airing,Web manga,['Slice of Life'],PG-13 - Teens 13 or older,,17389.0,15745.0,648,1,,,,0.0,,1.0,2018-11-11
2020,1,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",TV,13.0,Finished Airing,Light novel,"['Action', 'Fantasy']",R - 17+ (violence & profanity),7.33,2662.0,228.0,849113,5805,496504.0,"['Reincarnation', 'School']",,6.0,23.0,23.0,2020-07-04
2020,1,Marumaru Manul,TV,50.0,Finished Airing,Web manga,['Comedy'],G - All Ages,,17424.0,15325.0,717,0,,,,1.0,0.0,1.0,2020-01-06
2020,1,Matatabi Movie Labo,ONA,,Currently Airing,Original,['Comedy'],PG-13 - Teens 13 or older,,17434.0,23800.0,110,0,,"['Anthropomorphic', 'Gag Humor']",,,,9.0,2020-08-01
2020,1,Mei Chuxi de Yinyangshi Yijia 2,ONA,12.0,Finished Airing,Web manga,"['Comedy', 'Supernatural']",PG-13 - Teens 13 or older,6.39,7737.0,13813.0,1105,2,154.0,"['Historical', 'Mythology']",,,,5.0,2020-07-15
2020,1,Meitantei Conan,TV,,Currently Airing,Manga,"['Adventure', 'Comedy', 'Mystery']",PG-13 - Teens 13 or older,8.17,433.0,698.0,359701,15278,163903.0,['Detective'],['Shounen'],6.0,18.0,24.0,1996-01-08
2020,1,Meitantei GJ8man: Kieta Shamisen,ONA,2.0,Finished Airing,Original,['Comedy'],G - All Ages,,17501.0,27018.0,67,0,,['Detective'],,,,4.0,2020-08-08
2020,1,Mengyou Dunhuang,ONA,5.0,Finished Airing,Original,"['Comedy', 'Fantasy']",,,17558.0,20402.0,255,0,,['Historical'],,,,3.0,2020-07-06
2020,1,Mewkledreamy,TV,48.0,Finished Airing,Other,"['Adventure', 'Fantasy']",G - All Ages,7.0,4381.0,7123.0,8728,31,1879.0,,['Kids'],0.0,10.0,24.0,2020-04-05
2020,1,Miao Qiansui de Chengnian Li,ONA,7.0,Finished Airing,Game,['Adventure'],PG-13 - Teens 13 or older,,17591.0,17994.0,412,0,,,,,,2.0,2020-08-06
2020,1,Miao Xiansheng,Movie,1.0,Finished Airing,Other,"['Adventure', 'Drama', 'Fantasy']",PG-13 - Teens 13 or older,,17593.0,14127.0,1020,0,,,,,,88.0,
2020,1,Micchiri Wanko! Animation,TV,24.0,Finished Airing,Other,['Comedy'],G - All Ages,5.9,10446.0,14566.0,904,1,115.0,,['Kids'],3.0,7.0,1.0,2020-04-01
2020,1,Min Diao Ju Yi Wen Lu,ONA,12.0,Finished Airing,Novel,"['Action', 'Adventure', 'Supernatural', 'Suspense']",R - 17+ (violence & profanity),6.63,6326.0,8254.0,6018,19,1206.0,,,,,24.0,2020-08-07
2020,1,Miniforce: Haembeogeogoemului Seubgyeog,Movie,1.0,Finished Airing,Original,['Action'],PG - Children,,17660.0,24704.0,95,0,,"['Anthropomorphic', 'Mecha']",['Kids'],,,86.0,2020-09-30
2020,1,Miniforce: Super Dino Power Part 2,TV,26.0,Finished Airing,Original,['Action'],PG - Children,,17663.0,23832.0,110,0,,"['Anthropomorphic', 'Mecha']",['Kids'],,,11.0,2020-08-27
2020,1,Mo Dao Zu Shi Q,ONA,30.0,Finished Airing,Web novel,"['Comedy', 'Fantasy']",PG-13 - Teens 13 or older,8.19,407.0,4607.0,25746,245,9901.0,"['Historical', 'Mythology', 'Reincarnation']",,,,5.0,2020-07-31
2020,1,Monster Musume no Oishasan,TV,12.0,Finished Airing,Light novel,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",PG-13 - Teens 13 or older,6.53,6903.0,1106.0,233776,460,106357.0,"['Anthropomorphic', 'Harem', 'Medical']",,0.0,23.0,24.0,2020-07-12
2020,1,Motto! Majime ni Fumajime Kaiketsu Zorori,TV,25.0,Finished Airing,Book,"['Adventure', 'Comedy']",PG - Children,6.47,7293.0,13825.0,1099,2,195.0,,['Kids'],0.0,19.0,25.0,2020-04-05
2020,1,Mouseman: Ai no Katamari,Movie,1.0,Finished Airing,Original,"['Drama', 'Romance', 'Sci-Fi']",PG-13 - Teens 13 or older,,17814.0,19799.0,289,0,,,,,,52.0,
2020,1,Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,TV,12.0,Finished Airing,Manga,"['Mystery', 'Supernatural']",PG-13 - Teens 13 or older,6.91,4760.0,4496.0,27242,43,7110.0,['Mythology'],['Shounen'],2.0,19.0,23.0,2020-07-07
2020,1,Mukashibanashi no Oheya: Tsutaetai Nihon Mukashibanashi,TV,,Currently Airing,Other,['Fantasy'],G - All Ages,,17842.0,21854.0,174,0,,,['Kids'],,,18.0,2020-06-14
2020,1,Muramata-san no Himitsu,OVA,2.0,Finished Airing,Manga,['Hentai'],Rx - Hentai,6.71,,6583.0,10511,53,4907.0,,,,,19.0,2020-07-17
2020,1,Murenase! Seton Gakuen Special,Special,1.0,Finished Airing,Web manga,['Comedy'],PG-13 - Teens 13 or older,6.5,7100.0,5493.0,16647,8,6943.0,['School'],,,,6.0,
2020,1,Natsu ga Owaru made The Animation,OVA,2.0,Finished Airing,Manga,['Hentai'],Rx - Hentai,6.08,,7893.0,6737,30,2816.0,,,,,17.0,2020-07-31
2020,1,Neko Neko Nihonshi 5th Season,TV,32.0,Finished Airing,Web manga,,G - All Ages,,17979.0,17138.0,481,0,,"['Anthropomorphic', 'Historical', 'Parody', 'Samurai']",['Kids'],3.0,6.0,9.0,2020-04-08
2020,1,Neko to Mata,TV,88.0,Finished Airing,Original,['Supernatural'],G - All Ages,,17989.0,15454.0,697,0,,,,5.0,1.0,0.7,2017-04-21
2020,1,Nihon Chinbotsu 2020,ONA,10.0,Finished Airing,Novel,"['Drama', 'Sci-Fi']",R - 17+ (violence & profanity),6.45,7402.0,1615.0,152767,431,86302.0,,,,,25.0,
2020,1,Ninja Collection,TV,13.0,Finished Airing,Original,"['Horror', 'Supernatural']",PG-13 - Teens 13 or older,3.81,13741.0,5411.0,17364,25,5373.0,,,1.0,3.0,4.0,2020-07-13
2020,1,Ninjala,ONA,5.0,Finished Airing,Game,['Action'],G - All Ages,5.78,11037.0,15184.0,748,0,200.0,['Martial Arts'],,,,10.0,2020-06-23
2020,1,Nintama Rantarou,TV,,Currently Airing,Manga,['Comedy'],G - All Ages,7.07,4072.0,7378.0,7970,77,2546.0,,['Kids'],,,10.0,1993-04-10
2020,1,No Guns Life 2nd Season,TV,12.0,Finished Airing,Manga,"['Action', 'Drama', 'Sci-Fi']",PG-13 - Teens 13 or older,7.08,4014.0,2466.0,83826,88,32136.0,,['Seinen'],5.0,1.0,23.0,2020-07-10
2020,1,Norimono Man: Mobile Land no Car-kun,TV,104.0,Finished Airing,Original,['Comedy'],PG - Children,,18109.0,16773.0,517,0,,['Racing'],['Kids'],4.0,17.0,5.0,2020-04-02
2020,1,Nu Wushen de Canzhuo II,ONA,8.0,Finished Airing,Game,"['Comedy', 'Gourmet', 'Slice of Life']",PG-13 - Teens 13 or older,7.31,2797.0,7274.0,8311,26,2877.0,,,,,7.0,2020-07-17
2020,1,OTMGirls no Yokiyoki Channel,ONA,13.0,Finished Airing,Other,['Comedy'],G - All Ages,5.61,11738.0,14445.0,930,0,333.0,,,,,1.0,2020-09-02
2020,1,Obake Zukan,TV,39.0,Finished Airing,Picture book,"['Comedy', 'Fantasy', 'Supernatural']",PG - Children,5.71,11293.0,14818.0,838,1,190.0,['Mythology'],['Kids'],3.0,7.0,2.0,2020-07-01
2020,1,Ojarumaru,TV,,Currently Airing,Original,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']",G - All Ages,6.39,7742.0,11520.0,2215,5,553.0,,['Kids'],,,10.0,1998-10-05
2020,1,"Omoi, Omoware, Furi, Furare",Movie,1.0,Finished Airing,Manga,"['Drama', 'Romance']",PG-13 - Teens 13 or older,7.26,3058.0,2484.0,82967,327,24395.0,"['Love Polygon', 'School']",['Shoujo'],,,102.0,
2020,1,One Piece,TV,,Currently Airing,Manga,"['Action', 'Adventure', 'Fantasy']",PG-13 - Teens 13 or older,8.73,54.0,17.0,2481592,233033,1410384.0,,['Shounen'],0.0,9.0,24.0,1999-10-20
2020,1,Ookami-san wa Taberaretai,ONA,3.0,Finished Airing,Manga,['Hentai'],Rx - Hentai,5.87,,4734.0,24077,84,8565.0,['School'],['Josei'],,,6.0,2020-09-07
2020,1,Orangeback + Hoo-D Pilot,ONA,1.0,Finished Airing,Original,"['Action', 'Sci-Fi']",PG-13 - Teens 13 or older,,18231.0,23567.0,116,0,,['Mecha'],,,,4.0,
2020,1,Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,OVA,1.0,Finished Airing,Light novel,"['Comedy', 'Romance']",PG-13 - Teens 13 or older,7.56,1721.0,1853.0,127586,309,68172.0,['School'],,,,70.0,
2020,1,Origami Ninja Koyankinte,TV,,Currently Airing,Unknown,['Comedy'],PG - Children,,18240.0,18647.0,360,0,,,['Kids'],2.0,7.0,,2020-04-07
2020,1,Oshiri Tantei Movie 2: Tentoumushi Iseki no Nazo,Movie,1.0,Finished Airing,Picture book,"['Comedy', 'Fantasy', 'Mystery']",PG - Children,,18260.0,20540.0,248,0,,,['Kids'],,,40.0,
2020,1,Otoppe,TV,265.0,Finished Airing,Original,['Fantasy'],G - All Ages,,18281.0,17738.0,429,0,,['Music'],['Kids'],1.0,8.0,3.0,2017-04-03
2020,1,Oujo & Onna Kishi W Do Gehin Roshutsu,OVA,2.0,Finished Airing,Visual novel,"['Fantasy', 'Hentai']",Rx - Hentai,5.78,,8770.0,5198,20,2066.0,,,,,19.0,2020-08-28
2020,1,Pakkororin,TV,,Currently Airing,Original,,G - All Ages,,18309.0,18238.0,393,0,,,['Kids'],,,1.0,2011-03-28
2020,1,Peter Grill to Kenja no Jikan,TV,12.0,Finished Airing,Manga,"['Comedy', 'Fantasy', 'Erotica']",R+ - Mild Nudity,5.52,,1207.0,213213,779,94365.0,['Harem'],,6.0,1.0,12.0,2020-07-11
2020,1,Pikachu no Asa no Nikka,ONA,1.0,Finished Airing,Game,,PG - Children,5.65,11575.0,14882.0,823,2,336.0,,['Kids'],,,2.0,
2020,1,Pittanko!! Nekozakana (2020),TV,13.0,Finished Airing,Original,['Comedy'],G - All Ages,,18432.0,21064.0,217,0,,,['Kids'],1.0,7.0,5.0,2020-07-06
2020,1,Planetarium Pokemon: Aurora kara no Message,Movie,1.0,Finished Airing,Game,"['Action', 'Adventure', 'Comedy', 'Fantasy']",PG - Children,6.63,6334.0,11704.0,2093,0,571.0,,['Kids'],,,27.0,
2020,1,Poccolies,TV,50.0,Finished Airing,Other,['Slice of Life'],G - All Ages,,18444.0,18017.0,410,1,,,['Kids'],1.0,23.0,1.0,2020-04-06
2020,1,Pokemon (2019),TV,136.0,Finished Airing,Game,"['Action', 'Adventure', 'Comedy', 'Fantasy']",PG - Children,7.55,1774.0,2281.0,95195,657,40069.0,,['Kids'],5.0,18.0,23.0,2019-11-17
2020,1,Pororo Donghwanala,TV,10.0,Finished Airing,Unknown,"['Adventure', 'Fantasy']",PG - Children,,18481.0,18941.0,340,0,,,['Kids'],,,9.0,2020-08-24
2020,1,Pororo Loopy Moheom,ONA,1.0,Finished Airing,Original,['Adventure'],G - All Ages,,18487.0,27283.0,65,0,,['Anthropomorphic'],['Kids'],,,22.0,
2020,1,Puzzle & Dragon,TV,,Currently Airing,Game,,PG - Children,5.84,10734.0,12352.0,1689,6,147.0,['Strategy Game'],['Kids'],1.0,18.0,24.0,2018-04-02
2020,1,Qing Chi Hong Xiaodou Ba! 4th Season,ONA,12.0,Finished Airing,Original,['Slice of Life'],G - All Ages,,18637.0,19586.0,300,0,,['Anthropomorphic'],,,,6.0,2020-07-10
2020,1,Quanzhi Gaoshou 2,ONA,12.0,Finished Airing,Web novel,['Action'],PG-13 - Teens 13 or older,7.91,813.0,1895.0,124002,564,46250.0,['Video Game'],,,,24.0,2020-09-25
2020,1,RabbiTube: Creator ni Challenge!,ONA,16.0,Finished Airing,Game,['Comedy'],G - All Ages,7.13,3776.0,12564.0,1579,10,503.0,['Idols (Male)'],,,,9.0,2020-01-24
2020,1,Re:Zero kara Hajimeru Break Time 2nd Season,Special,25.0,Finished Airing,Light novel,['Comedy'],PG-13 - Teens 13 or older,7.33,2672.0,3937.0,35767,212,14394.0,,,,,3.0,2020-07-10
2020,1,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,TV,13.0,Finished Airing,Light novel,"['Drama', 'Fantasy', 'Suspense']",R - 17+ (violence & profanity),8.33,254.0,127.0,1176871,11949,687226.0,"['Isekai', 'Psychological', 'Time Travel']",,3.0,22.0,26.0,2020-07-08
2020,1,Rebirth,TV,48.0,Finished Airing,Card game,['Comedy'],PG-13 - Teens 13 or older,5.83,10761.0,9172.0,4570,3,933.0,['Strategy Game'],,3.0,1.0,3.0,2020-01-05
2020,1,Rebirth: Virtual to no Souguu,Special,1.0,Finished Airing,Card game,"['Comedy', 'Slice of Life']",PG-13 - Teens 13 or older,5.6,11791.0,14304.0,970,0,357.0,['Strategy Game'],,,,3.0,
2020,1,Recola,TV Special,3.0,Finished Airing,Original,['Slice of Life'],G - All Ages,,18702.0,20818.0,231,0,,,['Kids'],,,5.0,2020-09-28
2020,1,Recycle Zoo: Mamore! Mokuyoubi wa Shigengomi no Hi,Movie,1.0,Finished Airing,Original,"['Adventure', 'Comedy']",G - All Ages,,18704.0,25481.0,84,0,,,['Kids'],,,9.0,
2020,1,Renlei Bowuguan,ONA,36.0,Finished Airing,Original,"['Comedy', 'Slice of Life']",PG-13 - Teens 13 or older,,18713.0,17125.0,483,0,,,,,,1.0,2020-08-25
2020,1,Renwu Dashi,ONA,6.0,Finished Airing,Original,"['Action', 'Adventure', 'Fantasy']",,,18718.0,18467.0,377,0,,,,,,16.0,2020-08-03
2020,1,Robocar Poli: Song Song Museum,TV,26.0,Finished Airing,Original,['Comedy'],PG - Children,,18756.0,23544.0,116,0,,"['Music', 'Racing']",['Kids'],,,7.0,2020-07-02
2020,1,Saezuru Doubutsu wa Yarushikanai! Specials,Special,5.0,Finished Airing,Manga,['Comedy'],PG-13 - Teens 13 or older,6.16,9026.0,16543.0,543,0,197.0,,,,,0.75,
2020,1,Saikyou Kamizmode!,ONA,26.0,Finished Airing,Original,['Action'],,,18884.0,15559.0,678,0,,,,,,23.0,2020-09-28
2020,1,Sakura Kakumei: Hanasaku Otome-tachi,ONA,1.0,Finished Airing,Game,['Action'],PG-13 - Teens 13 or older,5.91,10395.0,12486.0,1627,0,460.0,['Mecha'],,,,23.0,
2020,1,Sansan de Ezuoju Chufang,ONA,10.0,Finished Airing,Original,"['Comedy', 'Slice of Life']",G - All Ages,,18966.0,20599.0,245,0,,,,,,1.0,2020-07-30
2020,1,Sazae-san,TV,,Currently Airing,4-koma manga,"['Comedy', 'Slice of Life']",G - All Ages,6.14,9123.0,7116.0,8759,37,1931.0,,,0.0,18.0,24.0,1969-10-05
2020,1,Seitokai Yakuindomo* OVA,OVA,10.0,Finished Airing,4-koma manga,['Comedy'],R - 17+ (violence & profanity),7.85,919.0,2495.0,82279,97,34014.0,"['Gag Humor', 'School']",['Shounen'],,,25.0,2014-05-16
2020,1,Shadowverse,TV,48.0,Finished Airing,Card game,['Fantasy'],PG-13 - Teens 13 or older,5.74,11165.0,5440.0,17087,36,5176.0,['Strategy Game'],,2.0,17.0,24.0,2020-04-07
2020,1,Shi Zhi Ge: Hua Yu Yan De Kuangxiang Shi,ONA,13.0,Finished Airing,Original,"['Action', 'Fantasy']",PG-13 - Teens 13 or older,6.35,7949.0,11533.0,2208,4,311.0,,,,,20.0,2020-07-16
2020,1,Shiawase Haitatsu Taneko,TV,,Currently Airing,Original,['Comedy'],,,14075.0,14277.0,976,4,,,,,,,2011-03-26
2020,1,Shikiyoku Infinite,OVA,2.0,Finished Airing,Manga,['Hentai'],Rx - Hentai,6.64,,7015.0,9052,61,3869.0,,,,,20.0,2020-08-28
2020,1,Shimajirou no Wow!,TV,,Currently Airing,Other,"['Adventure', 'Comedy', 'Fantasy']",G - All Ages,,14107.0,15531.0,682,1,,,['Kids'],1.0,7.0,8.0,2012-04-02
2020,1,Shin Nippon History,TV,,Currently Airing,Original,['Comedy'],G - All Ages,,14130.0,18547.0,369,0,,['Historical'],,1.0,1.0,23.0,2020-01-06
2020,1,Shingeki no Kyojin: Chronicle,Movie,1.0,Finished Airing,Manga,"['Action', 'Drama', 'Suspense']",R - 17+ (violence & profanity),7.8,1050.0,2324.0,92287,237,30526.0,"['Gore', 'Military', 'Survival']",['Shounen'],,,120.0,
2020,1,Shishunki Sex,OVA,4.0,Finished Airing,Manga,['Hentai'],Rx - Hentai,7.16,,5760.0,14729,70,6004.0,,,,,16.0,2019-06-07
2020,1,Shokugeki no Souma: Gou no Sara,TV,13.0,Finished Airing,Manga,"['Gourmet', 'Ecchi']",PG-13 - Teens 13 or older,7.31,2764.0,423.0,556389,1423,281343.0,['School'],['Shounen'],6.0,0.0,23.0,2020-04-11
2020,1,Shoujo☆Kageki Revue Starlight: Rondo Rondo Rondo,Movie,1.0,Finished Airing,Original,,PG-13 - Teens 13 or older,7.59,1616.0,7308.0,8210,30,2706.0,"['Music', 'Performing Arts', 'School']",,,,120.0,
2020,1,Sigan Yeohaengja Luke,TV,52.0,Finished Airing,Original,"['Action', 'Adventure', 'Sci-Fi']",PG - Children,,14284.0,20340.0,258,0,,,['Kids'],,,11.0,2020-05-09
2020,1,Sinbi Apartment: Ghost Ball Double X,TV,26.0,Finished Airing,Original,"['Fantasy', 'Supernatural']",G - All Ages,,14303.0,20452.0,252,0,,,['Kids'],,,8.0,2020-03-05
2020,1,Sirotsumekusa,Movie,1.0,Finished Airing,Original,['Suspense'],PG-13 - Teens 13 or older,,14313.0,19333.0,315,0,,,,,,72.0,
2020,1,Slime-tachi no Idobata Kaigi,ONA,25.0,Finished Airing,Light novel,"['Comedy', 'Fantasy']",PG-13 - Teens 13 or older,5.8,10916.0,11870.0,1988,2,575.0,,,,,1.0,2020-08-21
2020,1,Sore Ike! Anpanman,TV,,Currently Airing,Picture book,"['Comedy', 'Fantasy']",PG - Children,6.58,6581.0,9162.0,4581,31,1735.0,,['Kids'],5.0,16.0,24.0,1988-10-03
2020,1,Sotsugyou ** Densha,OVA,4.0,Finished Airing,Manga,['Hentai'],Rx - Hentai,5.2,,9677.0,3874,5,1559.0,,,,,16.0,2020-04-24
2020,1,Soukou Seiki Ysphere: Ingyaku no Sennou Kaizou,OVA,2.0,Finished Airing,Visual novel,['Hentai'],Rx - Hentai,5.77,,10073.0,3405,9,1341.0,,,,,28.0,2020-07-17
2020,1,Strike the Blood IV,OVA,12.0,Finished Airing,Light novel,"['Action', 'Fantasy', 'Ecchi']",R+ - Mild Nudity,6.94,4632.0,2339.0,91352,184,27918.0,"['Harem', 'School', 'Urban Fantasy', 'Vampire']",,,,25.0,2020-04-08
2020,1,Succubus Stayed Life The Animation,OVA,2.0,Finished Airing,Manga,['Hentai'],Rx - Hentai,7.12,,6357.0,11419,92,4435.0,['School'],,,,25.0,2020-08-28
2020,1,Super Dragon Ball Heroes,ONA,56.0,Finished Airing,Game,"['Action', 'Comedy', 'Fantasy']",PG-13 - Teens 13 or older,5.73,11230.0,2564.0,78710,255,30759.0,['Martial Arts'],['Shounen'],,,8.0,2018-07-01
2020,1,Super Shiro,TV,48.0,Finished Airing,Manga,,PG - Children,6.15,9111.0,10857.0,2695,4,772.0,,['Kids'],,,5.0,2019-10-14
2020,1,Sword Art Online: Alicization - War of Underworld 2nd Season,TV,11.0,Finished Airing,Light novel,"['Action', 'Adventure', 'Fantasy']",R - 17+ (violence & profanity),7.5,1966.0,351.0,647660,3274,372718.0,['Video Game'],,0.0,0.0,24.0,2020-07-12
2020,1,Sword Art Online: Alicization - War of Underworld Recap,TV Special,1.0,Finished Airing,Light novel,"['Action', 'Adventure', 'Fantasy']",PG-13 - Teens 13 or older,6.92,4712.0,4089.0,33384,62,11180.0,['Video Game'],,,,24.0,
2020,1,TV Yarou Nanaana: Kaibutsu Kraken wo Oe!,TV,24.0,Finished Airing,Original,"['Adventure', 'Comedy']",PG-13 - Teens 13 or older,6.01,9869.0,12864.0,1440,2,402.0,,,4.0,19.0,3.0,2020-04-16
2020,1,Tadaima! Chibi Godzilla,ONA,12.0,Finished Airing,Original,"['Fantasy', 'Slice of Life']",G - All Ages,5.55,11940.0,15496.0,688,1,267.0,,,,,0.5,2020-07-15
2020,1,Taeko no Nichijou 2nd Season,TV,132.0,Finished Airing,Manga,['Slice of Life'],G - All Ages,,14539.0,17505.0,448,1,,['Workplace'],,,,1.0,2020-07-01
2020,1,Tata Tu Ran Xiang Dao,ONA,12.0,Finished Airing,Unknown,['Comedy'],G - All Ages,,14643.0,22652.0,142,0,,['Anthropomorphic'],['Kids'],,,3.0,2020-07-08
2020,1,Tensei Mae no Ryouma to Tabuchi,ONA,20.0,Finished Airing,Light novel,['Comedy'],PG-13 - Teens 13 or older,5.83,10775.0,18199.0,397,0,116.0,['Workplace'],,,,1.0,2020-09-05
2020,1,Tensei shitara Slime Datta Ken OVA,OVA,5.0,Finished Airing,Manga,"['Action', 'Comedy', 'Fantasy']",PG-13 - Teens 13 or older,7.48,2029.0,1033.0,248085,524,125093.0,"['Isekai', 'Reincarnation']",,,,23.0,2019-07-09
2020,1,The God of High School,TV,13.0,Finished Airing,Web manga,"['Action', 'Fantasy']",PG-13 - Teens 13 or older,7.07,4039.0,188.0,951159,4202,537092.0,"['Martial Arts', 'Urban Fantasy']",,1.0,23.0,23.0,2020-07-06
2020,1,This Is Not Blue,Movie,1.0,Finished Airing,Original,['Avant Garde'],PG-13 - Teens 13 or older,5.38,12455.0,13226.0,1302,2,643.0,['Music'],,,,2.0,
2020,1,Tianbao Fuyao Lu,ONA,13.0,Finished Airing,Web novel,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Mystery']",PG-13 - Teens 13 or older,7.59,1618.0,6749.0,9975,125,3436.0,"['Historical', 'Mythology']",,,,20.0,2020-07-05
2020,1,Toaru Kagaku no Railgun T,TV,25.0,Finished Airing,Manga,"['Action', 'Fantasy', 'Sci-Fi']",R - 17+ (violence & profanity),8.15,459.0,1064.0,241779,3304,97721.0,['Super Power'],,5.0,22.0,24.0,2020-01-10
2020,1,Tobot V Season 2,TV,48.0,Finished Airing,Original,"['Action', 'Sci-Fi']",PG - Children,,14802.0,26075.0,75,0,,['Mecha'],['Kids'],,,11.0,2020-03-19
2020,1,Tomica Kizuna Gattai: Earth Granner,TV,51.0,Finished Airing,Other,"['Action', 'Adventure', 'Sci-Fi']",PG - Children,5.91,10406.0,12492.0,1623,2,272.0,['Mecha'],,0.0,9.0,24.0,2020-04-05
2020,1,Toon Blast,ONA,5.0,Finished Airing,Game,['Adventure'],G - All Ages,,14853.0,22655.0,142,0,,,,,,1.0,2020-08-28
2020,1,Tsumurin: Korokoro Yamu no Daibouken,ONA,2.0,Finished Airing,Original,['Adventure'],G - All Ages,,14893.0,23435.0,119,0,,,,,,5.0,2020-07-16
2020,1,Umayon,TV,12.0,Finished Airing,4-koma manga,['Comedy'],PG-13 - Teens 13 or older,6.36,7939.0,5336.0,17970,12,7859.0,['Anthropomorphic'],,2.0,21.0,3.0,2020-07-07
2020,1,Umibe no Étranger,Movie,1.0,Finished Airing,Manga,['Boys Love'],R+ - Mild Nudity,7.83,975.0,1347.0,188885,2931,93765.0,,,,,58.0,
2020,1,Uwaki to Honki The Animation,OVA,1.0,Finished Airing,Manga,['Hentai'],Rx - Hentai,6.62,,7608.0,7354,26,3363.0,,,,,16.0,
2020,1,Uzaki-chan wa Asobitai!,TV,12.0,Finished Airing,Web manga,"['Comedy', 'Romance']",PG-13 - Teens 13 or older,6.98,4448.0,475.0,500002,1749,270479.0,"['Adult Cast', 'Love Status Quo']",,5.0,21.0,23.0,2020-07-10
2020,1,Violet Evergarden Movie,Movie,1.0,Finished Airing,Light novel,"['Award Winning', 'Drama']",PG-13 - Teens 13 or older,8.85,27.0,340.0,656170,9138,300801.0,,,,,140.0,
2020,1,Wan Jie Xian Zong 4th Season,ONA,48.0,Finished Airing,Web manga,"['Action', 'Fantasy', 'Romance']",PG-13 - Teens 13 or older,7.15,3635.0,10774.0,2760,3,1141.0,"['Historical', 'Mythology']",,,,8.0,2020-09-14
2020,1,Washimo 8th Season,TV,40.0,Finished Airing,Picture book,"['Comedy', 'Sci-Fi', 'Slice of Life']",G - All Ages,,15138.0,20122.0,271,1,,['School'],['Kids'],1.0,6.0,10.0,2020-03-30
2020,1,Wo Shi Wangzhe,ONA,24.0,Finished Airing,Game,,PG - Children,,15212.0,23038.0,129,0,,,['Kids'],,,2.0,2020-07-11
2020,1,Wu Dong Qian Kun 2nd Season,ONA,12.0,Finished Airing,Novel,"['Action', 'Adventure', 'Fantasy', 'Romance']",PG-13 - Teens 13 or older,7.7,1284.0,8606.0,5472,30,2458.0,"['Historical', 'Martial Arts']",,,,25.0,2020-07-12
2020,1,Wu Shan Wu Xing (2020),ONA,3.0,Finished Airing,Original,"['Action', 'Fantasy']",R - 17+ (violence & profanity),7.86,916.0,2828.0,66744,444,20900.0,"['Historical', 'Martial Arts']",,,,26.0,2020-07-26
2020,1,Wudi Lu Zhandui,ONA,40.0,Finished Airing,Original,['Fantasy'],PG - Children,,15256.0,24223.0,103,0,,['Anthropomorphic'],['Kids'],,,12.0,2020-07-15
2020,1,Xi Yangyang Yu Hui Tailang: Yangyang Qu Maoxian,ONA,26.0,Finished Airing,Unknown,"['Adventure', 'Comedy']",PG - Children,,15325.0,21678.0,185,0,,,['Kids'],,,12.0,2020-08-01
2020,1,Xi Yangyang Yu Hui Tailang: Yiguo Da Yingjiu,TV,60.0,Finished Airing,Unknown,"['Adventure', 'Comedy']",PG - Children,,15331.0,20514.0,249,0,,,['Kids'],,,15.0,2020-07-17
