ID,Title,Link,Type,Season,Year,Character,CharacterLink,CharacterID,CharacterRole,CharacterFavorites
9253,Steins;Gate,https://myanimelist.net/anime/9253/Steins_Gate,TV,Spring,2011,Maid B,https://myanimelist.net/character/89637/Maid_B,89637,Supporting,5
