,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Themes,Genre,German,Spanish,Demographics,French
33,青のオーケストラ,,['TV'],24,Finished Airing,"Apr 9, 2023 to Oct 8, 2023",['Spring 2023'],Sundays at 17:00 (JST),"['NHK', 'NHK Enterprises']","None found,",['Nippon Animation'],['Web manga'],,,,25 min. per ep.,PG-13 - Teens 13 or older,7.16,#3576,#2926,"63,123",272,17004,"Once a prize-winning violin prodigy, Hajime gave up on music after his father, professional violinist Ryuuji Aono, was involved in a scandal that led the media to harass his family. Now living alone with his mother and entering his final year of middle school, Hajime struggles to find a new career path. However, the sound of his classmate Ritsuko Akine playing the violin inspires Hajime to dream of a musical career once more. With the help of Ritsuko, Hajime prepares to take the entrance exam for the prestigious Umimaku High School. But if he wishes to join Umimaku's orchestra, Hajime must overcome his past trauma and open himself up to new musical horizons. [Written by MAL Rewrite]","['Sequel (TV) Ao no Orchestra 2nd Season', 'Adaptation (Manga) Ao no Orchestra']",Ao no Orchestra,The Blue Orchestra,"['Music', 'Performing Arts', 'School']",['Drama'],,,,
34,私の百合はお仕事です！,Yuri is My Job!,['TV'],12,Finished Airing,"Apr 6, 2023 to Jun 22, 2023",['Spring 2023'],Thursdays at 22:30 (JST),"['Frontier Works', 'Sotsu', 'AT-X', 'Nippon Columbia', 'KlockWorx', 'Asmik Ace', 'BS Fuji', 'Tokyo MX', 'Infinite', 'Ichijinsha', 'BS NTV', 'arma bianca', 'Happinet Phantom Studios']","None found,","['Passione', 'Studio Lings']",['Manga'],"['Comedy', 'Girls Love']",['Workplace'],,23 min. per ep.,PG-13 - Teens 13 or older,6.68,#6015,#3039,"58,880",305,21433,"Hime Shiraki appears to have it all: an angelic voice, an innocent personality, and an adorable face that enamors all onlookers. However, her cuteness is all a lie—it is purely an act to achieve her self-centered goal of marrying a rich suitor. Though she often plays up her innocence to gain favor from those around her, Hime's facade does not absolve her of responsibility when an accident leaves Mai Koshiba injured. Learning that Mai is the manager of Café Liebe—a cafe themed as an all-girls academy—Hime is coerced into taking up a part-time position until Mai recovers. However, Hime's facade cannot cover up her shortcomings at being a waitress, earning her the ire of one of her coworkers, Mitsuki Yano, the elegant ""onee-sama"" who often berates Hime over her mistakes. As Hime struggles to adjust to her new job in addition to Mitsuki's unrelenting hostility, her real personality begins seeping through the cracks. [Written by MAL Rewrite]","['Adaptation (Manga) Watashi no Yuri wa Oshigoto desu!', '']",Watashi no Yuri wa Oshigoto desu!,"Schwestern in Liebe!, Watayuri",,,,,,
35,六道の悪女〈おんな〉たち,Rokudo's Bad Girls,['TV'],12,Finished Airing,"Apr 8, 2023 to Jun 24, 2023",['Spring 2023'],Saturdays at 01:35 (JST),"['Mainichi Broadcasting System', 'NBCUniversal Entertainment Japan', 'Akita Shoten', 'Crunchyroll', 'Live Viewing Japan', 'MAGNET', 'Mixer', 'BS Asahi', 'HIAN']","None found,",['Satelight'],['Manga'],"['Comedy', 'Romance']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,6.41,#7674,#3070,"57,778",118,22722,"Tousuke Rokudou is a first-year attending Aomori High, a school full of delinquents. He is often bullied by his classmates due to his incompatibility with their behavior, the only exceptions being his two good friends who are also social outcasts. Frustrated at the way they are treated, the three wish they could stand up and claim the fun, peaceful school life of their dreams. However, Tousuke's life takes a drastic turn when he receives a package from his late grandfather containing their family heirloom, a scroll said to possess the power to save him from impending danger. Upon holding the scroll, a sudden glow emanates, leaving a strange mark on Tousuke's forehead. Thinking that he's received the means to free himself and his friends from their daily treatment, Tousuke is shocked to find out that its effects are far different than what he had imagined. Although his bullying continues, he realizes that the mark from the scroll acts as a charm, capturing the hearts of delinquent girls—in particular, Ranna Himawari, the strongest of them all. [Written by MAL Rewrite]","['Adaptation (Manga) Rokudou no Onna-tachi', '']",Rokudou no Onna-tachi,Rokudou no Akujo-tachi,"['Delinquents', 'Harem', 'School']",,,,,
36,カワイスギクライシス,Too Cute Crisis,['TV'],12,Finished Airing,"Apr 7, 2023 to Jun 23, 2023",['Spring 2023'],Fridays at 22:30 (JST),"['Sotsu', 'Pony Canyon', 'Shueisha', 'Kansai Telecasting', 'Bit grooove promotion', 'BS Asahi', 'CHOCOLATE']",['Sentai Filmworks'],['SynergySP'],['Manga'],"['Comedy', 'Sci-Fi']",['Pets'],['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,6.81,#5288,#3555,"44,356",137,14298,"Upon first seeing Earth from the Azatos Empire's survey ship, Chief Investigator Liza Luna plans to eradicate every lifeform on it immediately, leaving behind only useful resources. While surveying the planet, Liza discovers that human civilization has evolved at a pathetic rate compared to other lifeforms. Liza makes her way to the surface of the planet to properly inspect and understand its inhabitants. Still convinced that there is nothing beneficial to be found, the investigator makes her way into a cafe to gauge the planet's food culture. Liza walks into a cat cafe, where she meets creatures far cuter than anything else in the galaxy. Motivated by this new discovery, Liza decides to investigate Earth's numerous adorable inhabitants. [Written by MAL Rewrite]","['Adaptation (Manga) Kawaisugi Crisis', '']",Kawaisugi Crisis,,,,,,,
37,BIRDIE WING -Golf Girls’ Story- Season 2,,['TV'],12,Finished Airing,"Apr 8, 2023 to Jun 24, 2023",['Spring 2023'],Saturdays at 01:23 (JST),['TV Tokyo'],"None found,",['Bandai Namco Pictures'],Original,,,,23 min. per ep.,PG-13 - Teens 13 or older,7.56,#1708,#3929,"36,356",174,16006,"Arriving in Japan, underground golfer Eve wants nothing more than to play a match against Aoi Amawashi, the ""Innocent Tyrant"" prodigy that caught her eye. However, the girls, wishing to finally settle the score on who is the better golfer, will have to wait until the conclusion of the All-Japan Girls' High School Gold Doubles Championship. Now competing together for the Raiou Girls' Academy's golf team, Eve and Aoi decide to work together to claim a win for their institution. For a chance at defeating their more challenging opponents, both girls must find a way to further develop their golfing styles. However, dangerous figureheads pull strings in the background, making this high school golf tournament much more serious than it appears. In addition, Eve's illusive past resurfaces, making matters between her and Aoi even more complicated than they already were. [Written by MAL Rewrite]","[""Prequel (TV) Birdie Wing: Golf Girls' Story"", '']",Birdie Wing: Golf Girls' Story Season 2,,,['Sports'],,,,
38,ポケットモンスター(2023),Pokémon Horizons: The Series,['TV'],Unknown,Currently Airing,"Apr 14, 2023 to ?",['Spring 2023'],Fridays at 18:55 (JST),"['TV Tokyo', 'Soranone']","None found,",['OLM'],Game,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,['Kids'],24 min.,PG - Children,7.39,#2404,#3962,"35,590",344,8094,"In a world filled with strange yet majestic creatures known as Pokémon, a new adventure begins! Hailing from the pristine region of Paldea, the timid Liko travels to the Kanto region to attend the Indigo Academy and become a Pokémon trainer—a person who forms relationships with Pokémon and trains them to participate in battles. Soon, Liko acquires Nyahoja, a fickle Grass-type cat Pokémon, as her first partner. Prior to Liko's transfer to Kanto, her grandmother gives her a uniquely patterned and gleaming pendant as a protective charm. However, an enigmatic organization—The Explorers—seems to know a secret about the pendant and nearly succeeds in stealing it from Liko. Fortunately, she is rescued by the Rising Volt Tacklers, a group of adventurers led by a Lizardon-riding trainer named Friede. After a series of encounters with The Explorers, Liko decides to join Friede's team, accompanying him and his crew members on a grand journey across the regions. Along the way, they aim to unravel not only the mysteries of the world of Pokémon, but also the power that resides within her pendant. [Written by MAL Rewrite]","['Adaptation (Manga) Pocket Monsters: Liko no Takaramono', '']",Pokemon (2023),"Pokémon: Liko to Roy no Tabidachi, Pocket Monsters: Liko to Roy no Tabidachi, Pokémon: Terapagos no Kagayaki, Pocket Monsters: Terapagos no Kagayaki, Pokemon Horizons: Liko and Roy's Departure, Pokemon Horizons: Terapagos' Gleam",,,,,,
39,THE MARGINAL SERVICE,The Marginal Service,['TV'],12,Finished Airing,"Apr 12, 2023 to Jun 28, 2023",['Spring 2023'],Wednesdays at 01:29 (JST),"['Shochiku', 'Movic', 'Nippon Television Network', 'King Records', 'Cygames', 'dugout', 'Happinet Media Marketing']","None found,",['Studio 3Hz'],Original,"['Action', 'Sci-Fi']",['Adult Cast'],,22 min. per ep.,PG-13 - Teens 13 or older,5.51,#12069,#4859,"22,872",65,6336,"Foolhardy police officer Brian Nightraider is dismissed from the force for a history of reckless behavior that ultimately resulted in his partner's death. While wallowing in self-pity, the disgraced officer receives a curious invitation from the United Nations Immigration Bureau Special Investigation Unit. He has been recruited to join the Marginal Service, a secret underground branch of the UN tasked with handling Borderlanders. Indistinguishable from humans, Borderlanders are aliens that peacefully coexist in society. But now, a Borderlander terrorist organization has emerged, manufacturing and distributing a potent drug called Confu. With the Borderlanders' ability to regenerate and blend in as humans, uncovering the drug-trafficking ring will be no easy undertaking. However, the ragtag group at the Marginal Service are not one to back down from a challenge—even as their work exposes some unexpected figures as Borderlanders. [Written by MAL Rewrite]",[],The Marginal Service,,,,,,,
40,絆のアリル,,['TV'],12,Finished Airing,"Apr 4, 2023 to Jun 20, 2023",['Spring 2023'],Tuesdays at 01:30 (JST),"['TV Tokyo', 'Shogakukan-Shueisha Productions', 'Animax', 'Movic', 'Bandai', 'Shogakukan Music & Digital Entertainment', 'NTT Plala', 'Legs', 'NetEase', 'Kizuna AI']","None found,","['Wit Studio', 'Signal.MD']",Original,,,,23 min. per ep.,PG-13 - Teens 13 or older,5.25,#12799,#5310,"18,426",72,4786,"It has been five years since AI Kizuna disappeared from the virtual world. Despite being an AI, she has captured the hearts of her fans, including Miracle, an aspiring virtual artist, with her performances. As Miracle attends ADEN Academy, a school for virtual artists, she makes new friends while learning more about singing, performing, and streaming. Miracle's ultimate goal is to win the prestigious Lapin d'Or at the Virtual Grid Awards, an achievement Kizuna has earned five consecutive times. To do this, she works to improve her channel ranking through streams and performances, trying to stand out among other students at the academy. Determined to fulfill her dream of inspiring others the same way Kizuna inspired her, the budding star will not give up. [Written by MAL Rewrite]","['Sequel (TV) Kizuna no Allele Season 2', '']",Kizuna no Allele,,"['Music', 'School']",,,,,
41,アイドルマスター シンデレラガールズ U149,,['TV'],12,Finished Airing,"Apr 6, 2023 to Jun 29, 2023",['Spring 2023'],Thursdays at 00:00 (JST),"['Nippon Columbia', 'Bandai Namco Entertainment', 'Cygames']","None found,",['CygamesPictures'],['Web manga'],,,,24 min. per ep.,PG-13 - Teens 13 or older,7.69,#1321,#5470,"16,992",162,7210,"Mature grade school student Arisu Tachibana is an aspiring idol who receives an invitation from her company president to participate in the Third Entertainment Section—a new idol project. Arisu and eight other young girls soon meet their producer before beginning idol-related activities. To the girls' surprise, their producer appears to be a childlike adult and nothing like what they had imagined. The producer, who is taking on the position for the first time, also had no idea that he would be meeting a group of short, young idols. The awkward situation leaves Arisu disappointed, and she wishes for a producer change. However, the producer, with his genuine love for idols and his desire to see them shine, will not let this opportunity pass and expresses that he is serious about working with the girls. Thankfully, the young idols accept the producer after seeing his unwavering passion for idols, serving as the start of their journey to the stage of dreams. [Written by MAL Rewrite]","['Adaptation (Manga) The iDOLM@STER Cinderella Girls: U149', '']",The iDOLM@STER Cinderella Girls: U149,,"['Idols (Female)', 'Music']",['Slice of Life'],,,,
42,ワールドダイスター,Stella of the Theater: World Dai Star,['TV'],12,Finished Airing,"Apr 9, 2023 to Jun 25, 2023",['Spring 2023'],Sundays at 23:00 (JST),"['Studio Hibari', 'Lantis', 'Good Smile Company', 'Egg Firm', 'Hawkeye', 'GREE Entertainment', 'Bandai Namco Filmworks', 'Bandai Namco Music Live', 'Daito Giken']","None found,",['Lerche'],Mixed media,,['Performing Arts'],,24 min. per ep.,PG-13 - Teens 13 or older,7.32,#2764,#5580,"16,070",88,5440,"In the 20th century, the world is experiencing a musical theater boom. Top performers known as Dai Stars enthrall the audience with their marvelous acting and singing. Among them, the greatest performers are given the title World Dai Star. Young and inexperienced Kokona Ootori dreams of being recognized as a World Dai Star. After multiple failures, she finally gets another chance to audition for the world-renowned theater troupe Sirius. Inspired by her best friend Shizuka, Kokona takes the first steps toward her goal and works hard to improve her acting. However, the world of theater is fiercely competitive, as many other girls seek the spotlight—including Kathrina Griebel, a talented performer from Germany. In order to fulfill her dream, Kokona needs to earn the right to stand on stage above all else. [Written by MAL Rewrite]",[],World Dai Star,,,,,,,
43,東京ミュウミュウ にゅ～♡,,['TV'],12,Finished Airing,"Apr 5, 2023 to Jun 21, 2023",['Spring 2023'],Wednesdays at 00:00 (JST),"['TV Tokyo', 'Dentsu', 'Pony Canyon', 'Kodansha']",['Sentai Filmworks'],"['Yumeta Company', 'Graphinica']",['Manga'],"['Romance', 'Sci-Fi']",['Mahou Shoujo'],['Shoujo'],23 min. per ep.,PG-13 - Teens 13 or older,6.71,#5828,#5612,"15,848",59,4582,"After a successful showdown at Tokyo Tower, the Mew Mew girls enjoy a temporary respite. Now that Ichigo Momomiya and Masaya Aoyama have confessed their feelings to each other, Ichigo is overjoyed to spend time with her new boyfriend. However, their quick break gets interrupted, and soon the girls must battle against the Chimera Anima yet again. When things go awry in the ensuing fight, Ichigo is placed in grave danger. Just when things look most bleak, the mysterious Blue Knight arrives and saves Ichigo, proclaiming that he was born to protect her, before disappearing into thin air. With the fate of the world on their shoulders and the identity of the Blue Knight in question, the Mew Mew girls must strive to create balance between alien-fighting and their personal lives. [Written by MAL Rewrite]","['Prequel (TV) Tokyo Mew Mew New ♡', 'Adaptation (Manga) Tokyo Mew Mew']",Tokyo Mew Mew New ♡ 2nd Season,,,,,,,
44,魔術士オーフェンはぐれ旅 聖域編,Sorcerous Stabber Orphen -Doom of Dragon's Sanctuary-,['TV'],12,Finished Airing,"Apr 12, 2023 to Jun 28, 2023",['Spring 2023'],Wednesdays at 20:30 (JST),"['WOWOW', 'Bushiroad', 'BS Fuji', 'Nippon Television Network', 'Yomiuri TV Enterprise', 'TO Books', 'NetEase', 'MediaNet Pictures', 'Bandai Namco Music Live']","None found,",['Studio Deen'],['Light novel'],"['Action', 'Adventure', 'Drama', 'Fantasy']",['Martial Arts'],,23 min. per ep.,PG-13 - Teens 13 or older,6.08,#9532,#6257,"11,959",38,2507,"With no other choice left, Orphen is led by Winona to meet the lord of the Imminent Domain, Almagest. What secrets does he hold?","['Prequel (TV) Majutsushi Orphen Hagure Tabi: Urbanrama-hen', 'Adaptation (Light Novel) Majutsushi Orphen Hagure Tabi']",Majutsushi Orphen Hagure Tabi: Seiiki-hen,"Majutsushi Orphen Hagure Tabi 4th Season, Sorcerous Stabber Orphen 4th Season",,,,,,
45,アリス・ギア・アイギス Expansion,,['TV'],12,Finished Airing,"Apr 4, 2023 to Jun 20, 2023",['Spring 2023'],Tuesdays at 01:05 (JST),"['Docomo Anime Store', 'COLOPL', 'BS NTV', 'Kadokawa', 'Bandai Namco Filmworks', 'Pyramid']",['Sentai Filmworks'],['Nomad'],Game,"['Action', 'Sci-Fi']",,,23 min. per ep.,PG-13 - Teens 13 or older,5.72,#11280,#6472,"11,029",12,3055,"Centuries ago, mankind abandoned planet Earth after the Vice, a race of mechanical aliens, drove them from their home into a life adrift in space. Now resigned to starships forged of pieces of Earth’s shattered moon, the final hope for humanity lies in the hands of Actresses, young women born with the ability to wield the only weapons that can harm the Vice: Alice Gears, mechanical suits that can finally turn the tide against the alien incursion. (Source: HIDIVE)",[],Alice Gear Aegis Expansion,,,,,,,
46,Opus.COLORs (オーパスカラーズ),,['TV'],12,Finished Airing,"Apr 7, 2023 to Jun 23, 2023",['Spring 2023'],Fridays at 00:00 (JST),"['Magic Capsule', 'NBCUniversal Entertainment Japan']","None found,",['C-Station'],Original,,,,24 min. per ep.,PG-13 - Teens 13 or older,5.73,#11250,#6796,"9,870",43,2031,"Once shunned by the art world, Perception Art has taken the world by storm. The medium has evolved to incorporate all five senses, allowing viewers to completely immerse themselves in pieces of art. As the son of the creators of this movement, Kazuya Yamanashi has inherited his late parents' talent and creativity for Perception Art. Now enrolled at Eisen High School, the first-year has his sights set on becoming the best Perception Artist. Kazuya has a reason besides ambition to attend this prestigious institution, as he hopes to make amends with his estranged childhood friend, third-year student Kyou Takise. But the rift between them may be difficult to repair since Kyou and Kazuya belong to different streams of study at the school. As luck would have it, the two are partnered for the exclusive Staircaser competition, in which the winners will represent Eisen for the year. In order to stand a chance against their competitors, Kazuya and Kyou will have to learn to set aside their differences first. [Written by MAL Rewrite]",[],Opus.COLORs,,"['School', 'Visual Arts']",['Sci-Fi'],,,,
47,MIX MEISEI STORY 2ND SEASON 〜二度目の夏、空の向こうへ〜,MIX Season 2,['TV'],24,Finished Airing,"Apr 1, 2023 to Sep 23, 2023",['Spring 2023'],Saturdays at 17:30 (JST),"['Shogakukan-Shueisha Productions', 'Yomiuri Telecasting', 'Shogakukan']","None found,",['OLM'],['Manga'],"['Drama', 'Romance', 'Sports']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,6.98,#4489,#7307,"8,250",18,2463,Second season of Mix: Meisei Story.,"['Prequel (TV) Mix: Meisei Story', 'Adaptation (Manga) Mix']","Mix: Meisei Story 2nd Season - Nidome no Natsu, Sora no Mukou e",,"['School', 'Team Sports']",,,,,
48,逃走中 グレートミッション,Run For Money: The Great Mission,['TV'],Unknown,Currently Airing,"Apr 2, 2023 to ?",['Spring 2023'],Sundays at 09:00 (JST),"['Yomiko Advertising', 'Fuji TV']","None found,",['Toei Animation'],Other,"['Sci-Fi', 'Suspense']",['High Stakes Game'],,23 min.,PG-13 - Teens 13 or older,5.65,#11608,#8213,"6,113",27,773,"Due to Earth's increasing climate crisis, humanity has developed futuristic technology to migrate to the Moon. Tomura Sawyer works as a courier in the higher areas, saving money for his little brother, Haru, who suffers from Smoky Moon Disease - a sickness produced by the smoke and polution from the lower areas. The two siblings dream of moving to the higher, cleaner areas to treat this disease. Tomura takes a gamble to do the impossible: to participate in the TV program ""Run for Money"" and to win against all the other contestants even if he doesn't have the Chrono Bracelet required for it. A producer of said program by the name of Harvest seems to take an interest in Tomura's determination to participate, so she gifts him the Bracelet and allows him to participate. In this glorified game of Tag, Tomura Sawyer must last longer than anyone else without being touched by the enemies in this game — the Hunters.",[],Tousouchuu: Great Mission,,,,,,,
49,ぼさにまる,,['TV'],96,Finished Airing,"Apr 3, 2023 to Sep 14, 2023",['Spring 2023'],Mondays at 09:50 (JST),"['Sanrio', 'Oddjob']","None found,","['soket', 'maroyaka']",Original,,['Pets'],,1 min. per ep.,G - All Ages,6.12,#9261,#13654,"1,174",5,150,A short anime series based on Sanrio's Bosanimal character line.,[],Bosanimal,,,,,,,
50,でんでんの電脳電車,,['TV'],12,Finished Airing,"Apr 13, 2023 to Jun 29, 2023",['Spring 2023'],Thursdays at 01:35 (JST),['Pony Canyon'],"None found,",['Studio HUIT'],Original,,,,5 min. per ep.,PG-13 - Teens 13 or older,[],#20227,#13614,"1,186",7,,A 3D short anime featuring active VTubers/VSingers.,[],Denden no Dennou Densha,,,['Comedy'],,,,
51,ちびゴジラの逆襲,Chibi Godzilla Raids Again,['TV'],13,Finished Airing,"Apr 1, 2023 to Jun 24, 2023",['Spring 2023'],Saturdays at 07:00 (JST),['TOHO'],"None found,",['Pie in the sky'],Original,,,['Kids'],2 min. per ep.,G - All Ages,6.76,#5575,#13802,"1,124",9,411,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Chibi Godzilla no Gyakushuu 2nd Season', '']",Chibi Godzilla no Gyakushuu,,,['Fantasy'],,,,
52,ユーチューニャー,,['TV'],15,Finished Airing,"Apr 4, 2023 to Jul 11, 2023",['Spring 2023'],Thursdays at 06:00 (JST),"None found,","None found,",['Lesprit'],Original,,,,1 min. per ep.,G - All Ages,5.74,#11194,#15183,764,1,156,"The anime will focus on the everyday lives of three different streamer cats: Nya, who has a minor channel; Tomoneko, who has a popular channel; and Tsuyoneko, who has a channel right in the middle of the struggle. (Source: ANN)","['Sequel (TV) YouTuNya 2nd Season', '']",YouTuNya,,,['Comedy'],,,,
53,デュエル・マスターズ WIN 決闘学園（デュエル・ウォーズ）編,,['TV'],49,Finished Airing,"Apr 2, 2023 to Mar 31, 2024",['Spring 2023'],Sundays at 08:30 (JST),"None found,","None found,","[""Brain's Base"", 'Shogakukan Music & Digital Entertainment']",Original,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,['Kids'],24 min. per ep.,G - All Ages,[],#20452,#15652,674,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Duel Masters Win', '']",Duel Masters Win: Duel Wars-hen,,,,,,,
54,ぐんまちゃん シーズン2,,['TV'],13,Finished Airing,"Apr 8, 2023 to Jul 1, 2023",['Spring 2023'],Saturdays at 07:58 (JST),"None found,","None found,",['Ascension'],Other,,,,24 min. per ep.,G - All Ages,[],#20929,#16956,507,1,,"The second season of Gunma-chan, an anime series based on the Gunma Prefecture mascot character, Gunma-chan.","['Prequel (TV) Gunma-chan', '']",Gunma-chan Season 2,,,['Slice of Life'],,,,
55,신비아파트 고스트볼 ZERO,,['TV'],11,Finished Airing,"Mar 20, 2023 to Jun 15, 2023",['Spring 2023'],Unknown,['CJ ENM'],"None found,",['Studio BAZOOKA'],Original,"['Fantasy', 'Supernatural']",,['Kids'],24 min. per ep.,G - All Ages,[],#14412,#17916,424,4,,Fifth season of Sinbi Apartment.,"['Prequel (TV) Sinbi Apartment: Ghost Ball Double X', 'Prequel (TV) Sinbi Apartment: Ghost Ball Z', 'Sequel (TV) Sinbi Apartment: Ghost Ball Zero - Du Beonjjae Iyagi', '']",Sinbi Apartment: Ghost Ball Zero,,,,,,,
56,베스티언즈,Bastions,['TV'],5,Finished Airing,"May 14, 2023 to Jun 11, 2023",['Spring 2023'],Unknown,"None found,","None found,","None found,",Original,"['Action', 'Comedy']",,,14 min. per ep.,PG-13 - Teens 13 or older,5.49,#12123,#18139,407,1,126,"The five-part series, which utilizes a 3D animation style, follows a group of superheroes in a world where they must compete for popularity as they achieve worldwide notoriety for unmasking a villain who posed an environmental threat. (Source: Decider)",[],Bastions,,"['Music', 'Super Power']",,,,,
57,ゴー！ゴ―！びーくるずー,,['TV'],26,Finished Airing,"Apr 2, 2023 to Dec 24, 2023",['Spring 2023'],Sundays at 09:00 (JST),['Takara Tomy A.R.T.S'],"None found,","['OLM', 'Signal.MD']",Other,,['Anthropomorphic'],['Kids'],2 min. per ep.,PG - Children,[],#20828,#18741,361,0,,The story is set in a town where animals and vehicles live together. They cooperate to protect the townspeople from various troubles that emerge. (Source: Tomica Wiki),[],Go! Go! Vehicle Zoo,,,,,,,
58,まめきちまめこニートの日常,Mameko Mamekichi's NEET Everyday Life 2nd Season,['TV'],39,Finished Airing,"May 17, 2023 to Sep 27, 2023",['Spring 2023'],Not scheduled once per week,"None found,","None found,",['Tezuka Productions'],['Web manga'],,,,1 min. per ep.,PG-13 - Teens 13 or older,[],#17504,#18943,347,0,,The second season of Mamekichi Mameko NEET no Nichijou.,"['Prequel (TV) Mamekichi Mameko NEET no Nichijou', '']",Mamekichi Mameko NEET no Nichijou 2nd Season,,,['Comedy'],,,,
59,炸裂！あまびえ姫。 Season 2,,['TV'],12,Finished Airing,"Apr 9, 2023 to Jun 24, 2023",['Spring 2023'],Sundays at 06:55 (JST),"None found,","None found,",['CANON RECORDINGS'],Original,,,,3 min. per ep.,G - All Ages,[],#19046,#18967,345,1,,The second season of Sakuretsu! Amabie-hime.,"['Prequel (TV) Sakuretsu! Amabie-hime.', 'Sequel (TV) Sakuretsu! Amabie-hime. Season 3']",Sakuretsu! Amabie-hime. Season 2,,,['Comedy'],,,,
60,おしりたんてい,,['TV'],15,Finished Airing,"Apr 8, 2023 to Nov 18, 2023",['Spring 2023'],Saturdays at 09:00 (JST),"None found,","None found,",['Toei Animation'],Picture book,"['Comedy', 'Fantasy', 'Mystery']",,['Kids'],20 min. per ep.,PG - Children,[],#18404,#19634,303,1,,Seventh season of Oshiri Tantei.,"['Prequel (TV) Oshiri Tantei 6th Season', 'Sequel (TV) Oshiri Tantei 8th Season']",Oshiri Tantei 7th Season,Butt Detective,,,,,,
61,しゅわわん!,,['TV'],Unknown,Currently Airing,"Mar 22, 2023 to ?",['Spring 2023'],Not scheduled once per week,['NHK'],"None found,",['KOO-KI'],Original,,['Childcare'],,5 min.,G - All Ages,[],#14375,#19614,304,0,,"Shuwawan! chronicles the family life of real-life photographer and essayist Harumichi Saitou. Saitou and his wife are both deaf, his children are both hearing, and the family communicates in sign language. The anime draws on Saitou's own Ikuji Manga Nikki (Child-rearing Manga Diary) work. (Source: ANN)",[],Shuwawan!,,,['Slice of Life'],,,,
62,차징 탑스피너,Charging Topspinner,['TV'],26,Finished Airing,"May 13, 2023 to Dec 15, 2023",['Spring 2023'],Unknown,"None found,","None found,","None found,",Original,,['Strategy Game'],['Kids'],13 min. per ep.,G - All Ages,[],#19862,#21693,190,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Charging Topspinner BX', '']",Charging Topspinner,,,['Action'],,,,
63,코드네임X,Code Name X,['TV'],26,Finished Airing,"Apr 8, 2023 to Nov 4, 2023",['Spring 2023'],Unknown,"None found,","None found,","None found,",Original,"['Action', 'Comedy', 'Mystery']",,['Kids'],11 min. per ep.,PG - Children,[],#20024,#21843,181,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Code Name X,,,,,,,
64,꼬미마녀 라라,Komi Witch Lara,['TV'],13,Finished Airing,"Mar 13, 2023 to Jun 12, 2023",['Spring 2023'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],11 min. per ep.,PG - Children,[],#16994,#21906,178,0,,"Tells the main character, Lara, who enters a magical world called Loia, where the magicians and Komipet live, and receives a magic education that goes against her wishes at the end of the twists and turns. When the peaceful village of lo gradually gained strange energy, the COMI Pelhiaraan Animal became damaged and a strange commotion appeared. Lara, who sympathizes with komipets with unique activeness and intelligence, heals them and breaks the commotion, gradually growing into a small witch. (Source: Mahou Shoujo, Magical Girl Wiki)","['Sequel (TV) Kkomimanyeo Lara Season 2', '']",Kkomimanyeo Lara,,"['Mahou Shoujo', 'School']",['Fantasy'],,,,
65,메탈카드봇,Metal Cardbot,['TV'],26,Finished Airing,"Mar 30, 2023 to Sep 13, 2023",['Spring 2023'],Unknown,"None found,","None found,",['SAMG Entertainment'],Other,"['Action', 'Sci-Fi']",,['Kids'],13 min. per ep.,PG - Children,[],#17715,#22197,166,0,,"A long time ago, there was a planet named Machina where a race of sentient machines, or Metal Cardbots, resided. One day, the planet suddenly explodes, forcing its inhabitants to live on Earth. To not attract attention, the Cardbots disguise themselves as everyday vehicles. In the present day, Jun, an elementary school kid who loves BMX, accidentally discovers the Metal Breath, a wrist gadget that allows him to capture and power up the Cardbots with different abilities. (Source: IMDb)","['Sequel (TV) Metal Cardbot S', '']",Metal Cardbot,,,,,,,
66,헬로 카봇 시즌13,,['TV'],26,Finished Airing,"Apr 30, 2023 to Oct 29, 2023",['Spring 2023'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],11 min. per ep.,PG - Children,[],#21126,#22608,149,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Hello Carbot Season 12', 'Sequel (TV) Hello Carbot Season 14']",Hello Carbot Season 13,Hello Carbot: Jem,"['Mecha', 'Racing']",['Action'],,,,
67,나비의 모험,,['TV'],26,Finished Airing,"May 6, 2023 to Oct 28, 2023",['Spring 2023'],Unknown,"None found,","None found,","None found,",['Manga'],,['Pets'],['Kids'],15 min. per ep.,G - All Ages,[],#18036,#22936,138,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Nabiui Moheom,,,['Comedy'],,,,
