,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Themes,Genre,Demographics
42,Kiratto Pri☆chan 2nd Season,キラッとプリ☆チャン シーズン2,,,,,['TV'],51,Finished Airing,"Apr 7, 2019 to Mar 29, 2020",['Spring 2019'],Sundays at 10:00 (JST),"None found,","None found,",['Tatsunoko Production'],Game,"['Comedy', 'Slice of Life']",,,24 min. per ep.,PG - Children,7.45,#2141,#9987,"3,551",32,1158,"Mirai Momoyama, Emo Moegi, and Rinka Aoba are 2nd year students at Kirarigaoka Middle School in Kirajuku, and together they form an idol group called ""Miracle☆Kiratts""! The popularity of their streaming programs has skyrocketed! One day, a mysterious Pri☆Chan idol named ""Dia"" appears, and everyone is given a Jewel Pact. Along with that, she announces the opening of the ""Jewel Auditions"", an event where idols with a jewel-like shine are chosen to become ""Jewel Idols"". Only those who can pass the audition with a sparkling heart can make their ""Kiratto Jewel"" shine, allowing them to receive their ""Jewel Coord"". And out of all of them, only the best ""Jewel Idol"" can wear the long-admired ""Diamond Coord"". Who's going to be?! (Source: PriChan Wiki, edited)","['Prequel (TV) Kiratto Pri☆chan', 'Sequel (TV) Kiratto Pri☆chan Season 3']",Kiratto Pri☆chan Season 2,"['Idols (Female)', 'Music']",,
43,Watanuki's House,四月一日さん家の,,,,,['TV'],12,Finished Airing,"Apr 19, 2019 to Jul 6, 2019",['Spring 2019'],Saturdays at 00:55 (JST),"None found,","None found,","None found,",Other,,,,23 min. per ep.,PG-13 - Teens 13 or older,5.81,#10882,#10942,"2,663",3,233,"In the story, the three VTubers will play the roles of the Watanuki sisters, who live together in one house in the Shitamachi area of Tokyo after they lost their parents. The series will show the heartwarming everyday lives of the sisters. (Source: ANN)","['Sequel (TV) Watanuki-san Chi to', '']",Watanuki-san Chi no,,['Slice of Life'],
44,,ジモトがジャパン,I'm from Japan,,,,['TV'],50,Finished Airing,"Apr 8, 2019 to Mar 23, 2020",['Spring 2019'],Mondays at 07:05 (JST),['Shueisha'],"None found,",['Oddjob'],['Manga'],"['Comedy', 'Slice of Life']",['Gag Humor'],['Shounen'],2 min. per ep.,G - All Ages,[],#19007,#12050,"1,915",4,,"There's a new tough guy transfer student in Tokyo. His name is Tokio and he's raring to see how scrappy the locals are. But when he comes face-to-face with a Japan-obsessed red-haired kid that won't leave him alone until he tells him exactly what prefecture he's from, his life takes a turn for the crazy! This kid isn't just Japan obsessed, he's developed a martial art based on all the different prefectures in the country! (Source: VIZ Media)","['Adaptation (Manga) Jimoto ga Japan', '']",Jimoto ga Japan,,,
45,"TV Yarou Nanaana Season 2, Televi Yarou Nanana, TV Yarou Nana-na",テレビ野郎 ナナーナ　わくわく洞窟ランド,,Wacky TV Nanana Zweite Staffel,Wacky TV Nanana Temporada 2,Wacky TV Nanana Deuxième Saison,['TV'],24,Finished Airing,"Apr 11, 2019 to Sep 19, 2019",['Spring 2019'],Thursdays at 07:30 (JST),"None found,","None found,",['Studio Crocodile'],Original,"['Adventure', 'Comedy']",['Workplace'],,3 min. per ep.,PG-13 - Teens 13 or older,6.25,#8572,#12790,"1,503",3,593,"After the TV station gets acquired by ""Nanazon Prime Video,"" departments that don't get high ratings will be restructured (aka fired). The shooting crew takes on a large-scale plan for their survival. The Banakawa Family was an extremely wealthy family in the Edo period but their gold was hidden somewhere in a cave (that even the surviving members of the Banakawa Family can't find). So the crew's program will feature them exploring the underground world in search of this hidden treasure that so far major TV station networks with big budgets could not find.","['Prequel (TV) TV Yarou Nanaana', 'Sequel (TV) TV Yarou Nanaana: Kaibutsu Kraken wo Oe!']",TV Yarou Nanaana: Wakuwaku Doukutsu Land,,,
46,,デュエル・マスターズ! !,,,,,['TV'],51,Finished Airing,"Apr 7, 2019 to Mar 29, 2020",['Spring 2019'],Sundays at 08:30 (JST),"['TV Tokyo', 'Shueisha', 'Shogakukan']","None found,","[""Brain's Base"", 'Shogakukan Music & Digital Entertainment']",Original,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,['Kids'],24 min. per ep.,G - All Ages,5.69,#11427,#13311,"1,293",3,207,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Duel Masters!', 'Sequel (TV) Duel Masters King', 'Adaptation (Manga) Duel Masters', '']",Duel Masters!!,,,
47,Young Ashibe: Go! Go! Goma-chan 4,少年アシベ GO! GO! ゴマちゃん 4,,Shonen Ashibe GO! GO! Goma-chan Staffel 4,Shonen Ashibe GO! GO! Goma-chan Temporada 4,Shônen Ashibe Go! Go! Goma-chan Saison 4,['TV'],24,Finished Airing,"Apr 2, 2019 to Dec 17, 2019",['Spring 2019'],Tuesdays at 18:45 (JST),"None found,","None found,","['Bridge', 'Studio Palette']",['4-koma manga'],"['Comedy', 'Slice of Life']",['Pets'],['Seinen'],9 min. per ep.,G - All Ages,5.84,#10713,#15043,804,0,219,Fourth season of Shounen Ashibe: Go! Go! Goma-chan.,"['Prequel (TV) Shounen Ashibe: Go! Go! Goma-chan 3', '']",Shounen Ashibe: Go! Go! Goma-chan 4,,,
48,,Bラッパーズ ストリート,,,,,['TV'],50,Finished Airing,"Apr 11, 2019 to Mar 26, 2020",['Spring 2019'],Thursdays at 07:05 (JST),"['Sony Music Communications', 'Sony Music Entertainment', 'Shogakukan', 'Sony Interactive Entertainment']","None found,",['Pie in the sky'],Original,,['Music'],,2 min. per ep.,G - All Ages,[],#16694,#15200,762,2,,"A multimedia project collaboration between Shogakukan, Sony Interactive Entertainment, Sony Music Entertainment, and Sony Music Communications, and features a theme of rap and hip-hop. The story follows Yo!Hey, a boy who raps to the beat of his farts. The anime will air withing the Ota-Suta (""Good Morning Star"") children's television program and the manga counterpart will be published in March. (Source: ANN)","['Adaptation (Manga) B Rappers Street', '']",B Rappers Street,,['Comedy'],
49,Gonjiro The Furball,けだまのゴンじろー,,,,,['TV'],51,Finished Airing,"Apr 6, 2019 to Mar 28, 2020",['Spring 2019'],Saturdays at 10:00 (JST),"None found,","None found,","['OLM', 'Wit Studio', 'Signal.MD']",Other,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,,24 min. per ep.,G - All Ages,[],#19350,#15704,669,0,,"One day, a timid fifth elementary student named Makoto Maegami discovers a mysterious jumping hairball stuck to its head! It then eats one of Makoto's buttons and suddenly transforms into an alien-like form named Gonjiro. Gonjiro has the intangible ability to shapeshift itself into anything to ""fit"" and assist any of whatever trouble Makoto finds himself into. Thus the misadventures of Makoto entangles with Gonjiro protecting him in any ""hairy"" situations. (Source: Animanga Wiki)","['Adaptation (Manga) Kedama no Gonjirou', '']",Kedama no Gonjirou,,,
50,"Days of van Meowogh, Meowogh the Cat: Mes Misérables, Niagho",猫のニャッホ ～ニャ・ミゼラブル～,,,,,['TV'],25,Finished Airing,"Apr 3, 2019 to Sep 18, 2019",['Spring 2019'],Not scheduled once per week,"None found,","None found,","['TMS Entertainment', 'Jinnis Animation Studios']",Game,,,['Kids'],1 min. per ep.,G - All Ages,6.07,#9548,#16196,598,0,153,"TV adaptation of Cocone Corporation's mobile puzzle game app. Discover the adventures of the cat painter, Vincent van Meowogh who lives in a mansion in Paris surrounded by his quirky friends. Let's give him a spark of inspiration for his painting by completing puzzle stages, buy back the furniture and restore his home to its former glory! (Source: ANN)",[],Neko no Nyagh: Nya Misérables,"['Anthropomorphic', 'Visual Arts']",,
51,,ねこねこ日本史 第4期,Meow Meow Japanese History,,,,['TV'],32,Finished Airing,"Apr 3, 2019 to Feb 26, 2020",['Spring 2019'],Wednesdays at 18:45 (JST),"None found,","None found,","None found,",['Web manga'],,,['Kids'],9 min. per ep.,G - All Ages,[],#20606,#16671,541,0,,Fourth season of Neko Neko Nihonshi.,"['Prequel (TV) Neko Neko Nihonshi 3rd Season', 'Sequel (TV) Neko Neko Nihonshi 5th Season', 'Adaptation (Manga) Neko Neko Nihonshi', '']",Neko Neko Nihonshi 4th Season,"['Anthropomorphic', 'Historical', 'Parody', 'Samurai']",,
52,GG Bond 15,猪猪侠 恐龙日记,GG Bond Season 15: Dinosaur Diary,,,,['TV'],104,Finished Airing,"Apr 29, 2019 to Aug 27, 2019",['Spring 2019'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],13 min. per ep.,G - All Ages,[],#16369,#19163,335,0,,"A more educational season of GG Bond. This season is composed of 2 arcs, each arc has 52 episodes. GG Bond works on cleaning up some fossils at the lab as they'll be used in a museum exhibit. He uses a fossil to create a data coin that is compatible with his special jet. This allows for him to travel back in time to the original animal (a T-Rex) the fossil was made of. While GG Bond is ecstatic to learn about dinosaurs in-person (as well as mine more accurate data for the data coin), he didn't quite realize the danger he'd be in. He successfully gets out of this sticky situation but there's still a lot more dinosaurs he needs to get information on.","['Prequel (TV) Zhu Zhu Xia: Jing Qiu Xiao Yingxiong', 'Sequel (TV) Zhu Zhu Xia: Jing Su Xiao Yingxiong']",Zhu Zhu Xia: Konglong Riji,"['Historical', 'Super Power']",['Sci-Fi'],
53,,大福くん＠きんてれ 第2期,,,,,['TV'],26,Finished Airing,"Apr 5, 2019 to Oct 4, 2019",['Spring 2019'],Fridays at 07:30 (JST),['Sony Creative Products'],"None found,","None found,",Other,,,,Unknown,PG - Children,[],#17512,#19360,321,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Daifuku-kun@Kin Tele', '']",Daifuku-kun@Kin Tele 2nd Season,,['Comedy'],
54,Wasimo 7,わしも-wasimo-(第7シリーズ),,,,,['TV'],40,Finished Airing,"Apr 1, 2019 to Nov 12, 2019",['Spring 2019'],Unknown,"None found,","None found,","None found,",Picture book,"['Comedy', 'Sci-Fi', 'Slice of Life']",['School'],['Kids'],10 min. per ep.,G - All Ages,[],#15262,#20402,263,0,,Seventh season of the Washimo series.,"['Prequel (TV) Washimo 6th Season', 'Sequel (TV) Washimo 8th Season']",Washimo 7th Season,,,
55,,岐阜のたてかよこ,,,,,['TV'],26,Finished Airing,"Apr 4, 2019 to Oct 10, 2019",['Spring 2019'],Thursdays at 09:54 (JST),"None found,","None found,","None found,",['4-koma manga'],,,['Kids'],30 sec. per ep.,G - All Ages,[],#18184,#20888,236,0,,"The series revolves around life in Gifu Prefecture in central Japan — as seen through the eyes of Tatekayoko, a female inhabitant who speaks in the dialect of Gifu's Tounou region. The anime will air within the Animal Gekijou program on Tokyo MX. (Source: ANN)",[],Gifu no Tatekayoko,,['Comedy'],
56,,빠샤메카드,,,,,['TV'],26,Finished Airing,"Mar 25, 2019 to Sep 25, 2019",['Spring 2019'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],22 min. per ep.,PG - Children,[],#16883,#21055,226,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Bbasha Mecard S', '']",Bbasha Mecard,"['Mecha', 'Strategy Game']",,
57,Botos Family Part 2,보토스 패밀리,Bo & To's Family Part 2,,,,['TV'],27,Finished Airing,"Apr 18, 2019 to Jun 20, 2019",['Spring 2019'],Unknown,"None found,","None found,",['Comma Studio'],Original,,,['Kids'],3 min. per ep.,G - All Ages,[],#16987,#22712,146,0,,Second part of the first season of Bo & To's Family.,"[""Prequel (TV) Bo & To's Family"", ""Sequel (TV) Bo & To's Family 2nd Season""]",Bo & To's Family Part 2,,['Slice of Life'],
58,,헬로 카봇 시즌7,,,,,['TV'],38,Finished Airing,"Apr 10, 2019 to Dec 29, 2019",['Spring 2019'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],11 min. per ep.,PG - Children,[],#18509,#23733,117,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Hello Carbot Season 6', 'Sequel (TV) Hello Carbot Season 8']",Hello Carbot Season 7,"['Mecha', 'Racing']",['Action'],
59,,파파독 시즌 2 2부,,,,,['TV'],13,Finished Airing,"Apr 17, 2019 to Jul 10, 2019",['Spring 2019'],Unknown,"None found,","None found,","None found,",Original,"['Comedy', 'Fantasy']",,['Kids'],24 min. per ep.,G - All Ages,[],#20970,#25573,87,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Papa Dog Season 2', '']",Papa Dog Season 2 Part 2,,,
60,OP,ONE PIECE,One Piece,,,,['TV'],Unknown,Currently Airing,"Oct 20, 1999 to ?",['Fall 1999'],Sundays at 09:30 (JST),"['Fuji TV', 'TAP', 'Shueisha']","['Funimation', '4Kids Entertainment']",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],24 min.,PG-13 - Teens 13 or older,8.73,#51,#17,"2,494,520","234,509",1418364,"Barely surviving in a barrel after passing through a terrible whirlpool at sea, carefree Monkey D. Luffy ends up aboard a ship under attack by fearsome pirates. Despite being a naive-looking teenager, he is not to be underestimated. Unmatched in battle, Luffy is a pirate himself who resolutely pursues the coveted One Piece treasure and the King of the Pirates title that comes with it. The late King of the Pirates, Gol D. Roger, stirred up the world before his death by disclosing the whereabouts of his hoard of riches and daring everyone to obtain it. Ever since then, countless powerful pirates have sailed dangerous seas for the prized One Piece only to never return. Although Luffy lacks a crew and a proper ship, he is endowed with a superhuman ability and an unbreakable spirit that make him not only a formidable adversary but also an inspiration to many. As he faces numerous challenges with a big smile on his face, Luffy gathers one-of-a-kind companions to join him in his ambitious endeavor, together embracing perils and wonders on their once-in-a-lifetime adventure. [Written by MAL Rewrite]","['Adaptation (Manga) One Piece', 'Adaptation (Light Novel) One Piece: Loguetown-hen']",One Piece,,,
61,,ブラッククローバー,Black Clover,,,,['TV'],170,Finished Airing,"Oct 3, 2017 to Mar 30, 2021",['Fall 2017'],Tuesdays at 18:25 (JST),"['TV Tokyo', 'Avex Pictures', 'Shueisha']","['Funimation', 'Crunchyroll']",['Pierrot'],['Manga'],"['Action', 'Fantasy']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,8.14,#474,#57,"1,770,540","48,440",909402,"Asta and Yuno were abandoned at the same church on the same day. Raised together as children, they came to know of the ""Wizard King""—a title given to the strongest mage in the kingdom—and promised that they would compete against each other for the position of the next Wizard King. However, as they grew up, the stark difference between them became evident. While Yuno is able to wield magic with amazing power and control, Asta cannot use magic at all and desperately tries to awaken his powers by training physically. When they reach the age of 15, Yuno is bestowed a spectacular Grimoire with a four-leaf clover, while Asta receives nothing. However, soon after, Yuno is attacked by a person named Lebuty, whose main purpose is to obtain Yuno's Grimoire. Asta tries to fight Lebuty, but he is outmatched. Though without hope and on the brink of defeat, he finds the strength to continue when he hears Yuno's voice. Unleashing his inner emotions in a rage, Asta receives a five-leaf clover Grimoire, a ""Black Clover"" giving him enough power to defeat Lebuty. A few days later, the two friends head out into the world, both seeking the same goal—to become the Wizard King! [Written by MAL Rewrite]","['Adaptation (Manga) Black Clover', '']",Black Clover,,,
62,,盾の勇者の成り上がり,The Rising of the Shield Hero,The Rising of the Shield Hero,The Rising of the Shield Hero,The Rising of the Shield Hero,['TV'],25,Finished Airing,"Jan 9, 2019 to Jun 26, 2019",['Winter 2019'],Wednesdays at 22:00 (JST),"['Frontier Works', 'AT-X', 'Nippon Columbia', 'Glovision', 'Good Smile Company', 'Sammy', 'Crunchyroll', 'Kadokawa Media House', 'NTT Plala', 'Kadokawa']",['Funimation'],['Kinema Citrus'],['Light novel'],"['Action', 'Adventure', 'Drama', 'Fantasy']",['Isekai'],,24 min. per ep.,PG-13 - Teens 13 or older,7.93,#769,#69,"1,670,897","25,234",1035229,"The Four Cardinal Heroes are a group of ordinary men from modern-day Japan summoned to the kingdom of Melromarc to become its saviors. Melromarc is a country plagued by the Waves of Catastrophe that have repeatedly ravaged the land and brought disaster to its citizens for centuries. The four heroes are respectively bestowed a sword, spear, bow, and shield to vanquish these Waves. Naofumi Iwatani, an otaku, becomes cursed with the fate of being the ""Shield Hero."" Armed with only a measly shield, Naofumi is belittled and ridiculed by his fellow heroes and the kingdom's people due to his weak offensive capabilities and lackluster personality. When the heroes are provided with resources and comrades to train with, Naofumi sets out with the only person willing to train alongside him, Malty Melromarc. He is soon betrayed by her, however, and becomes falsely accused of taking advantage of her. Naofumi then becomes heavily discriminated against and hated by the people of Melromarc for something he didn't do. With a raging storm of hurt and mistrust in his heart, Naofumi begins his journey of strengthening himself and his reputation. Further along however, the difficulty of being on his own sets in, so Naofumi buys a demi-human slave on the verge of death named Raphtalia to accompany him on his travels. As the Waves approach the kingdom, Naofumi and Raphtalia must fight for the survival of the kingdom and protect the people of Melromarc from their ill-fated future. [Written by MAL Rewrite]","['Sequel (TV) Tate no Yuusha no Nariagari Season 2', 'Adaptation (Manga) Tate no Yuusha no Nariagari', 'Adaptation (Light Novel) Tate no Yuusha no Nariagari', '']",Tate no Yuusha no Nariagari,,,
63,Dororo to Hyakkimaru,どろろ,Dororo,,,Dororo to Hyakkimaru,['TV'],24,Finished Airing,"Jan 7, 2019 to Jun 24, 2019",['Winter 2019'],Mondays at 22:30 (JST),['Twin Engine'],['Sentai Filmworks'],"['Tezuka Productions', 'MAPPA']",['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],24 min. per ep.,R - 17+ (violence & profanity),8.25,#328,#107,"1,294,597","21,869",660229,"The greedy samurai lord Daigo Kagemitsu's land is dying, and he would do anything for power, even renounce Buddha and make a pact with demons. His prayers are answered by 12 demons who grant him the power he desires by aiding his prefecture's growth, but at a price. When Kagemitsu's first son is born, the boy has no limbs, no nose, no eyes, no ears, nor even skin—yet still, he lives. This child is disposed of in a river and forgotten. But as luck would have it, he is saved by a medicine man who provides him with prosthetics and weapons, allowing for him to survive and fend for himself. The boy lives and grows, and although he cannot see, hear, or feel anything, he must defeat the demons that took him as sacrifice. With the death of each one, he regains a part of himself that is rightfully his. For many years he wanders alone, until one day an orphan boy, Dororo, befriends him. The unlikely pair of castaways now fight for their survival and humanity in an unforgiving, demon-infested world. [Written by MAL Rewrite]","['Adaptation (Manga) Dororo', '']",Dororo,"['Historical', 'Mythology', 'Samurai']",,
64,"JoJo's Bizarre Adventure Part 5: Golden Wind, JoJo no Kimyou na Bouken Part 5: Ougon no Kaze, Le Bizzarre Avventure Di GioGio Parte 5: Vento Aureo",ジョジョの奇妙な冒険 黄金の風,JoJo's Bizarre Adventure: Golden Wind,Jojo's Bizarre Adventure: Golden Wind,Jojo's Bizarre Adventure: Golden Wind,JoJo's Bizarre Adventure: Golden Wind,['TV'],39,Finished Airing,"Oct 6, 2018 to Jul 28, 2019",['Fall 2018'],Saturdays at 01:05 (JST),['Warner Bros. Japan'],['VIZ Media'],['David Production'],['Manga'],"['Action', 'Adventure']",,['Shounen'],23 min. per ep.,R - 17+ (violence & profanity),8.58,#105,#152,"1,083,049","33,124",724841,"In the coastal city of Naples, corruption is teeming—the police blatantly conspire with outlaws, drugs run rampant around the youth, and the mafia governs the streets with an iron fist. However, various fateful encounters will soon occur. Enter Giorno Giovanna, a 15-year-old boy with an eccentric connection to the Joestar family, who makes a living out of part-time jobs and pickpocketing. Furthermore, he is gifted with the unexplained Stand ability to give and create life—growing plants from the ground and turning inanimate objects into live animals, an ability he has dubbed ""Gold Experience."" Fascinated by the might of local gangsters, Giorno has dreamed of rising up in their ranks and becoming a ""Gang-Star,"" a feat made possible by his encounter with Bruno Bucciarati, a member of the Passione gang with his own sense of justice. JoJo no Kimyou na Bouken: Ougon no Kaze follows the endeavors of Giorno after joining Bruno's team while working under Passione, fending off other gangsters and secretly plotting to overthrow their mysterious boss. [Written by MAL Rewrite]","['Prequel (TV) JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai', 'Sequel (ONA) JoJo no Kimyou na Bouken Part 6: Stone Ocean', 'Adaptation (Manga) JoJo no Kimyou na Bouken Part 5: Ougon no Kaze', '']",JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,"['Organized Crime', 'Super Power']",,
65,,BORUTO -NARUTO NEXT GENERATIONS-,Boruto: Naruto Next Generations,,,,['TV'],293,Finished Airing,"Apr 5, 2017 to Mar 26, 2023",['Spring 2017'],Sundays at 17:30 (JST),"['TV Tokyo', 'Aniplex', 'Rakuonsha', 'Shueisha']",['VIZ Media'],['Pierrot'],['Manga'],"['Action', 'Adventure', 'Fantasy']",['Martial Arts'],['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,6.00,#9910,#208,"895,061","7,372",456832,"Following the successful end of the Fourth Shinobi World War, Konohagakure has been enjoying a period of peace, prosperity, and extraordinary technological advancement. This is all due to the efforts of the Allied Shinobi Forces and the village's Seventh Hokage, Naruto Uzumaki. Now resembling a modern metropolis, Konohagakure has changed, particularly the life of a shinobi. Under the watchful eye of Naruto and his old comrades, a new generation of shinobi has stepped up to learn the ways of the ninja. Boruto Uzumaki is often the center of attention as the son of the Seventh Hokage. Despite having inherited Naruto's boisterous and stubborn demeanor, Boruto is considered a prodigy and is able to unleash his potential with the help of supportive friends and family. Unfortunately, this has only worsened his arrogance and his desire to surpass Naruto which, along with his father's busy lifestyle, has strained their relationship. However, a sinister force brewing within the village may threaten Boruto's carefree life. New friends and familiar faces join Boruto as a new story begins. [Written by MAL Rewrite]","['Prequel (TV) Naruto: Shippuuden', 'Sequel (TV) Boruto: Naruto Next Generations Part 2', 'Adaptation (Manga) Naruto Gaiden: Nanadaime Hokage to Akairo no Hanatsuzuki', 'Adaptation (Manga) Boruto: Naruto Next Generations']",Boruto: Naruto Next Generations,,,
66,"Fairy Tail Season 3, Fairy Tail (2018)",FAIRY TAIL ファイナルシリーズ,Fairy Tail Final Series,Fairy Tail: Final Season,Fairy Tail: Final Season,Fairy Tail: Saison Finale,['TV'],51,Finished Airing,"Oct 7, 2018 to Sep 29, 2019",['Fall 2018'],Sundays at 07:00 (JST),"['TV Tokyo', 'Dentsu', 'Kodansha', 'Avex Pictures']",['Funimation'],"['A-1 Pictures', 'Bridge', 'CloverWorks']",['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.61,#1542,#441,"534,470","5,333",263399,"Although Fairy Tail has disbanded and its members are now spread far across Fiore, Natsu Dragneel has not given up on reuniting the guild he and others once called home. Along with his companions Happy and Lucy Heartfilia, he will stop at nothing to keep Fairy Tail and its fiery spirit alive even as they face their most difficult trial yet—the invasion of Fiore by the Alvarez Empire's immense army and their all-too-familiar ruler. [Written by MAL Rewrite]","['Prequel (TV) Fairy Tail (2014)', 'Sequel (TV) Fairy Tail: 100-nen Quest', 'Adaptation (Manga) Fairy Tail', '']",Fairy Tail: Final Series,,,
67,Detective Conan,名探偵コナン,Case Closed,Case Closed,,,['TV'],Unknown,Currently Airing,"Jan 8, 1996 to ?",['Winter 1996'],Saturdays at 18:00 (JST),"['Yomiuri Telecasting', 'Shogakukan', 'Audio Planning U', 'Tokyo Movie', 'Polydor Records']","['Funimation', 'Crunchyroll']",['TMS Entertainment'],['Manga'],"['Adventure', 'Comedy', 'Mystery']",['Detective'],['Shounen'],24 min.,PG-13 - Teens 13 or older,8.17,#433,#704,"360,638","15,327",164254,"Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child. Perfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa. Shinichi, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday. [Written by MAL Rewrite]","['Adaptation (Manga) Meitantei Conan', '']",Meitantei Conan,,,
68,,からくりサーカス,Karakuri Circus,Karakuri Circus,Karakuri Circus,Karakuri Circus,['TV'],36,Finished Airing,"Oct 11, 2018 to Jun 27, 2019",['Fall 2018'],Thursdays at 22:30 (JST),"['Fujipacific Music', 'Twin Engine']",['Sentai Filmworks'],['Studio VOLN'],['Manga'],"['Action', 'Adventure', 'Drama', 'Mystery']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.16,#3590,#1762,"136,619",645,39390,"Narumi Katou is a middle-aged man who suffers from the bizarre ZONAPHA Syndrome: a rare and inexplicable disease that causes its victims to endure severe seizures at random, with the only cure being to watch someone laugh. One day, during Narumi's part time job, a young boy with a giant suitcase fleeing from three adults runs into him. The boy introduces himself as Masaru Saiga, the new owner of the famous Saiga Enterprises following his father's recent death. However, other members of his family are trying to assassinate him and claim the fortune for themselves. Determined to save the child, Narumi helps Masaru escape and ends up fighting the pursuers, only to discover that they are sentient humanoid puppets with superhuman strength. As Narumi is about to lose, a white-haired girl suddenly joins the fray and swiftly summons yet another puppet from the boy's suitcase, claiming herself to be Shirogane, Masaru's guardian. Karakuri Circus follows three people from different backgrounds whose fates intertwine and diverge as they unravel the mysteries of an ancient tale of love and betrayal, and the long, ancient battle between humans and puppets. [Written by MAL Rewrite]","['Adaptation (Manga) Karakuri Circus', '']",Karakuri Circus,,,
69,"Pocket Monsters Sun & Moon, Pokémon Sun & Moon",ポケットモンスター サン＆ムーン,Pokémon the Series: Sun & Moon,Pokémon Die TV-Serie: Sonne und Mond Staffel 20,Pokémon Serie: Sol y Luna Temporada 20,Pokémon La Serie: Soleil et Lune Saison 20,['TV'],146,Finished Airing,"Nov 17, 2016 to Nov 3, 2019",['Fall 2016'],Sundays at 18:00 (JST),"['TV Tokyo', 'Shogakukan-Shueisha Productions']",['The Pokemon Company International'],['OLM'],Game,"['Action', 'Fantasy']",,['Kids'],24 min. per ep.,PG - Children,6.95,#4611,#1922,"122,068",595,65600,"After his mother wins a free trip to the islands, Pokémon trainer Satoshi and his partner Pikachu head for Melemele Island of the beautiful Alola region, which is filled with lots of new Pokémon and even variations of familiar faces. Eager to explore the island, Satoshi and Pikachu run wild with excitement, quickly losing their way while chasing after a Pokémon. The pair eventually stumbles upon the Pokémon School, an institution where students come to learn more about these fascinating creatures. At the school, when he and one of the students—the no-nonsense Kaki—have a run-in with the nefarious thugs of Team Skull, Satoshi discovers the overwhelming might of the Z-Moves, powerful attacks originating from the Alola region that require the trainer and Pokémon to be in sync. Later that night, he and Pikachu have an encounter with the guardian deity Pokémon of Melemele Island, the mysterious Kapu Kokeko. The Pokémon of legend bestows upon them a Z-Ring, a necessary tool in using the Z-Moves. Dazzled by their earlier battle and now in possession of a Z-Ring, Satoshi and Pikachu decide to stay behind in the Alola Region to learn and master the strength of these powerful new attacks. Enrolling in the Pokémon School, Satoshi is joined by classmates such as Lillie, who loves Pokémon but cannot bring herself to touch them, Kaki, and many others. Between attending classes, fending off the pesky Team Rocket—who themselves have arrived in Alola to pave the way for their organization's future plans—and taking on the Island Challenge that is necessary to master the Z-Moves, Satoshi and Pikachu are in for an exciting new adventure. [Written by MAL Rewrite]","['Prequel (TV) Pokemon XY&Z', 'Sequel (TV) Pokemon (2019)']",Pokemon Sun & Moon,"['School', 'Strategy Game']",,
