,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,Spanish,French,Themes,Genre,Demographics
49,,SAMURAI DEEPER KYO,Samurai Deeper Kyo,['TV'],26,Finished Airing,"Jul 2, 2002 to Dec 24, 2002",['Summer 2002'],Tuesdays at 01:55 (JST),['Starchild Records'],"['Media Blasters', 'NYAV Post']",['Studio Deen'],['Manga'],"['Action', 'Adventure', 'Comedy', 'Supernatural']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,6.89,#4851,#3065,"58,325",204,27086,"In the year 1600, at the fog-covered battlefield of Sekigahara, a fierce battle was waged by two exemplary swordsmen. One was Kyoushirou Mibu, a skilled and noble warrior in possession of the unique powers of the Mibu Clan. The other was the thousand-man slayer, with eyes and hair the color of blood, ""Demon Eyes"" Kyou. Their legendary clash was cut short when a meteor from the heavens fell down upon that battlefield, leaving both to vanish in its wake. Samurai Deeper Kyou begins four years after that battle, when a gun-wielding bounty hunter by the name of Yuya Shiina hunts down Kyoushirou—now a perverted, traveling medicine-man who has built up a large debt. On her way to claim his bounty, they are attacked by an inhuman monster that seeks to devour Kyoushirou. This encounter awakens ""Demon Eyes"" Kyou, whose mind has been trapped inside of Kyoushirou's body ever since that fateful battle. Thus begins a grand tale of legendary two swordsmen and the discovery of their secrets.","['Adaptation (Manga) Samurai Deeper Kyou', '']",Samurai Deeper Kyou,,,Samurai Deeper Kyo,"['Historical', 'Samurai']",,
50,"Rockman EXE, MegaMan: NT Warrior",ロックマン エグゼ,MegaMan NT Warrior,['TV'],56,Finished Airing,"Mar 4, 2002 to Mar 31, 2003",['Spring 2002'],Mondays at 18:30 (JST),"['TV Tokyo', 'Nihon Ad Systems', 'Half H.P Studio', 'Shogakukan Productions']",['VIZ Media'],['Xebec'],Game,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",['Video Game'],,21 min. per ep.,PG-13 - Teens 13 or older,6.91,#4767,#3704,"41,296",152,20633,"In the year of 20XX, a young boy by the name of Netto Hikari receives a very special gift as he enters the 5th grade. His very own customized net navi, Rockman! Despite Rockman's small size and far more responsible personality, the two boys quickly become the best of friends. A net navi is designed to guide his operator from the inside of his or her PErsonal Terminal, or simply PET for short. Children and adults alike enjoy friendly ""Net Battles"", where they spar their navis against each other to prove their worth. (Source: Official Site)","['Sequel (TV) Rockman.EXE Axess', 'Adaptation (Manga) Rockman EXE', 'Adaptation (Manga) Battle Story Rockman.EXE', '']",Rockman.EXE,MegaMan: NT Warrior Einklinken!,,Megaman NT Warrior,,,
51,,サイボーグ009 THE CYBORG SOLDIER,Cyborg 009,['TV'],50,Finished Airing,"Oct 14, 2001 to Oct 13, 2002",['Fall 2001'],Unknown,"['TV Tokyo', 'Shaft', 'Avex Entertainment', ""Brain's Base""]","['Sony Pictures Entertainment', 'Discotek Media']",['Japan Vistec'],['Manga'],"['Action', 'Adventure', 'Sci-Fi']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.25,#3092,#3943,"36,093",192,13416,"Skull, the evil leader of the terrorist organization known as Black Ghost, has nine powerful cyborgs under his control. But Dr. Isaac Gilmore, the Black Ghosts cybernetics scientist, decides to go rogue, helping the cyborgs turn against Skull and his evil organization. Black Ghost wishes to start the next major world war by flooding the market with weapons of mass destruction. It seems the nine brave cyborgs have their work cut out for them, as Black Ghost is determined to bring those nine cyborgs down.","['Sequel (Special) Cyborg 009: The Cyborg Soldier - Kami no Ubugoe', 'Adaptation (Manga) Cyborg 009']",Cyborg 009: The Cyborg Soldier,,,,,,
52,"Hoshi no Kirby, Kirby of the Stars",星のカービィ,Kirby: Right Back at Ya!,['TV'],100,Finished Airing,"Oct 6, 2001 to Sep 27, 2003",['Fall 2001'],Saturdays at 19:30 (JST),"['CBC Television', 'Nintendo']",['4Kids Entertainment'],['Studio Sign'],Game,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Parody'],,24 min. per ep.,PG - Children,6.92,#4734,#3956,"35,881",370,18022,"A diminutive pink creature orbiting in space called ""Kirby"" crash lands into Dream Land. Once getting acquainted with the citizens who live there in Cappy Town, he begins to defend the town from the monsters that King Dedede, the self-proclaimed ruler of Cappy Town, orders from the evil Nightmare Enterprises. (Source: ANN)",[],Hoshi no Kirby,,,,,,
53,,天使な小生意気,Cheeky Angel,['TV'],50,Finished Airing,"Apr 7, 2002 to Mar 30, 2003",['Spring 2002'],Saturdays at 00:45 (JST),['TV Tokyo'],"None found,",['TMS Entertainment'],['Manga'],"['Comedy', 'Romance']",['Magical Sex Shift'],['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.42,#2275,#4335,"29,568",153,10445,Megumi-chan is a girl with a secret past. She used to be a boy until she met a person she thought was a magic user. This person gave him/her a magical book from which a genie appears to grant one wish when blood is applied to it. Megumi made the wish to be a man in a man's body but the genie has a twist: he grants wishes backwards so he turns Megumi-kun aged 9 to Megumi-chan. Years pass and Megumi enters High School where she immediately beats up the school bully who of course falls in love with her. She is looking for that book again to be able to reverse the spell placed upon her. (Source: ANN),"['Adaptation (Manga) Tenshi na Konamaiki', '']",Tenshi na Konamaiki,,,,,,
54,,りぜるまいん,,['TV'],24,Finished Airing,"Apr 3, 2002 to Dec 22, 2002",['Spring 2002'],Unknown,['m.o.e.'],"None found,","['Madhouse', 'Imagin']",['Manga'],"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",['School'],,15 min. per ep.,R+ - Mild Nudity,6.50,#7107,#4580,"26,447",50,11091,"Iwaki Tomonori is an average 15-year-old boy who likes older women. He happens to have a crush on his teacher, but soon thereafter, learns she has become engaged. He heads home brokenhearted, only to find a 12-year-old girl named Rizel at his home, who he learns the Japanese government has married him to against his will. Furthermore, he learns Rizel is no ordinary girl; she is a biochemically engineered human, and her creators (her ""papa""s, as they are often referred to) promise to waive multiple bills of Iwaki's parents in exchange to be allowed to stay at their house, and thus Iwaki's life with Rizel begins.","['Adaptation (Manga) Rizelmine', '']",Rizelmine,,,,,,
55,,ドラゴンドライブ,Dragon Drive,['TV'],38,Finished Airing,"Jul 4, 2002 to Mar 27, 2003",['Summer 2002'],Thursdays at 18:00 (JST),"['Bandai Visual', 'Nihon Ad Systems', 'TV Tokyo Music']",['Bandai Entertainment'],['Madhouse'],['Manga'],"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",['Isekai'],['Shounen'],23 min. per ep.,PG - Children,6.69,#5941,#4742,"24,245",57,10090,"If there's one word to describe Reiji Ozora, it would be ""quitter."" He can never find the motivation to finish anything, and loses interest at the drop of a hat. This all changes when his best friend Maiko introduces him to the new game ""Dragon Drive."" In this virtual reality game, each player is assigned a dragon tailored to match their personality and strength. Reiji hopes for a big, strong, scary beast, but instead, he is stuck with Chibi, a cute, friendly-looking dragon smaller than he is. How disappointing—except it turns out that Chibi is the rarest dragon of them all! Reiji finally discovers something he can remain interested in, and works hard to train both himself and his newfound friend. Soon this training will be put to use to save the world, for there are people who have dark aspirations for Dragon Drive!","['Adaptation (Manga) Dragon Drive', '']",Dragon Drive,,,,,,
56,"Milmo de Pon!, Mirmo!, Wagamama Fairy Milmo De Pon!, Selfish fairy: Mirumo de Pon!, Selfish Fairy Mirumo de Pon!, Wagamama Fairy Mirumo de Pon! Golden, Wagamama Fairy Mirumo de Pon! Wonderful, Wagamama Fairy Mirumo de Pon! Charming",わがまま☆フェアリー ミルモでポン!,Mirmo Zibang!,['TV'],172,Finished Airing,"Apr 6, 2002 to Sep 27, 2005",['Spring 2002'],Unknown,"['Trinity Sound', 'Shogakukan Productions']",['VIZ Media'],['Studio Hibari'],['Manga'],"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",['School'],['Shoujo'],21 min. per ep.,G - All Ages,7.30,#2839,#5032,"21,100",137,9263,"Kaede is a cheerful and energetic eighth grader. When it comes to boys, however, she is hopelessly shy. One day, on her way home from school, Kaede walks into a mysterious shop and buys a colorful cocoa mug. When she reaches home, she casually peeks into the bottom of the mug and discovers an engraved note, which says, ""If you read this message aloud while pouring hot cocoa into the mug, a love fairy (""muglox"") will appear and grant your every wish."" The skeptical but curious Kaede follows the directions and announces her wish to date Yuuki, the class heartthrob. Suddenly, the adorable blue Mirumo appears! We soon find out, however, that this cute little muglox would rather eat chocolate and create mischief than help Kaede. Mirumo, it seems, is prince of the muglox world. Horrified at the prospect of having to marry Rirumu, his princess bride-to-be, Mirumo has escaped the muglox world. Hot on his heels, however, are Rirumu, Yashichi the bounty hunter, and a cast of hundreds of muglox ranging from the good to the bad to the nutty. This gang of adorable troublemakers will see to it that school life for Kaede and her friends is never the same... (Source: mirmo-zibang)","['Adaptation (Manga) Mirumo de Pon!', '']",Wagamama☆Fairy Mirumo de Pon!,,,Mirmo!,,,
57,"Kochikame, This is the Police Station in Front of Kameari Park in Katsushika Ward, Kochira Katsushikaku Kameari Kouenmae Hashutsujo (1996)",こちら葛飾区亀有公園前派出所 (1996),,['TV'],373,Finished Airing,"Jun 16, 1996 to Dec 19, 2004",['Summer 1996'],Sundays at 19:00 (JST),"['Asatsu DK', 'Fuji TV']","None found,",['Gallop'],['Manga'],,,['Shounen'],25 min. per ep.,PG-13 - Teens 13 or older,7.78,#1083,#5111,"20,333",197,7455,"Ryoutsu, being an underpaid policeman, is always coming up with underhanded schemes in order to make a quick buck. But in the end, his plans (which are ridiculous to begin with) always go wrong and land him in big trouble with the chief.","['Adaptation (Manga) Kochira Katsushikaku Kameari Kouenmae Hashutsujo', '']",Kochira Katsushikaku Kameari Kouenmae Hashutsujo,,Kochikame,,"['Adult Cast', 'Detective', 'Gag Humor']",['Comedy'],
58,"Kinnikuman Nisei, Kinnikuman Second Generations, Ultimate Muscle: The Kinnikuman Legacy",キン肉マンII世,Ultimate Muscle,['TV'],51,Finished Airing,"Jan 9, 2002 to Dec 25, 2002",['Winter 2002'],Wednesdays at 18:00 (JST),"['TV Tokyo', 'Yomiko Advertising']","['4Kids Entertainment', 'Discotek Media']",['Toei Animation'],['Manga'],"['Comedy', 'Sci-Fi', 'Sports']",['Combat Sports'],,24 min. per ep.,PG-13 - Teens 13 or older,6.91,#4756,#5270,"18,786",70,9631,"Kinnikuman II Sei takes place several years after the events of the original Kinnikuman. Mantarou Kinniku is the 59th prince of Planet Kinniku and son of the renowned wrestler, King Suguru. Lazy, immature, and cowardly, Mantarou seems to have little in common with his heroic father. When a powerful group calling themselves the dMP threatens the Earth, only someone as powerful as Kinnikuman stands a chance against them. Not knowing the current whereabouts of the King, a plan is formed to have his son Mantarou take up the mantle. The idea of fighting super villains does not sit well with Mantarou, who initially runs away from his duty. He flees to Earth where he encounters Meat, his father’s old trainer. Despite Mantarou's shortcomings, Meat sees King Suguru in him, and believes he can set the prince on the right path. Thus begins Mantarou's journey to better himself and save the world.","['Prequel (TV) Kinnikuman: Kanpeki Chоujin Shiso-hen Season 2', 'Sequel (TV) Kinnikuman II Sei: Ultimate Muscle', 'Adaptation (Manga) Kinnikuman II-sei', '']",Kinnikuman II Sei,,,,,,
59,Useless Witch Doremi Kaboom!,おジャ魔女どれみドッカ〜ン！,,['TV'],51,Finished Airing,"Feb 3, 2002 to Jan 26, 2003",['Winter 2002'],Sundays at 08:30 (JST),['Asahi Broadcasting'],"None found,",['Toei Animation'],Original,,['Mahou Shoujo'],,24 min. per ep.,G - All Ages,7.73,#1223,#5276,"18,737",304,8431,"Hana now becomes a peer of the Ojamajo. When Majotourbillon's spirit revives, the witches now have to break her curse. From the help from Pao-chan, Doremi, Hana, and the other witches are able to defeat the curses. (Source: ANN)","['Prequel (TV) Motto! Ojamajo Doremi', '']",Ojamajo Doremi Dokkaan!,,,,,['Comedy'],
60,,ホイッスル！,,['TV'],39,Finished Airing,"May 6, 2002 to Feb 3, 2003",['Spring 2002'],Unknown,['Marvelous Entertainment'],"None found,",['Studio Comet'],['Manga'],,,['Shounen'],24 min. per ep.,G - All Ages,7.36,#2536,#5669,"15,479",79,7317,"Kazamatsuri Shou's dream has always been to become a professional soccer player, but he has one problem: he's not very good at the game. He was accepted to the prestigious Musashi no Mori Junior High, known for its top rate soccer team, but he was never able to rise beyond the rank of third stringer. After transferring to Sakura Jousui Junior High, he can finally play soccer. And, with the support of his new friends and teammates, his strong determination, and lots of hard work, his soccer skills are developing rapidly and setting Shou well on his way to achieving his dream. (Source: ANN)","['Adaptation (Manga) Whistle!', '']",Whistle!,,,,"['School', 'Team Sports']",['Sports'],
61,Dante the Satan,魔王ダンテ,Demon Lord Dante,['TV'],13,Finished Airing,"Aug 31, 2002 to Nov 23, 2002",['Summer 2002'],Unknown,"['AT-X', 'Dynamic Planning']","['Discotek Media', 'Geneon Entertainment USA']",['Magic Bus'],['Manga'],"['Action', 'Horror', 'Supernatural']",['Mythology'],['Shounen'],24 min. per ep.,R+ - Mild Nudity,5.96,#10119,#6282,"11,901",13,4260,"While sleeping one night, Ryo Utsugi had a nightmare of monsters attacking him. One day he learns a mysterious power to let him hear voices and have visions of girls getting killed, but one night he hears the same voice. (Source: ANN)","['Adaptation (Manga) Maou Dante', '']",Maou Dante,,Demon Lord Dante,,,,
62,,サザエさん,Mrs. Sazae,['TV'],Unknown,Currently Airing,"Oct 5, 1969 to ?",['Fall 1969'],Sundays at 18:30 (JST),['Fuji TV'],"None found,",['Eiken'],['4-koma manga'],"['Comedy', 'Slice of Life']",,,24 min.,G - All Ages,6.14,#9129,#7129,"8,812",39,1938,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. (Source: AniDB)","['Adaptation (Manga) Sazae-san', '']",Sazae-san,,,,,,
63,"Maidens of Morning Mist, Priestesses of the Morning Mist",朝霧の巫女,Shrine of the Morning Mist,['TV'],26,Finished Airing,"Jul 4, 2002 to Dec 26, 2002",['Summer 2002'],Unknown,"['Starchild Records', 'TV Tokyo Music', 'Shounen Gahousha']","['Media Blasters', 'NYAV Post']","['Chaos Project', 'GANSIS']",['Manga'],"['Action', 'Comedy', 'Supernatural']",['Mythology'],['Seinen'],12 min. per ep.,PG - Children,6.10,#9402,#7169,"8,674",6,2851,"Since childhood, Tadahiro Amatsu has two different-colored eyes - one brown and one light hazel. But because of a dark secret behind his left eye, he's become a target for the masked sorcerer Ayatara Miramune and his band of demons. To combat the demons appearing all over town, Yuzu Hieda, a priestess in training, recruits four other girls from her high school. Under the supervision of Yuzu's elder sister Kurako, the five young priestesses must undergo months of training to master their abilities. (Source: ANN)","['Adaptation (Manga) Asagiri no Miko', '']",Asagiri no Miko,,,Shrine Of The Morning Mist,,,
64,"Ninja Boy Rantaro, Rakudaii Nintama Rantarou",忍たま乱太郎,,['TV'],Unknown,Currently Airing,"Apr 10, 1993 to ?",['Spring 1993'],Not scheduled once per week,"['NHK', 'Sogo Vision', 'NHK Enterprises']","None found,","['Ajia-do', 'Gakken']",['Manga'],,,['Kids'],10 min.,G - All Ages,7.08,#4018,#7395,"8,014",77,2550,"Taking place in the Sengoku Period, Rantarou, Kirimaru and Shinbei are young students at Ninjutsu Academy, a school that teaches all kinds of youth how to become ninjas. Known as ""Nintamas"" (a contraction of ninja + tama [egg]), the main trio, and many other students at the school, must learn all sorts of unique skills to achieve their goal. Unfortunately, things aren't that simple, since our protagonists constantly find themselves failing their classes. With strict ninja teachers such as Doi-sensei and Yamada-sensei, the mischievous girls from the Kunoichi class, an entire crew of pirates and dozens more interesting characters, anything can happen in the crazy world of Nintama. The episodes are 7 minutes and thirty seconds long each, and each season (which there's currently 29 of) usually has a range of 60-90 episodes.","['Adaptation (Manga) Rakudai Ninja Rantarou', '']",Nintama Rantarou,,El Ninja Boy Rantaró,,,['Comedy'],
65,,激闘! クラッシュギアTURBO,,['TV'],68,Finished Airing,"Oct 7, 2001 to Jan 26, 2003",['Fall 2001'],Unknown,['Bandai Visual'],"None found,",['Sunrise'],Original,,,,25 min. per ep.,G - All Ages,6.84,#5127,#7496,"7,731",38,4196,After losing almost all their members the Tobita Crush Gear club is facing extinction. Kouya who dreams of being a Crush Gear Fighting Champion doesn't want to see the club become extinct and will do whatever he can to keep the club running and become a Cush Gear Champion.,"['Sequel (Movie) Gekitou! Crush Gear Turbo: Kaizabaan no Chousen', 'Adaptation (Manga) Gekitou! Crush Gear Turbo']",Gekitou! Crush Gear Turbo,Crush Gear Turbo,,,,['Sports'],
66,Maruko-chan,ちびまる子ちゃん,Little Miss Maruko,['TV'],Unknown,Currently Airing,"Jan 8, 1995 to ?",['Winter 1995'],Sundays at 18:00 (JST),"['Ajia-do', 'Fuji TV', 'Sakura Production']","None found,",['Nippon Animation'],['Manga'],,['School'],['Shoujo'],23 min.,G - All Ages,7.34,#2627,#7912,"6,780",62,2189,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life. (Source: ANN)","['Prequel (TV) Chibi Maruko-chan', 'Adaptation (Manga) Chibi Maruko-chan']",Chibi Maruko-chan (1995),,Chibi Maruko-chan,,,['Comedy'],
67,"Di Gi Charat Panyo Panyo, DiGi Charat Panyo Panyo",ぱにょぱにょ　デ・ジ・キャラット,,['TV'],48,Finished Airing,"Jan 6, 2002 to Apr 3, 2003",['Winter 2002'],Unknown,['Broccoli'],"None found,",['Madhouse'],Unknown,,,,8 min. per ep.,G - All Ages,6.64,#6229,#8020,"6,548",14,2488,"Deijiko is the princess of the planet of Di Gi Charat. After reading a book, she is influenced to want to help everyone be happy. She leaves the castle and pretends to be a normal girl. She tries to make everyone happy by taking various jobs around the town and thereby making all sorts of new friends and inevitably, enemies. (Source: ANN)","['Sequel (TV) Di Gi Charat', '']",Panyo Panyo Di Gi Charat,,,,,['Comedy'],
68,,陸上防衛隊まおちゃん,Ground Defense Force! Mao-chan,['TV'],26,Finished Airing,"Jul 4, 2002 to Dec 26, 2002",['Summer 2002'],Thursdays at 02:35 (JST),"None found,",['Geneon Entertainment USA'],['Xebec'],Original,"['Comedy', 'Sci-Fi']",['Military'],['Kids'],12 min. per ep.,G - All Ages,6.33,#8103,#8198,"6,203",11,1890,"Mao Onigawara is a happy 8-year-old grade-schooler and the granddaughter of Chief of Staff of Ground Defense Force. Equipped with her cloverleaf-shaped badge which enables her to transform (but gives her no special power whatsoever), Mao and her best friends (granddaughters of Chief of Staff of Air and Marine Defense Force, respectively) will defend Japan against the invasion from ""cute aliens,"" who are way too cute to be dealt with by regular armed forces. (Source: ANN)","['Adaptation (Manga) Rikujou Bouei-tai Mao-chan', '']",Rikujou Bouei-tai Mao-chan,,,,,,
69,Atashinchi,あたしンち,My Family,['TV'],330,Finished Airing,"Apr 19, 2002 to Sep 19, 2009",['Spring 2002'],Saturdays at 11:20 (JST),"['TV Asahi', 'Yumeta Company']","None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Slice of Life']",,,25 min. per ep.,G - All Ages,7.38,#2439,#8236,"6,120",63,2771,"Outrageous misadventures of an almost normal family with a housewife, her husband, and their two kids Yuzuhiko and Mikan. Wacky humor about this weird family's daily life. (Source: AniDB)","[""Sequel (TV) Shin Atashin'chi"", ""Adaptation (Manga) Atashin'chi""]",Atashin'chi,,,,,,
70,"Robot-chan Cubix, Robots for Everyone, Lobojjang Kyubigseu",로보짱 큐빅스,Cubix,['TV'],26,Finished Airing,"Aug 11, 2001 to Apr 26, 2004",['Summer 2001'],Unknown,['CinePix'],['4Kids Entertainment'],['Xebec'],Unknown,,['Mecha'],,23 min. per ep.,PG - Children,5.38,#12487,#8845,"5,155",8,2614,"The year is 2040. Japanese robot technology is making remarkable progress; they can understand human language, and they've even succeeded in developing a humanoid robot that can feel emotions. The setting is a future town on the outskirts of Musashino in the Tokyo area, where humans and robots live together, ""New Musashino City."" In this town, our main character Ichiro and his friends, as well as some robots, all get along very well. Before these friends appears a mad scientist, Professor K, bent on taking over the world. Ichiro and his robot partner, Kombock, and his other friends stand against him to crush his schemes. Will they be able to protect the peaceful lives of humans and robots from this evil?! The story of the friendship of Ichiro, Kombock, and their friends begins!! (Source: AniDB)",[],Saiko Robot Kombock,,,Cubix: Robots pour Tous,,['Sci-Fi'],
71,"Soreike! Anpanman, Go! Anpanman, Anpanman TV",それいけ！アンパンマン,,['TV'],Unknown,Currently Airing,"Oct 3, 1988 to ?",['Fall 1988'],Fridays at 16:20 (JST),"['Sotsu', 'Nippon Television Network']","None found,",['TMS Entertainment'],Picture book,"['Comedy', 'Fantasy']",,['Kids'],24 min.,PG - Children,6.58,#6587,#9190,"4,613",31,1739,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. (Source: ANN)",[],Sore Ike! Anpanman,,,,,,
72,"Bakutou Sengen Daigander, Bakutoh Sengen Daigunder",爆闘宣言ダイガンダー,Daigunder,['TV'],39,Finished Airing,"Apr 5, 2002 to Dec 27, 2002",['Spring 2002'],Fridays at 18:00 (JST),"['TV Tokyo', 'Nippon Animation', 'Victor Entertainment']","None found,","[""Brain's Base""]",Original,"['Adventure', 'Sci-Fi']",['Mecha'],,24 min. per ep.,PG - Children,6.82,#5245,#9631,"3,983",21,2189,"Akira Akebono, a young boy who is competing in a robot tournament where many of the robots are capable of transforming into animal forms. Akira wants to win the ultimate prize, the Titan Belt, with the help of his group of robots, all of which are capable of forming into the robot Daigunder. Daigunder is the creation of Akira's father, Professor Hajime Akebono. Together with a girl named Haruka, they compete under the name of Team Akira. However, Team Akira faces opposition from not only their competition, but a robot named Ginzan who is under the control of the evil Professor Maelstrom. (Source: ANN)",[],Bakutou Sengen Daigunder,,,,,,
73,,どーもくん,,['TV'],37,Finished Airing,"Dec 22, 1998 to Jan 1, 2008",['Winter 1999'],Not scheduled once per week,['NHK'],"None found,",['dwarf'],Other,"['Comedy', 'Slice of Life']",,['Kids'],39 sec. per ep.,G - All Ages,6.43,#7544,#10462,"3,086",14,948,"A strange monster hatches from a mysterious egg. He befriends various animals, and takes residence in Osajii's burrow. He discovers new and exciting things about everyday life. As of 2008, there are at least 37 regular TV spot episodes of Domo-kun. These 37 episodes were released on DVD in Japan in July of 2009.",[],Domo-kun,,,,,,
74,,おじゃる丸,Prince Mackaroo,['TV'],Unknown,Currently Airing,"Oct 5, 1998 to ?",['Fall 1998'],Not scheduled once per week,['NHK'],['Enoki Films'],['Gallop'],Original,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']",,['Kids'],10 min.,G - All Ages,6.39,#7746,#11559,"2,229",5,553,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)","['Adaptation (Manga) Ojarumaru', '']",Ojarumaru,,,,,,
75,,ふぉうちゅんドッグす,,['TV'],39,Finished Airing,"Jul 4, 2002 to Mar 29, 2003",['Summer 2002'],Unknown,"None found,","None found,",['Vega Entertainment'],Original,,['Pets'],,25 min. per ep.,None,6.46,#7354,#12331,"1,744",5,592,"A French Bulldog is adopted from the Happy Kennel by a girl named Ai and is given the name Alex. She tells him stories and reads to him from a book titled The Adventures of Freddy about dog who leaves home to find the Fortune Tree. However, he is separated from Ai when he mistakenly follows a girl wearing the same clothes as Ai on a bus. Adopting the name Freddy, after the hero in Ai's storybook, Alex begins his quest to return to Ai. But before he can return to his owner, Freddy and his new friends must find the Fortune Tree and save it from dying, otherwise all the humans in the world will lose their good will and no longer care about their pets. (Source: Wikipedia)",[],Fortune Dogs,,,,,['Adventure'],
76,,しましまとらのしまじろう,,['TV'],726,Finished Airing,"Dec 13, 1993 to Mar 31, 2008",['Winter 1994'],Mondays at 18:00 (JST),"['TV Tokyo', 'Azeta Pictures']","None found,",['Studio Kikan'],Original,"['Adventure', 'Comedy', 'Fantasy']",['Anthropomorphic'],['Kids'],23 min. per ep.,G - All Ages,5.92,#10325,#13252,"1,323",4,558,"Shimajiro, a preschool-aged tiger boy, has adventures with his friends Mimirin, Ramurin, Nyakki, and Toriipi on Challenge Island.","['Sequel (TV) Hakken Taiken Daisuki! Shimajirou', '']",Shima Shima Tora no Shimajirou,,,,,,
77,,ベイベーばあちゃん,Baby Grandma,['TV'],53,Finished Airing,"Apr 8, 2002 to Dec 4, 2002",['Spring 2002'],Not scheduled once per week,"['Bandai Visual', 'NHK', 'Bandai']","None found,","None found,",Original,"['Comedy', 'Drama']",,,7 min. per ep.,G - All Ages,6.44,#7443,#13566,"1,213",0,359,"Amika is a elementary school student who dreams of becoming an idol. Her grandmother is a harsh yet wealthy woman who lives on a remote island that she owns. When her grandmother passed away, Amika's life begins to appear subtle changes. Not long after the passing of her grandmother, Amika's mother gave birth to a baby girl. Ironically, Amika's little sister looks and behaves exactly like her grandmother. (Source: ANN)",[],Baby Baachan,,,,,,
78,,親子クラブ,,['TV'],1818,Finished Airing,"Oct 3, 1994 to Mar 30, 2013",['Fall 1994'],Unknown,['Fuji TV'],"None found,",['Eiken'],Original,"['Comedy', 'Slice of Life']",,,5 min. per ep.,G - All Ages,5.47,#12201,#13610,"1,198",0,442,This anime was running almost 20 years and has over 1800 episodes.,[],Oyako Club,,,,,,
79,"Hikarian 2: Lightning Attack Express, Lightning Super Express Hikarian",電光超特急ヒカリアン,,['TV'],52,Finished Airing,"Apr 7, 2002 to Mar 30, 2003",['Spring 2002'],Unknown,"['TV Tokyo', 'Tokyo Kids']","None found,","None found,",Unknown,"['Action', 'Adventure']",,['Kids'],25 min. per ep.,G - All Ages,6.30,#8244,#13803,"1,132",2,261,The second season of Chou Tokkyuu Hikarian.,"['Prequel (TV) Chou Tokkyuu Hikarian', '']",Denkou Chou Tokkyuu Hikarian,,,,,,
80,,ストレイシープ ポーのちっちゃな大冒険,,['TV'],18,Finished Airing,"Oct 16, 2001 to Jan 1, 2005",['Fall 2001'],Unknown,['Fuji TV'],"None found,",['Robot Communications'],Original,,,['Kids'],2 min. per ep.,PG - Children,5.99,#9950,#16838,524,0,132,"Stray Sheep is based on the tales of Poe, a naive, independent and curious ram who finds himself sleepwalking into the most unpredictable situations on his path to reuniting with his herd and finding the ""ewe"" of his dreams. (Source: ANN)","['Prequel (TV) Stray Sheep no Daibouken', '']",Stray Sheep: Poe no Chicchana Daibouken,,,,,['Comedy'],
