,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Demographic,Theme,Genre,Demographics
68,,アグレッシブ烈子,Aggretsuko,,,,['TV'],100,Finished Airing,"Apr 2, 2016 to Mar 31, 2018",['Spring 2016'],Saturdays at 12:00 (JST),['Sanrio'],"None found,",['Fanworks'],Other,,"['Anthropomorphic', 'Music', 'Workplace']",1 min. per ep.,PG-13 - Teens 13 or older,7.62,#1488,#2075,"110,798",679,52933,"Whether it be facing misogynistic remarks from her boss or being pressured by condescending co-workers, stress is just another part of the job for 25-year-old red panda Retsuko. Despite being one of the most diligent workers at her office, her diminutiveness and modesty often lead her to be exploited by her colleagues. However, when her irritation hits the limit, Retsuko brings forth her unique brand of letting off steam: aggressive death metal karaoke bashing the idiocy and hypocrisy of her co-workers' actions and work life. Although this venting only takes place in her mind, it gives her an outlet to counter her frustration in a world where hierarchy and appearances reign supreme. [Written by MAL Rewrite]",[],Aggressive Retsuko,,,['Comedy'],
69,,クレヨンしんちゃん,Shin Chan,Shin Chan,Shin Chan,,['TV'],Unknown,Currently Airing,"Apr 13, 1992 to ?",['Spring 1992'],Fridays at 19:30 (JST),['TV Asahi'],['Funimation'],['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",,21 min.,G - All Ages,7.80,#1028,#2400,"88,023","1,330",42175,"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon. Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with. [Written by MAL Rewrite]","['Adaptation (Manga) Crayon Shin-chan', '']",Crayon Shin-chan,['Seinen'],['School'],,
70,"Yugioh, Yuu Gi Ou! Arc-V, Yu-Gi-Oh! Arc Five, Yu-Gi-Oh! Arc-V",遊☆戯☆王　アーク・ファイブ ARC-V,Yu-Gi-Oh! Arc-V,Yu-Gi-Oh! Arc-V,Yu-Gi-Oh! Arc-V,Yu-Gi-Oh! Arc-V,['TV'],148,Finished Airing,"Apr 6, 2014 to Mar 26, 2017",['Spring 2014'],Sundays at 17:30 (JST),"['TV Tokyo', 'Nihon Ad Systems', 'Marvelous AQL', 'Konami Cross Media NY']","None found,",['Gallop'],['Manga'],"['Action', 'Fantasy']",,24 min. per ep.,PG-13 - Teens 13 or older,6.72,#5803,#2813,"68,032",502,35678,"Action Duels, which allow duelists to soar and swing alongside their Duel Monsters, are taking the world by storm. Due to an evolutionary breakthrough, the ""Solid Vision"" system is now able to provide Duel Monsters with mass. Yuuya Sakaki is Yuusho Sakaki's son, the latter being the founder of You Show Duel School in Miami City. Yuusho insists that duels are not a tool of war, but rather are to bring smiles to people and thus introduced the concept of Entertainment Dueling. However, at the height of his fame, Yuusho disappears and fails to attend his duel with Strong Ishijima, the Action Duel champion. Although scarred by this sudden leave, Yuuya vows to become an Entertainment Duelist like his father. Several years later, in the midst of a battle with Strong Ishijima, Yuuya's desperation to win brings forth a miracle. His pendant begins glowing, turning his cards into Pendulum Cards, which enables him to perform a Pendulum Summon—a summoning method unknown to the world and himself—gaining him fame overnight. As a result, Reiji Akaba, CEO of Leo Corporation and founder of the elite Leo Duel School, starts producing new Pendulum Cards to incorporate Pendulum Summoning into the system. Thus, the mysteries that surround Pendulum Summoning and Yuuya's father start to unravel, and Yuuya learns bit by bit what it takes to become an Entertainment Duelist. [Written by MAL Rewrite]","['Adaptation (One-shot) Yu☆Gi☆Oh! Arc-V', 'Adaptation (Manga) Yu☆Gi☆Oh! Arc-V']",Yu☆Gi☆Oh! Arc-V,['Shounen'],['Strategy Game'],,
71,,ベイブレードバースト,,,,,['TV'],51,Finished Airing,"Apr 4, 2016 to Mar 27, 2017",['Spring 2016'],Mondays at 17:55 (JST),"['TV Tokyo', 'd-rights']",['ADK Emotions NY Inc.'],['OLM'],['Manga'],"['Adventure', 'Sci-Fi', 'Sports']",,24 min. per ep.,PG - Children,6.64,#6263,#3988,"35,184",207,21101,"The story revolves around Valt Aoi and Shu Kurenai as well as their teammates, Rantaro Kiyama, Daina Kurogami and Wakiya Komurasaki at the Beigoma Academy school in Japan. When not studying, the close friends are obsessed with their Beyblade, creating a school bey club later in the season and challenging each other to battles at their Bey Stadium. The friends eventually become friendly rivals as they compete against each other in a competition to claim the title of Japan’s top Blader. (Source: Beyblade Wiki)","['Sequel (TV) Beyblade Burst God', 'Adaptation (Manga) Beyblade Burst']",Beyblade Burst,['Kids'],,,
72,Yokai Watch,妖怪ウォッチ,Yo-kai Watch,Yo-Kai Watch,Yo-Kai Watch,Yo-Kai Watch,['TV'],214,Finished Airing,"Jan 8, 2014 to Mar 30, 2018",['Winter 2014'],Fridays at 18:30 (JST),"['TV Tokyo', 'Dentsu']",['Dentsu Entertainment USA'],['OLM'],Game,"['Comedy', 'Supernatural']",,23 min. per ep.,G - All Ages,6.68,#6009,#3993,"35,147",270,16278,"Primary school student Keita Amano's curiosity is as innocent as any other child's his age. But when one day he decides to venture deeper into the forest, he encounters a small and mysterious capsule. Out from its depths comes Whisper. After 190 years of imprisonment, this ghost-like creature is glad that someone has been kind enough to set him free. He decides to reward Keita by becoming his guardian against supernatural forces. Whisper is one of many Youkai that exist in the world, and provides Keita with a special Youkai Watch, which enables him to see and interact with all the other Youkai. Youkai Watch follows Keita, Whisper and the cat spirit Jibanyan as they encounter Youkai, befriend them, fix all the trouble that they so often cause, and, with the help of the watch, use the powers of previously encountered Youkai to aid them. Young Keita may have been just an ordinary primary school student when he first encountered the Youkai, but the many adventures that follow his discovery provide him with invaluable experiences and precious life lessons that help him grow.","['Sequel (TV) Youkai Watch!', 'Adaptation (Manga) Youkai Watch']",Youkai Watch,['Kids'],['Mythology'],,
73,Longriders!,ろんぐらいだぁす！,Long Riders!,,,,['TV'],12,Finished Airing,"Oct 8, 2016 to Feb 5, 2017",['Fall 2016'],Saturdays at 21:00 (JST),"['Lantis', 'DAX Production', 'NBCUniversal Entertainment Japan', 'Hakuhodo DY Music & Pictures', 'Ichijinsha', 'Bandai Channel']",['Sentai Filmworks'],['Actas'],['Manga'],"['Comedy', 'Sports']",,23 min. per ep.,PG-13 - Teens 13 or older,6.71,#5855,#4345,"29,461",62,10730,"Falling in love at first sight with a collapsible bicycle outside the station, Ami Kurata, first-year university student empties her account without a second thought and buys the bicycle. Now she enjoys weekend cycling trips with Aoi, her childhood friend, and Hinako, a senior at her university. ""Owning a road bike may change your view of the world completely."" Prompted by the comment, Ami purchased a road bike, and she is really impressed with the traveling performance. As soon as she places her feet on the pedals and presses down, everything about riding a road bicycle—the lightness of the pedal, the speed, the acceleration—is nothing like she has ever experienced. Ami's cycle life gets going with the new road cycle as her partner! (Source: Showgate, edited)","['Adaptation (Manga) Long Riders!', '']",Long Riders!,['Shounen'],['CGDCT'],,
74,,信長の忍び,Ninja Girl & Samurai Master,Ninja Girl & Samurai Master,,Ninja Girl & Samurai Master,['TV'],26,Finished Airing,"Oct 4, 2016 to Mar 28, 2017",['Fall 2016'],Tuesdays at 21:55 (JST),"None found,","None found,",['TMS Entertainment'],['4-koma manga'],,,3 min. per ep.,PG-13 - Teens 13 or older,7.11,#3865,#4421,"28,440",37,10536,"Rescued from nearly drowning in a river, a young Chidori yearns to pay back her savior's kindness. Though her cute and innocent appearance might not show it, she is actually a highly skilled ninja, so years later, Chidori and her friend Sukezou come to serve under the man who saved her—the ambitious warlord, Nobunaga Oda. As Nobunaga fights off invading forces and sets his sights upon neighboring lands, Chidori is assigned vital tasks to assure victory, such as gathering information or assassinating key figures. Between taking on these important missions and dealing with the colorful cast of Nobunaga's family and servants, the young ninja is always ready to do her best to lead her master toward greatness. [Written by MAL Rewrite]","['Prequel (Special) Nobunaga no Shinobi: Nobunaga to Minarai Shinobi', 'Sequel (TV) Nobunaga no Shinobi: Ise Kanegasaki-hen', 'Adaptation (Manga) Nobunaga no Shinobi', '']",Nobunaga no Shinobi,,['Historical'],['Comedy'],
75,,クラシカロイド,ClassicaLoid,,,,['TV'],25,Finished Airing,"Oct 8, 2016 to Apr 1, 2017",['Fall 2016'],Saturdays at 17:30 (JST),"['NHK', 'Bandai Namco Pictures']",['Sentai Filmworks'],['Sunrise'],Original,,"['Anthropomorphic', 'Music']",24 min. per ep.,PG-13 - Teens 13 or older,6.41,#7635,#4524,"27,108",88,7071,"Ever since her father used up the last of the family fortune and skipped town, Kanae Otowa has lived in her family's ancestral mansion, Otowakan. With no way to pay off her father's debts, Otowakan is being foreclosed and Kanae must oust the remaining residents—her friend Sousuke Kagura, and two strange people who claim to be her father's acquaintances, Wolfgang Amadeus Mozart and Ludwig van Beethoven. After somehow being resurrected, Mozart and Beethoven have started going by ""Motes"" and ""Beethes"" respectively, and begun to indulge in a variety of idiotic, non-musical pursuits. While stubbornly refusing to leave Otowakan, Beethes unlocks the hidden power of Musik, saving Otowakan from demolition and delaying his eviction. With this discovery, other Musik users are drawn to Otowakan, including Frédéric Chopin, Franz Liszt, and Franz Schubert. However, not all Musik users have innocent desires. Across the city, the enigmatic Johann Sebastian Bach sits atop a tall building, plotting how to use his Musik. [Written by MAL Rewrite]","['Sequel (TV) ClassicaLoid 2nd Season', '']",ClassicaLoid,,,['Comedy'],
76,"Puri Para, Pri Para, PuriPara, Prism Paradise",プリパラ,,,,,['TV'],140,Finished Airing,"Jul 5, 2014 to Mar 28, 2017",['Summer 2014'],Tuesdays at 17:55 (JST),['TV Tokyo'],"None found,","['Tatsunoko Production', 'Dongwoo A&E']",Game,,"['Idols (Female)', 'Music', 'School']",23 min. per ep.,PG - Children,7.52,#1902,#4812,"23,383",461,6947,"Every little girl waits for the day she'll get her special ticket, one that will grant her entry into the world of PriPara (Prism Paradise). PriPara is a world of music, fashion, and daily auditions for a chance to become a pop idol. Laala Manaka's friends and classmates aspire to become idols, but her school forbids elementary school students from participating in the idol competitions. Luckily, Laala is only interested in watching the idol shows. Yet somehow despite all this, she manages to bumble her way into the PriPara world, and debut as a fresh new talent. After being told all her life that she's too loud, Laala has finally found a place where she can be as loud as she wants and sing from her heart. And not only that, but there's a possibility that she might be the legendary Prism Voice. Adventure, fashion, and music awaits as Laala climbs her way to the top, on her way to become the cutest and most beloved pop idol in the world of PriPara!","['Sequel (TV) Idol Time PriPara', '']",PriPara,,,['Slice of Life'],
77,,タイガーマスクW,Tiger Mask W,,,,['TV'],38,Finished Airing,"Oct 2, 2016 to Jul 2, 2017",['Fall 2016'],Sundays at 02:30 (JST),['TV Asahi'],"None found,",['Toei Animation'],['Manga'],"['Drama', 'Sports']",,23 min. per ep.,PG-13 - Teens 13 or older,6.93,#4702,#4867,"22,796",76,8674,"Two young wrestlers face each other in a recently revived underground wrestling organization, the Tiger's Lair, which destroyed the wrestling dojo they grew up in. One took over the training facilities of Naoto Date at the foot of Mount Fuji, as well as the mask he left behind. The other dared to enter the Tiger's Lair and won a fierce competition, receiving a jet-black tiger mask. One tiger walks the path of light, while the other walks the path of shadows. Neither one knows the other's face. On the ring, they are natural enemies, but they have the same purpose—destroy the Tiger's Lair! (Source: MAL News)","['Prequel (TV) Tiger Mask Nisei', '']",Tiger Mask W,['Shounen'],['Combat Sports'],,
78,,アイカツスターズ！,,,,,['TV'],100,Finished Airing,"Apr 7, 2016 to Mar 29, 2018",['Spring 2016'],Thursdays at 18:25 (JST),"['TV Tokyo', 'Echoes']","None found,",['Bandai Namco Pictures'],Original,,"['Idols (Female)', 'Music', 'School']",24 min. per ep.,PG - Children,7.62,#1489,#4999,"21,425",308,7316,"Yume Nijino has been accepted into Four Stars academy, home of the beautiful and talented S4 idol group. She and the other newcomers are determined to discover their talent, with a choice of specializing in beauty, singing, dancing, or drama. A tough road lies ahead of them, and they must rely on each other to overcome their weaknesses and develop their unique strengths. At the first-years' opening performances, Yume performs stellarly but faints and is unable to remember being on stage at all. Struggling to find her talent, she meets Rola ""Laura"" Sakuraba, and the two develop a friendly rivalry, working together to learn and improve. Though they have their differences, all the students share the same goal: to become the next S4 idol. But hard work and determination, along with teamwork, are needed if they want to join the elite S4. [Written by MAL Rewrite]",[],Aikatsu Stars!,,,['Slice of Life'],
79,,ドラえもん (2005),,,,,['TV'],Unknown,Currently Airing,"Apr 22, 2005 to ?",['Spring 2005'],Fridays at 19:00 (JST),['TV Asahi'],"None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Sci-Fi']",,25 min.,PG - Children,7.72,#1246,#5000,"21,404",239,9583,"Doraemon (2005) is the most recent anime series based on Fujiko Fujio's manga of the same name. It is the 2005 version of 1979 series, with certain changes in the animation and other things. Doraemon is a cat-like robot who appears in the present to steer Nobita/Noby, who is a dumb, naive and clumsy boy on the right path in order to secure his future. Nobita's love interest is Shizuka Minamoto/Sue, his frenemies are Takeshi Goda/Big G and Suneo/Sneech. (Source: Wikipedia)","['Prequel (TV) Doraemon (1979)', 'Adaptation (Manga) Doraemon']",Doraemon (2005),,['Anthropomorphic'],,"['Kids', 'Shounen']"
