,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Theme,Genre,Demographics
27,,BLEACH - ブリーチ -,Bleach,,,,['TV'],366,Finished Airing,"Oct 5, 2004 to Mar 27, 2012",['Fall 2004'],Tuesdays at 18:00 (JST),"['TV Tokyo', 'Aniplex', 'Dentsu', 'TV Tokyo Music', 'Shueisha']",['VIZ Media'],['Pierrot'],['Manga'],"['Action', 'Adventure', 'Supernatural']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.97,#705,#35,"2,074,829","78,043",1188689,"Ichigo Kurosaki is an ordinary high schooler—until his family is attacked by a Hollow, a corrupt spirit that seeks to devour human souls. It is then that he meets a Soul Reaper named Rukia Kuchiki, who gets injured while protecting Ichigo's family from the assailant. To save his family, Ichigo accepts Rukia's offer of taking her powers and becomes a Soul Reaper as a result. However, as Rukia is unable to regain her powers, Ichigo is given the daunting task of hunting down the Hollows that plague their town. However, he is not alone in his fight, as he is later joined by his friends—classmates Orihime Inoue, Yasutora Sado, and Uryuu Ishida—who each have their own unique abilities. As Ichigo and his comrades get used to their new duties and support each other on and off the battlefield, the young Soul Reaper soon learns that the Hollows are not the only real threat to the human world. [Written by MAL Rewrite]","['Sequel (TV) Bleach: Sennen Kessen-hen', 'Adaptation (Manga) Bleach']",Bleach,,,
28,"Code Geass: Hangyaku no Lelouch 2nd Season, Code Geass: Hangyaku no Lelouch Second Season",コードギアス 反逆のルルーシュ R2,Code Geass: Lelouch of the Rebellion R2,Code Geass: Lelouch of the Rebellion R2,"Code Geass: Lelouch, el de la Rebelión R2",Code Geass: Lelouch of the Rebellion R2,['TV'],25,Finished Airing,"Apr 6, 2008 to Sep 28, 2008",['Spring 2008'],Sundays at 17:00 (JST),"['Bandai Visual', 'Mainichi Broadcasting System', 'Bandai', 'Bandai Namco Entertainment', 'Hakuhodo DY Media Partners']","['Funimation', 'Bandai Entertainment']",['Sunrise'],Original,"['Action', 'Award Winning', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'Super Power']",,24 min. per ep.,R - 17+ (violence & profanity),8.91,#20,#47,"1,853,749","78,250",1237326,"One year has passed since the Black Rebellion, a failed uprising against the Holy Britannian Empire led by the masked vigilante Zero, who is now missing. At a loss without their revolutionary leader, Area 11's resistance group—the Black Knights—find themselves too powerless to combat the brutality inflicted upon the Elevens by Britannia, which has increased significantly in order to crush any hope of a future revolt. Lelouch Lamperouge, having lost all memory of his double life, is living peacefully alongside his friends as a high school student at Ashford Academy. His former partner C.C., unable to accept this turn of events, takes it upon herself to remind him of his past purpose, hoping that the mastermind Zero will rise once again to finish what he started, in this thrilling conclusion to the series. [Written by MAL Rewrite]","['Prequel (TV) Code Geass: Hangyaku no Lelouch', 'Adaptation (Manga) Code Geass: Hangyaku no Lelouch', 'Adaptation (Light Novel) Code Geass: Hangyaku no Lelouch R2', '']",Code Geass: Hangyaku no Lelouch R2,,,
29,,ソウルイーター,Soul Eater,,,,['TV'],51,Finished Airing,"Apr 7, 2008 to Mar 30, 2009",['Spring 2008'],Mondays at 18:00 (JST),"['TV Tokyo', 'Aniplex', 'Dentsu', 'Media Factory', 'Fonishia']",['Funimation'],['Bones'],['Manga'],"['Action', 'Comedy', 'Fantasy']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.85,#919,#64,"1,686,652","28,435",870241,"Death City is home to the famous Death Weapon Meister Academy (Shibusen), a technical academy headed by the Shinigami—Lord Death himself. Its mission: to raise Death Scythes for the Shinigami to wield against the many evils of their fantastical world. These Death Scythes, however, are not made from physical weapons; rather, they are born from human hybrids who have the ability to transform their bodies into Demon Weapons, and only after they have consumed the souls of 99 evil beings and one witch's soul. Soul Eater Evans, a Demon Scythe who only seems to care about what's cool, aims to become a Death Scythe with the help of his straight-laced wielder, or meister, Maka Albarn. The contrasting duo work and study alongside the hot headed Black☆Star and his caring weapon Tsubaki, as well as the Shinigami's own son, Death the Kid, an obsessive-compulsive dual wielder of twin pistols Patty and Liz. As they take on missions to collect souls and protect the city from the world's threats, the Shibusen students work together under the snickering sun to become sounder in mind, body, and soul. [Written by MAL Rewrite]","['Adaptation (Manga) Soul Eater', '']",Soul Eater,['School'],,
30,"Gin Tama, Silver Soul, Yorinuki Gintama-san",銀魂,Gintama,,,,['TV'],201,Finished Airing,"Apr 4, 2006 to Mar 25, 2010",['Spring 2006'],Thursdays at 18:00 (JST),"['TV Tokyo', 'Aniplex', 'Dentsu', 'Trinity Sound', 'Miracle Robo', 'Shueisha']","['Sentai Filmworks', 'Crunchyroll']",['Sunrise'],['Manga'],"['Action', 'Comedy', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,8.93,#17,#145,"1,104,568","60,229",408361,"Edo is a city that was home to the vigor and ambition of samurai across the country. However, following feudal Japan's surrender to powerful aliens known as the ""Amanto,"" those aspirations now seem unachievable. With the once-influential shogunate rebuilt as a puppet government, a new law is passed that promptly prohibits all swords in public. Enter Gintoki Sakata, an eccentric silver-haired man who always carries around a wooden sword and maintains his stature as a samurai despite the ban. As the founder of Yorozuya, a small business for odd jobs, Gintoki often embarks on endeavors to help other people—though usually in rather strange and unforeseen ways. Assisted by Shinpachi Shimura, a boy with glasses supposedly learning the way of the samurai; Kagura, a tomboyish girl with superhuman strength and an endless appetite; and Sadaharu, their giant pet dog who loves biting on people's heads, the Yorozuya encounter anything from alien royalty to scuffles with local gangs in the ever-changing world of Edo. [Written by MAL Rewrite]","[""Sequel (TV) Gintama'"", 'Adaptation (Manga) Gintama']",Gintama,,,
31,"D. Gray-man, D. Grey-man",ディー・グレイマン,D.Gray-man,,,,['TV'],103,Finished Airing,"Oct 3, 2006 to Sep 30, 2008",['Fall 2006'],Tuesdays at 18:00 (JST),"['TV Tokyo', 'Aniplex', 'Dentsu', 'Half H.P Studio', 'Sony Music Entertainment']",['Funimation'],['TMS Entertainment'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,8.00,#667,#303,"710,667","13,696",291832,"Losing a loved one is so painful that one may sometimes wish to be able to resurrect them—a weakness that the enigmatic Millennium Earl exploits. To make his mechanical weapons known as ""Akuma,"" he uses the souls of the dead that are called back. Once a soul is placed in an Akuma, it is trapped forever, and the only way to save them is to exorcise them from their vessel using the Anti-Akuma weapon, ""Innocence."" After spending three years as the disciple of General Cross, Allen Walker is sent to the Black Order—an organization comprised of those willing to fight Akuma and the Millennium Earl—to become an official Exorcist. With an arm as his Innocence and a cursed eye that can see the suffering souls within an Akuma, it's up to Allen and his fellow Exorcists to stop the Millennium Earl's ultimate plot: one that can lead to the destruction of the world. [Written by MAL Rewrite]","['Sequel (TV) D.Gray-man Hallow', 'Adaptation (Manga) D.Gray-man']",D.Gray-man,['Urban Fantasy'],,
32,"Toraburu, Love Trouble",To LOVEる -とらぶる-,To Love Ru,To LOVE Ru,To Love Ru,,['TV'],26,Finished Airing,"Apr 4, 2008 to Sep 26, 2008",['Spring 2008'],Fridays at 01:55 (JST),"['TBS', 'Shueisha']",['Sentai Filmworks'],['Xebec'],['Manga'],"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']","['Harem', 'School']",['Shounen'],24 min. per ep.,R+ - Mild Nudity,6.97,#4512,#340,"661,374","4,241",331123,"Timid 16-year-old Rito Yuuki has yet to profess his love to Haruna Sairenji—a classmate and object of his infatuation since junior high. Sadly, his situation becomes even more challenging when one night, a mysterious, stark-naked girl crash-lands right on top of a bathing Rito. To add to the confusion, Rito discovers that the girl, Lala Satalin Deviluke, is the crown princess of an alien empire and has run away from her home. Despite her position as the heiress to the most dominant power in the entire galaxy, Lala is surprisingly more than willing to marry the decidedly average Rito in order to avoid an unwanted political marriage. To LOVE-Ru depicts Rito's daily struggles with the bizarre chaos that begins upon the arrival of Lala. With an evergrowing legion of swooning beauties that continuously foil his attempted confessions to Haruna, To LOVE-Ru is a romantic comedy full of slapstick humor, sexy girls, and outlandishly lewd moments that defy the laws of physics. [Written by MAL Rewrite]","['Sequel (TV) Motto To LOVE-Ru', 'Adaptation (Manga) To LOVE-Ru']",To LOVE-Ru,,,
33,"Kateikyoushi Hitman Reborn!, Home Tutor Hitman Reborn!",家庭教師ヒットマンREBORN!,Reborn!,,Reborn!,Mon prof le tueur Reborn!,['TV'],203,Finished Airing,"Oct 7, 2006 to Sep 25, 2010",['Fall 2006'],Saturdays at 10:30 (JST),"['TV Tokyo', 'Dentsu', 'Marvelous Entertainment', 'Pony Canyon', 'd-rights']","['VIZ Media', 'Discotek Media']",['Artland'],['Manga'],"['Action', 'Comedy']","['Organized Crime', 'Super Power']",['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,8.12,#499,#415,"570,875","16,015",264918,"There is no putting it lightly—Tsunayoshi Sawada is just no good. He is clumsy, talentless, and desperately in love with the school idol Kyouko Sasagawa, a girl so completely out of his league. Dubbed ""Loser Tsuna"" by his classmates, he seems to be the very personification of failure in the guise of a middle-schooler. Tsuna's boring life takes an extraordinary twist when he encounters the mysterious Reborn, who happens to be a hitman... and shockingly, a baby! Sent from the strongest Mafia family in Italy, Reborn is assigned the daunting mission of preparing the dull middle schooler to succeed the ninth boss of the notorious Vongola family, who is on the brink of retirement. The dull boy has a grueling road ahead, but with the help of his new criminal affiliates and his peculiar home tutor, perhaps even Loser Tsuna can achieve greatness. [Written by MAL Rewrite]","['Adaptation (Manga) Katekyou Hitman Reborn!', '']",Katekyou Hitman Reborn!,,,
34,"S.A., Special A Class",スペシャル・エー,Special A (S.A),,,,['TV'],24,Finished Airing,"Apr 7, 2008 to Sep 15, 2008",['Spring 2008'],Mondays at 01:30 (JST),['Showgate'],['Sentai Filmworks'],"['Gonzo', 'AIC']",['Manga'],"['Comedy', 'Romance']",,['Shoujo'],24 min. per ep.,PG-13 - Teens 13 or older,7.50,#1967,#669,"375,781","2,774",189694,"Hikari Hanazono has always been able to do things that normal people cannot. As a child, she assumed no one could beat her—until she met Kei Takishima. Thinking she would win, Hikari challenged him to a match. But things didn’t go as planned; she lost not once but each time she rechallenged him. From that point on, she has sworn to best Kei at everything, ranging from academics to athletics. To achieve her goal, Hikari enrolls in the same school as Kei—Hakusenkan, a prestigious institute for the wealthy. As a pair, they hold the top two rankings in school and are among seven of the academy's best students in a class known as Special A. While Hikari treats Kei as a rival, she is completely oblivious that he harbors hidden feelings for her. Together, the members of Special A deal with competition, friendship, and just a bit of love. [Written by MAL Rewrite]","['Adaptation (Manga) Special A', '']",Special A,['School'],,
35,Detective Conan,名探偵コナン,Case Closed,Case Closed,,,['TV'],Unknown,Currently Airing,"Jan 8, 1996 to ?",['Winter 1996'],Saturdays at 18:00 (JST),"['Yomiuri Telecasting', 'Shogakukan', 'Audio Planning U', 'Tokyo Movie', 'Polydor Records']","['Funimation', 'Crunchyroll']",['TMS Entertainment'],['Manga'],"['Adventure', 'Comedy', 'Mystery']",,['Shounen'],24 min.,PG-13 - Teens 13 or older,8.17,#435,#706,"360,807","15,330",164322,"Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child. Perfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa. Shinichi, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday. [Written by MAL Rewrite]","['Adaptation (Manga) Meitantei Conan', '']",Meitantei Conan,['Detective'],,
36,"Naughty Kiss, Teasing Kiss, Mischievous Kiss, Itazurana Kiss, It Started With A Kiss",イタズラなKiss,ItaKiss,,,,['TV'],25,Finished Airing,"Apr 5, 2008 to Sep 25, 2008",['Spring 2008'],Saturdays at 02:25 (JST),"['Bandai Visual', 'Trinity Sound']",['Discotek Media'],['TMS Entertainment'],['Manga'],"['Comedy', 'Romance']",,['Shoujo'],24 min. per ep.,PG-13 - Teens 13 or older,7.40,#2370,#900,"290,124","2,944",149137,"When her newly-built home is razed to the ground by an earthquake, low-achieving, clumsy, and troublesome third-year high school student Kotoko Aihara is forced to share a roof with the school's—and possibly Japan's—smartest student, Naoki Irie. Kotoko is not actually a complete stranger to Irie-kun; unfortunately, a single love letter that she tried to give him in the past has already sealed her fate as far as he is concerned. Throw in some quirky friends and a meddlesome mother, and Kotoko might not even have a snowball's chance in hell of winning the older Irie boy's heart. Yet Kotoko remains optimistic that, because she now lives in his house, her unattainable crush on the genius since the beginning of high school has never been more within reach. [Written by MAL Rewrite]","['Adaptation (Manga) Itazura na Kiss', '']",Itazura na Kiss,['School'],,
37,Guardian Character!,しゅごキャラ！,Shugo Chara!,,,,['TV'],51,Finished Airing,"Oct 6, 2007 to Sep 27, 2008",['Fall 2007'],Saturdays at 09:30 (JST),"['TV Tokyo', 'Sotsu', 'Pony Canyon']","None found,",['Satelight'],['Manga'],,"['Mahou Shoujo', 'School']",['Shoujo'],24 min. per ep.,PG - Children,7.40,#2343,#1154,"225,899","3,053",108031,"Amu Hinamori is a shy girl who struggles to make friends in part due to the rumors spread around school about her ""cool and spicy"" personality. Wishing that she could show everyone her ""would-be"" self, Amu wakes up to the presence of three colorful and ornately decorated eggs in her bed. Each of these ""Hearts Eggs"" houses a ""Guardian Character""—manifestations of someone's would-be self and their dreams. With the aid of Ran, Miki, and Su, Amu now finds herself able to express who she truly is. However, things do not always pan out in her favor. The sudden appearance of Amu's Guardian Characters prompts the Seiyo Elementary Guardians, a student council-like group with each member possessing their own Guardian Character, to take notice of her. As someone who has multiple Characters, Amu is roped into being the Guardians' ""Joker,"" tasked with helping them find X Eggs—corrupted versions of one's Hearts Egg. As she becomes entangled in the Guardians' quest, Amu begins to uncover more about these mysterious Characters, the X Eggs, and the organization that seems to be at the center of it all. [Written by MAL Rewrite]","['Sequel (TV) Shugo Chara!! Doki', 'Adaptation (Manga) Shugo Chara!']",Shugo Chara!,,['Comedy'],
38,"Nabari no Oh, King of Nabari",隠の王,Nabari no Ou,,,Nabari,['TV'],26,Finished Airing,"Apr 7, 2008 to Sep 29, 2008",['Spring 2008'],Mondays at 01:30 (JST),"['Square Enix', 'Kinyosha', 'Geneon Entertainment']",['Funimation'],['J.C.Staff'],['Manga'],"['Action', 'Drama', 'Supernatural']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.24,#3138,#1492,"169,952","1,216",67644,"Silent, apathetic, yet mischievous, 14-year-old Rokujou Miharu is the bearer of the hijutsu ""Shinrabanshou,"" a powerful technique many ninja clans desire so they can become the ruler of Nabari. His classmate Kouichi Aizawa and English teacher Thobari Durandal Kumohira are both secretly Banten clan ninjas who have pledged themselves to protect Miharu from his many attackers. Keeping apathetic, Miharu attempts to reject their invitation to join their ninja ""club."" However, after numerous attacks, he finds no choice but to join their group as a means for his survival. Slowly, Miharu gets ever closer to becoming the ruler of Nabari. [Written by MAL Rewrite]","['Adaptation (Manga) Nabari no Ou', '']",Nabari no Ou,['Martial Arts'],,
39,"Pocket Monsters: Diamond & Pearl, Diamond and Pearl, DP: Battle Dimension, DP: Galactic Battles, DP: Sinnoh League Victors",ポケットモンスター ダイヤモンド&パール,Pokémon: Diamond and Pearl,Pokémon: Diamant und Perl,Pokémon Diamond and Pearl,Pokémon Diamond and Pearl,['TV'],191,Finished Airing,"Sep 28, 2006 to Sep 9, 2010",['Fall 2006'],Thursdays at 19:00 (JST),"['TV Tokyo', 'SoftX', 'Nintendo', 'Shogakukan Productions']","['VIZ Media', 'The Pokemon Company International']",['OLM'],Game,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,['Kids'],23 min. per ep.,PG - Children,7.31,#2803,#1607,"155,184",537,94726,"Following the end of Satoshi's Hoenn journey, he travels to the Sinnoh region for his next adventure en route to becoming a Pokémon Master. Immediately upon arrival, Team Rocket makes another attempt to snatch Pikachu, only for it to fail once again. However, Pikachu has fallen deep into a forest and it's up to Satoshi to find him! Along the way, he reunites with Takeshi—a Pokémon breeder with whom he has traveled through many regions—and meets his soon-to-be rival, Shinji, a power-hungry trainer who cares little for his Pokémons' feelings. Still in search for Pikachu, Satoshi notices a powerful electric attack in the distance and heads toward it to find Pikachu with Team Rocket and Hikari—a novice trainer aiming to be the top Pokémon coordinator. After foiling Team Rocket's plans, Satoshi reunites with Pikachu and Hikari joins the group. And thus, Satoshi and his friends begin their journey through the exciting land of Sinnoh. [Written by MAL Rewrite]","['Prequel (TV) Pokemon Advanced Generation', 'Sequel (TV) Pokemon Best Wishes!']",Pokemon Diamond & Pearl,,,
40,,マクロスF（フロンティア）,Macross Frontier,,,,['TV'],25,Finished Airing,"Apr 4, 2008 to Sep 26, 2008",['Spring 2008'],Fridays at 01:25 (JST),"['Bandai Visual', 'Mainichi Broadcasting System', 'Big West']",['Nozomi Entertainment'],['Satelight'],Original,"['Action', 'Award Winning', 'Romance', 'Sci-Fi']","['Mecha', 'Military', 'Music', 'Space']",,24 min. per ep.,PG-13 - Teens 13 or older,7.88,#873,#1640,"150,778","1,889",68405,"Following a catastrophic war against a race of giants known as the Zentradi, humanity has escaped towards the center of the galaxy aboard a fleet of colonial vessels called the Macross Frontier. As the extraterrestrial threat is left further and further behind, life on Macross Frontier proceeds as usual. In the year 2059, a young mecha pilot trainee named Alto Saotome and his colleagues are preparing to perform an accompanying routine for the famous singer Sheryl Nome, who has come to Macross Frontier for a concert. During the performance, a biomechanical alien species known as the Vajra make a sudden appearance, breaking through the defensive perimeter surrounding the vessel and crash-landing near the concert venue, plunging the entire city into chaos. As the concertgoers evacuate, a young girl named Ranka Lee is left behind and gets targeted by the Vajra, but she is saved at the last minute by Alto. Following these events, the Strategic Military Services program notes Alto's skill in battle, resulting in his recruitment to combat the new alien threat. [Written by MAL Rewrite]","['Prequel (OVA) Macross Dynamite 7', 'Sequel (TV) Macross Δ', 'Adaptation (Manga) Macross Frontier', 'Adaptation (Light Novel) Macross Frontier']",Macross F,,,
41,"Yuu Gi Ou: Duel Monsters 5DS, Yugioh 5 D's",遊☆戯☆王5D's（ファイブディーズ）,Yu-Gi-Oh! 5D's,Yu-Gi-Oh! 5D's,Yu-Gi-Oh! 5D's,Yu-Gi-Oh! 5D's,['TV'],154,Finished Airing,"Apr 2, 2008 to Mar 30, 2011",['Spring 2008'],Wednesdays at 18:00 (JST),"['TV Tokyo', 'Nihon Ad Systems', 'Shueisha']",['Konami'],['Gallop'],['Manga'],,,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.46,#2098,#1667,"147,909","1,636",85925,"Yuusei Fudou is out to get back what was stolen from him. The world of dueling has evolved, with Riding Duels becoming the peak of entertainment for the residents of Neo Domino City. They are played on D-Wheels, a hybrid between Duel Disks and motorbikes. After the mechanically skilled Yuusei managed to build his own D-Wheel, his former friend Jack Atlas stole it alongside Yuusei's best card, Stardust Dragon; ditching their decrepit hometown of Satellite, he escaped to Neo Domino City. In the two years since then, Jack has risen to the top of the dueling world, while Yuusei has been making preparations thanks to the help of his friends. With his new D-Wheel finished, he now sets off to Neo Domino City, his only goal to find Jack. Unbeknownst to either of them, there are far bigger things at stake than they can imagine, with puppeteers pulling the strings behind the scenes. [Written by MAL Rewrite]","['Prequel (TV) Yu☆Gi☆Oh! Duel Monsters GX', ""Adaptation (Manga) Yu☆Gi☆Oh! 5D's""]",Yu☆Gi☆Oh! 5D's,['Strategy Game'],['Action'],
42,,クレヨンしんちゃん,Shin Chan,Shin Chan,Shin Chan,,['TV'],Unknown,Currently Airing,"Apr 13, 1992 to ?",['Spring 1992'],Fridays at 19:30 (JST),['TV Asahi'],['Funimation'],['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",,['Seinen'],21 min.,G - All Ages,7.80,#1030,#2402,"88,069","1,330",42190,"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon. Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with. [Written by MAL Rewrite]","['Adaptation (Manga) Crayon Shin-chan', '']",Crayon Shin-chan,['School'],,
43,BLASSREITER -genetic-,ブラスレイター,Blassreiter,,,,['TV'],24,Finished Airing,"Apr 6, 2008 to Sep 28, 2008",['Spring 2008'],Sundays at 02:00 (JST),"['Nitroplus', 'Sotsu Music Publishing', 'Future Vision Music']",['Funimation'],['Gonzo'],Original,"['Action', 'Drama', 'Sci-Fi']",,,23 min. per ep.,R - 17+ (violence & profanity),6.87,#4964,#2477,"83,998",218,30088,"Modern Germany is plagued by an outbreak of ""Amalgams."" Existing solely to wreak havoc, these cybernetic entities spawn from rotting flesh and can fuse with technology to gain new abilities. With society left in the wake of their destruction, the Xenogenesis Assault Team (XAT) is formed to suppress the threat. Alongside its primary mission to protect against the Amalgam attacks, the organization is also researching the newly discovered ""amalgamated"" humans which possess rational thought and are far deadlier than their non-sentient counterparts. Joseph Jobson is one such amalgamated human who has full control over his powers. Although successful in his line of work as a lone warrior, an unfortunate encounter with the recently-turned-Amalgam Gerd Frentzen makes him a priority target of the XAT. As he eludes the organization and seeks new allies, Joseph is transformed into the Blassreiter—a being heralded as the strongest Amalgam in existence. Now, he must fight back with his newfound powers to uncover the truth behind not only his past, but also the entire Amalgam conflict. [Written by MAL Rewrite]","['Adaptation (Light Novel) Blassreiter Judgment', '']",Blassreiter,['Mecha'],,
44,Sergeant Frog,ケロロ軍曹,Sgt. Frog,,,,['TV'],358,Finished Airing,"Apr 3, 2004 to Apr 4, 2011",['Spring 2004'],Unknown,"['TV Tokyo', 'Nihon Ad Systems', 'Rakuonsha']","['ADV Films', 'Funimation', 'Discotek Media']",['Sunrise'],['Manga'],"['Comedy', 'Sci-Fi']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.70,#1298,#2552,"80,331","1,281",35923,"It is the year 2004 AD, and pandemonium breaks as a mysterious frog-like alien race fills the sky with UFOs—or so 12-year-old Fuyuki Hinata dreams. Coincidentally, Sergeant Keroro, leader of a preliminary squad for the Keronian invasion of Pekopon—the alien name for Earth—begins his mission by invading Fuyuki's home. After subduing the boy and his sister, Keroro plans to reunite with his comrades and return to the mothership to repair his invaluable invasion device, the Kero Ball. Unfortunately, he receives word that headquarters has abandoned his unit's retrieval due to an unprecedented issue that forced the rest of the Keronians to flee. Consequently, Keroro is forced to stay at the Hinata residence together with the friendly, starry-eyed Fuyuki; his athletic, short-tempered sister Natsumi; and their hardworking, attractive mother Aki. Now stuck until further notice, Keroro and his platoon spend each day plotting world domination, but are thwarted each and every time by various unexpected factors. Nevertheless, as they live alongside humans, they learn to treat them as friends and allies, forming comedic yet meaningful connections that make their lives on Earth worthwhile. [Written by MAL Rewrite]","['Prequel (Special) Kero 0: Shuppatsu da yo! Zenin Shuugou!', 'Adaptation (Manga) Keroro Gunsou']",Keroro Gunsou,['Parody'],,
45,"Chii's Sweet Home, Chiizu",チーズスイートホーム,,,,Chi une vie de chat,['TV'],104,Finished Airing,"Mar 31, 2008 to Sep 25, 2008",['Spring 2008'],Not scheduled once per week,"['TV Tokyo', 'Hakuhodo DY Media Partners']",['Discotek Media'],['Madhouse'],['Manga'],,,['Seinen'],3 min. per ep.,G - All Ages,7.67,#1369,#2841,"66,766",451,28045,"One day, a small kitten named Chi is found by a young boy named Youhei and his mother. They decide to bring her back to their home to live with them despite their apartment's rules against keeping any pets. Chi, Youhei, and Youhei's parents cherish their time together as they make new friends, good memories, and have fun times together. These short adventures revolve around the daily life of Chi and her family, in addition to the many friends that they make along the way. No matter what trouble Chi ends up getting into, she knows that her family will always love her! [Written by MAL Rewrite]","[""Sequel (TV) Chi's Sweet Home: Atarashii Ouchi"", ""Adaptation (Manga) Chi's Sweet Home""]",Chi's Sweet Home,['Pets'],['Slice of Life'],
46,,モノクローム･ファクター,,,,,['TV'],24,Finished Airing,"Apr 8, 2008 to Sep 30, 2008",['Spring 2008'],Tuesdays at 02:00 (JST),"['Sotsu', 'Genco']",['Maiden Japan'],['A.C.G.T.'],['Manga'],"['Action', 'Boys Love', 'Supernatural']",,,24 min. per ep.,PG-13 - Teens 13 or older,6.93,#4681,#2982,"61,561",219,22816,"The story revolves around high school student Akira Nikaido, a typical slacker living a normal life. That is, until he meets the mysterious Shirogane, a man who suddenly appears and tells him that they have a destiny together. When Akira hears this, he is shocked and doesn't believe a word of it. Aya, a friend of Akira, forgets something in the school one night, and asks Akira to help her and go find it. He agrees, and while there, he gets attacked by a shadow monster. Shirogane convinces him that the balance between the human world and the shadow world has been distorted and that Akira must become a ""shin""- a creature of the shadow world- in order to help restore the balance. The anime has shonen-ai themes which are completely absent from the manga. (Source: Wikipedia)","['Adaptation (Manga) Monochrome Factor', '']",Monochrome Factor,,,
47,"Absolutely Lovely Children, ZKC",絶対可憐チルドレン,Psychic Squad,,,,['TV'],51,Finished Airing,"Apr 6, 2008 to Mar 29, 2009",['Spring 2008'],Sundays at Unknown,"['TV Tokyo', 'Half H.P Studio', 'Shogakukan Productions']",['Sentai Filmworks'],['SynergySP'],['Manga'],"['Action', 'Comedy']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.28,#2909,#3380,"48,210",123,12584,"They're cute, adorable and three of the most powerful Espers the world has ever seen: Kaoru, the brash psychokinetic who can move objects with her mind; Shiho, the sarcastic and dark natured psychometric able to pick thoughts from people's minds and read the pasts of inanimate objects like a book; and Aoi, the most collected and rational of the three, who has the ability to teleport herself and the others at will. So what to do with these potential psychic monsters in the making? Enter B.A.B.E.L., the Base of Backing ESP Laboratory, where hopefully ""The Children"" and others like them can become part of the answer to an increasing wave of psychic evolution. It's a win-win solution... Unless you're Koichi Minamoto, the overworked young man stuck with the unenviable task of field commanding a team of three pre-teen girls! (Source: Sentai Filmworks)","['Sequel (OVA) Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?', 'Adaptation (Manga) Zettai Karen Children']",Zettai Karen Children,['Super Power'],,
