,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Themes,Genre,German,Spanish,Demographics,French
158,神之一脚,Super Xiang,['ONA'],12,Finished Airing,"Apr 8, 2024 to Jun 17, 2024",,,"None found,","None found,","None found,",['Manga'],,['Team Sports'],,13 min. per ep.,PG-13 - Teens 13 or older,[],#14092,#16455,562,0,,"This is a story about Pin Xiang, a senior high school student born with potential and good at insignificant skills, and how he strives to become a super soccer hero. (Source: bilibili)",[],Shen Zhiyi Jiao,Shen Zhi Yi Jiao,,['Sports'],,,,
159,小兵传奇,Legend of Soldier,['ONA'],26,Finished Airing,"Apr 28, 2024 to Aug 18, 2024",,,['Tencent Penguin Pictures'],"None found,",['Motion Magic'],Web novel,"['Action', 'Sci-Fi']",,,20 min. per ep.,PG-13 - Teens 13 or older,[],#15662,#16769,521,4,,"He has always been ambitious, hoping to become the Army Marshal that united the universe. In his mind, in order to become the Army Marshal, he first need to become General, and way before that, a soldier. A journey of hero, an average looking young man, recently graduated from his high school accidentally enlisted in a division that, technically no longer exists. His journey began with torture, but a good torture by his instructors. He always had a dream of becoming an Army Marshal that united the humanity in the universe, and his instructors laid the foundation for him, using an unorthodox teaching methods. The first step, or the first hurdle for him was to survive his basic training in a boot camp, withstanding the good-willed tortured of his instructor. He did survive, he graduated successfully, and the sky's limit for him. (Source: Novel Updates)",[],Xiaobing Chuanqi,,,,,,,
160,有兽焉 第三季,Fabulous Beasts 3rd Season,['ONA'],12,Finished Airing,"May 17, 2024 to Jul 26, 2024",,,"None found,","None found,",['Fenz'],['Manga'],"['Comedy', 'Fantasy']",,,6 min. per ep.,PG-13 - Teens 13 or older,7.61,#1537,#16784,524,3,218,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) You Shou Yan 2nd Season', 'Sequel (ONA) You Shou Yan 4th Season', 'Adaptation (Manhua) You Shou Yan', '']",You Shou Yan 3rd Season,,,,,,,
161,I.CINNAMOROLL Animation,,['ONA'],Unknown,Currently Airing,"Oct 5, 2023 to ?",,,['Sanrio'],"None found,",['J.C.Staff'],Original,,,['Kids'],2 min.,G - All Ages,[],#21443,#17178,484,2,,"In Cinnamoroll's origin story, a white dog flew down from the skies one day and was discovered by a female Cafe Cinnamon worker. The ""I.Cinnamoroll"" brand depicts an alternate world that poses a what-if question: What if Cinnamoroll had not met the Cafe Cinnamon worker on that fateful day? The ""I"" in the title stands for both the English first-person pronoun ""I"" and the Japanese word ""ai"" (love), and it represents the brand's theme of taking care of one's own body and mind. (Source: ANN)",[],I.Cinnamoroll Animation,,"['Anthropomorphic', 'Iyashikei']",['Slice of Life'],,,,
162,剑道第一仙 第二季,,['ONA'],120,Currently Airing,"Jun 12, 2024 to ?",,,"None found,","None found,",['Xing Yi Kai Chen'],Novel,"['Action', 'Fantasy']",,,8 min. per ep.,PG-13 - Teens 13 or older,[],#16479,#17249,479,3,,The second season of Jiandao Di Yi Xian.,"['Prequel (ONA) Jiandao Di Yi Xian', '']",Jiandao Di Yi Xian 2nd Season,Supreme Sword God,,,,,,
163,三国杀：太平天书,,['ONA'],12,Finished Airing,"Jun 18, 2024 to Jul 30, 2024",,,['Tencent Penguin Pictures'],"None found,",['Foch Film'],Game,,['Video Game'],,22 min. per ep.,PG-13 - Teens 13 or older,[],#13876,#17511,452,2,,"The Grand Prize Challenge was born, and the talented player Guo Xiaoye, who had been suspended for two years due to a frame-up, once again challenged the top. In order to prove that he has regained his original intention, he and his natural general Guo Jia passed the test, but discovered a shocking conspiracy during the game - the damage in the game can actually be transmitted to real players! (Source: Tencent, Google translated)",[],Sanguo Sha: Taiping Tianshu,,,['Action'],,,,
164,风云变,Nirvana of Storm Rider,['ONA'],30,Finished Airing,"May 17, 2024 to Aug 30, 2024",,,['Tencent Penguin Pictures'],"None found,",['BlueArc Animation Studios'],['Manga'],,,,20 min. per ep.,PG-13 - Teens 13 or older,[],#20612,#17735,435,2,,"It tells the story of the top warriors Bu Jingyun and Nie Feng. In order to cope with a catastrophe that was about to sweep the entire world, they transformed into quantum states with the help of unknown seniors and mysterious extraterrestrial visitors, and their whereabouts are unknown. Three thousand years later, an asteroid hit the earth, turning the surface into a barbaric wasteland. Human beings trapped underground gradually discovered that there is a super power known as ""pulse energy"" in the human body. Bu Tianyun, an orphan from Dungeon 32, accidentally awakened Bu Jingyun who was sleeping in the meteorite. From then on, he discovered the ""pulse energy"" potential in his body, and together with Nie Feng's successor Nie Zifeng, embarked on the journey to become "" The journey of training as a ""pulse warrior"" and fighting to protect the world. (Source: Baidu Baike)",[],Fengyun Bian,,,['Fantasy'],,,,
165,金蚕往事,The Golden Wug,['ONA'],24,Finished Airing,"Jun 10, 2024 to Nov 11, 2024",,,"None found,","None found,","None found,",Novel,"['Action', 'Adventure', 'Mystery', 'Supernatural', 'Suspense']",,,15 min. per ep.,PG-13 - Teens 13 or older,[],#16535,#17668,438,2,,"Adapted from the phenomenal suspense and strange story novel ""Miaojiang Gu Shi"" by Namo Jiasha. Lu Zuo, an ordinary young man who originally worked in a shop in Dongguan, accidentally obtained the powerful power of the golden silkworm from his grandmother when he returned to his hometown to visit his relatives. However, conspiracies and struggles surrounding the golden silkworm came one after another. How should Lu Zuo, who was involved in the disputes, deal with it? (Source: Youku, translated)",[],Jin Can Wangshi,The Story of the Golden Silkworm,,,,,,
166,从姑获鸟开始之龙城风云,Purgatory Walkers,['ONA'],16,Finished Airing,"Jun 8, 2024 to Sep 14, 2024",,,"None found,","None found,","None found,",Web novel,"['Action', 'Fantasy']",['Martial Arts'],,18 min. per ep.,PG-13 - Teens 13 or older,[],#20045,#17755,433,1,,"Li Yan, a martial artist with extraordinary talent, has only a few months left to live due to a terminal illness. When he was in a desperate situation, he accidentally met a man who called himself ""Tapir"" and was sent into a fruit of the ""Yanfu Fruit Tree"". Li Yan must complete three tasks issued by the system within the time limit, and earn money through boxing matches in exchange for Yanfu points to buy medicine that can cure terminal illnesses. As he gets to know Longyuan Fortress where he is located, Li Yan is gradually involved in the disputes in the fortress, and he also realizes that there are other Yanfu Walkers competing with him in secret. After overcoming many difficulties, Li Yan finally successfully completed the task and gained a new life. (Source: bilibili, translated)",[],Cong Gu Huo Niao Kaishi: Long Cheng Fengyun,Starting from Guhuo Bird: Dragon City Storm,,,,,,
167,天庭板砖侠,,['ONA'],18,Finished Airing,"Jun 12, 2024 to Sep 25, 2024",,,"None found,","None found,",['Tang Kirin Culture'],Web novel,"['Action', 'Adventure', 'Fantasy']",,,14 min. per ep.,PG-13 - Teens 13 or older,[],#14864,#17791,433,1,,"Li Ji, a cold and arrogant genius student in the Department of Architecture, was kidnapped by a creature from another world, Dark Qilin, and taken to a secret realm called Po Nian Space. The secret realm contained the ruins of an ancient heaven. Dark Qilin told him that he had to pass through if he wanted to go back. The test of heaven, and this test is to rebuild heaven... (Source: iQIYI, translated)",[],Tianting Ban Zhuan Xia,"Heavenly Brick Man, Brick of Heaven",,,,,,
168,金吾卫之风起金陵,Jinwu Guard: The Wind Rises in Jinling,['ONA'],16,Finished Airing,"May 18, 2024 to Aug 17, 2024",,,['iQIYI'],"None found,",['CG Year'],Web novel,"['Action', 'Adventure', 'Fantasy']",['Martial Arts'],,19 min. per ep.,PG-13 - Teens 13 or older,[],#16589,#18886,349,0,,"Thunder and fire kill people, rumors spread, and rat-faced sinister soldiers rampage across the imperial capital. Everything seems to point to the secrets of the former dynasty that were wiped out by thunder and fire. A pair of hands brought three very different young men together. Jing Yifei, the cold and proud female master of Jinwu Guard, was ordered to find out the truth about the rat soldiers. Bai Qi, the descendant of Jieyi who lives in seclusion in the mountains, led his master to go down the mountain to find a young machine master to join the Jinwu Guard. But the person he was looking for, Qin Ming, was deceiving and abducting him!? As the three of them continued to work together, they gradually came closer to the truth about Lei Huo. (Source: iq.com)",[],Jinwu Wei: Feng Qi Jinling,,,,,,,
169,はりねずみのルーチカ,Luchika the Hedgehog,['ONA'],1,Finished Airing,"May 10, 2024",,,"['Kodansha', 'Flying Ship Studio']","None found,",['Fanworks'],Picture book,"['Fantasy', 'Slice of Life']",,,3 min.,G - All Ages,6.15,#9108,#19142,334,0,151,An adaptation of the picture book Harinezumi no Luchika.,[],Harinezumi no Luchika,"Harinezumi no Ruchika, Ruchika the Hedgehog","['Anthropomorphic', 'Iyashikei']",,,,,
170,陆地键仙,Keyboard Immortal,['ONA'],150,Currently Airing,"Jun 24, 2024 to ?",,,['iQIYI'],"None found,",['Xing Yi Kai Chen'],Web novel,"['Action', 'Comedy', 'Fantasy']",,,8 min. per ep.,PG-13 - Teens 13 or older,[],#17403,#19158,331,1,,"The top of the immortals, proud of the world, as long as my ancestor An is there, there is the sky. There are three million sword immortals in the world, and they must bow their heads when they meet me. As a sword immortal, I should suppress all enemies in the world. Who claims to be invincible, who claims to be undefeated? (Source: iQIYI)",[],Ludi Jian Xian,Land Key Fairy,,,,,,
171,百炼飞升录二季,Hundred Refining Soaring Record 2nd Season,['ONA'],40,Finished Airing,"Jun 14, 2024 to Oct 18, 2024",,,"None found,","None found,","None found,",Web novel,"['Action', 'Adventure', 'Fantasy']",,,12 min. per ep.,PG-13 - Teens 13 or older,[],#19384,#19521,310,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Bai Lian Feisheng Lu', '']",Bai Lian Feisheng Lu 2nd Season,,"['Historical', 'Martial Arts']",,,,,
172,あたしンちNEXT,,['ONA'],5,Finished Airing,"Jun 5, 2024 to Oct 5, 2024",,,"None found,","None found,",['Shin-Ei Animation'],['Manga'],,,,10 min. per ep.,G - All Ages,[],#19284,#20157,274,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"[""Adaptation (Manga) Atashin'chi"", '']",Atashin'chi Next,,,['Comedy'],,,,
173,Bubble Beam Berry Blast,,['ONA'],1,Finished Airing,"Jun 7, 2024",,,"None found,","None found,","None found,",Game,,,['Kids'],1 min.,G - All Ages,6.04,#9741,#19958,285,0,127,"Join our aquatic party of Palafin, Greninja, Quaxly, and Piplup as they lend each other a Helping Hand in their pursuit of berries! (Source: YouTube)","['Sequel (ONA) Turning the Tera Tide', '']",Bubble Beam Berry Blast,,,['Comedy'],,,,
174,宝可梦动画图鉴 伊布篇,,['ONA'],1,Finished Airing,"Apr 28, 2024",,,"None found,","None found,","None found,",Game,,,['Kids'],1 min.,G - All Ages,6.15,#9086,#20367,263,0,104,"What kind of sparks will the cute Eevee create with its many ""possibilities""?! (Source: Bilibili, translated)",[],Bao Ke Meng Donghua Tujian: Yi Bu Pian,Pokemon Animated Pokedex: Eevee,,['Fantasy'],,,,
175,舌先から恋第2弾,,['ONA'],3,Finished Airing,"May 19, 2024 to Jun 2, 2024",,,"None found,","None found,",['AQUA ARIS'],['Manga'],"['Boys Love', 'Comedy']",,,1 min. per ep.,PG-13 - Teens 13 or older,[],#14275,#20900,233,0,,Second season of Shitasaki kara Koi.,"['Prequel (ONA) Shitasaki kara Koi', 'Adaptation (Manga) Shitasaki kara Koi']",Shitasaki kara Koi 2nd Season,,,,,,,
176,腐男子召喚～異世界で神獣にハメられました～ 7th.,,['ONA'],3,Finished Airing,"Jun 10, 2024 to Jun 24, 2024",,,"None found,","None found,",['AQUA ARIS'],['Web manga'],"['Boys Love', 'Fantasy']",['Isekai'],,2 min. per ep.,PG-13 - Teens 13 or older,[],#20650,#20747,242,0,,Seventh season of Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita.,"['Prequel (ONA) Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 6th Season', 'Sequel (ONA) Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 8th Season', 'Adaptation (Manga) Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita', '']",Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 7th Season,,,,,,,
177,开局一座山 第2季,,['ONA'],24,Finished Airing,"May 6, 2024 to Jul 15, 2024",,,"None found,","None found,","None found,",Web novel,,,,14 min. per ep.,PG-13 - Teens 13 or older,[],#16713,#21139,219,0,,Second season of Kaiju Yi Zuo Shan.,"['Prequel (ONA) Kaiju Yi Zuo Shan', '']",Kaiju Yi Zuo Shan 2nd Season,,,['Fantasy'],,,,
178,ロクローの大ぼうけん,,['ONA'],12,Finished Airing,"Apr 1, 2024 to Sep 3, 2024",,,"None found,","None found,","None found,",['Web manga'],,['Anthropomorphic'],,5 min. per ep.,G - All Ages,[],#18928,#21254,213,1,,"One day, twelve amulets that protect the world are shattered. By whom? While the curse of shattered pieces is spreading to people around the world, for some reason there is only one person who is not under the curse. That is Rokuro. Rokuro sets on a journey with his big brother Goro and younger sister Nanako to save their family and eventually the world. With a magic brush that he got from a hermit, Rokuro's great adventure starts! (Source: Official Site)",[],Rokurou no Daibouken,,,['Adventure'],,,,
179,是王者啊？第3季 有求必应星之队,,['ONA'],13,Finished Airing,"Jun 13, 2024 to Aug 29, 2024",,,"None found,","None found,","None found,",Game,"['Comedy', 'Fantasy']",,,8 min. per ep.,PG-13 - Teens 13 or older,[],#14175,#22204,166,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Shi Wangzhe A? 2nd Season', 'Sequel (ONA) Shi Wangzhe A?: Mudan Xiang You Dali Si']",Shi Wangzhe A?: Youqiubiying Xingzhi Dui,Shi Wangzhe A? 3rd Season,,,,,,
180,ガッチャードショートアニメ ガッチャニメ 富良洲高校七不思議をガッチャせよ！,,['ONA'],5,Finished Airing,"Apr 29, 2024 to Sep 1, 2024",,,"None found,","None found,","None found,",Other,,,,6 min. per ep.,G - All Ages,[],#20858,#22494,153,0,,Kamen Rider Gotchard shorts released on the Toei Tokusatsu Fanclub (TTFC) app.,[],Gotchard Short Anime: Gotchanime - Furasu Koukou Nanafushigi wo Gotcha Seyo!,Gotchard Short Anime: Gotchanime - Get Seven Wonders of Furasu High School!,,['Comedy'],,,,
181,ラニーちゃんとたんじょうびやさん,Lucky Bunny Lunny & Mx. Birthday,['ONA'],1,Finished Airing,"Jun 21, 2024",,,['Kodansha'],"None found,",['Lesprit'],Picture book,"['Fantasy', 'Slice of Life']",['Anthropomorphic'],,1 min.,G - All Ages,[],#17412,#22883,139,0,,An adaptation of the picture book Lunny-chan to Tanjoubiya-san.,[],Lunny-chan to Tanjoubiya-san,,,,,,,
182,家道中二,,['ONA'],120,Finished Airing,"May 1, 2024 to Nov 17, 2024",,,"None found,","None found,","None found,",Original,"['Comedy', 'Sci-Fi']",,,7 min. per ep.,PG-13 - Teens 13 or older,[],#16468,#24064,109,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Jiadao Zhong Er,,,,,,,
183,インセクトランド,,['ONA'],4,Finished Airing,"Apr 26, 2024",,,"None found,","None found,","None found,",Picture book,,['Educational'],['Kids'],5 min. per ep.,G - All Ages,[],#21502,#25853,81,0,,"Episodes 23-26 of the Insect Land anime, released on the TMS Anime YouTube channel for a limited time on April 26th, 2024.","['Prequel (TV) Insect Land', '']",Insect Land (ONA),Insect Land Specials,,['Slice of Life'],,,,
184,拾刀者,Arknights' Original Animation: The Daggers' Inheritors,['ONA'],1,Finished Airing,"Apr 27, 2024",,,"None found,","None found,",['Gravity Well'],Game,"['Action', 'Fantasy']",['Military'],,15 min.,PG-13 - Teens 13 or older,[],#14143,#24393,102,0,,"Theresa was assassinated and the Tower of Babel fell. After the nameless soldiers involved in the core assassination mission were eliminated, W's anger was not extinguished yet. Next on the revenge list is a team of Sarkaz mercenaries who provided assistance outside the assassination operation. They were escorting ""something"" and fleeing to the border... This is a memory that W has never mentioned. It is the epitome of the Sakazi's struggle to survive the long war - the victim will pick up the dagger of the victimizer, and the cycle of destiny will continue. (Source: Bilibili, translated)",[],Shi Dao Zhe,,,,,,,
185,いっしょにうたうケロ♪けけちゃま・ワンワンとぽぅぽ・ファンターネ！のうたいっぱい,,['ONA'],1,Finished Airing,"Apr 2, 2024",,,['NHK'],"None found,","None found,",Original,,,['Kids'],37 min.,G - All Ages,[],#21520,#27830,52,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Issho ni Utau Kero ♪ Kekechama Wanwan to Poupo Fantane! no Uta Ippai,,"['Anthropomorphic', 'Music']",,,,,
186,デッドデッドデーモンズデデデデデストラクション,Dead Dead Demons Dededede Destruction,['ONA'],17,Finished Airing,"May 31, 2024 to Sep 20, 2024",,,"['TV Tokyo', 'GAGA', 'Tohokushinsha Film Corporation', 'Sony Music Entertainment', ""Toy's Factory"", 'Shogakukan', 'GrandFunk']","None found,",['Production +h.'],['Manga'],"['Drama', 'Sci-Fi']",['School'],['Seinen'],23 min. per ep.,PG-13 - Teens 13 or older,7.93,#771,#3302,"50,454",435,17732,"When you look up at the sky, what do you see? A blue sky? Freedom? A hopeful future? The people of Tokyo see none of these. Instead, an ominous alien mothership looms overhead, engulfing the city skyscape. Three years ago, they came. The arrival of the ""Invaders"" sparked the greatest war humanity had ever faced—one that threatened to end the world. The Japanese government scrambled to fight the Invaders. Weapons were mass-produced, sparking controversy and pacifist movements. That day, everything changed. And yet, nothing has changed. Kadode Koyama and Ouran Nakagawa live their final days like they always have: going to school, playing with friends, and doing what any carefree high school girl would do. As they grow up, they come to learn what it truly means to be an adult, in a world where adults seem to be demons who only deceive and destroy. They come to learn the real threat to humanity is not the Invaders, but humanity itself. [Written by MAL Rewrite]","['Prequel (ONA) Dead Dead Demons Dededede Destruction (ONA) Episode 0', 'Adaptation (Manga) Dead Dead Demons Dededede Destruction']",Dead Dead Demons Dededede Destruction (OVA),"DeDeDeDe, DDDD",,,,,,
187,デッドデッドデーモンズデデデデデストラクション,Dead Dead Demons Dededede Destruction Episode 0,['ONA'],1,Finished Airing,"May 24, 2024",,,"['TV Tokyo', 'GAGA', 'Tohokushinsha Film Corporation', 'Sony Music Entertainment', ""Toy's Factory"", 'Shogakukan', 'GrandFunk']","None found,",['Production +h.'],['Manga'],"['Drama', 'Sci-Fi']",,['Seinen'],23 min.,R - 17+ (violence & profanity),7.21,#3334,#5337,"18,132",17,9963,Episode 0 of Dead Dead Demons Dededede Destruction (ONA).,"['Sequel (ONA) Dead Dead Demons Dededede Destruction (ONA)', 'Adaptation (Manga) Dead Dead Demons Dededede Destruction']",Dead Dead Demons Dededede Destruction (OVA) Episode 0,"DeDeDeDe, DDDD",,,,,,
188,好みじゃないけど-ムカつく姉と相性抜群エッチ-,,['OVA'],Unknown,Currently Airing,"Apr 19, 2024 to ?",,,['Mary Jane'],"None found,",['New Generation'],['Manga'],,,,14 min.,Rx - Hentai,7.19,N/A,#9989,"3,543",18,1085,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Konomi ja Nai kedo: Mukatsuku Ane to Aishou Batsugun Ecchi,,,['Hentai'],,,,
189,新・やらないか,Junichi Yamakawa Collection,['OVA'],1,Finished Airing,"Apr 1, 2024",,,['Cyzo'],"None found,",['Anime Tokyo'],['Manga'],"['Boys Love', 'Comedy']",['Parody'],,31 min.,PG-13 - Teens 13 or older,5.29,#12707,#10107,"3,410",8,714,"The story begins with Masaki Michishita, an ordinary prep school student who is rushing to the bathroom in a park one day. Despite his rush, he spots Takakazu Abe, an exceedingly handsome auto mechanic sitting on a bench. The two exchange looks, and after Abe utters ""Yaranai ka"" (Shall we do it?), the two begin their encounter. (Source: ANN)","['Adaptation (One-shot) Jigoku no Shisha-tachi', 'Adaptation (One-shot) Kuso Miso Technique', 'Adaptation (One-shot) Kyouiku Jisshuusei no Zecchousu', 'Adaptation (One-shot) Otoko Gari']",Shin Yaranai ka,,,,,,,
190,みだれうち,,['OVA'],Unknown,Currently Airing,"Apr 26, 2024 to ?",,,['Lune-Pictures'],"None found,",['T-Rex'],['Manga'],,,,16 min.,Rx - Hentai,6.65,N/A,#10539,"2,998",15,957,"Kitamura Kaori is the president of her school's tennis club. There's a tennis tournament coming up soon, but one of her juniors, Sasaki Ami, has been missing from all of the training sessions lately. Out of concern, Kaori wants to pay her a visit. When she arrives at Ami's, Kaori rings her doorbell, but Ami is just about to have fun with a man. She doesn't like the presidents since she's never been able to beat her, so Ami lets Kaori in and Kaori sees her sleeping with a man. Kaori is overwhelmed and asks what that is about, but suddenly the man makes his way in her direction. What is happening?",[],Midareuchi,,,['Hentai'],,,,
191,恋乳オーダー ～おかわり～ THE ANIMATION,,['OVA'],1,Finished Airing,"Apr 26, 2024",,,['Pink Pineapple'],"None found,",['Studio 1st'],['Manga'],,,,26 min.,Rx - Hentai,7.02,N/A,#10561,"2,975",13,1199,"The protagonist, Takayuki, lives alone in Japan after being separated from his parents, who are away excavating in archaeological ruins in a distant country. One day, suddenly, Sasha, the princess of a mysterious country called Al-Fazhar and a cinnamon-skinned heroine, appears. She brings with her a letter from her father, which surprisingly reveals that Sasha has become Takayuki’s wife. Without wasting time, Sasha bewilders Takayuki by seeking the consummation of their marriage to conceive an heir and fulfill her marital duties. (Source: TMDB)","['Adaptation (Manga) Rennyuu Order', '']",Rennyuu Order The Animation,Rennyuu Order: Okawari The Animation,,['Hentai'],,,,
192,雌吹 THE ANIMATION,,['OVA'],2,Finished Airing,"Apr 26, 2024 to May 31, 2024",,,['Pink Pineapple'],"None found,",['Studio 1st'],['Manga'],,,,15 min. per ep.,Rx - Hentai,6.08,N/A,#10890,"2,703",4,1065,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Adaptation (Manga) Mebuki', '']",Mebuki The Animation,,,['Hentai'],,,,
193,僕にハーレムセフレが出来た理由,,['OVA'],Unknown,Currently Airing,"Jun 28, 2024 to ?",,,"None found,","None found,",['T-Rex'],Other,,,,16 min.,Rx - Hentai,7.21,N/A,#10811,"2,768",13,845,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Boku ni Harem Sexfriend ga Dekita Riyuu,How I made a Harem of Sex Friends,,['Hentai'],,,,
194,巨乳女士官・洗脳催眠,,['OVA'],2,Finished Airing,"May 31, 2024",,,"['Lune-Pictures', 'Antechinus']","None found,","[""Ryuu M's""]",Visual novel,,,,16 min. per ep.,Rx - Hentai,6.43,N/A,#11247,"2,434",9,946,"The battleship Chevalier sailed through space under the command of the experienced Captain Maria. The management sent an order to cut down inefficient crew members, and the stern woman carried it out. At the same time, her assistants began to complain of strange memory lapses. Then the large-sized Madame Empire began to investigate. The determined and heavy pounding of her heels echoed through the compartments. She entered Aaron's technician's quarters, and there.....",[],Kyonyuu Onna Shikan Sennou Saimin,,,['Hentai'],,,,
195,NocturnaL,,['OVA'],Unknown,Currently Airing,"Apr 5, 2024 to ?",,,"['Queen Bee', 'Mediabank']","None found,",['Blue bread'],['Manga'],,,,22 min.,Rx - Hentai,6.62,N/A,#11337,"2,364",2,709,"Sayoko Miyamura is an exemplary student, well-liked among her peers, and often the center of attention in social settings. One evening, as she walks home alone at night, Eto, who harbors feelings for her, witnesses her being pursued by a group of men. Despite his initial reluctance to intervene, he musters up the courage to grab her arm and save her from danger. However, upon closer inspection, he realizes that this version of Sayoko is vastly different from the one he knows from school. This new persona, known as 'Yoko,' possesses a rebellious demeanor, a foul mouth, and an insatiable sexual desire.",[],NocturnaL,,,['Hentai'],,,,
196,セフレのセンパイ THE ANIMATION,,['OVA'],2,Finished Airing,"Jun 28, 2024",,,['Pink Pineapple'],"None found,",['Shion'],['Manga'],,,,15 min. per ep.,Rx - Hentai,6.57,N/A,#11396,"2,330",4,870,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Sexfriend no Senpai The Animation,Sefure no Senpai,,['Hentai'],,,,
197,家庭教師X◯◯2 The Animation,,['OVA'],Unknown,Currently Airing,"Apr 5, 2024 to ?",,,"['White Bear', 'Mediabank']","None found,",['Anime Antenna Iinkai'],Visual novel,,,,16 min.,Rx - Hentai,6.26,N/A,#11538,"2,231",7,647,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Kateikyoushi x ** 2 The Animation,Kateikyoushi x Saimin 2 The Animation,,['Hentai'],,,,
198,妻を同窓会にいかせたら,,['OVA'],Unknown,Currently Airing,"Jun 7, 2024 to ?",,,['Mary Jane'],"None found,",['Studio 1st'],['Manga'],,,,16 min.,Rx - Hentai,6.53,N/A,#11800,"2,057",6,575,"Yuri, a married woman, attends a class reunion despite her husband's concerns. There, she reunites with her ex-boyfriend Tatsuhiko. While Tatsuhiko continues to drink and show romantic interest in Yuri, she worries about his well-being due to his careless behavior and lack of alcohol control. Despite her concern, Yuri accompanies him to the bathroom when he feels unwell, but Tatsuhiko takes the opportunity to try to seduce her. Tatsuhiko had been pretending to be drunk to be alone with Yuri.","['Adaptation (Manga) Tsuma wo Dousoukai ni Ikasetara', '']",Tsuma wo Dousoukai ni Ikasetara,,,['Hentai'],,,,
199,サキュバス★コネクト!,,['OVA'],Unknown,Currently Airing,"Apr 26, 2024 to ?",,,"None found,","None found,",['Majin'],Game,,,,16 min.,Rx - Hentai,5.92,N/A,#11878,"2,008",4,520,"Yuina loves her non-biological big brother. One night as she thinks about her brother, she suddenly finds herself in a new world. She gets harassed by a man, whereupon a succubus appears in front of her and saves her. Succu, the succubus, explains to Yuina that she can return to her old world via a portal. In order to create a large enough portal she has to become a succubus herself and in order to do that she has to seduce enough men and so the adventure of Yuina and Succu begins.",[],Succubus ★ Connect!,,,['Hentai'],,,,
200,ディアレストブルー,,['OVA'],Unknown,Currently Airing,"Apr 26, 2024 to ?",,,"None found,","None found,",['PoRO'],Visual novel,,,,23 min.,Rx - Hentai,5.61,N/A,#11904,"1,993",5,441,"Rio and Mamoru are childhood friends and love each other, but have not yet managed to confess their feelings to each other. Rio won a beauty contest where she became an idol and now works under a big agency. There's just one problem: With her increasing popularity, Rio is falling into the eyes of some powerful malevolent men who are playing a more macabre game. This game is about watching Rio suffer and making her sacrifice everything. When Mamoru finds out about this, he sets his sights on protecting Rio, but will he really be able to protect her?",[],Dearest Blue,,,['Hentai'],,,,
201,夏が終わるまで 夏の終わり The Animation,,['OVA'],2,Finished Airing,"Jun 28, 2024 to Jul 26, 2024",,,['Showten'],"None found,",['BreakBottle'],['Manga'],,,,16 min. per ep.,Rx - Hentai,6.25,N/A,#11889,"2,003",3,727,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Adaptation (Doujinshi) Natsu ga Owaru made', '']",Natsu ga Owaru made: Natsu no Owari The Animation,,,['Hentai'],,,,
202,誤爆～萌えママ徒然～,,['OVA'],Unknown,Currently Airing,"Jun 28, 2024 to ?",,,"None found,","None found,",['Nur'],Original,,,,24 min.,Rx - Hentai,6.71,N/A,#12021,"1,928",5,504,"Haruka Miyama sees Hiro, her best friend's son, as a member of her family. However, things become complicated when Hiro confesses his love and seduces Haruka while the latter's husband is on a business trip. Knowing that what they are doing is wrong, Haruka tries as best she can to reject him without hurting him, but she ends up giving in.",[],Gobaku: Moe Mama Tsurezure,,,['Hentai'],,,,
203,終末ホスピタル,,['OVA'],Unknown,Currently Airing,"May 31, 2024 to ?",,,"None found,","None found,",['Nur'],Original,,,,24 min.,Rx - Hentai,6.21,N/A,#12333,"1,728",3,437,"Akao Misuzu is a nurse newly transferred from another hospital. Everything seems normal, except that people die unusually often during her shifts: she offers sexual services to dying people and leads one or two gentlemen to their graves more quickly. The other nurses are on her trail... Will she be able to keep her secret?",[],Shuumatsu Hospital,,,['Hentai'],,,,
204,やらかし,,['OVA'],Unknown,Currently Airing,"Jun 28, 2024 to ?",,,"None found,","None found,",['Nur'],Original,,,,24 min.,Rx - Hentai,6.24,N/A,#12785,"1,501",6,375,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Yarakashi,,,['Hentai'],,,,
