,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,German,Spanish,French,Themes,Genre,Demographics
254,つばさとホタル,,['Special'],1,Finished Airing,"Mar 16, 2014",,,['Shueisha'],"None found,",['J.C.Staff'],['Manga'],,['School'],['Shoujo'],14 min.,G - All Ages,6.79,#5391,#5521,"16,561",17,6685,"Tsubasa to Hotaru follows 15-year-old Tsubasa Sonokawa, a young student—and renowned stalker? After one very romantic gesture by a popular upperclassman, she falls head over heels for who she believes to be her one true love. Unfortunately, love can be deceiving, as her feelings are soon proven to be one-sided; the upperclassman directly tells her that she’s annoying and that she needs to stop bothering him. How's that for some tough love? Shortly after this horrific heartbreak, her good friend Yuri suffers from a sprained wrist, making it impossible for her to continue her position as the basketball team's manager. After some coaxing on Yuri's part, Tsubasa decides to take on the role in her place. This may be the perfect opportunity for Tsubasa to move on and forget about her unrequited love. On Tsubasa’s first day as a manager, the team’s shooting guard Aki Hidaka saves her from being hit by a ball. Is this another fateful encounter? Or just a random, meaningless event? One thing is for certain: Tsubasa’s days will never be the same again.","['Adaptation (Manga) Tsubasa to Hotaru', '']",Tsubasa to Hotaru,"Ribon Festa 2014, Ribbon Festa 2014, Tsubasa and Hotaru",,,,,['Romance'],
255,ロマンチカ クロック,,['Special'],3,Finished Airing,"Feb 4, 2014 to Feb 25, 2014",,,['TV Tokyo'],"None found,","None found,",['Manga'],,,['Shoujo'],1 min. per ep.,G - All Ages,5.68,#11474,#5947,"13,701",11,6803,"Three episodes aired on TV as part of the Ribon x Oha Suta specials. Akane: She's beautiful and popular, lively and full of vitality; Aoi: Looks like a small animal but is actually very clever. Who knew that these two very different people were actually... twin siblings?! (Source: MU) Note: Episodes were made available on the official stream few days before the official broadcast.","['Adaptation (Manga) Romantica Clock', '']",Romantica Clock,"Ribbon x Oha Suta Specials, Ribon x Oha Suta Specials",,,,,,
256,シュガー＊ソルジャー,,['Special'],3,Finished Airing,"Jan 14, 2014 to Jan 28, 2014",,,['TV Tokyo'],"None found,","None found,",['Manga'],"['Comedy', 'Romance']",,['Shoujo'],1 min. per ep.,G - All Ages,5.78,#11019,#6319,"11,687",10,5486,"Three episodes aired on TV as part of the Ribon x Oha Suta specials. Makoto is determined to step out of her model sister's shadow and have her own high school debut, but when Makoto's sister shows up at her school unexpectedly, things go awry. (Source: MU)","['Adaptation (Manga) Sugar*Soldier', '']",Sugar*Soldier,"Sugar Soldier, Sugar * Soldier, Ribbon x Oha Suta Specials, Ribon x Oha Suta Specials",,,,,,
257,戦姫絶唱シンフォギアG 戦姫絶唱しないシンフォギア,,['Special'],2,Finished Airing,"Feb 5, 2014 to Mar 5, 2014",,,['Starchild Records'],['Discotek Media'],['Satelight'],Original,,['Idols (Female)'],,13 min. per ep.,PG-13 - Teens 13 or older,6.88,#4935,#6393,"11,362",10,4465,Original short episodes featuring characters in super-deformed style.,[],Senki Zesshou Symphogear G: Senki Zesshou Shinai Symphogear,Senhime Zesshou Symphogear G,Symphogear G,,Symphogear G,,['Comedy'],
258,コードギアス 反逆のルルーシュ 続編 ピクチャードラマ TURN 12.06 ラストモラトリアム,Code Geass: Lelouch of the Rebellion R2 Picture Drama - Last Moratorium,['Special'],1,Finished Airing,"Mar 26, 2014",,,['Bandai Visual'],['Funimation'],['Sunrise'],Original,"['Comedy', 'Slice of Life']",['School'],,11 min.,PG-13 - Teens 13 or older,6.29,#8337,#6390,"11,372",6,2972,A picture drama special included with the Blu-Ray release of the main series. Lelouch and friends attend Milly's graduation party. (Source: Wikipedia),[],Code Geass: Hangyaku no Lelouch R2 Picture Drama - Last Moratorium,"Code Geass: Lelouch of the Rebellion R2 Picture Drama Turn 12.06, Code Geass: Lelouch of the Rebellion R2 Picture Drama 10",,,,,,
259,ワンピース Cry heart～冬島に降る桜～,,['Special'],3,Finished Airing,"Jan 19, 2014 to Apr 22, 2015",,,['Banpresto'],"None found,","None found,",['Manga'],"['Drama', 'Fantasy']",,['Shounen'],5 min. per ep.,PG-13 - Teens 13 or older,6.48,#7212,#6567,"10,646",8,3924,"Episode 1: Fuyujima ni Furu Sakura Diligent animators took Banpresto's ""One Piece Cry heart ~Fuyujima ni Furu Sakura~"" (One Piece Cry heart ~The Cherry Blossoms That Fall on Winter Island~) line of crane game prize figures and created a five-minute stop-motion short. The short recreates the famous ""Hiluluk's Cherry Blossoms"" scene from Eiichiro Oda's manga and anime One Piece. Episode 2: Fuyujima ni Furu Sakura A stop-motion animated video for Banpresto's ""One Piece Cry heart ~children's dream~"" line of crane game prize figures. The short recreates the famous ""Oath of Brothers"" scene from Eiichiro Oda's manga and anime. Episode 3: Ace no Saigo (Source: ANN)",[],One Piece: Cry Heart,"One Piece: Banpresto's ""Cry Heart"" Short, Fuyujima ni Furu Sakura, Children's Dream, Ace no Saigo",,,,,,
260,てーきゅう３期　映像特典,Teekyu 3 Specials,['Special'],2,Finished Airing,"Jan 24, 2014",,,['Earth Star Entertainment'],"None found,",['MAPPA'],['Manga'],"['Comedy', 'Sports']",['School'],['Shounen'],2 min. per ep.,PG-13 - Teens 13 or older,6.45,#7428,#6755,"10,017",2,5513,Short specials included in the BD release.,[],Teekyuu 3 Specials,"Tekyuu 3 Specials, Te-kyu 3 Specials",,,,,,
261,俺の妹がこんなに可愛いわけがない。 俺の妹がこんなにエロゲーなわけがない〜逆襲の秋美〜,,['Special'],1,Finished Airing,"Jan 22, 2014",,,['Aniplex'],"None found,","None found,",['Light novel'],"['Comedy', 'Romance']",,,44 min.,PG-13 - Teens 13 or older,6.44,#7482,#6892,"9,515",5,2965,Gal game animation special included in DVD/Blu-ray Vol.8.,[],Ore no Imouto ga Konnani Kawaii Wake ga Nai.: Ore no Imouto ga Konnani Eroge na Wake Nai,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Gal Game Animation,,,,,,
262,世界でいちばん強くなりたい!,Wanna Be the Strongest in the World Specials,['Special'],6,Finished Airing,"Dec 12, 2013 to May 12, 2014",,,"['Movic', 'Earth Star Entertainment']",['Funimation'],['Arms'],['Manga'],"['Sports', 'Ecchi']",['Combat Sports'],,4 min. per ep.,R+ - Mild Nudity,5.69,#11405,#7027,"9,085",5,3447,"Short specials included on the BD/DVD volumes of ""Sekai de Ichiban Tsuyoku Naritai!""",[],Sekai de Ichiban Tsuyoku Naritai! Specials,SekaTsuyo Specials,,,,,,
263,「ハマトラ」最終回直前！マオが送る総集編スペシャル File-SP 情報屋の特種,,['TV Special'],1,Finished Airing,"Mar 21, 2014",,,['DIVE II Entertainment'],"None found,",['NAZ'],Mixed media,"['Comedy', 'Mystery']",['Super Power'],,26 min.,PG-13 - Teens 13 or older,6.71,#5847,#7307,"8,264",5,2197,Recap of the Hamatora The Animation series narrated by Mao.,[],Hamatora The Animation: Saishuukai Chokuzen! Mao ga Okuru,"Hamatora The Animation Recap, Hamatora The Animation: Saishuukai Chokuzen! Mao ga Okuru Soushuuhen Special - File-SP Jouhouya no Tokushu",,,,,,
264,アイリスVSイブキ！ドラゴンマスターへの道！！,,['TV Special'],1,Finished Airing,"Mar 27, 2014",,,['TV Tokyo'],"None found,",['OLM'],Unknown,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,['Kids'],23 min.,PG - Children,6.53,#6915,#7547,"7,560",0,3384,Iris vs Ibuki! The Road to Become a Dragon Master!! is the second spin off of the Best Wishes series of the Pokémon anime. (Source: Bulbapedia),[],Pokemon Best Wishes! Season 2: Decolora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!,"Pocket Monsters: Best Wishes Season 2 Special 2, Iris vs. Clair! The Road to Become a Dragon Master!!",,,,,,
265,戦国無双SP 真田の章,Samurai Warriors: Legend of the Sanada,['TV Special'],1,Finished Airing,"Mar 21, 2014",,,"None found,",['Funimation'],['TYO Animations'],Game,,,,45 min.,PG-13 - Teens 13 or older,6.56,#6678,#8231,"6,118",10,2554,"The story of the special revolves around the Sanada brothers in their youth. Nobuyuki and Yukimura swear to each other to protect the influential Sanada clan. However, thinking of how to best continue the Sanada clan, Yukimura makes a decision, and meets with Mitsunari Ishida and Naoe Kanetsugu at the location he arrived at. On the other hand, his elder brother Nobuyuki must worry about the selfish demands made by the Tokugawa clan. (Source: ANN)","['Sequel (TV) Sengoku Musou', '']",Sengoku Musou SP: Sanada no Shou,"Sengoku Musou Special: Sanada's Chapter, Samurai Warriors Special: Sanada's Chapter",Samurai Warriors SP: Die Legende der Sanada,Sengoku Musou Especial: La Leyenda de los Sanada,Sengoku Musô: La légende des Sanada,"['Historical', 'Samurai']",['Action'],
266,ガンダムビルドファイターズ,,['Special'],3,Finished Airing,"Mar 26, 2014 to Jun 20, 2014",,,"None found,","None found,",['Sunrise'],Original,,['Mecha'],,4 min. per ep.,G - All Ages,6.50,#7086,#8738,"5,307",1,2142,Short specials included in the Blu-ray Box 1 & 2 of Gundam Build Fighters. Episode 1: SD Kishi Fighters First Half Episode 2: SD Kishi Fighters Second Half Episode 3: A Letter,[],Gundam Build Fighters Specials,"Gundam Build Fighters: SD Kishi Fighters, Gundam Build Fighters: 6 Years Later",,,,,['Comedy'],
267,新機動戦記ガンダムW Frozen Teardrop ピクチャードラマ,,['Special'],1,Finished Airing,"Jan 29, 2014",,,['Sotsu'],"None found,",['Sunrise'],['Light novel'],"['Action', 'Sci-Fi']",['Mecha'],,16 min.,PG-13 - Teens 13 or older,6.06,#9634,#9479,"4,170",3,1457,Special included in the second of two remastered Gundam Wing Blu-ray boxes based on the novel series Gundam Wing Frozen Teardrop (Source: ANN),"['Adaptation (Light Novel) Shin Kidou Senki Gundam Wing: Frozen Teardrop', '']",Shin Kidou Senki Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai,"Mobile Suit Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai, Mobile Suit Gundam Wing: Frozen Teardrop Picture Drama - A New Battle",,,,,,
268,,,['Special'],1,Finished Airing,"Mar 7, 2014",,,"['Milky Animation Label', 'MS Pictures']","None found,",['Studio Fantasia'],Visual novel,"['Horror', 'Supernatural', 'Hentai']",['Mythology'],,5 min.,Rx - Hentai,5.85,N/A,#10608,"2,944",6,934,Special of Inyouchuu Etsu.,"['Prequel (OVA) Inyouchuu Etsu', '']",Inyouchuu Etsu Special,Inyouchuu Etsu Bonus Video,,,,,,
269,もう挟まずにはいられない♥ ～星にお願いしたらこんなにおっきくなっちゃった！～ Bonus,,['Special'],1,Finished Airing,"Feb 28, 2014",,,['Pashmina'],"None found,",['Peak Hunt'],['Manga'],,,,2 min.,Rx - Hentai,6.20,N/A,#13288,"1,301",3,457,Bonus animation included on the DVD release of Mou Hasamazu ni wa Irarenai♥: Hoshi ni Onegai shitara Konnani Okkiku Nacchatta!.,[],Mou Hasamazu ni wa Irarenai♥: Hoshi ni Onegai shitara Konnani Okkiku Nacchatta! Special,Erotic Encounter of the Alien Kind Bonus,,,,,['Hentai'],
270,ダンボール戦機ウォーズ スペシャルアニメ,,['Special'],1,Finished Airing,"Feb 27, 2014",,,"None found,","None found,",['OLM'],Game,,,['Kids'],9 min.,G - All Ages,6.38,#7806,#14041,"1,064",2,343,"Arata Sena is unable to leave the island after he forgets to have his permission form signed. However, he gets an even better opportunity: facing off against LBX legend Ban Yamano.",[],Danball Senki Wars: All Star Battle,Little Battlers eXperience Wars Special,,,,"['Mecha', 'School']",['Action'],
271,ヒピラくん,,['Special'],1,Finished Airing,"Jan 29, 2014",,,"None found,","None found,",['Sunrise'],Picture book,"['Comedy', 'Fantasy', 'Supernatural']",['Vampire'],['Kids'],5 min.,PG - Children,5.71,#11358,#14623,908,0,368,Last episode of Hipira-kun bundled with the DVD/Blu-ray release.,"['Prequel (ONA) Hipira-kun ONA', 'Adaptation (Manga) Hipira: The Little Vampire']",Hipira-kun Special,Hipira-kun Episode 13,,,,,,
272,キリン・ザ・ヌープ,Kirin the Noop,['TV Special'],Unknown,Currently Airing,"Feb 6, 2014 to ?",,,['NHK'],"None found,","None found,",Original,,,,5 min.,G - All Ages,5.23,#12847,#15136,777,1,138,A shadow painting anime about a timid giraffe named Noop and his hedgehog companion named Harry as they travel their distant star world helping each other.,[],Kirin the Noop,,,,,,['Adventure'],
273,クレヨンしんちゃん Specials,,['Special'],Unknown,Currently Airing,"Dec 28, 1992 to ?",,,"None found,","None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",['School'],['Seinen'],48 min.,G - All Ages,[],#17435,#15448,710,2,,"87 Crayon Shin-chan TV Specials exist as of August 6, 2022.",[],Crayon Shin-chan Specials,,,,,,,
274,ラブリームービー いとしのムーコ 特典映像,,['Special'],3,Finished Airing,"Mar 19, 2014",,,"None found,","None found,",['Doga Kobo'],['Manga'],,,,2 min. per ep.,PG - Children,[],#19874,#17083,495,0,,"Extra episodes included in the DVD release, as well as the unaired 19th episode.",[],Lovely Movie: Itoshi no Muco Specials,"Lovely Movie: Lovely Muuuuuuuco! Specials, Lovely Muco! Specials",,,,,['Slice of Life'],
275,リヴ＆ベル,Liv & Bell,['TV Special'],Unknown,Currently Airing,"Feb 15, 2013 to ?",,,['NHK'],"None found,","None found,",Unknown,,,['Kids'],5 min.,G - All Ages,[],#19840,#17862,428,0,,"A stop-motion animation about Liv, a curious little girl and Bell, a gluttonous hedgehog. Together they go on an adventure in a picture book.",[],Liv & Bell,Liv and Bell,,,,,['Adventure'],
276,熱風海陸ブシロード「希望への道」,,['Special'],1,Finished Airing,"Mar 26, 2014",,,"None found,","None found,","None found,",Mixed media,"['Action', 'Fantasy', 'Sci-Fi']",,,5 min.,PG-13 - Teens 13 or older,[],#20631,#18060,415,0,,Epilogue of Neppuu Kairiku Bushi Road included on the Blu-ray volume.,"['Prequel (TV Special) Neppuu Kairiku Bushi Road', '']",Neppuu Kairiku Bushi Road: Kibou e no Michi,,,,,,,
277,熊出没之年货,Boonie Bears: Robo-Rumble,['TV Special'],1,Finished Airing,"Jan 30, 2014",,,['Fantawild Animation'],"None found,","None found,",Original,"['Adventure', 'Comedy']",,['Kids'],51 min.,PG - Children,[],#15870,#19398,318,0,,"The second New Year special, this time released a day before the Chinese New Year. Logger Vick finds himself unexpectedly unemployed for the upcoming New Year. In order to afford presents, he takes on a temporary forest ranger job. Briar and Bramble are quire mistrusting of him now that his new job requires that he protect the forest.",[],Xiong Chumo: Nianhuo,,,,,,,
278,中野原田結婚協奏曲,,['Special'],1,Finished Airing,"Mar 17, 2014",,,"None found,","None found,","None found,",Original,,['Music'],,3 min.,G - All Ages,5.22,#12880,#19839,293,0,119,An introduction video for the bride (Harada Momo) and groom (Nakano-san) to be shown at their wedding reception. The video was uploaded to YouTube a day after the wedding.,[],Nakano Harada Kekkon Kyousoukyoku,Nakano Harada Marriage Concerto,,,,,,
279,エんエんニコリ,,['TV Special'],3,Finished Airing,"Nov 7, 2011 to Feb 20, 2014",,,['NHK'],"None found,","None found,",Unknown,,['Music'],['Kids'],5 min. per ep.,G - All Ages,[],#17875,#20167,276,1,,Nikoli-chan is a curious and a crybaby. She explores the places surrounding her home but if she doesn't get her way she throws a tantrum.,[],En En Nikoli,En En Nikori,,,,,['Adventure'],
280,官兵衛くんがゆく,,['TV Special'],3,Finished Airing,"Jan 2, 2014 to Jan 3, 2014",,,['NHK'],"None found,","None found,",Unknown,,['Historical'],['Kids'],2 min. per ep.,PG - Children,[],#19292,#20172,275,0,,"Kanbee-kun with Nobunaga, Hideyoshi, and Ieyasu in manga. They are popular characters from ""Rekishi Hiwa Historia,"" the history show.",[],Kanbee-kun ga Yuku,,,,,,['Comedy'],
