,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,Spanish,French,Demographic,Theme,Genre,Demographics
114,,スイッチ,,['OVA'],2,Finished Airing,"Oct 24, 2008 to Feb 25, 2009",,,['Frontier Works'],"None found,",['Actas'],['Manga'],"['Action', 'Mystery']","['Detective', 'Organized Crime']",30 min. per ep.,PG-13 - Teens 13 or older,6.84,#5154,#4495,"27,529",68,11097,"Two new members of Japan's Narcotics Control Department are tasked with dismantling the criminal network that supplies the deadly drug called Funny Angel (FA). While Haru Kurabayashi infiltrates the mafia branch that commercializes this drug, his partner Kai Etou starts working in a suspicious greenhouse that may harbor the FA production. As both agents grow closer to their objective, they are confronted with difficult choices that threaten to jeopardize the cover of each other. [Written by MAL Rewrite]","['Adaptation (Manga) Switch', '']",Switch,,,,['Shounen'],,,
115,"Gunslinger Girl OVA, Gunslinger Girl: Il Teatrino Episodes 14 and 15, Phantasma, Light of Venice, Darkness of the Heart, Venezia no Hikari, Kokoro no Yami",ガンスリンガー ガール -IL TEATRINO- OVA,Gunslinger Girl: Il Teatrino OVA,['OVA'],2,Finished Airing,"Oct 24, 2008",,,['Marvelous Entertainment'],['Funimation'],['Artland'],['Manga'],"['Action', 'Drama', 'Sci-Fi']",,23 min. per ep.,R - 17+ (violence & profanity),6.95,#4592,#4711,"24,629",14,10689,Episodes 14 and 15 of Gunslinger Girl: Il Teatrino.,"['Prequel (TV) Gunslinger Girl: Il Teatrino', 'Adaptation (Manga) Gunslinger Girl']",Gunslinger Girl: Il Teatrino OVA,Gunslinger Girl: Il Teatrino,,Gunslinger Girl: Il Teatrino OAV,,['Military'],,
116,,カフェ・ジャンキー,,['OVA'],2,Finished Airing,"Oct 31, 2008 to May 29, 2009",,,"None found,","None found,",['Suzuki Mirano'],Visual novel,,,26 min. per ep.,Rx - Hentai,6.75,N/A,#5301,"18,546",81,7183,"Even though Masaru is about to graduate from a technical college pretty soon he still has no job. One and only pleasure for him is to spend time at a cafe called ""Hidamari"". The cafe is owned by his childhood friend's Nanami and Kurumi's parents and they are working there too. One day, he learns another one of his childhood friends is coming back to his town. He says ""I wanna meet her soon."". Triggered by his word, Nanami and Kurumi start to approach him in a very different way than they ever did before... (Source: ErogeShop, edited)","['Adaptation (Light Novel) Cafe Junkie', '']",Cafe Junkie,,,,,,['Hentai'],
117,Zettai Shogeki,絶対衝激～プラトニックハート～,Master of Martial Hearts,['OVA'],5,Finished Airing,"Oct 29, 2008 to Feb 25, 2009",,,"['Lantis', 'Studio Kikan']",['Funimation'],['Arms'],Original,"['Action', 'Ecchi']",,29 min. per ep.,R+ - Mild Nudity,4.59,#13601,#5377,"17,776",28,7506,"The story centers on the Platonic Heart, a jewel that—according to an old urban legend—can grant any wish when collected. Only a chosen few are allowed to compete in the Platonic Heart hunt, and high school junior Aya Iseshima is one of 11 girls and women who are taking part.","['Adaptation (Manga) Zettai Shougeki: Platonic Heart', '']",Zettai Shougeki: Platonic Heart,Master of Martial Hearts,Master of Martial Hearts,Master of Martial Hearts,,['Martial Arts'],,
118,"Da Capo If, D.C. if",D.C.if 〜ダ・カーポ イフ〜,,['OVA'],2,Finished Airing,"Dec 25, 2008 to Mar 25, 2009",,,"None found,","None found,",['Zexcs'],Visual novel,"['Drama', 'Romance']",,25 min. per ep.,PG-13 - Teens 13 or older,7.11,#3840,#5541,"16,421",19,7692,"This two episode OVA retelling of the first Da Capo series with the ""what if"" Junichi Asakura were to return Kotori Shirakawa's feelings.",[],D.C.if: Da Capo if,,,,,['Harem'],,
119,,機動戦士ガンダム　ＭＳ ＩＧＬＯＯ ２　重力戦線,Mobile Suit Gundam MS IGLOO 2: Gravity of the Battlefront,['OVA'],3,Finished Airing,"Oct 24, 2008 to Apr 24, 2009",,,"None found,",['Nozomi Entertainment'],['Sunrise'],Original,,,28 min. per ep.,PG-13 - Teens 13 or older,6.52,#6915,#5967,"13,579",6,6723,"MS igLoo 2 goes back to the first MS igLoo and tells the story of the Federation soldiers side that has to fight against the monstrous Zakus. Each episode tells a story of a different federation soldier that is cursed by a Death God that came down to earth with the Zakus and shows the desperate struggle against mobile suits with only conventional weapons such as tanks and missiles. Each soldier, fueled with revenge, and a Death God looming over their backs, fights against the odds that is the terrible might of a Zaku.","['Prequel (OVA) Kidou Senshi Gundam MS IGLOO: Mokushiroku 0079', '']",Kidou Senshi Gundam MS IGLOO 2: Juuryoku Sensen,,,,,['Mecha'],['Sci-Fi'],
120,"Space Pirate Sara, Space Bandit Sarah, Space Pirates Sala",宇宙海賊サラ,,['OVA'],4,Finished Airing,"Apr 26, 2008 to Feb 20, 2010",,,['Pixy'],"None found,",['Anime Antenna Iinkai'],Visual novel,"['Sci-Fi', 'Supernatural', 'Hentai']",,27 min. per ep.,Rx - Hentai,6.80,N/A,#6138,"12,603",112,5035,"Sarah is a most terrible pirate knight who dances her way around the galaxy empire that has been ravaged by war. In the galaxy ruled by a number of power-hungry rival warlords, an evil sadistic web is woven around Sarah, who is slowly guided down to her destruction. When the silver knight Sylia comes across the evil aristocrats who have run the gamut of corruption in the galaxy and the slave traders of darkness, the demonic twins, a desperate predicament is visited upon Sarah!! (Source: dlsite)","['Sequel (Special) Uchuu Kaizoku Sara Special', 'Adaptation (Light Novel) Uchuu Kaizoku Sara: Shimai Kishi no Eiyuu Choukyou']",Uchuu Kaizoku Sara,,,,,,,
121,,OPPAI ライフ,Booby Life,['OVA'],2,Finished Airing,"Oct 10, 2008 to Jan 9, 2009",,,['Digital Works'],['Kitty Media'],['Y.O.U.C'],Visual novel,,,26 min. per ep.,Rx - Hentai,6.60,N/A,#6826,"9,807",34,3745,"Naoto is a university student. One day, he meets Ayane, his old friend, by chance after an interval of several years. Also, Chika, his old friend as well, suddenly appears in front of him. She tells him to become her tutor and they start living together but will Naoto resist the temptation of those delicious big boobs?","['Adaptation (Light Novel) Oppai Life: Ohayou kara Oyasumi made Momisui Seikatsu', '']",Oppai Life,,,,,,['Hentai'],
122,Kamen no Maid Guy OVA,"仮面のメイドガイ あの夏, いちばん豊か乳。",,['OVA'],1,Finished Airing,"Dec 22, 2008",,,"None found,","None found,",['Madhouse'],['Manga'],"['Action', 'Comedy', 'Ecchi']",,19 min.,R+ - Mild Nudity,6.79,#5365,#6894,"9,534",3,4819,"An unreleased episode containing scenes that could not be aired due to ""ethical regulations.""",[],"Kamen no Maid Guy: Ano Natsu, Ichiban Yutaka na Chichi.",,,,['Shounen'],,,
123,,レイプ！レイプ！レイプ！,,['OVA'],3,Finished Airing,"Oct 17, 2008 to Jul 10, 2009",,,['Valkyria'],"None found,",['Anime Antenna Iinkai'],Visual novel,,,27 min. per ep.,Rx - Hentai,5.87,N/A,#7006,"9,185",41,3656,"Based off the eroge by Valkyria. Your childhood friend, girl who you have feelings for, elder sister, mom, police officer, nurse, twin sisters, class president, pregnant woman, bad girl, bride, camera nerd, homeless woman, a member of rhythmic gymnastics club, female teacher, blind girl........! Rape them all! It is your mission!!! (Source: VNDB)",[],Rape! Rape! Rape!,,,,,,['Hentai'],
124,Honou no Haramase Doukyuusei,炎の孕ませ同級生,Sexual Conquest,['OVA'],2,Finished Airing,"Dec 25, 2008 to Jun 25, 2009",,,"['Milky Animation Label', 'MS Pictures']",['Kitty Media'],['T-Rex'],Visual novel,,"['Harem', 'School']",30 min. per ep.,Rx - Hentai,6.63,N/A,#7073,"8,983",18,2895,"Kazuya is a high school student. He is forced to move to a school dormitory because his parents have gone abroad on business, and they sold their house before leaving Japan. But, his school has no boys' dormitory, so he begins to live at a girls' dormitory. One day, he secretly peeks into the school sick-room while girls are under regular physical checkup, and he is surprised at their erotic breasts. He makes a vow to get their bodies and breasts....","['Adaptation (Light Novel) Honoo no Haramase Doukyuusei', '']",Honoo no Haramase Doukyuusei,,,,,,['Hentai'],
125,Hypnosis Humiliation School,催眠凌辱学園,,['OVA'],3,Finished Airing,"Dec 19, 2008 to Jun 19, 2009",,,"['White Bear', 'Mediabank', 'Anime Antenna Iinkai']","None found,",['Studio 9 Maiami'],Visual novel,,,27 min. per ep.,Rx - Hentai,6.49,N/A,#7770,"7,073",16,2077,"A newly appointed guidance counselor, Toshikazu Fujimi, can use hypnotic drugs that allow him to modify the will of any targeted female—he can bring out any hidden feeling from their minds and use it to his advantage. He attacks many of the students that came for counseling and not just them, but those are all just preparations for something much bigger. (Source: ANN, edited)","['Adaptation (Light Novel) Saimin Ryoujoku Gakuen', '']",Saimin Ryoujoku Gakuen,,,,,,['Hentai'],
126,Saiminjutsu 2,催眠術 THE ANIMATION 2nd,,['OVA'],2,Finished Airing,"Oct 25, 2008 to Feb 25, 2009",,,"['Milky Animation Label', 'MS Pictures']","None found,",['Studio Eromatick'],Visual novel,,,29 min. per ep.,Rx - Hentai,6.42,N/A,#8336,"5,957",11,1968,"Susumu is negative and introverted. He is just living a vacant life, always been reprimanded by his mother and never resisting it. All that changed the day he met a certain person that just moved to the Condo he and his mother live in, that would bring a dramatic change in his life...he is been taught hypnotism!! Susumu will use his new godly technique on his mother but first he will use it on his next door neighbors: that hot big busted Mother and her cute daughter... (Source: AniDB)",[],Saimin Jutsu The Animation 2nd,,,,,,['Hentai'],
127,If I Call Your Name,キミの名を呼べば,,['OVA'],2,Finished Airing,"Nov 28, 2008 to Feb 27, 2009",,,"None found,","None found,",['Suzuki Mirano'],['Manga'],,,27 min. per ep.,Rx - Hentai,6.31,N/A,#8619,"5,518",20,1999,"In an effort to reduce the likelihood of sexual crimes in Japan, a prestigious all-male school relieves its students using the service of young girls. The reasons these girls are thrown into this unusual career are many, ranging from debt to punishment for crime. Treated as nothing more than government-sponsored commodities, they are stripped of their clothing and identified only by their assigned number. Nakagawa rarely pays much attention to anyone at school, but that changes when he enters a relationship with the girl known as 'Number 3.' Since personal interactions between the students and the girls are forbidden, the two decide to use the school rooftop as their private meeting place. Spending their days together in secret, Nakagawa begins to learn more about Number 3 as well as the dark truth behind the controversial program. [Written by MAL Rewrite]","['Adaptation (Manga) Kimi no Na wo Yobeba', '']",Kimi no Na wo Yobeba,,,,,['School'],['Hentai'],
128,,真･燐月,,['OVA'],2,Finished Airing,"Nov 25, 2008 to Mar 25, 2009",,,['Milky Animation Label'],['Kitty Media'],['Kami Kukan'],Visual novel,"['Drama', 'Supernatural', 'Hentai']",,27 min. per ep.,Rx - Hentai,6.43,N/A,#9009,"4,876",9,1743,"A Long time ago, a curse was cast upon the Rindo family. The curse: the family could only give birth to girls. The only way to temporarily lift the curse was to have a child with someone from the Hizuki family. Once the curse was lifted, it would haunt the family again every 3rd generation. Many years have passed and now, Naoto Rindo will be the unfortunate one. His former fiancé, Suzune Hizuki has passed away due to a tragic accident and now he must impregnate one of the other four girls from the Hizuki family, however, time is running short. But wait, did Suzune really die? Mysteries abound around what exactly did happen and will happen since Suzune is still alive.",[],Shin Ringetsu,,,,,,,
129,"Puri Gorota: The movie, Puri Gorota: Uchuu no Yuujou Daibouken",プリごろ太 宇宙の友情大冒険,,['OVA'],1,Finished Airing,Nov 2008,,,"None found,","None found,",['J.C.Staff'],Original,"['Adventure', 'Sci-Fi']",,16 min.,PG - Children,5.01,#13214,#10069,"3,471",0,1743,"First appeared in Nodame Cantabile manga as a fictional anime series. Later, in episode 4 of the live-action TV drama it appeared as a theatrical movie. Finally, the ""movie"" was completed and included in Nodame Cantabile anime DVD as an extra feature. (Source: ANN)",[],PuriGorota: Uchuu no Yuujou Daibouken,,,,['Kids'],,,
130,Masked Rider Den-O: Imagin Anime 2,仮面ライダー電王: イマジンあにめ 2,,['OVA'],12,Finished Airing,"Nov 22, 2008",,,['animate Film'],"None found,","None found,",Other,"['Action', 'Adventure', 'Comedy']",,4 min. per ep.,G - All Ages,6.51,#6999,#13970,"1,082",1,390,New 12-episode OVA series featuring the Imagin stars of the popular 2007 Kamen Rider Den-O live action tv series.,"['Prequel (OVA) Kamen Rider Den-O: Imagin Anime', 'Sequel (OVA) Kamen Rider Den-O: Imagin Anime 3']",Kamen Rider Den-O: Imagin Anime 2,,,,['Kids'],['Super Power'],,
131,,Pure Aluminum すのこタン。,,['OVA'],1,Finished Airing,"Dec 29, 2008",,,"None found,","None found,",['Ishikawa Pro'],Other,,,1 min.,G - All Ages,5.12,#13072,#17039,502,0,180,"A 90-second promotional video featuring Sunoko-tan and Alumi-san, characters created by a metal production company in Niigata Prefecture.",[],Pure Aluminum: Sunoko-tan.,,,,,['Music'],['Comedy'],
132,Pyuu to Fuku! Jaguar Return Of Yaku Ichinen buri,ピューと吹く! ジャガー リターン・オブ・約1年ぶり,,['OVA'],3,Finished Airing,"Dec 8, 2008 to Feb 23, 2009",,,"None found,","None found,","None found,",['Manga'],,"['Gag Humor', 'Music']",34 min. per ep.,PG - Children,[],#21182,#17422,466,1,,The second OVA series based on the gag manga written and illustrated by Usuta Kyousuke that ran in Shuukan Shounen Jump from 2000 to 2010. (Source: AniDB),[],Pyuu to Fuku! Jaguar: Return of Yaku Ichinenburi,,,,['Shounen'],,['Comedy'],
133,,ペレストロイカ,,['OVA'],12,Finished Airing,"Oct 24, 2008",,,"['TOHO', 'Robot Communications']","None found,","None found,",Original,,,2 min. per ep.,G - All Ages,[],#21015,#20259,273,0,,"Perestroika is a short animation series of 12 episodes, each lasting 2 minutes. The main characters are 3 Russian who have emigrated to an un-named country. They are always broke and looking for that night's supper. Their hunger drives them into some very strange situations or causes them to hatch some pretty weird schemes. This animation is made with 1:12"" and 1:24"" scale miniture backgrounds and props, which creates a feeling of traditional stop motion animation. The mixture of these analog and digital techniques creates a very original harmony. (Source: AniDB)",[],Perestroika,,,,,,['Comedy'],
134,,あかるい世界,,['OVA'],1,Finished Airing,"Dec 17, 2008",,,"None found,","None found,","None found,",Original,,,42 min.,PG-13 - Teens 13 or older,[],#16522,#26903,72,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Akarui Sekai,,,,,,['Comedy'],
135,Fade to Black: Call Out Your Name,劇場版 BLEACH Fade to Black 君の名を呼ぶ,Bleach the Movie: Fade to Black,['Movie'],1,Finished Airing,"Dec 13, 2008",,,"None found,",['VIZ Media'],['Pierrot'],['Manga'],"['Action', 'Adventure', 'Supernatural']",,1 hr. 34 min.,PG-13 - Teens 13 or older,7.50,#1943,#1057,"244,834",536,143029,"After a mysterious pair attack Rukia Kuchiki and erase her memories while she is in Seireitei, Ichigo Kurosaki, a substitute Soul Reaper, briefly forgets Rukia, until he is reminded of her by Kon, an Underpod Mod-Soul. Confused, he seeks his town's candy-shop owner, Kisuke Urahara, who opens the pathway to Seireitei for them. Ichigo is then shocked to find that his allies in Seireitei, the Shinigami of the Soul Society, have forgotten him. Filled with action, Kimi no Na wo Yobu follows Ichigo and Kon as they fight against their former comrades while searching for the missing Rukia and discovering her assailants before they strike again. [Written by MAL Rewrite]",[],Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,Bleach Film 3: Fade To Black,,Bleach Film 3: Fade to Black,['Shounen'],,,
136,"Kara no Kyoukai: The Garden of Sinners Movie 6, Borderline of Emptiness: Oblivion Recording, The Garden of Sinners: Fairy Tale",劇場版 空の境界 the Garden of sinners 第六章『忘却録音』,The Garden of Sinners Chapter 6: Oblivion Recording,['Movie'],1,Finished Airing,"Dec 20, 2008",,,['Notes'],['Aniplex of America'],['ufotable'],['Light novel'],"['Action', 'Fantasy', 'Mystery', 'Romance', 'Suspense']",,59 min.,R - 17+ (violence & profanity),7.44,#2192,#1295,"197,780",206,114663,"With strange events occurring at Reien Girls' Academy during winter break, Azaka Kokutou, a student and apprentice mage, is sent by her master to investigate. It turns out that another mage has been stealing the students' memories using fairies that, despite her magical talent, are invisible to Azaka. So Shiki Ryougi, an acquaintance with special eyes who can see what Azaka cannot, is also sent to the academy to help with the crisis. However, the two have trouble getting along, mainly due to the fact that Azaka views Shiki as her romantic rival. But when the fairy situation quickly spirals out of control and more layers of the mystery are revealed, Azaka must learn to work with Shiki in order to save her classmates. [Written by MAL Rewrite]","['Prequel (Movie) Kara no Kyoukai Movie 5: Mujun Rasen', 'Sequel (Movie) Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go)', 'Adaptation (Manga) Kara no Kyoukai: The Garden of Sinners', 'Adaptation (Light Novel) Kara no Kyoukai: The Garden of Sinners']",Kara no Kyoukai Movie 6: Boukyaku Rokuon,The Garden of Sinners Film 6: Verlorene Erinnerungen,,The Garden of Sinners Film 6: Souvenirs Oubilés,,['Urban Fantasy'],,
137,,バイオハザード ディジェネレーション,Resident Evil: Degeneration,['Movie'],1,Finished Airing,"Oct 18, 2008",,,"['Sony Pictures Entertainment', 'Capcom']","None found,",['Digital Frontier'],Game,"['Action', 'Horror', 'Sci-Fi']",,1 hr. 36 min.,R - 17+ (violence & profanity),6.93,#4660,#3853,"38,074",49,25599,"The story is set in autumn 2005, one year after Resident Evil 4 game took place. Due to an as of yet unexplained reason, zombies appear in a United States airport. The release of the zombies leads to danger of an outbreak.","['Prequel (OVA) Biohazard 4: Incubate', 'Sequel (ONA) Biohazard: Infinite Darkness']",Biohazard: Degeneration,,Resident Evil: Degeneración,Resident Evil: Degeneration,,,,
138,"Hells Angels, Hell's Angels","ヘルズ, (ヘルズエンジェルス)",,['Movie'],1,Finished Airing,"Oct 18, 2008",,,"None found,",['Discotek Media'],['Madhouse'],['Manga'],"['Adventure', 'Comedy', 'Horror']",,1 hr. 57 min.,PG-13 - Teens 13 or older,6.86,#5039,#3968,"35,604",235,12468,"Amagane Rinne had an accident and died while hurrying to school. She suddenly arrived in an awkward school... in Hell, filled with demons. While she is struggling and wishing to go back to the world whence she came from, she makes friends with her demon schoolmates and develops an uncommon bond.","['Adaptation (Manga) Hells Angels', '']",Hells,,,,,,,
139,"Major: Yuujou no Ikkyuu, Gekijouban Major, Major: Yuujou no Winning Shot, Major: Yujo no Winning Shot, Major: Yuujou no Winning Shot, Major: The Ball of Friendship",劇場版MAJOR 友情の一球（ウイニングショット）,,['Movie'],1,Finished Airing,"Dec 13, 2008",,,"['Avex Entertainment', 'Shogakukan-Shueisha Productions', 'NHK', 'TOHO', 'Mainichi Shimbun']","None found,",['Xebec'],['Manga'],,,1 hr. 43 min.,PG-13 - Teens 13 or older,7.95,#734,#5000,"21,460",23,11935,"Goro briefly returns to Japan after a triumphant campaign in the US. He is heading towards Fukuoka where he played baseball when he was a fifth grader. Having just moved into a new town, this is where Goro faced a critical point in his life. (Source: ANN)","['Prequel (TV) Major S1', 'Sequel (TV) Major S2', 'Adaptation (Manga) Gekijouban Major: Yuujou no Winning Shot', '']",Major Movie: Yuujou no Winning Shot,,,,['Shounen'],['Team Sports'],['Sports'],
140,"Genius Party 2, Gala, Moondrive, Wanwa the Puppy, Tojin Kit, Dimension Bomb",ジーニアスパーティービヨンド,,['Movie'],5,Finished Airing,"Oct 11, 2008",,,['Beyond C.'],['GKIDS'],['Studio 4°C'],Original,"['Avant Garde', 'Fantasy', 'Sci-Fi']",,16 min. per ep.,R - 17+ (violence & profanity),7.16,#3586,#4999,"21,472",73,8460,"Containing shorts that could not be included in the original, Genius Party Beyond weaves stories that are both deep and insightful: the idea all life is relative in size, the consequences of an oppressive government, and how to deal with your darker desires, among others. From the directors and artists of works such as Samurai Champloo, Neon Genesis Evangelion, and Akira, come a multitude of thought-provoking tales, to create a collection equalling the original in storytelling genius. [Written by MAL Rewrite]",[],Genius Party Beyond,,,,,['Music'],,
141,Shin Kyuuseishu Densetsu Hokuto no Ken Zero Kenshirou-den,真救世主伝説 北斗の拳 ZERO ケンシロウ伝,Fist of the North Star: Legend of Kenshiro,['Movie'],1,Finished Airing,"Oct 4, 2008",,,"None found,",['Discotek Media'],['TMS Entertainment'],['Manga'],,,1 hr. 29 min.,R - 17+ (violence & profanity),7.47,#2066,#6186,"12,373",24,5285,Last of the Shin Kyuuseishu Densetsu pentalogy. A prequel set between Kenshiro's defeat at the hands of Shin and the beginning of the manga. (Source: Wikipedia),"['Prequel (OVA) Hokuto no Ken: Toki-den', '']",Hokuto no Ken Zero: Kenshirou Den,Fist of the North Star Film 3: Legend of Kenshiro,,Hokuto no Ken Film 3: La Légende de Kenshiro,['Shounen'],['Martial Arts'],['Action'],
142,"Eiga Yes! Pretty Cure 5 GoGo!: Okashi no Kuni no Happy Birthday, Eiga Yes! Pretty Cure 5 GoGo!: Happy Birthday in the Sweets Kingdom",映画　Yes! プリキュア５ GoGo! お菓子の国のハッピーバースデイ,,['Movie'],1,Finished Airing,"Nov 8, 2008",,,"None found,","None found,",['Toei Animation'],Original,,"['Mahou Shoujo', 'Super Power']",1 hr. 15 min.,G - All Ages,7.19,#3402,#8087,"6,403",6,2810,"It's Nozomi's birthday, but it is disturbed by Bunbee chasing after a girl from another world, Chocola. When Pretty Cure rescue her, she thanks them by taking them to her country, Dessert Kingdom. In this cockaigne with rivers of juice and candy growing on trees, they feel very comfortable. But then they meet the evil Mushiban and his two subordinates Dry and Bitter. They want to take over the kingdom and change Pretty Cure into sweets. In order to save not only Nozomi's Birthday but also the whole Dessert Kingdom, Pretty Cure have to fight their way against Dry and Bitter and also against their own friend: Coco, who is being brainwashed by Mushiban.",[],Yes! Precure 5 GoGo! Movie: Okashi no Kuni no Happy Birthday,,,,,,['Romance'],
143,"Ice Gekijouban, ICE: The Last Generation Movie, Project Ice Movie",ICE 劇場版,Ice,['Movie'],1,Finished Airing,"Nov 29, 2008",,,"None found,","None found,",['PPM'],Original,"['Action', 'Girls Love', 'Sci-Fi']",,1 hr. 43 min.,R+ - Mild Nudity,5.40,#12417,#12085,"1,902",3,540,"The year is 2012. Due to an environmental contaminant, the human population has been decimated, including all males, leaving only women behind. Facing extinction, some have decided to accept their doom and live to seek pleasure; others are still trying to use science to fight off that fate. In central Tokyo, one of the last inhabited areas in the world, these two groups face off in a struggle over a hidden sample of ""ICE,"" a substance that could save humanity. (Source: Seminal Films)",[],Ice Movie,,,,,['Military'],,
144,,劇場版 ゲゲゲの鬼太郎 日本爆裂!!,Spooky Kitaro: Japan Explodes!!,['Movie'],1,Finished Airing,"Dec 20, 2008",,,"None found,","None found,",['Toei Animation'],Unknown,"['Action', 'Fantasy', 'Horror', 'Supernatural']",,1 hr. 23 min.,G - All Ages,6.48,#7181,#12470,"1,669",1,686,Movie based on the 2007 TV anime with an original plot.,[],Gegege no Kitarou: Nippon Bakuretsu,,,,,,,"['Kids', 'Shounen']"
145,,映画！たまごっち うちゅーいちハッピーな物語！？,Tamagotchi: Happiest Story in the Universe!,['Movie'],1,Finished Airing,"Dec 20, 2008",,,"None found,","None found,",['OLM'],Unknown,,,1 hr. 30 min.,G - All Ages,6.29,#8339,#15686,674,1,150,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?', '']",Eiga! Tamagotchi Uchuu Ichi Happy na Monogatari!?,,,Tamagotchi le Film: La Plus Belle Histoire de l'Univers,['Kids'],,,
146,,打，打个大西瓜,See Through,['Movie'],1,Finished Airing,"Dec 31, 2008",,,"None found,","None found,","None found,",Original,,,16 min.,R - 17+ (violence & profanity),[],#17507,#22772,144,0,,"The king of spades and the king of clubs argue for ownership of a small island when dividing territories, and break up at the negotiating table. So both kingdoms involve each other into a war of land, sea and air. (Source: IMDB)",[],"Da, da Ge da Xigua",,,,,['Military'],['Action'],
147,,真功夫之奥运在我家,Olympics Is In My Family,['Movie'],1,Finished Airing,"Oct 10, 2008",,,"None found,","None found,","None found,",Other,"['Comedy', 'Sports']",,1 hr. 25 min.,G - All Ages,[],#16273,#24053,111,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Zhen Gongfu: Aoyun Zai Wojia,,,,,,,
148,"Zero no Tsukaima: Princess no Rondo OVA, Zero no Tsukaima: Princesses no Rondo Special,Zero no Tsukaima: Seductive Beach,Zero no Tsukaima: Episode 6.5",ゼロの使い魔 ～三美姫（プリンセッセ）の輪舞（ロンド）～ 誘惑の砂浜,The Familiar of Zero: Rondo of the Princesses OVA,['Special'],1,Finished Airing,"Dec 25, 2008",,,"None found,",['Sentai Filmworks'],['J.C.Staff'],['Light novel'],"['Comedy', 'Fantasy', 'Ecchi']","['Harem', 'Isekai']",23 min.,PG-13 - Teens 13 or older,7.22,#3238,#2284,"95,987",118,51962,DVD beach episode of Zero no Tsukaima: Princesses no Rondo. Also known as episode #6.5.,[],Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,,,,,,,
149,"Vampire Knight Special, Vampire Kishi Special, Portrait of Passionate Love",ヴァンパイア騎士 激愛の肖像～ポートレート～,,['Special'],1,Finished Airing,"Nov 26, 2008",,,['Nihon Ad Systems'],"None found,",['Studio Deen'],['Manga'],,,3 min.,PG-13 - Teens 13 or older,6.75,#5630,#3697,"41,432",147,16960,"Hanabusa Aidou is insistent on making the Night Class take sides in the new election for the Moon Dormitory president between Takuma Ichijou and Kaname Kuran. However, given Kaname's disinterest, things may not go as planned. [Written by MAL Rewrite]",[],Vampire Knight: Gekiai no Portrait,,,,['Shoujo'],['Vampire'],['Comedy'],
150,Code Geass: Hangyaku no Lelouch R2 Specials,コードギアス 反逆のルルーシュ R2 ピクチャードラマ,Code Geass: Lelouch of the Rebellion R2 Picture Dramas,['Special'],9,Finished Airing,"Aug 22, 2008 to Apr 24, 2009",,,"None found,",['Funimation'],['Sunrise'],Original,"['Comedy', 'Ecchi']",,5 min. per ep.,PG-13 - Teens 13 or older,7.06,#4118,#3806,"39,038",98,15861,"Though it has been one year since the Black Rebellion failed, the battle lives on, as the Holy Empire of Britannia attempts to expand its power worldwide, and the Black Knights work to regain theirs. As a newly instated Knight of Rounds, Suzaku Kururugi is an indispensable asset in battle, though he has yet to bear the full weight of his title. Among his opposition, C.C. and Kallen Stadtfeld strengthen their bond as they work together on crucial missions for the Black Knights. Interspersed throughout the drama are lighthearted, humorous moments, including the Ashford Academy Student Council’s handmade dress party and the Black Knights' pajama party. Blending tragedy and comedy, Code Geass: Hangyaku no Lelouch R2 Picture Drama gives a behind-the-scenes look at the characters of its parent series, showcasing how they come to terms with their roles and each other. [Written by MAL Rewrite]",[],Code Geass: Hangyaku no Lelouch R2 Picture Drama,,,,,,,
151,Ikkitousen: Great Guardians OVA,一騎当千: Great Guardians,,['Special'],6,Finished Airing,"Sep 30, 2008 to Feb 25, 2009",,,['Genco'],['Funimation'],['Arms'],['Manga'],"['Comedy', 'Ecchi']",,2 min. per ep.,R+ - Mild Nudity,6.53,#6892,#5134,"20,038",14,8251,Uncensored Ikkitousen: Great Guardians DVD Comedy Specials.,[],Ikkitousen: Great Guardians Specials,,,Ikki Tousen: Great Guardians,['Seinen'],,,
152,Code Geass: Hangyaku no Lelouch R2 Omake Flash - Kaette Kita Baba Gekijou,コードギアス 反逆のルルーシュ おまけFLASH「帰ってきたBABA劇場」,Code Geass: Lelouch of the Rebellion R2 Extra Flash - Baba Theater Redux,['Special'],9,Finished Airing,"Aug 22, 2008 to Apr 24, 2009",,,['Bandai Visual'],"['Funimation', 'Bandai Entertainment']",['Sunrise'],Original,,,1 min. per ep.,PG-13 - Teens 13 or older,5.72,#11279,#5396,"17,616",16,5900,9 flash anime specials included in the Code Geass R2 DVDs and BDs.,[],Code Geass: Hangyaku no Lelouch R2 Omake Flash,,,,,['Parody'],['Comedy'],
