,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Theme,Genre,Demographics
88,,爆TECH！爆丸,,,,,['TV'],51,Finished Airing,"Apr 7, 2012 to Mar 30, 2013",['Spring 2012'],Unknown,['Shogakukan Music & Digital Entertainment'],"None found,","None found,",['Manga'],,,['Shounen'],5 min. per ep.,PG - Children,5.87,#10568,#9174,"4,635",6,2116,"Bakugan is the card game for a new generation. In ""Baku TECH"" passionate warriors fight each other and risk their life for Bakugan.","['Sequel (TV) Baku Tech! Bakugan Gachi', 'Adaptation (Manga) Baku Tech! Bakugan']",Baku Tech! Bakugan,['Strategy Game'],['Action'],
89,"Soreike! Anpanman, Go! Anpanman, Anpanman TV",それいけ！アンパンマン,,,,,['TV'],Unknown,Currently Airing,"Oct 3, 1988 to ?",['Fall 1988'],Fridays at 16:20 (JST),"['Sotsu', 'Nippon Television Network']","None found,",['TMS Entertainment'],Picture book,"['Comedy', 'Fantasy']",,['Kids'],24 min.,PG - Children,6.58,#6586,#9186,"4,607",31,1738,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. (Source: ANN)",[],Sore Ike! Anpanman,,,
90,,忍者ハットリくん （2012年版）,,,,,['TV'],52,Finished Airing,"May 13, 2012 to Feb 16, 2015",['Spring 2012'],Not scheduled once per week,['TV Asahi'],"None found,",['Shin-Ei Animation'],['Manga'],,,,24 min. per ep.,G - All Ages,6.70,#5883,#10337,"3,182",1,1773,Remake of the Ninja Hattori-kun series.,"['Adaptation (Manga) Ninja Hattori-kun', '']",Ninja Hattori-kun (2012),,['Comedy'],
91,Cooking Idol,クッキンアイドル　アイ！マイ！まいん！,,,,,['TV'],305,Finished Airing,"Mar 30, 2009 to Mar 22, 2013",['Spring 2009'],Unknown,"['NHK', 'Nihon Ad Systems']","None found,",['Studio Deen'],Original,"['Comedy', 'Gourmet']",,['Kids'],6 min. per ep.,PG - Children,6.25,#8567,#10690,"2,881",9,737,"Cooking Idol teaches children how to cook through instruction of the main character, MAIN. The show itself is divided into an animated segment featuring MAIN, and a live-action segment featuring the voice actor of MAIN, Fukuhara Haruka, as she practices the cooking herself. The live-action segment is not included in the avg episode duration.",[],Cookin' Idol Ai! Mai! Main!,,,
92,AI Football GGO,超智能足球,GGO Football,GGO Football,GGO Football,GGO Football,['TV'],52,Finished Airing,"Jun 2, 2010 to Jun 10, 2014",['Summer 2010'],Unknown,"None found,","None found,",['Puzzle Animation Studio Limited'],Original,"['Comedy', 'Sports']",,,22 min. per ep.,G - All Ages,6.58,#6606,#11206,"2,466",10,1203,"As we enter the 21st century, the relationship between sports and technology is getting closer and closer. Sports products are enhanced by technological advances. The designs of footballs and football shoes require detailed information and computer tests in order to produce products that will allow us to reach the full potential and beyond. If we were only reliant on human testing, the standards would definitely fluctuate greatly. Thus, Professor GGO was brought in as consultant in the research, and as a result GGO robotic footballers were created. (Source: GGO Football Website)","['Sequel (TV) Chao Zhi Neng Zu Qiu 2: Shijie Dasai Pian', '']",Chao Zhi Neng Zu Qiu,['Team Sports'],,
93,,ゴン,,,,,['TV'],50,Finished Airing,"Apr 2, 2012 to Mar 25, 2013",['Spring 2012'],Mondays at 18:00 (JST),['Kodansha'],"None found,",['Daewon Media'],['Manga'],"['Action', 'Adventure']",,['Kids'],23 min. per ep.,G - All Ages,5.97,#10041,#11300,"2,399",8,941,"The Gon series features the completely wordless adventures of the irascible title character, a tiny fictional dinosaur, as he interacts with the natural world. Gon somehow survived the extinction of his fellow dinosaurs and interacts with paleolithic animals. (Source: Wikipedia)","['Sequel (TV) Gon 2nd Season', 'Adaptation (Manga) Gon']",Gon,['Anthropomorphic'],,
94,,おじゃる丸,Prince Mackaroo,,,,['TV'],Unknown,Currently Airing,"Oct 5, 1998 to ?",['Fall 1998'],Not scheduled once per week,['NHK'],['Enoki Films'],['Gallop'],Original,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']",,['Kids'],10 min.,G - All Ages,6.39,#7747,#11553,"2,225",5,553,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)","['Adaptation (Manga) Ojarumaru', '']",Ojarumaru,,,
95,,デュエル・マスターズ ビクトリーV,,,,,['TV'],51,Finished Airing,"Apr 7, 2012 to Mar 30, 2013",['Spring 2012'],Unknown,['Shogakukan-Shueisha Productions'],"None found,",['Shogakukan Music & Digital Entertainment'],Original,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,['Kids'],10 min. per ep.,PG-13 - Teens 13 or older,5.83,#10793,#13270,"1,312",3,345,"This series continues the adventures of Katta Kirifuda, Bucyake and Yohdel throughout the school season. They meet new classmates such as Leo to duel against. (Source: Duel Masters Wikia)","['Prequel (TV) Duel Masters Victory', 'Sequel (TV) Duel Masters Victory V3']",Duel Masters Victory V,,,
96,,親子クラブ,,,,,['TV'],1818,Finished Airing,"Oct 3, 1994 to Mar 30, 2013",['Fall 1994'],Unknown,['Fuji TV'],"None found,",['Eiken'],Original,"['Comedy', 'Slice of Life']",,,5 min. per ep.,G - All Ages,5.47,#12198,#13594,"1,199",0,443,This anime was running almost 20 years and has over 1800 episodes.,[],Oyako Club,,,
97,"Ad Lib Anime Laboratory, Ad Lib Anime Kenkyuusho",アドリブアニメ研究所,,,,,['TV'],38,Finished Airing,"Oct 16, 2011 to Mar 31, 2013",['Fall 2011'],Unknown,"None found,","None found,","None found,",Original,,,,4 min. per ep.,G - All Ages,5.88,#10510,#13606,"1,196",2,238,"Emiri Katou and Kaori Fukuhara, the voice actresses best known for playing the Hiiragi twins in Lucky Star, will headline Ad Lib Anime Kenkyūsho (Ad Lib Anime Laboratory), an experimental anime series which will premiere on the satellite channel BS Fuji on October 15. Katou (as ""Chief Researcher No. 001""), Fukuhara (""Chief Researcher No. 002""), and a guest star ""researcher"" will ad lib each weekly episode's script entirely from scratch. Animators will then take the ad-libbed dialogue and create footage based on them — instead of the castmembers voice-acting to existing scripts and footage, as most anime are made. (Source: ANN)",[],Ad Lib Anime Kenkyuujo,,['Comedy'],
98,King of Warrior: Jufeng Zhan Hun,战斗王之飓风战魂,Infinity Nado,,,,['TV'],52,Finished Airing,"Aug 23, 2012 to Aug 18, 2013",['Summer 2012'],Unknown,['Alpha Group'],"None found,",['Alpha Animation'],Original,,,,24 min. per ep.,PG - Children,6.38,#7778,#13758,"1,141",22,470,"Dawn and Athas find a mysterious sleeping boy, Pandora, who suffers from amnesia after he comes around. When Pandora just arrives at Freewheel Town, he becomes the chasing target of an organization called Ancient Hunter Group, which demands of him to carry out the ""Great Mission"". Under the attack of Jin and his friends, Ancient Hunter Group is temporarily repelled. With the assistance of Jin and his friends, Pandora gradually gets used to life in this world and his skill on top is much improved.Can Pandora regain his memories? What is his ""Great Mission""? The story will tell you...... (Source: Official Youtube Channel)","['Sequel (TV) Zhandou Wang Zhi Jufeng Zhan Hun 2', '']",Zhandou Wang Zhi Jufeng Zhan Hun,,['Action'],
99,Hana Kappa,はなかっぱ,,,,,['TV'],Unknown,Currently Airing,"Mar 29, 2010 to ?",['Spring 2010'],Not scheduled once per week,"['Group TAC', 'TOHO animation']","None found,","['Xebec', 'OLM']",Picture book,,,['Kids'],10 min.,PG - Children,6.00,#9911,#14263,"1,003",0,171,Story about Kappa with flowers on their heads.,[],Hanakappa,,['Comedy'],
100,,しあわせ配達おみくじタネコ,,,,,['TV'],Unknown,Currently Airing,"Mar 26, 2011 to ?",['Spring 2011'],Not scheduled once per week,"None found,","None found,",['Kachidoki Studio'],Original,,,,Unknown,None,[],#14203,#14340,980,4,,"The story centers around a cat who answers people's wishes and delivers happiness. (""Tane"" and ""neko"" are the Japanese words for ""seed"" and ""cat,"" respectively.) (Source: ANN)",[],Shiawase Haitatsu Taneko,,['Comedy'],
101,"Ohayou Ninjatai Gatchaman, Ohayou Nijna Force Gatchaman, Ninja-tai Gatchaman ZIP!",おはよう忍者隊ガッチャマン,,,,,['TV'],475,Finished Airing,"Apr 18, 2011 to Mar 29, 2013",['Spring 2011'],Unknown,['Oddjob'],"None found,",['Kate Arrow'],Unknown,,,,1 min. per ep.,G - All Ages,5.49,#12154,#14385,964,1,196,One-minute flash shorts based on Tatsunoko Production's classic science-fiction hero series Science Ninja Team Gatchaman aired during the NTV's Zip! television program on mornings. (Source: AniDB),"['Sequel (TV) Mazinger ZIP!', '']",Ohayou Ninja-tai Gatchaman,['Parody'],['Comedy'],
102,"Man Lan, Shalen",侠岚,,,,,['TV'],156,Finished Airing,"Jan 29, 2012 to Jul 15, 2016",['Winter 2012'],Sundays at Unknown,"None found,","None found,",['Rocen'],Original,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Supernatural']","['Historical', 'Martial Arts']",,25 min. per ep.,PG-13 - Teens 13 or older,6.05,#9656,#14687,892,2,172,"When Nian Chi was a young child, his elder sister was kidnapped in front of him, while he could do nothing but watch, a thing that has tormented him for all these years. Now 10 years later, he's dead set on going to rescue his sister, and sets out.","['Sequel (ONA) Hua Jianghu: Xia Lan', '']",Xia Lan,,,
103,Eagle Talon NEO,秘密結社鷹の爪 NEO,,,,,['TV'],38,Finished Airing,"Apr 6, 2012 to Feb 15, 2013",['Spring 2012'],Unknown,"None found,","None found,",['DLE'],Original,,"['Parody', 'Super Power']",,5 min. per ep.,PG-13 - Teens 13 or older,6.07,#9575,#15435,715,1,162,"Eagle Talon, a secret society based in Kojimachi, Tokyo, with plans for world domination, isn't a secret society anymore! In fact, it's a famous society, known by just about every household in Japan there is, because Eagle Talon went nation-wide with golden time on NHK!","['Prequel (OVA) Himitsukessha Taka no Tsume The Movie 4: Kaspersky wo Motsu Otoko', 'Sequel (TV) Himitsukessha Taka no Tsume MAX']",Himitsukessha Taka no Tsume NEO,,['Comedy'],
104,,しまじろうのわお!,,,,,['TV'],Unknown,Currently Airing,"Apr 2, 2012 to ?",['Spring 2012'],Mondays at 07:30 (JST),"None found,","None found,",['The Answer Studio'],Other,"['Adventure', 'Comedy', 'Fantasy']",,['Kids'],8 min.,G - All Ages,[],#14235,#15596,688,1,,Fourth season of the Shimajirou children's television series.,"['Prequel (TV) Shimajirou Hesoka', '']",Shimajirou no Wow!,,,
105,Annyeong Jaduya,안녕 자두야,Hello Jadoo,,,,['TV'],122,Finished Airing,"Jul 18, 2011 to Feb 1, 2016",['Summer 2011'],Not scheduled once per week,"None found,","None found,","None found,",Original,,,['Kids'],11 min. per ep.,PG - Children,6.17,#8984,#16112,610,3,162,"Hello Jadoo is a South-Korean TV show about a girl named Choi Jadoo who is a very free-spirited girl. In every episode, she would always get into drama, whether it was with her parents or school. At the same time, she meets new people and she tries to solve problems occurring.",[],Annyeong Jadoo,,['Comedy'],
106,Kayochu,かよえ！チュー学,Kayoe! Chugaku,,,,['TV'],425,Finished Airing,"Jun 6, 2011 to Mar 28, 2014",['Summer 2011'],Not scheduled once per week,"None found,","None found,",['DLE'],Original,,,,1 min. per ep.,None,[],#19342,#16420,569,1,,Wada transfers from the Kansai region to the Toukai region in middle school. The story follows his new set of friends as their fivesome enjoy their everyday lives. All the characters' are names are based on Chunichi Dragons baseball team which is located in the Toukai region.,[],Kayoe! Chuugaku,['School'],['Comedy'],
107,Rice Monster Pap,ごはんかいじゅうパップ,,,,,['TV'],Unknown,Currently Airing,"Apr 25, 2011 to ?",['Spring 2011'],Not scheduled once per week,"None found,","None found,",['DLE'],Original,"['Action', 'Comedy']",,['Kids'],30 sec.,G - All Ages,[],#18209,#16441,567,0,,"A series of short, 30-second segments featuring Gohan Kaijuu Pap and various ""side dish"" monsters to produce delicious meals.",[],Gohan Kaijuu Pap,,,
108,,えほん寄席,,,,,['TV'],73,Finished Airing,"Apr 2006 to Nov 11, 2023",['Spring 2006'],Unknown,"['NHK', 'Pony Canyon']","None found,","None found,",Other,,"['Historical', 'Performing Arts']",['Kids'],5 min. per ep.,PG - Children,[],#17867,#17178,488,0,,Anime rakugo of classic Japanese horror tales shown in a wide variety of art styles.,[],Ehon Yose,,['Horror'],
109,,ズモモとヌペペ,,,,,['TV'],32,Finished Airing,"Apr 3, 2012 to Feb 26, 2013",['Spring 2012'],Unknown,"None found,","None found,",['Egg'],Unknown,,,,5 min. per ep.,PG - Children,[],#16426,#17275,479,2,,No synopsis has been added for this series yet. Click here to update this information.,[],Zumomo to Nupepe,,['Comedy'],
110,"Panpaka Panties, Panpaka Underwear",パンパカパンツ,Panpaka Pantsu,,,,['TV'],27,Finished Airing,"Oct 1, 2008 to Oct 22, 2015",['Fall 2008'],Unknown,['Shizuoka Broadcasting System'],"None found,",['DLE'],Original,,,['Kids'],15 sec. per ep.,G - All Ages,[],#20952,#17400,466,2,,A series of shorts about pigs who wear underpants.,[],Panpaka Pants,,['Comedy'],
111,,パンダのたぷたぷ,,,,,['TV'],431,Finished Airing,"Apr 2, 2012 to Nov 29, 2013",['Spring 2012'],Not scheduled once per week,"None found,","None found,",['Kachidoki Studio'],Original,,,['Kids'],30 sec. per ep.,G - All Ages,[],#20947,#17662,444,0,,"A short anime featuring the zodiac animals with a panda named Taputapu as the main character. Each episode is focuses on having a proverb, moral, or uplifting value.",[],Panda no Taputapu,,,
112,,ともだち8にん,,,,,['TV'],398,Finished Airing,"Mar 28, 2011 to Jan 5, 2019",['Spring 2011'],Not scheduled once per week,"None found,","None found,",['Egg'],Original,,,['Kids'],1 min. per ep.,G - All Ages,[],#14955,#17771,437,0,,"A series oriented to three-year-old children, showing the everydays of 9 characters, each of them having a distinct feature. Children will recognize characters and situations from their own life. Sometimes through conflicts, sometimes through encouragement, they will find everyone's place in the world. The story conveys messages such as ""Nobody's alone"", ""It's good to be different"" and the importance of being connected with others, in a fun way. (Source: Official site)",[],Tomodachi 8-nin,,['Comedy'],
113,,パッコロリン,Pakkororin,,,,['TV'],Unknown,Currently Airing,"Mar 28, 2011 to ?",['Spring 2011'],Not scheduled once per week,['NHK'],"None found,",['Three-d'],Original,,,['Kids'],1 min.,G - All Ages,[],#20941,#18323,397,0,,"A minute long children's anime that follows 3 siblings. Two brothers who are rectangular and circular shaped, and a sister who is triangluar shaped. They have unique personalities and foster growth and discovery through their play time.",[],Pakkororin,,,
114,,パブー＆モジーズ,Paboo & Mojies,,,,['TV'],52,Finished Airing,"Apr 2, 2012 to Mar 2, 2013",['Spring 2012'],Not scheduled once per week,"None found,",['Nelvana'],['Dongwoo A&E'],Original,,,['Kids'],11 min. per ep.,G - All Ages,[],#20935,#18528,380,0,,"Paboo is a fun loving and curious boy panda, and he and his group of larger-than-life friends explore and problem-solve in their quirky, imaginative and sometimes zany world! Each episode sees the Mojies (Japanese for letters of the alphabet) and Pappy (the Mojies book fairy of course!) help Paboo to discover the Magic Word and solve the problem of the day! (Source: Nelvana)",[],Paboo & Mojies,,,
115,,リボンちゃん,,,,,['TV'],24,Finished Airing,"Apr 4, 2012 to Mar 27, 2013",['Spring 2012'],Unknown,"None found,","None found,","None found,",Unknown,,,,Unknown,None,[],#21369,#19009,345,0,,An anime short series inspired by soft drink company Sapporo Beverage's mascot character Ribbon-chan. The story center on the soda-loving young girl named Ribbon-chan and her pet dog Citron. Note: The series aired on Wednesdays during episodes of the Nori Suta Max television program. (Source: ANN),[],Ribbon-chan,,['Comedy'],
116,"Hi Totobi, Hello Totobi",안녕 토토비,,,,,['TV'],104,Finished Airing,"Jul 20, 2011 to Sep 25, 2013",['Summer 2011'],Unknown,"None found,","None found,","None found,",Unknown,,,['Kids'],20 min. per ep.,PG - Children,[],#16593,#19091,338,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Annyeong Totobi,,,
117,The Configurators 2,锋速战警2,,,,,['TV'],26,Finished Airing,Feb 2012 to Dec 2012,['Winter 2012'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],22 min. per ep.,PG - Children,[],#17964,#19627,306,1,,Second season of Feng Shu Zhan Jing.,"['Prequel (TV) Feng Shu Zhan Jing', '']",Feng Shu Zhan Jing 2,['Mecha'],['Adventure'],
118,,ペンギンの問題POW,,,,,['TV'],51,Finished Airing,"Apr 7, 2012 to Mar 30, 2013",['Spring 2012'],Unknown,"None found,","None found,",['Shogakukan Music & Digital Entertainment'],Unknown,,,['Kids'],1 min. per ep.,G - All Ages,[],#21004,#21157,221,0,,Final Season of Penguin no Mondai.,"['Prequel (TV) Penguin no Mondai DX?', '']",Penguin no Mondai POW,,,
119,"Kijeu CSI Gwahagsusadae, Kids CSI",키즈 CSI 과학수사대,,,,,['TV'],104,Finished Airing,"Jul 9, 2012 to Sep 15, 2014",['Summer 2012'],Unknown,"None found,","None found,","None found,",Original,"['Adventure', 'Mystery']",,['Kids'],23 min. per ep.,G - All Ages,[],#19416,#21371,208,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Kijeu CSI,,,
120,,키오카,,,,,['TV'],78,Finished Airing,"Jan 2, 2012 to Oct 16, 2013",['Winter 2012'],Unknown,"None found,","None found,","None found,",Unknown,,,['Kids'],8 min. per ep.,PG - Children,[],#19444,#22392,159,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Kioka,,,
121,,数学荒岛历险记3,,,,,['TV'],40,Finished Airing,Nov 2011 to Dec 2013,['Fall 2011'],Unknown,"None found,","None found,","None found,",Unknown,,,['Kids'],15 min. per ep.,PG - Children,[],#14402,#22615,150,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Shuxue Huang Dao Lixian Ji 2', 'Sequel (TV) Huang Dao Lixian Ji: Luo Ke He Biancheng Mao']",Shuxue Huang Dao Lixian Ji 3,,,
122,,嵩山奇缘,,,,,['TV'],26,Finished Airing,Feb 2012 to Oct 2013,['Winter 2012'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],17 min. per ep.,PG - Children,[],#14472,#22731,145,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Songshan Qi Yuan,,,
123,,미술탐험대,Art Odyssey,,,,['TV'],52,Finished Airing,"Aug 29, 2011 to Dec 12, 2013",['Summer 2011'],Unknown,['EBS'],"None found,",['Iconix Entertainment'],Original,,,['Kids'],11 min. per ep.,PG - Children,[],#20323,#23154,132,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Misultamheomdae,['Mahou Shoujo'],['Fantasy'],
124,,폴리와 함께하는 교통안전 이야기,,,,,['TV'],26,Finished Airing,"Nov 14, 2011 to May 31, 2013",['Fall 2011'],Unknown,"None found,","None found,","None found,",Original,,"['Educational', 'Racing']",['Kids'],5 min. per ep.,PG - Children,[],#21087,#23291,128,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Poli wa Hamkkehaneun Gyotonganjeon Iyagi,,['Comedy'],
125,,玉骐麟之仙灵奇域,,,,,['TV'],52,Finished Airing,Jul 2011 to Jul 2013,['Summer 2011'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],10 min. per ep.,PG - Children,[],#16138,#23382,126,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Yu Qi Lin: Xian Ling Qi Yu,['Anthropomorphic'],,
126,Nae Salang Ttung,내 사랑 뚱,,,,,['TV'],52,Finished Airing,"Jul 3, 2012 to Jan 29, 2013",['Summer 2012'],Unknown,"None found,","None found,","None found,",Unknown,"['Comedy', 'Fantasy']",,['Kids'],13 min. per ep.,PG - Children,[],#20527,#23615,119,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Nae Salang Ddung 2nd Season', '']",Nae Salang Ddung,,,
127,,少年师爷之侠义欢乐行,,,,,['TV'],26,Finished Airing,May 2012 to Nov 2012,['Spring 2012'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],14 min. per ep.,PG - Children,[],#14070,#23643,119,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Shaonian Shiye: Zhihui Kuaile Xia', 'Sequel (TV) Shaonian Shiye: Ren Shanxing Tianxia']",Shaonian Shiye: Xiayi Huanle Xing,['Historical'],,
128,,东南特卫队,,,,,['TV'],52,Finished Airing,May 2012 to May 2013,['Spring 2012'],Unknown,"None found,","None found,","None found,",Original,"['Action', 'Sci-Fi']",,['Kids'],14 min. per ep.,PG - Children,[],#17708,#23711,118,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Dongnan Te Weidui,,,
129,,머털도사,,,,,['TV'],26,Finished Airing,"Aug 29, 2012 to Nov 28, 2012",['Summer 2012'],Unknown,"None found,","None found,","None found,",Original,"['Action', 'Adventure', 'Fantasy']",,['Kids'],Unknown,PG - Children,[],#20192,#23742,117,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Meoteoldosa (TV),,,
130,,おべとも学園,,,,,['TV'],200,Finished Airing,Apr 2008 to Mar 2013,['Spring 2008'],Unknown,['NHK'],"None found,","None found,",Original,,,,2 min. per ep.,G - All Ages,[],#20775,#23969,112,0,,A series by Japanese illustrator Obetomo which aired on NHK's Shakin! program.,[],Obetomo Gakuen,['School'],['Slice of Life'],
131,"Regardless of My Adolescent Delusions of Grandeur, I Want a Date! Lite, Chu-2 Byo demo Koi ga Shitai! Lite, Love, Chunibyo & Other Delusions Lite",中二病でも恋がしたい！Lite,"Love, Chunibyo & Other Delusions!: Chuni-Shorts",,,,['ONA'],6,Finished Airing,"Sep 27, 2012 to Oct 31, 2012",,,"None found,",['Sentai Filmworks'],['Kyoto Animation'],['Light novel'],,,,6 min. per ep.,PG-13 - Teens 13 or older,7.26,#3025,#1675,"146,631",179,79404,Short episodes aired on KyoAni's official YouTube channel.,"['Sequel (ONA) Chuunibyou demo Koi ga Shitai! Ren Lite', '']",Chuunibyou demo Koi ga Shitai! Lite,['School'],['Comedy'],
132,,インフェルノコップ,,,,,['ONA'],13,Finished Airing,"Dec 25, 2012 to Mar 19, 2013",,,"None found,","None found,","['CoMix Wave Films', 'Trigger']",Original,"['Action', 'Comedy']",,,3 min. per ep.,R - 17+ (violence & profanity),7.22,#3264,#2154,"104,932","1,122",59157,"Jack Knife Edge Town is as edgy as it sounds, and it's up to Inferno Cop to stop that edge from tearing his city apart. He's both law and outlaw, dispensing ungodly justice to evildoers like a candy machine. Lowlifes, gangsters, and even hellspawn all infest Inferno Cop's hunting ground, but that's the good news. The bad news? Prior to the story, his family was brutally murdered by Southern Cross, a shady organization that made the worst mistake imaginable by doing so. Now, Inferno Cop's limiters have been removed and his mercy rung more dry than the entrails of his victims. Something is welling up in Inferno Cop's city, however, and soon he'll face the most daunting gauntlet of his life involving him literally falling into and escaping from Hell. A flaming head won't be enough to ward off the true evil that's rapidly approaching—Inferno Cop must call upon all his allies and his own wacky antics to conquer the trials that await him. [Written by MAL Rewrite]",[],Inferno Cop,['Gag Humor'],,
133,,生徒会の一存 Lv.2,Student Council's Discretion Level 2,,,,['ONA'],10,Finished Airing,"Oct 13, 2012 to Dec 15, 2012",,,"['Kadokawa Shoten', 'AMG MUSIC']",['Sentai Filmworks'],['AIC'],['Light novel'],,"['Harem', 'Parody', 'School']",,24 min. per ep.,PG-13 - Teens 13 or older,7.34,#2608,#2693,"73,462",88,36390,"Sugisaki Ken, through diligence and academic excellence, had successfully entered the paradise that is the Hekiyou Private Academy's Student Council. There, he boldly embarks on his plan to create his personal harem with the 4 girls who are the other council members, namely: The incredibly youthful president Sakurano Kurimu; The cool and kindly yet super-sadistic secretary Akaba Chizuru; Tomboyish and hot-blooded vice-president Shiina Minatsu; and The ephemerally beautiful yet complicated treasurer Shiina Mafuyu. While every day since then has been non-stop fun, Graduation Day now looms near. Could this spell the end of their carefree days? (Source: translated and adapted from official site by Cranston)","['Prequel (TV) Seitokai no Ichizon', 'Adaptation (Manga) Seitokai no Ichizon', 'Adaptation (Light Novel) Seitokai no Ichizon', '']",Seitokai no Ichizon Lv.2,,['Comedy'],
134,One Piece Special: Glorious Island,ワンピース 『GLORIOUS ISLAND』,,,,,['ONA'],2,Finished Airing,"Dec 23, 2012 to Dec 30, 2012",,,['NOTTV'],"None found,",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],5 min. per ep.,PG-13 - Teens 13 or older,7.14,#3695,#4181,"31,966",15,15340,A prologue to One Piece: Film Z released exclusively on smartphones through the broadcasting service NOTTV.,"['Sequel (Movie) One Piece Film: Z', '']",One Piece: Glorious Island,,,
135,"Kyousougiga (2012), Kyousogiga (2012)",京騒戯画,,,,,['ONA'],5,Finished Airing,"Aug 31, 2012 to Dec 22, 2012",,,['Bandai Channel'],['Discotek Media'],['Toei Animation'],Original,"['Action', 'Fantasy']",,,10 min. per ep.,PG-13 - Teens 13 or older,7.12,#3790,#4427,"28,370",32,11605,"Three kids are stuck in a strange city causing massive mayhem through the land. They are searching for an atypical rabbit in order to return home. Koto, the eldest of the three, seems to have some sort of connection to this weird place ruled by a monk, a demon, and a priest.","['Prequel (ONA) Kyousou Giga', 'Adaptation (Manga) Kyousou Giga']",Kyousou Giga (2012),,,
136,,琴浦さん 春香の部屋,,,,,['ONA'],6,Finished Airing,"Dec 7, 2012 to Jan 11, 2013",,,"['AIC', 'KlockWorx', 'flying DOG']","None found,",['AIC Classic'],['4-koma manga'],,,,1 min. per ep.,PG-13 - Teens 13 or older,6.26,#8515,#4615,"25,902",16,9914,Mini episodes of Kotoura-san introducing each of the series' characters.,[],Kotoura-san: Haruka no Heya,['School'],['Comedy'],
137,,インフェルノコップ ファクトファイル,Inferno Cop: Fact Files,,Inferno Cop: Archivo de Datos,,['ONA'],12,Finished Airing,"Dec 28, 2012 to Mar 17, 2013",,,"None found,","None found,","['CoMix Wave Films', 'Trigger']",Original,"['Action', 'Comedy']",,,24 sec. per ep.,R - 17+ (violence & profanity),5.37,#12515,#6213,"12,245",4,6442,"There are 12 companion pieces in the forms of ""Fact Files"" (which expand upon a given character from a corresponding episode) airing shortly after each episode.",[],Inferno Cop: Fact Files,['Detective'],,
138,A Kiss For The Petals: Risa x Miya Theater,その花びらにくちづけを りさみや劇場,,,,,['ONA'],10,Finished Airing,"Nov 9, 2012 to Dec 28, 2012",,,['ChuChu'],"None found,","None found,",Visual novel,"['Comedy', 'Girls Love', 'Slice of Life']",,,9 min. per ep.,PG-13 - Teens 13 or older,6.23,#8652,#7271,"8,381",22,1512,"Short picture episodes with Risa and Miya from ""Sono Hanabira ni Kuchizuke wo"" visual novel series.",[],Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,['School'],,
139,"Jinrui wa Suitai Shimashita Recap, Jintai Recap, Humanity Has Declined Recap, Humanity Has Declined: Human's Fairy Memo, Humanity Has Declined: The Human's Fairy Notes",人類は衰退しました　「人間さんの、ようせいさんめも」,,,,,['ONA'],1,Finished Airing,"Oct 28, 2012",,,"None found,","None found,",['AIC ASTA'],['Light novel'],,,,6 min.,PG-13 - Teens 13 or older,6.41,#7645,#8046,"6,485",1,2137,Recap featuring fairies with new narration by Watashi.,[],"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo",,['Fantasy'],
