,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Theme,German,Spanish,Demographics,French
31,,ライザのアトリエ ~常闇の女王と秘密の隠れ家~,Atelier Ryza: Ever Darkness & the Secret Hideout The Animation,['TV'],12,Finished Airing,"Jul 2, 2023 to Sep 17, 2023",['Summer 2023'],Sundays at 00:00 (JST),"['Aniplex', 'Movic', 'Studio Mausu', 'BS11', 'Koei Tecmo Games', 'Wonderful Works']","None found,",['LIDENFILMS'],Game,"['Adventure', 'Fantasy']",,,26 min. per ep.,PG-13 - Teens 13 or older,6.42,#7609,#2709,"72,721",231,21633,"From her hometown to her daily life on Kurken Island, everything surrounding Reisalin ""Ryza"" Stout is painfully ordinary. Despite being the daughter of a hardworking farmer, she would rather go on pretend adventures as she explores almost every corner of the island. However, the fact that it is against the local customs to venture off Kurken Island irritates her to no end. One day, wishing for something interesting to finally happen in her life, Ryza escapes on a boat with her two good friends: the bookworm Tao Mongarten and the aspiring warrior Lent Marslink. Arriving at a nearby forest, the trio stumbles into Klaudia Valentz, the daughter of a visiting merchant who also wandered off into the woods. As the naive and underprepared group ventures further, they run into dangerous monsters. Thankfully, they are rescued by the alchemist Empel Vollmer and his skilled bodyguard Lila Decyrus. This fateful encounter will lead Ryza to the key that will change her life forever—the creative and wonderful world of alchemy. [Written by MAL Rewrite]","['Adaptation (Manga) Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega', '']",Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega,,,,,,
32,,シュガーアップル・フェアリーテイル,,['TV'],12,Finished Airing,"Jul 7, 2023 to Sep 22, 2023",['Summer 2023'],Fridays at 21:30 (JST),"['AT-X', 'flying DOG', 'Crunchyroll', 'Kadokawa', 'BS Asahi']","None found,",['J.C.Staff'],['Light novel'],"['Adventure', 'Drama', 'Fantasy', 'Romance']",,['Shoujo'],22 min. per ep.,PG-13 - Teens 13 or older,7.64,#1439,#2793,"68,962",351,29990,"Despite having accomplished a lifelong dream of hers, Ann Halford faces further challenges ahead. Bridget Paige, the daughter of the Paige Workshop's owner, still possesses the wing of Shall Fen Shall, Ann's former fairy companion. In determination to save Shall from the obsessive Bridget, Ann decides to join the Paige Workshop, hoping at the same time to perhaps reunite with her close friend. Having been appointed head of the workshop, Ann becomes entrusted with rebuilding it to its former glory. She quickly discovers that the Paige Workshop has a unique focus on tradition and individuality, and recognizes that she will need to learn about her team and completely revamp the workshop in order to succeed. Motivated by her strong desire to rescue Shall and her obligations as a sugar artisan, Ann wholeheartedly dedicates herself to her new position. [Written by MAL Rewrite]","['Prequel (TV) Sugar Apple Fairy Tale', 'Adaptation (Manga) Ginzatoushi to Kuro no Yousei: Sugar Apple Fairy Tale', 'Adaptation (Manga) Sugar Apple Fairy Tale', 'Adaptation (Light Novel) Sugar Apple Fairy Tale']",Sugar Apple Fairy Tale Part 2,,['Visual Arts'],,,,
33,,AYAKA ‐あやか‐,Ayaka: A Story of Bonds and Wounds,['TV'],12,Finished Airing,"Jul 2, 2023 to Sep 17, 2023",['Summer 2023'],Sundays at 01:00 (JST),"['Movic', 'Fuji TV', 'KlockWorx', 'King Records', 'Crunchyroll', 'Bit grooove promotion']","None found,",['Studio Blanc.'],Original,,,,23 min. per ep.,PG-13 - Teens 13 or older,6.43,#7545,#3311,"50,188",151,15028,"Ten years ago, a volcanic eruption brought Japan's Ayaka Islands to the brink of destruction. Since then, Yukito Yanagi has lived with foster families on the mainland, but he has isolated himself from others following a disturbing incident. Due to the wishes of his late father, Makoto, Yukito is brought back to his birthplace on the day of his middle school graduation. There he meets Makoto's disciples and learns of the supernatural state of the region. Mysterious life forms known as Mitama inhabit the islands, but their potential to feed off humans' negative energy and turn into ferocious monsters called Ara-Mitama endangers the islanders' lives. Yukito discovers that, like his father, he is a Ley Master—a special individual with abilities akin to magic, tasked with pacifying the Ara-Mitama. As he learns to overcome his trauma and control his powers, Yukito decides to follow in his father's footsteps and become a first-rate Ley Master to protect the peace of Ayaka. [Written by MAL Rewrite]",[],Ayaka,['Fantasy'],['Mythology'],,,,
34,,SYNDUALITY Noir,,['TV'],12,Finished Airing,"Jul 11, 2023 to Sep 26, 2023",['Summer 2023'],Tuesdays at 00:00 (JST),"['Bandai Namco Entertainment', 'Bandai Spirits', 'Bandai Namco Filmworks', 'Bandai Namco Music Live']","None found,",['8bit'],Mixed media,"['Action', 'Sci-Fi']",,,24 min. per ep.,PG-13 - Teens 13 or older,6.82,#5238,#3313,"50,171",176,13127,"In 2242, the remnants of humanity are forced to live in scattered bubble-like cities across devastated lands. Hiding from toxic rain and hostile lifeforms known as Enders, they survive thanks to a new source of energy from AO crystals. Those tasked with risking their lives to collect AO crystals are called drifters, piloting versatile bipedal tanks with the support of combat androids named magus. While exploring remote ruins with his exceptionally gifted drifter friend Tokio, prospective drifter Kanata uncovers Noir, a seemingly intact magus in stasis. Although she wakes up by herself, Noir has lost her memories and is of no help in Kanata's work. However, amid an Enders attack, Kanata discovers that Noir possesses remarkable combat abilities. The pair now embarks on a journey to not only shed light on Noir's past but also to uncover the location of Histoire—the mythical city harboring secrets of the world that Kanata has always dreamt of visiting. [Written by MAL Rewrite]","['Sequel (TV) Synduality: Noir Part 2', 'Adaptation (Manga) Synduality: Ellie']",Synduality: Noir,,['Mecha'],,,,
35,,AIの遺電子,The Gene of AI,['TV'],12,Finished Airing,"Jul 8, 2023 to Sep 30, 2023",['Summer 2023'],Saturdays at 01:53 (JST),"['Mainichi Broadcasting System', 'Nikkatsu', 'Akita Shoten', 'Nichion', 'Bit grooove promotion', 'Hero Garage']","None found,",['Madhouse'],['Manga'],"['Drama', 'Sci-Fi', 'Suspense']","['Medical', 'Psychological']",['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,6.53,#6879,#3392,"47,707",121,15401,"In the near future, 10 percent of the population will consist of Humanoids—machines with advanced functions and artificial intelligence resembling human personalities, easily recognized by their sideways pupils. These specialized patients likewise require a special doctor. By day, Dr. Hikaru Sudou runs a medical clinic for Humanoids; by night, under the moniker of Moggadeet, he performs illegal procedures and gathers information about his lost mother. Hikaru encounters patients with varying problems unique to this society: a Humanoid struggling with the question of whether she and the source of her backup data are the same person, a teenage Humanoid who cannot improve athletically, and even a robot teddy bear with memories of multiple owners. As the world's technology constantly evolves, newer and more complex questions surrounding humanity arise. With each new advance, it becomes more difficult to define what truly makes one human or Humanoid. [Written by MAL Rewrite]","['Adaptation (Manga) AI no Idenshi', '']",AI no Idenshi,,,,,,
36,Spy Room 2,スパイ教室,Spy Classroom Season 2,['TV'],12,Finished Airing,"Jul 13, 2023 to Sep 28, 2023",['Summer 2023'],Thursdays at 22:30 (JST),"['Movic', 'AT-X', 'Studio Mausu', 'BS NTV', 'Kadokawa']",['Sentai Filmworks'],['feel.'],['Light novel'],"['Action', 'Mystery']",,,23 min. per ep.,PG-13 - Teens 13 or older,7.15,#3625,#3395,"47,587",101,16641,"Four members of the Din Republic's spy team Lamplight embark on a mission to capture an enemy spy. Although they struggle to work together due to their clashing personalities, Thea, Monika, Erna, and Annett complete their objective. While enjoying a short break, the four girls encounter a woman named Matilda, who claims to be Annett's mother. As they get to know Matilda, the team is dragged into an escalating conflict that tests their teamwork and allegiances. Meanwhile, the remaining Lamplight members notice that the dispatched squad has yet to report back. Worried about their allies, Klaus and Lily set out on an emergency expedition to locate their missing teammates. As the two uncover troubling information about rising tensions in the area where their friends last were, they must act quickly to reassemble the team before the mission reaches the point of no return. [Written by MAL Rewrite]","['Prequel (TV) Spy Kyoushitsu', 'Adaptation (Manga) Spy Kyoushitsu', 'Adaptation (Light Novel) Spy Kyoushitsu', 'Adaptation (Light Novel) Spy Kyoushitsu Tanpenshuu']",Spy Kyoushitsu 2nd Season,,,,,,
37,,幻日のヨハネ -SUNSHINE in the MIRROR-,Yohane the Parhelion: Sunshine in the Mirror,['TV'],13,Finished Airing,"Jul 2, 2023 to Sep 24, 2023",['Summer 2023'],Sundays at 22:30 (JST),"['Lantis', 'Bushiroad', 'Kadokawa', 'Bandai Namco Filmworks', 'Bandai Namco Music Live']","None found,",['Sunrise'],Other,,"['Idols (Female)', 'Music']",,23 min. per ep.,PG-13 - Teens 13 or older,6.86,#5037,#3702,"41,215",180,12410,"As a spirited young girl, Yohane ventured into the big city with ambitious dreams of becoming a star. Two years later, she has yet to pass a single audition. Since Yohane cannot support herself alone, her mother invites her back home to discover something new that only she can do. With limited options and an empty wallet, Yohane reluctantly returns to Numazu, her hometown. In the seaside town, Yohane reunites with her canine companion, Lailaps, and slowly settles in, opening a fortune-telling shop. She reconnects with old friends she had forgotten and meets new ones, all of whom help in her search for a unique purpose and meaningful path in life. Unfortunately, all is not well for Yohane and the people of Numazu: a mysterious power is affecting the town and disrupting nature and wildlife. While forging stronger bonds with her newfound allies, Yohane devotes her summer to finding the magic that may help save Numazu. [Written by MAL Rewrite]","['Adaptation (Manga) Genjitsu no Yohane: Unpolarized Reflexion', '']",Genjitsu no Yohane: Sunshine in the Mirror,['Fantasy'],,,,,
38,,もののがたり 第二章,Malevolent Spirits: Mononogatari 2nd Season,['TV'],12,Finished Airing,"Jul 4, 2023 to Sep 19, 2023",['Summer 2023'],Tuesdays at 00:00 (JST),"['Shogakukan-Shueisha Productions', 'Shogakukan Music & Digital Entertainment', 'BS11', 'Quaras', 'GREE Entertainment', 'Bandai Namco Music Live', 'Happinet Phantom Studios']","None found,",['Bandai Namco Pictures'],['Manga'],"['Action', 'Supernatural']","['Adult Cast', 'Mythology']",['Seinen'],23 min. per ep.,PG-13 - Teens 13 or older,7.34,#2642,#3771,"39,726",109,16268,"Although Hyouma Kunato has begun to feel comfortable around Botan Nagatsuki and her family of tsukumogami—objects possessed by spirits called marebito—he has not forgotten about his main goal in life: revenge. Unbeknownst to Hyouma, while he is training in Kyoto under the supervision of the Kadomori family, the Bureau of Traditional Music, a group of three musical instrument tsukumogami, begins to enact its plan. The trio questions Botan's family about their intentions regarding Hyouma's presence near the person embodying the frontier between the human and marebito worlds. Soon after, the paper umbrella tsukumogami that Hyouma had been pursuing for years suddenly reappears and abducts Botan along with her university friends. Rushing to save the one he swore to protect, Hyouma might have to change his priorities if he wants to keep his promise to Botan. [Written by MAL Rewrite]","['Prequel (TV) Mononogatari', 'Adaptation (Manga) Mononogatari']",Mononogatari 2nd Season,,,,,,
39,,,,['TV'],3,Finished Airing,"Sep 10, 2023 to Sep 24, 2023",['Summer 2023'],Unknown,['Production I.G'],"None found,",['MontBlanc Pictures'],Original,"['Action', 'Avant Garde', 'Comedy', 'Sci-Fi']","['Mecha', 'Parody']",,24 min. per ep.,PG-13 - Teens 13 or older,4.67,#13534,#4046,"34,212",169,4893,"While the adults have no hope for tomorrow, the youth accept the decline and poverty of the city as an ordinary part of their reality until Haruko throws the city into chaos. (Source: Anime News Network)",[],FLCL: Grunge,,,,,,
40,,バンドリ！It's MyGO!!!!!,,['TV'],13,Finished Airing,"Jun 29, 2023 to Sep 14, 2023",['Summer 2023'],Thursdays at 23:00 (JST),"['Ultra Super Pictures', 'Bushiroad', 'Tokyo MX', 'Good Smile Company', 'Bushiroad Music', 'HoriPro International', 'Ace Crew Entertainment']","None found,",['SANZIGEN'],Mixed media,,,,23 min. per ep.,PG-13 - Teens 13 or older,8.24,#343,#4293,"30,129",793,13901,"In their last year of middle school, the five band members of CRYCHIC went their separate ways after an unpleasant disbandment. Each wrestling with their own regrets, the girls enrolled in different high schools, hoping never to hear from one another again. Meanwhile, Anon Chihaya transfers to Haneoka Girls' Academy in the middle of the school year. As most students play in a band as a hobby, Anon desires to fit in and spends her first days trying to recruit members for her own band, envisioning herself as the group's vocalist. She befriends Tomori Takamatsu, a shy girl who seems interested but hesitant about joining. As it turns out, Tomori used to be part of CRYCHIC, an experience that has scarred her deeply. Through Tomori, Anon meets Taki Shiina and Soyo Nagasaki, both former members of the same band. Although Taki detests the idea of playing with Anon, Soyo is delighted to help her out. Now with Soyo by her side, Anon's dream of forming a band is within reach—if only she could find a few more members. [Written by MAL Rewrite]","['Sequel (TV) BanG Dream! Ave Mujica', '']",BanG Dream! It's MyGO!!!!!,['Drama'],['Music'],,,,
41,"Yamishibai: Japanese Ghost Stories Eleventh Season, Yamishibai: Japanese Ghost Stories 11",闇芝居 十一期,Theatre of Darkness: Yamishibai 11,['TV'],13,Finished Airing,"Jul 10, 2023 to Oct 2, 2023",['Summer 2023'],Mondays at 02:35 (JST),"None found,","None found,","['ILCA', 'yell']",Original,"['Avant Garde', 'Horror', 'Supernatural']",,,4 min. per ep.,PG-13 - Teens 13 or older,5.83,#10784,#7520,"7,621",28,2706,Eleventh season of Yami Shibai.,"['Prequel (TV) Yami Shibai 10', 'Sequel (TV) Yami Shibai 12']",Yami Shibai 11,,,,,,
42,Noble Farmer,百姓貴族,,['TV'],12,Finished Airing,"Jul 7, 2023 to Sep 22, 2023",['Summer 2023'],Fridays at 21:54 (JST),"['MAGES.', 'Tokyo MX', 'Shinshokan', 'BS Asahi', 'Precious Tone']","None found,",['Pie in the sky'],['Manga'],,,['Shoujo'],4 min. per ep.,PG-13 - Teens 13 or older,6.73,#5754,#9157,"4,638",3,1728,"Renowned manga artist Hiromu Arakawa has an unusual backstory: she used to work on a farm in Hokkaido, the food warehouse of Japan, for seven years! To her editor, Ishii, harvesting produce and milking cows are foreign concepts; but as the daughter of two multigenerational farmers, Arakawa is there to explain the challenging yet noble job of being a farmer. [Written by MAL Rewrite]","['Sequel (TV) Hyakushou Kizoku 2nd Season', 'Adaptation (Manga) Hyakushou Kizoku']",Hyakushou Kizoku,['Comedy'],,,,,
43,Cardfight!! Vanguard: overDress,カードファイト!! ヴァンガード will+Dress Season3,,['TV'],13,Finished Airing,"Jul 8, 2023 to Oct 7, 2023",['Summer 2023'],Saturdays at 08:00 (JST),['Bushiroad'],['Sentai Filmworks'],"['Kinema Citrus', 'GIFTanimation', 'Studio Jemi']",Original,,,,24 min. per ep.,PG-13 - Teens 13 or older,6.57,#6628,#9927,"3,619",17,1106,"Using high-level plays by strong fighters as its base, the “UNI app” allows beginners to quickly improve their skills and has brought about a drastic change in how Vanguard is played. Cementing its place as a dream program with global appeal, Vanguard has become dominated by the Uniformers. Meanwhile, Masanori schemes in the shadows, the mysterious Shirogane has a string of tournament victories, Halona finally reveals her true capabilities, Sophie continues to hold the title of “The Strongest”, and Jinki aims to create the “ultimate fight” to fulfill his brother’s dying wish. The ideal world envisioned by AI GUI is slowly coming to fruition – a world where everyone and anyone can become the strongest. With the odds stacked against them, Yu-yu and friends must fight to reject this monotonous vision of Vanguard, and strive for the sake of enjoyable cardfights with individuality! (Source: cf-vanguard.com)","['Prequel (TV) Cardfight!! Vanguard: will+Dress Season 2', 'Sequel (TV) Cardfight!! Vanguard: Divinez']",Cardfight!! Vanguard: will+Dress Season 3,['Action'],['Strategy Game'],,,,
44,,シャドウバースF セブンシャドウズ編,,['TV'],25,Finished Airing,"Jul 8, 2023 to Dec 23, 2023",['Summer 2023'],Saturdays at 09:30 (JST),['TV Tokyo'],"None found,",['Zexcs'],Card game,,,,23 min. per ep.,PG-13 - Teens 13 or older,6.78,#5457,#10323,"3,173",11,738,Second part of Shadowverse Flame.,"['Prequel (TV) Shadowverse Flame', 'Sequel (TV) Shadowverse Flame: Arc-hen']",Shadowverse Flame: Seven Shadows-hen,['Fantasy'],['Strategy Game'],,,,
45,,ななし怪談 第2作,,['TV'],5,Finished Airing,"Aug 7, 2023 to Aug 11, 2023",['Summer 2023'],Not scheduled once per week,['Shogakukan-Shueisha Productions'],"None found,","None found,",Original,,,,6 min. per ep.,G - All Ages,5.54,#12000,#10932,"2,664",15,158,"The collection of horror short stories center on those uneasy feelings of ""something out there"" that children sense in their lives. (Source: ANN)","['Prequel (TV) Nanashi Kaidan', 'Sequel (TV) Nanashi Kaidan 3rd Season']",Nanashi Kaidan 2nd Season,['Horror'],,,,,
46,,いきものさん,,['TV'],12,Finished Airing,"Jul 8, 2023 to Sep 30, 2023",['Summer 2023'],Saturdays at 01:50 (JST),['Toei Animation'],"None found,",['New Deer'],Other,"['Avant Garde', 'Comedy']",,,2 min. per ep.,G - All Ages,5.90,#10454,#13851,"1,109",7,184,A new series of anime shorts based on Atsushi Wada's original short film and game My Exercise. (Source: ANN),[],Ikimono-san,,,,,,
47,,シルバニアファミリー フレアのゴー・フォー・ドリーム！,,['TV'],13,Finished Airing,"Jul 6, 2023 to Oct 5, 2023",['Summer 2023'],Thursdays at 19:22 (JST),"None found,","None found,",['LandQ studios'],Other,,,['Kids'],11 min. per ep.,G - All Ages,[],#14627,#18958,345,3,,"A new animated TV series based on the Sylvanian Families toy line, continuing from Freya no Happy Diary.","['Prequel (TV) Sylvanian Families: Freya no Happy Diary', 'Sequel (TV) Sylvanian Families: Freya no Piece of Secret']",Sylvanian Families: Freya no Go for Dream!,['Slice of Life'],,,,,
48,,巴啦啦小魔仙之星緣蝶啓1,Balala The Fairies: Star Fate Butterfly Awakening,['TV'],26,Finished Airing,"Aug 11, 2023 to Aug 23, 2023",['Summer 2023'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],13 min. per ep.,PG - Children,[],#19421,#19648,303,0,,"The Fairies Xia Letong, Yan Keke and Bai Yinyue, along with their Transfer Elf partners Buding, Milu and Lubi awaken the Garden of Spirit Spring, Island of Fantastical Summer and Park of Warm Autumn which contains the energy of the four seasons. Taking up the role of guardians, they must maintain the balance of the four seasons. However, Siqi, the guardian of the Cliffs of Frigid Winter was deceived, and now intends to freeze over the other three seasons, to restore the order of Frigid Winter. While the fairies guard the four season, they experience all kinds of trouble. In the process, they must learn to accept themselves, tolerate others and look at problems more comprehensively. At the same time, they will deepen their bonds with one another. In the end, their courage and understanding will turn defeat into victory and resolve the winter crisis! (Source: Balala The Fairies Wiki)","['Prequel (TV) Balala Xiao Mo Xian: Mofa Xing Yuan Bao', 'Sequel (TV) Balala Xiao Mo Xian: Xing Yuan Die Qi 2']",Balala Xiao Mo Xian: Xing Yuan Die Qi 1,,['Mahou Shoujo'],,,,
49,Heart Cocktail Colorful: Summer Chapter,ハートカクテル カラフル 夏編,,['TV'],5,Finished Airing,"Jul 31, 2023 to Aug 4, 2023",['Summer 2023'],Not scheduled once per week,['NHK'],"None found,","None found,",Original,,,['Seinen'],5 min. per ep.,PG-13 - Teens 13 or older,[],#21097,#20832,237,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Heart Cocktail Colorful: Haru-hen', 'Sequel (TV) Heart Cocktail Colorful: Fuyu-hen']",Heart Cocktail Colorful: Natsu-hen,['Romance'],,,,,
50,,레인보우 버블젬,Rainbow Bubblegem,['TV'],26,Finished Airing,"Aug 30, 2023 to Nov 30, 2023",['Summer 2023'],Wednesdays at 08:50 (JST),['Campfire Aniworks'],"None found,","None found,",Original,,,['Kids'],11 min. per ep.,PG - Children,[],#18830,#20920,230,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Rainbow Bubblegem 2: Secret', '']",Rainbow Bubblegem,['Fantasy'],,,,,
51,,다이노스터: 공룡수호대,Dinoster,['TV'],26,Finished Airing,"Aug 28, 2023 to Nov 20, 2023",['Summer 2023'],Unknown,['Alpha Group'],"None found,","None found,",Original,"['Action', 'Comedy', 'Sci-Fi']",,,12 min. per ep.,G - All Ages,[],#20277,#21158,218,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Dinoster: Gonglyongsuhodae 2nd Season', '']",Dinoster: Gonglyongsuhodae,,['Mecha'],,,,
52,,다이노파워즈 2,,['TV'],26,Finished Airing,"Jul 20, 2023 to Mar 14, 2024",['Summer 2023'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],11 min. per ep.,PG - Children,[],#20270,#21746,186,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Dino Powers', '']",Dino Powers 2,['Action'],['Mecha'],,,,
53,,뽀롱뽀롱 뽀로로 8,,['TV'],26,Finished Airing,"Aug 28, 2023 to Nov 21, 2023",['Summer 2023'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],11 min. per ep.,G - All Ages,[],#18625,#22153,168,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Porong Porong Pororo 7', '']",Porong Porong Pororo 8,,,,,,
54,Syupeoteulon,슈퍼트론,Supertrons,['TV'],13,Finished Airing,"Aug 10, 2023 to Nov 16, 2023",['Summer 2023'],Unknown,"None found,","None found,","None found,",Other,"['Action', 'Sci-Fi']",,['Kids'],13 min. per ep.,PG - Children,[],#14614,#22131,168,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Supertrons,,['Mecha'],,,,
55,,스페이스 동의보감 2,,['TV'],13,Finished Airing,"Aug 9, 2023 to Nov 15, 2023",['Summer 2023'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],25 min. per ep.,PG - Children,[],#14551,#22549,151,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Space Donguibogam', '']",Space Donguibogam 2,['Adventure'],,,,,
56,,霸王龙雷奇,,['TV'],52,Finished Airing,"Aug 24, 2023 to Sep 7, 2023",['Summer 2023'],Unknown,"None found,","None found,","None found,",Original,"['Adventure', 'Comedy', 'Fantasy']",,['Kids'],6 min. per ep.,PG - Children,[],#19509,#26868,70,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Bawang Long Lei Qi 2nd Season', '']",Bawang Long Lei Qi,,,,,,
57,OP,ONE PIECE,One Piece,['TV'],Unknown,Currently Airing,"Oct 20, 1999 to ?",['Fall 1999'],Sundays at 09:30 (JST),"['Fuji TV', 'TAP', 'Shueisha']","['Funimation', '4Kids Entertainment']",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],24 min.,PG-13 - Teens 13 or older,8.73,#51,#17,"2,493,182","234,363",1417559,"Barely surviving in a barrel after passing through a terrible whirlpool at sea, carefree Monkey D. Luffy ends up aboard a ship under attack by fearsome pirates. Despite being a naive-looking teenager, he is not to be underestimated. Unmatched in battle, Luffy is a pirate himself who resolutely pursues the coveted One Piece treasure and the King of the Pirates title that comes with it. The late King of the Pirates, Gol D. Roger, stirred up the world before his death by disclosing the whereabouts of his hoard of riches and daring everyone to obtain it. Ever since then, countless powerful pirates have sailed dangerous seas for the prized One Piece only to never return. Although Luffy lacks a crew and a proper ship, he is endowed with a superhuman ability and an unbreakable spirit that make him not only a formidable adversary but also an inspiration to many. As he faces numerous challenges with a big smile on his face, Luffy gathers one-of-a-kind companions to join him in his ambitious endeavor, together embracing perils and wonders on their once-in-a-lifetime adventure. [Written by MAL Rewrite]","['Adaptation (Manga) One Piece', 'Adaptation (Light Novel) One Piece: Loguetown-hen']",One Piece,,,,,,
58,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou 2nd Season, The Misfit of Demon King Academy 2nd Season",魔王学院の不適合者 II～史上最強の魔王の始祖、転生して子孫たちの学校へ通う～,The Misfit of Demon King Academy Ⅱ,['TV'],12,Finished Airing,"Jan 8, 2023 to Sep 24, 2023",['Winter 2023'],Sundays at 00:30 (JST),"['Aniplex', 'Movic', 'AT-X', 'Tokyo MX', 'Q-Tec', 'Docomo Anime Store', 'Medicos Entertainment', 'BS11', 'Yomiuri TV Enterprise', 'Contents Seed', 'Kadokawa', 'ADK Marketing Solutions']",['Aniplex of America'],['SILVER LINK.'],['Light novel'],"['Action', 'Fantasy']","['Reincarnation', 'School']",,23 min. per ep.,R - 17+ (violence & profanity),6.85,#5070,#668,"375,604","4,007",114283,"As peace returns to the demon realm, Anos Voldigoad wishes nothing more than to put his reputation as the Demon King of Tyranny to rest and go back to being a misfit at the prestigious Demon King Academy. Unfortunately, any tranquility is fleeting: sinister demons, kings, and deities plot Anos's demise from the shadows. Rumors spread about the ""Child of God,"" a being whose power may rival that of Anos. To uncover the truth and eliminate the potential threat, Anos must journey deep into the land of spirits. However, the spirit world is shrouded in mystery, and it may only be entered after undergoing a series of difficult trials. With unrivaled power and confidence, Anos braces himself to defeat various formidable enemies with grandiose titles. But he—with the assistance of his trusted allies—will barely have to break a sweat as the true Demon King of Tyranny. [Written by MAL Rewrite]","['Prequel (TV) Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou', 'Sequel (TV) Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou Part 2', 'Adaptation (Manga) Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou', 'Adaptation (Light Novel) Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou']","Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",,,,,,
59,Detective Conan,名探偵コナン,Case Closed,['TV'],Unknown,Currently Airing,"Jan 8, 1996 to ?",['Winter 1996'],Saturdays at 18:00 (JST),"['Yomiuri Telecasting', 'Shogakukan', 'Audio Planning U', 'Tokyo Movie', 'Polydor Records']","['Funimation', 'Crunchyroll']",['TMS Entertainment'],['Manga'],"['Adventure', 'Comedy', 'Mystery']",,['Shounen'],24 min.,PG-13 - Teens 13 or older,8.17,#434,#703,"360,538","15,322",164222,"Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child. Perfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa. Shinichi, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday. [Written by MAL Rewrite]","['Adaptation (Manga) Meitantei Conan', '']",Meitantei Conan,,['Detective'],Case Closed,,,
60,,クレヨンしんちゃん,Shin Chan,['TV'],Unknown,Currently Airing,"Apr 13, 1992 to ?",['Spring 1992'],Fridays at 19:30 (JST),['TV Asahi'],['Funimation'],['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",,['Seinen'],21 min.,G - All Ages,7.80,#1028,#2399,"87,969","1,328",42153,"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon. Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with. [Written by MAL Rewrite]","['Adaptation (Manga) Crayon Shin-chan', '']",Crayon Shin-chan,,['School'],Shin Chan,Shin Chan,,
