,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Themes,Genre,Demographics
85,Maruko-chan,ちびまる子ちゃん,Little Miss Maruko,,Chibi Maruko-chan,,['TV'],Unknown,Currently Airing,"Jan 8, 1995 to ?",['Winter 1995'],Sundays at 18:00 (JST),"['Ajia-do', 'Fuji TV', 'Sakura Production']","None found,",['Nippon Animation'],['Manga'],,['School'],['Shoujo'],23 min.,G - All Ages,7.34,#2629,#7918,"6,700",61,2165,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life. (Source: ANN)","['Prequel (TV) Chibi Maruko-chan', 'Adaptation (Manga) Chibi Maruko-chan']",Chibi Maruko-chan (1995),,['Comedy'],
86,,ゾイドワイルド ZERO,,,,,['TV'],50,Finished Airing,"Oct 4, 2019 to Oct 16, 2020",['Fall 2019'],Fridays at 17:55 (JST),"None found,","None found,",['OLM'],Other,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",,,22 min. per ep.,PG - Children,5.97,#10075,#9006,"4,812",12,753,"In the 21st century planet Earth was rendered inhospitable to life, and people mass-migrated to Planet Zi, the natural home of metallic life forms known as Zoids. Many years later, Zi faces its end. Its inhabitants partake the journey to migrate back to Earth. Attempting to regenerate the Earth to make it hospitable, the migrants come up with a ""Zi-Forming"" scheme. However, the plan fails and Earth is left in its state of turmoil. Overrun by Zoids and blanked by unstable weather phenomena, the migrants are faced with a difficult life. The Empire and Republic settlements attempt to uncover Zoids buried within the Earth to bolster their respective armies. The story picks up following second-generation Earth citizens: Leo Conrad and Buzz Cunningham, who have a chance encounter with a girl Sally Land as she flees the clutches of the Empire. (Source: Zoids Wiki)",[],Zoids Wild Zero,"['Mecha', 'Military']",,
87,"Soreike! Anpanman, Go! Anpanman, Anpanman TV",それいけ！アンパンマン,,,,,['TV'],Unknown,Currently Airing,"Oct 3, 1988 to ?",['Fall 1988'],Fridays at 16:20 (JST),"['Sotsu', 'Nippon Television Network']","None found,",['TMS Entertainment'],Picture book,"['Comedy', 'Fantasy']",,['Kids'],24 min.,PG - Children,6.58,#6581,#9162,"4,581",31,1735,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. (Source: ANN)",[],Sore Ike! Anpanman,,,
88,,りばあす,,,,,['TV'],48,Finished Airing,"Jan 5, 2020 to Jun 23, 2021",['Winter 2020'],Wednesdays at 01:00 (JST),['LIDENFILMS'],"None found,",['LIDENFILMS Osaka Studio'],Card game,,['Strategy Game'],,3 min. per ep.,PG-13 - Teens 13 or older,5.83,#10761,#9172,"4,569",3,933,The series revolve around a team of 12 high school students who love to play the trading card game Rebirth For You. (Source: ANN),[],Rebirth,,['Comedy'],
89,,ぼのぼの,Bono Bono,Bono Bono,Bono Bono,Bono Bono,['TV'],Unknown,Currently Airing,"Apr 2, 2016 to ?",['Spring 2016'],Saturdays at 04:52 (JST),"['Fuji TV', 'Glovision']","None found,",['Eiken'],['4-koma manga'],"['Comedy', 'Slice of Life']",['Anthropomorphic'],,5 min.,G - All Ages,6.37,#7867,#10211,"3,265",19,757,"Based on the original comic BONO BONO by Mikio Igarashi that has seen over 9,000,000 total copies printed, this is the definitive animated version of the emotionally soothing character-driven series that will make you ask yourself the philosophical question, ""What are living things?"" while laughing at heartwarming gags and being entertained by the interactions of amusing forest friends Bonobono the young sea otter, Chipmunk, Fishing Cat, and more. Enjoy the easygoing days and minor misadventures of Bonobono and his friends! (Source: Fuji Creative)","['Adaptation (Manga) Bonobono', 'Adaptation (Manga) Bono-chan']",Bonobono (TV 2016),,,
90,,SUPER SHIRO (スーパーシロ),,,,,['TV'],48,Finished Airing,"Oct 14, 2019 to Sep 7, 2020",['Fall 2019'],Unknown,"['Shin-Ei Animation', 'TV Aichi', 'Futabasha', 'Audio Planning U', 'Imagine']","None found,",['Science SARU'],['Manga'],,,['Kids'],5 min. per ep.,PG - Children,6.15,#9111,#10857,"2,695",4,772,"Spin-off series of Crayon Shin-chan franchise, featuring Shiro. Commemorates 60th Anniversary of TV Asahi.",[],Super Shiro,,,
91,,おじゃる丸,Prince Mackaroo,,,,['TV'],Unknown,Currently Airing,"Oct 5, 1998 to ?",['Fall 1998'],Not scheduled once per week,['NHK'],['Enoki Films'],['Gallop'],Original,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']",,['Kids'],10 min.,G - All Ages,6.39,#7742,#11519,"2,215",5,553,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)","['Adaptation (Manga) Ojarumaru', '']",Ojarumaru,,,
92,"Yokai Watch Jam: Yokai Academy Y, Y School Heroes",妖怪ウォッチJam 妖怪学園Y Nとの遭遇,Yo-kai Watch Jam: Yo-kai Academy Y,,,,['TV'],63,Finished Airing,"Dec 27, 2019 to Apr 2, 2021",['Winter 2020'],Fridays at 18:25 (JST),"None found,","None found,",['OLM'],Game,"['Comedy', 'Supernatural']",,['Kids'],24 min. per ep.,PG - Children,6.40,#7694,#11678,"2,116",11,428,,"['Prequel (Movie) Youkai Watch Movie 6: Youkai Gakuen Y - Neko wa Hero ni Nareru ka', '']",Youkai Watch Jam: Youkai Gakuen Y - N to no Souguu,"['Mythology', 'School']",,
93,PazuDora,パズドラ,Puzzle & Dragon,,,,['TV'],Unknown,Currently Airing,"Apr 2, 2018 to ?",['Spring 2018'],Mondays at 18:25 (JST),['Akatsuki'],"None found,",['Pierrot'],Game,,['Strategy Game'],['Kids'],24 min.,PG - Children,5.84,#10734,#12352,"1,689",6,147,"The story is set in modern day Japan following the growth of the protagonist Taiga Akashi, an elementary school kid who wants to be a professional gamer someday. (Source: Crunchyroll)",[],Puzzle & Dragon,,,
94,Kamiusagi Rope 4,紙兎ロペ 〜笑う朝には福来たるってマジっすか!?,,,,,['TV'],Unknown,Currently Airing,"Nov 16, 2012 to ?",['Fall 2012'],Not scheduled once per week,"None found,","None found,","None found,",Original,"['Comedy', 'Slice of Life']",,,2 min.,G - All Ages,[],#16658,#13269,"1,281",0,,"Fourth season of Kamiusagi Rope, events occur after the feature film. Airs on Mezamashi TV instead of the theaters.","['Prequel (Movie) Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?', '']",Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,,,
95,,GO!GO!アトム,Go Astro Boy Go!,,,,['TV'],52,Finished Airing,"Oct 3, 2019 to Oct 1, 2020",['Fall 2019'],Thursdays at 18:10 (JST),['TV Tokyo'],"None found,","['Tezuka Productions', 'Planet Nemo Animation']",['Manga'],"['Action', 'Adventure', 'Drama', 'Sci-Fi']",,['Kids'],11 min. per ep.,PG - Children,5.87,#10579,#13528,"1,196",0,250,"The eco-systems of planet Earth are endangered. Lucky for us, a super-powered robot boy is flying to rescue! astro in on a mission to help anyone anywhere in the world with a problem involving natural phenomena. Go little Astro Boy! GO! (Source: Planet Nemo)","['Adaptation (Manga) Tetsuwan Atom', '']",Go! Go! Atom,,,
96,Hana Kappa,はなかっぱ,,,,,['TV'],Unknown,Currently Airing,"Mar 29, 2010 to ?",['Spring 2010'],Not scheduled once per week,"['Group TAC', 'TOHO animation']","None found,","['Xebec', 'OLM']",Picture book,,,['Kids'],10 min.,PG - Children,6.00,#9903,#14210,996,0,170,Story about Kappa with flowers on their heads.,[],Hanakappa,,['Comedy'],
97,,しあわせ配達おみくじタネコ,,,,,['TV'],Unknown,Currently Airing,"Mar 26, 2011 to ?",['Spring 2011'],Not scheduled once per week,"None found,","None found,",['Kachidoki Studio'],Original,,,,Unknown,None,[],#14075,#14276,976,4,,"The story centers around a cat who answers people's wishes and delivers happiness. (""Tane"" and ""neko"" are the Japanese words for ""seed"" and ""cat,"" respectively.) (Source: ANN)",[],Shiawase Haitatsu Taneko,,['Comedy'],
98,Ahare! Meisaku-kun,あはれ! 名作くん,Aware! Meisaku-kun,,,,['TV'],230,Finished Airing,"Apr 8, 2016 to Mar 4, 2022",['Spring 2016'],Fridays at 18:20 (JST),"None found,","None found,",['Pie in the sky'],Original,,,['Kids'],5 min. per ep.,G - All Ages,6.10,#9313,#14385,942,1,210,"A long, long time ago, there was a prestigious school called ""Ryuuguu Elementary School"" that produced many masterpiece characters. One day, an ordinary boy named Meisaku Matsuda enrolled at the school. Little did he know that the place for learning was filled with crazy characters like Sweets, the energetic idiot; Musubi, a rice ball who gets angry when called ""onigiri""; Nokio, a narcissistic self-proclaimed robot; and Bolt, who's clearly faster than a rabbit. Surrounded by such unique characters, will Meisaku be able to graduate as a splendid masterpiece character? (Source: Anime News Network)",[],Aware! Meisaku-kun,"['Parody', 'School']",['Comedy'],
99,,まるまるマヌル,,,,,['TV'],50,Finished Airing,"Jan 6, 2020 to Dec 15, 2020",['Winter 2020'],Mondays at 00:30 (JST),"None found,","None found,",['Kachidoki Studio'],['Web manga'],,,,1 min. per ep.,G - All Ages,[],#17424,#15324,717,0,,"The comedy story follows the daily life of a somewhat flippant Pallas's cat or manul named Manul-kun, an orange tabby cat named Chatora-kun, Sukofu-kun, and other cats. (Source: ANN)",[],Marumaru Manul,,['Comedy'],
100,,ね子とま太,,,,,['TV'],88,Finished Airing,"Apr 21, 2017 to Sep 17, 2020",['Spring 2017'],Fridays at 01:25 (JST),"['Fuji TV', 'Creek & River']","None found,","None found,",Original,,,,42 sec. per ep.,G - All Ages,[],#17989,#15454,697,0,,"The series centers around two cats: a younger sister named Neko, and an older brother named Mata. Neko is a nekomata (a mythical two-tailed cat), innocently selfish, and spoiled by her brother. Mata is a neighborhood cat with an eartipped mark as a sign of being neutered. They meet under a streetlight in the city at night to talk. (Source: ANN)",[],Neko to Mata,,['Supernatural'],
101,,しまじろうのわお!,,,,,['TV'],Unknown,Currently Airing,"Apr 2, 2012 to ?",['Spring 2012'],Mondays at 07:30 (JST),"None found,","None found,",['The Answer Studio'],Other,"['Adventure', 'Comedy', 'Fantasy']",,['Kids'],8 min.,G - All Ages,[],#14107,#15531,682,1,,Fourth season of the Shimajirou children's television series.,"['Prequel (TV) Shimajirou Hesoka', '']",Shimajirou no Wow!,,,
102,,マヌ～ルのゆうべ,,,,,['TV'],Unknown,Currently Airing,"Nov 11, 2018 to ?",['Fall 2018'],Sundays at Unknown,['NHK'],"None found,","None found,",['Web manga'],,,,1 min.,PG-13 - Teens 13 or older,[],#17389,#15745,648,1,,"Within the nature ""Darwin Kita! Kikimono Shin Densetsu"" program on NHK1.5 airs the short Manul no Yuube, based on a web manga/comic of the same name. It following animal characters who visit the bar Manul no Yuube. The bar is run by the Mama who is a Pallas's cat (Otocolobus manul) and serviced by the hostess Tsunomin who is a Brazilian treehopper (Bocydium globulare).",[],Manul no Yuube,,['Slice of Life'],
103,Rice Monster Pap,ごはんかいじゅうパップ,,,,,['TV'],Unknown,Currently Airing,"Apr 25, 2011 to ?",['Spring 2011'],Not scheduled once per week,"None found,","None found,",['DLE'],Original,"['Action', 'Comedy']",,['Kids'],30 sec.,G - All Ages,[],#20724,#16383,561,0,,"A series of short, 30-second segments featuring Gohan Kaijuu Pap and various ""side dish"" monsters to produce delicious meals.",[],Gohan Kaijuu Pap,,,
104,Yowamon,よわむしモンスターズ,,,,,['TV'],Unknown,Currently Airing,"Dec 25, 2012 to ?",['Winter 2013'],Not scheduled once per week,['NHK'],"None found,","None found,",Original,,,['Kids'],1 min.,PG - Children,[],#15983,#16702,523,0,,An NHK toddler's anime following cowardly creatures representing typical Halloween monsters like Dracula and a witch.,[],Yowamushi Monsters,,,
105,,えほん寄席,,,,,['TV'],73,Finished Airing,"Apr 2006 to Nov 11, 2023",['Spring 2006'],Unknown,"['NHK', 'Pony Canyon']","None found,","None found,",Other,,,['Kids'],5 min. per ep.,PG - Children,[],#20385,#17172,478,0,,Anime rakugo of classic Japanese horror tales shown in a wide variety of art styles.,[],Ehon Yose,"['Historical', 'Performing Arts']",['Horror'],
106,,オトッペ,,,,,['TV'],265,Finished Airing,"Apr 3, 2017 to Mar 31, 2023",['Spring 2017'],Mondays at 08:40 (JST),['NHK'],"None found,","None found,",Original,,['Music'],['Kids'],3 min. per ep.,G - All Ages,[],#18281,#17733,429,0,,"The series follows a young girl named Shina who hopes to become the world's best DJ, and is interested in new sounds. Shina explores a mysterious world filled with Otoppe, strange creatures capable of unique sounds.",[],Otoppe,,['Fantasy'],
107,,パッコロリン,Pakkororin,,,,['TV'],Unknown,Currently Airing,"Mar 28, 2011 to ?",['Spring 2011'],Not scheduled once per week,['NHK'],"None found,",['Three-d'],Original,,,['Kids'],1 min.,G - All Ages,[],#18309,#18233,393,0,,"A minute long children's anime that follows 3 siblings. Two brothers who are rectangular and circular shaped, and a sister who is triangluar shaped. They have unique personalities and foster growth and discovery through their play time.",[],Pakkororin,,,
108,"Shin Nippon History: Minna ga Shiranai, Atarashii Nihon no Rekishi.",新ニッポンヒストリー,,,,,['TV'],Unknown,Currently Airing,"Jan 6, 2020 to ?",['Winter 2020'],Mondays at 01:00 (JST),"None found,","None found,","None found,",Original,,['Historical'],,23 min.,G - All Ages,[],#14130,#18537,369,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Shin Nippon History,,['Comedy'],
109,,EGG CAR エッグカー,,,,,['TV'],52,Finished Airing,"Oct 3, 2019 to Oct 1, 2020",['Fall 2019'],Thursdays at 18:10 (JST),"None found,","None found,","None found,",Original,"['Adventure', 'Comedy', 'Fantasy']",,['Kids'],11 min. per ep.,PG - Children,[],#20383,#18765,352,3,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Egg Car,,,
110,,띠띠뽀 띠띠뽀 2,Titipo Titipo Season 2,,,,['TV'],26,Finished Airing,"Aug 26, 2019 to Jun 26, 2020",['Summer 2019'],Unknown,['EBS'],"None found,","['Iconix Entertainment', 'Studio Gale']",Unknown,,['Racing'],['Kids'],11 min. per ep.,PG - Children,[],#14787,#21711,182,1,,The second season of Titipo Titipo.,"['Prequel (TV) Titipo Titipo', 'Sequel (TV) Titipo Titipo 3']",Titipo Titipo 2,,,
111,,헬로 카봇 시즌8,,,,,['TV'],26,Finished Airing,"Jan 5, 2020 to Jun 28, 2020",['Winter 2020'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],11 min. per ep.,PG - Children,[],#21028,#23184,125,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Hello Carbot Season 7', 'Sequel (TV) Hello Carbot Season 9']",Hello Carbot Season 8,"['Mecha', 'Racing']",['Action'],
112,Wouldn't it be Long?,롱롱 죽겠지?,Journey of Long,,,,['TV'],26,Finished Airing,"Sep 28, 2019 to May 2, 2020",['Fall 2019'],Unknown,"None found,","None found,",['Studio Gale'],Original,"['Comedy', 'Fantasy']",,['Kids'],7 min. per ep.,PG - Children,[],#17241,#23269,123,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Longlong Juggessji? 2nd Season', '']",Longlong Juggessji?,,,
113,Nakineko,泣きたい私は猫をかぶる,A Whisker Away,Um ein Schnurrhaar,Amor de Gata,"Loin de Moi, Près de Toi",['ONA'],1,Finished Airing,"Jun 18, 2020",,,"['Fuji TV', 'TOHO', 'BS Fuji', 'TOHO animation', 'Universal Music Japan', 'Fuji Creative', 'Kadokawa', 'KDDI', 'Twin Engine', 'Dentsu Meitetsu Communications']","None found,",['Studio Colorido'],Original,"['Award Winning', 'Drama', 'Romance', 'Supernatural']",['School'],,1 hr. 44 min.,PG-13 - Teens 13 or older,7.35,#2586,#518,"460,101","1,978",279539,"Miyo Sasaki is an energetic high school girl who comes from a broken family consisting of her unconfident father and an overly invested stepmother, whose attempts at connecting with Miyo come across as bothersome. Seeing Kento Hinode as a refuge from all her personal issues, she cannot help herself from forcing her unorthodox demonstrations of love onto her crush. While Miyo is unable to get Kento's attention as herself, she manages to succeed by interacting with him in the form of a white cat, affectionately nicknamed ""Tarou"" by Kento. But Miyo soon realizes that she cannot help Kento with the various problems she overhears in her cat form and is now caught between two tough choices. Will she continue her relationship with him as a cat, or will she reveal her identity and risk what they have in order to help him as her human self? [Written by MAL Rewrite]","['Adaptation (Manga) Nakitai Watashi wa Neko wo Kaburu', '']",Nakitai Watashi wa Neko wo Kaburu,,,
114,Baki (2020),バキ,Baki: The Great Raitai Tournament Saga,Baki: Die Saga vom Raitai-Turnier,Baki: Saga del Gran Torneo Raitai,,['ONA'],13,Finished Airing,"Jun 4, 2020",,,['Akita Shoten'],"None found,",['TMS Entertainment'],['Manga'],,,['Shounen'],24 min. per ep.,R - 17+ (violence & profanity),7.54,#1808,#1177,"220,601",535,133964,"Weakened by the poison from his last battle, Baki Hanma finds himself on the verge of death with no salvation in sight. However, after Baki's friend, Retsu Kaiou, brings him to China, he learns about the centurial Raitai Tournament, where the fiercest warriors fight to be crowned as the strongest martial artist in all of China. As it is now allowing entry to foreigners, Baki is informed that he will have to compete in the tournament as it holds the cure to his illness. Unfortunately, Baki's father, deemed the ""Strongest Creature on Earth,"" is participating too. Baki 2nd Season details the events of the grand Chinese tournament, as well as Baki's encounter with the eccentric yet powerful Mohammad Alai Jr. [Written by MAL Rewrite]","['Prequel (ONA) Baki', 'Sequel (ONA) Hanma Baki: Son of Ogre', 'Adaptation (Manga) Baki: New Grappler Baki', '']",Baki: Dai Raitaisai-hen,"['Combat Sports', 'Gore']",['Sports'],
115,,スーパードラゴンボールヒーローズ,,,,,['ONA'],56,Finished Airing,"Jul 1, 2018 to Aug 8, 2024",,,['Bandai'],"None found,","['Toei Animation', 'Dimps']",Game,"['Action', 'Comedy', 'Fantasy']",['Martial Arts'],['Shounen'],8 min. per ep.,PG-13 - Teens 13 or older,5.73,#11230,#2564,"78,710",255,30759,"In May 2018, V-Jump announced the promotional anime for Dragon Ball Heroes, a Japanese arcade and trading card game. The video game has been adapted to a Nintendo Switch port for western audiences, whilst the card game is released under the name ""Dragon Ball Super TCG"" and is combined with the other card game of the same name in japan. The anime is expected to be short and it is not expected to broadcast on TV. It has adapted the game's Prison Planet Arc, as long as the manga original arc ""Big Bang Mission"" and ""Ultra God Misson"", also fully detailed in the Heroes manga published in Saikyou Jump, although under 2 separate canons. They have never been published officially in English. The first episode debuted July 1, 2018 at Aeon Lake Town.","['Adaptation (Manga) Super Dragon Ball Heroes: Ankoku Makai Mission!', 'Adaptation (Manga) Super Dragon Ball Heroes: Universe Mission!!', 'Adaptation (Manga) Super Dragon Ball Heroes: Big Bang Mission!!!', 'Adaptation (Manga) Super Dragon Ball Heroes: Ultra God Mission!!!!']",Super Dragon Ball Heroes,,,
116,"Horogura, HoloGra",ホロのぐらふぃてぃ,Holo Graffiti,,,,['ONA'],Unknown,Currently Airing,"May 5, 2019 to ?",,,"None found,","None found,",['Hololive Production'],Other,,,,1 min.,PG-13 - Teens 13 or older,8.16,#450,#3085,"56,792","1,898",17892,"From unraveling the secrets of opening and closing doors to defusing surprise packages more commonly known as bombs, there is never a dull day at the Hololive Production office! Holo no Graffiti follows an eccentric cast of Virtual YouTubers, also known as ""VTubers,"" going about their absurd yet hilarious daily lives, detailing all their cute moments and mishaps. [Written by MAL Rewrite]",[],Holo no Graffiti,,['Comedy'],
117,"Quanzhi Fashi 4th Season, Quan Zhi Fa Shi 4, Full-Time Magister 4",全职法师Ⅳ,Full-Time Magister 4th Season,,,,['ONA'],12,Finished Airing,"May 27, 2020 to Jun 24, 2020",,,"['Tencent Animation & Comics', 'Tencent Penguin Pictures', 'China Literature Limited']","None found,",['Foch Film'],['Web manga'],"['Action', 'Fantasy']",['School'],,21 min. per ep.,PG-13 - Teens 13 or older,7.31,#2805,#3602,"42,767",89,19064,"The Black Order returns and decides to make its move against Mo Fan during the assessment for advancing to the main campus. To counteract them, Mo Fan trains using the Three Step Pagoda. Later, he is selected to be an exchange student at another university. The exchange program curriculum includes a team fight and a practical test, of which the latter takes place in a city filled with monsters. During all this, the deserters from the defense force put Mo Fan in a predicament, adding to the existing obstacles to his dream of becoming the strongest mage. [Written by MAL Rewrite]","['Prequel (ONA) Quanzhi Fashi III', 'Sequel (ONA) Quanzhi Fashi V', 'Adaptation (Manhua) Quanzhi Fashi', '']",Quanzhi Fashi IV,,,
118,"Hitori no Shita: The Outcast 3rd Season, Yi Ren Zhi Xia 3rd Season, Under One Person 3rd Season",一人之下3 入世篇,,,,,['ONA'],8,Finished Airing,"Apr 24, 2020 to May 8, 2020",,,"None found,","None found,",['Big Firebird Culture'],['Web manga'],"['Action', 'Supernatural']",['Super Power'],,23 min. per ep.,R - 17+ (violence & profanity),6.84,#5154,#3722,"40,329",85,8915,Third season of Yi Ren Zhi Xia.,"['Prequel (ONA) Yi Ren Zhi Xia 2', 'Sequel (ONA) Yi Ren Zhi Xia 4th season', 'Adaptation (Manhua) Yi Ren Zhi Xia', '']",Yi Ren Zhi Xia 3: Rushi Pian,,,
119,Ghost in the Shell: Stand Alone Complex 2045,攻殻機動隊 SAC_2045,Ghost in the Shell: SAC_2045,,,,['ONA'],12,Finished Airing,"Apr 23, 2020",,,"['Dentsu', 'Kodansha', 'flying DOG', 'Bandai Namco Arts']",['Anime Limited'],"['Production I.G', 'Sola Digital Arts']",['Manga'],"['Action', 'Sci-Fi']",,['Seinen'],24 min. per ep.,R - 17+ (violence & profanity),6.61,#6413,#3976,"35,080",71,11095,"The year is 2045, and artificial intelligence has undergone tremendous developments. Governments use them as weapons, engaging in never-ending warfare to sustain their economies. The mercenary group GHOST, headed by Major Motoko Kusanagi, is no stranger to this landscape. However, the rapid innovation of this technology causes a new threat to loom over the horizon. Having left Public Security Section 9, Kusanagi and her group are involved in many operations worldwide related to these proxy wars. But a seemingly simple job of locating an arms dealer drags GHOST into a hidden conflict against cybernetically enhanced individuals, who have inexplicably gained extreme intelligence and physical abilities. Dubbed ""post-humans,"" their emergence sets off a chain of events leading to the reunion of Section 9. Armed with a new mission, it is up to Kusanagi and her reestablished team to prevent global chaos at the hands of these post-humans. [Written by MAL Rewrite]","['Prequel (TV Special) Koukaku Kidoutai: Stand Alone Complex - Solid State Society', 'Sequel (ONA) Koukaku Kidoutai: SAC_2045 Season 2']",Koukaku Kidoutai: SAC_2045,"['Adult Cast', 'Detective', 'Mecha', 'Military']",,
120,"OreYubi, Go Wild from My Fingers. Alone Together at the Salon After Shop Hours...",俺の指で乱れろ。～閉店後二人きりのサロンで…～,Crazy Over His Fingers,,,,['ONA'],8,Finished Airing,"Apr 6, 2020 to May 25, 2020",,,"['Studio Mausu', 'Picante Circus', 'Suiseisha']","None found,",['Magic Bus'],['Manga'],,,['Josei'],6 min. per ep.,Rx - Hentai,6.10,N/A,#4278,"30,085",128,9826,"Fumi Hoshiya works at a beauty salon, hoping to become a hairdresser someday. Her popular and charismatic manager, Sousuke Nanase, often chastises Fumi for her mistakes in the salon. Nonetheless, Fumi idolizes Nanase as a kind mentor and role model. One day, Nanase invites Fumi for an after-hours practice beauty session. Little does Fumi know, her ""beauty session"" will entail more than she expected, with Nanase touching every part of her body for some very erotic results! [Written by MAL Rewrite]","['Adaptation (Manga) Ore no Yubi de Midarero.: Heitengo no Salon, Ijiwaru ni Jirasarete', '']",Ore no Yubi de Midarero.: Heitengo Futarikiri no Salon de...,,['Hentai'],
121,"1031 Wan Sheng Jie, Bansei Gai, 万圣街",万聖街,All Saints Street,,,,['ONA'],12,Finished Airing,"Apr 1, 2020 to May 27, 2020",,,"['Tencent Penguin Pictures', 'Tianwen Kadokawa Animation & Comics']",['Aniplex of America'],"['Fenz', 'HMCH']",['Web manga'],"['Comedy', 'Fantasy']",,,4 min. per ep.,PG-13 - Teens 13 or older,7.97,#699,#4311,"29,552",493,11467,"In this world, angels, demons, and other supernatural beings peacefully coexist with humans. Neil Bowman is a demon who is unlike most; he is mesmerized with human culture, and no matter how hard he tries, he can't do anything evil. Thus, he runs away from Hell and up to Earth. Neil moves in with his online friend and vampire, Ira Blood, along with Ira's many roommates. Despite coming to Earth to meet humans, Neil discovers that not a single one of his new roommates is actually human. Along with Ira, there's Lynn Angel, the stern angel landlord; Lynn's little sister, Lily, who falls from Heaven; Abu, a mummy who never speaks; and Vladimir Eliot Kirilenko, a werewolf tasked with monitoring Neil. What most of them don't realize—not even Neil himself—is that Neil possesses the powers of the Demon King. What effect will this have on the residents of Apartment 1031 on All Saints Street? [Written by MAL Rewrite]","['Sequel (ONA) Wan Sheng Jie 2', 'Adaptation (Manhua) 1031 Wan Sheng Jie']",Wan Sheng Jie,"['Mythology', 'Urban Fantasy']",,
122,Yesterday wo Utatte Extras,イエスタデイをうたって 配信版エピソード,"Sing ""Yesterday"" for Me Extras",,,,['ONA'],6,Finished Airing,"Apr 5, 2020 to Jun 21, 2020",,,"None found,","None found,",['Doga Kobo'],['Manga'],"['Drama', 'Romance']",,['Seinen'],1 min. per ep.,PG-13 - Teens 13 or older,6.63,#6347,#4744,"23,956",15,10346,"While Shinako Morinome spends the quietest hours of each night reminiscing about her late friend, Rikuo Uozumi's monotonous days gain a little bit of color due to Haru Nonaka's bright presence. Although he pretends to be indifferent, Rikuo is thankful for how Haru changes his life. [Written by MAL Rewrite]",[],Yesterday wo Utatte: Haishin-ban Episode,,,
123,Pocket Monsters: Hakumei no Tsubasa,薄明の翼,Pokémon: Twilight Wings,,Pokémon: Alas del Crepúsculo,,['ONA'],7,Finished Airing,"Jan 15, 2020 to Aug 6, 2020",,,['Soranone'],['The Pokemon Company International'],"['Studio Colorido', 'FILMONY']",Game,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,['Kids'],6 min. per ep.,PG - Children,7.53,#1832,#4833,"22,943",71,12877,"Galar is a region where Pokemon battles have developed into a cultural sensation. Over the span of seven episodes, Pokemon: Twilight Wings will show in detail the dreams of Galar's residents, the realities they face, the challenges they must overcome and the conflicts they must resolve. In addition to these new stories, fans can expect to see a variety of Pokemon originally discovered in the Galar region appearing in the capsule series. (Source: Press Release)","['Sequel (ONA) Hakumei no Tsubasa: Expansion - Hoshi no Matsuri', '']",Hakumei no Tsubasa,,,
124,,,,,,,['ONA'],1,Finished Airing,"Apr 2, 2020",,,['Netflix'],"None found,",['Production I.G'],Original,"['Action', 'Fantasy']",,,4 min.,PG-13 - Teens 13 or older,4.93,#13249,#5037,"20,884",10,12583,A young warrior and her familiar search for the sacred place said to fulfill wishes. It's best not to anger the ancient guardians and spirits. (Source: Netflix),[],Sol Levante,,,
