,MAL_id,Title,Score,Type
0,15583,Date_A_Live,10.0,TV
1,13659,Ore_no_Imouto_ga_Konnani_Kawaii_Wake_ga_Nai,10.0,TV
2,12711,Uta_no%E2%98%86Prince-sama%E2%99%AA_Maji_Love_2000,10.0,TV
3,11759,Accel_World,8.0,TV
4,6547,Angel_Beats,10.0,TV
5,6746,Durarara,10.0,TV
6,10793,Guilty_Crown,10.0,TV
7,14467,K,10.0,TV
8,15315,Mondaiji-tachi_ga_Isekai_kara_Kuru_Sou_desu_yo,10.0,TV
9,11757,Sword_Art_Online,10.0,TV
10,1535,Death_Note,,TV
11,12189,Hyouka,,TV
12,18507,Free,,TV
13,13759,Sakura-sou_no_Pet_na_Kanojo,,TV
