,MAL_id,Title,Score
0,30694,Dragon_Ball_Super,
1,21,One_Piece,10.0
2,33255,Saiki_Kusuo_no_%CE%A8-nan,
3,11759,Accel_World,8.0
4,31580,Ajin,7.0
5,22199,Akame_ga_Kill,8.0
6,22147,Amagi_Brilliant_Park,8.0
7,6547,Angel_Beats,10.0
8,16498,Shingeki_no_Kyojin,9.0
9,10218,Berserk__Ougon_Jidai-hen_I_-_Haou_no_Tamago,8.0
10,18153,Kyoukai_no_Kanata,7.0
11,14345,Btooom,9.0
12,2167,Clannad,10.0
13,1482,DGray-man,6.0
14,11843,Danshi_Koukousei_no_Nichijou,7.0
15,6880,Deadman_Wonderland,8.0
16,1535,Death_Note,10.0
17,223,Dragon_Ball,6.0
18,813,Dragon_Ball_Z,7.0
19,6746,Durarara,7.0
20,31043,Boku_dake_ga_Inai_Machi,10.0
21,6702,Fairy_Tail,8.0
22,22043,Fairy_Tail_2014,9.0
23,263,Hajime_no_Ippo,6.0
24,5258,Hajime_no_Ippo__New_Challenger,7.0
25,19647,Hajime_no_Ippo__Rising,7.0
26,28171,Shokugeki_no_Souma,9.0
27,121,Fullmetal_Alchemist,8.0
28,5114,Fullmetal_Alchemist__Brotherhood,7.0
29,10719,Boku_wa_Tomodachi_ga_Sukunai,7.0
30,32648,Handa-kun,10.0
31,32542,Sakamoto_desu_ga,8.0
32,8074,Highschool_of_the_Dead,8.0
33,28825,Himouto_Umaru-chan,10.0
34,28623,Koutetsujou_no_Kabaneri,10.0
35,18679,Kill_la_Kill,7.0
36,6045,Kimi_ni_Todoke,5.0
37,7593,Kiss_x_Sis_TV,8.0
38,14741,Chuunibyou_demo_Koi_ga_Shitai,9.0
39,31741,Magi__Sinbad_no_Bouken_TV,9.0
40,18115,Magi__The_Kingdom_of_Magic,8.0
41,14513,Magi__The_Labyrinth_of_Magic,9.0
42,11761,Medaka_Box,7.0
43,14527,Medaka_Box_Abnormal,7.0
44,32182,Mob_Psycho_100,10.0
45,31964,Boku_no_Hero_Academia,9.0
46,23847,Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku,8.0
47,10165,Nichijou,8.0
48,18897,Nisekoi,10.0
49,19815,No_Game_No_Life,9.0
50,30276,One_Punch_Man,10.0
51,31704,One_Punch_Man__Road_to_Hero,8.0
52,21327,Isshuukan_Friends,10.0
53,22535,Kiseijuu__Sei_no_Kakuritsu,10.0
54,12291,Acchi_Kocchi,9.0
55,31240,Re_Zero_kara_Hajimeru_Isekai_Seikatsu,10.0
56,1604,Katekyou_Hitman_Reborn,6.0
57,2476,School_Days,7.0
58,7724,Shiki,10.0
59,170,Slam_Dunk,5.0
60,3588,Soul_Eater,10.0
61,11757,Sword_Art_Online,7.0
62,15225,Hentai_Ouji_to_Warawanai_Neko,8.0
63,15809,Hataraku_Maou-sama,7.0
64,10620,Mirai_Nikki_TV,10.0
65,23755,Nanatsu_no_Taizai,9.0
66,22319,Tokyo_Ghoul,10.0
67,27899,Tokyo_Ghoul_%E2%88%9AA,
68,4224,Toradora,9.0
69,32281,Kimi_no_Na_wa,10.0
70,32494,Days,
71,23199,Durararax2_Shou,
72,28617,Punch_Line,
73,32828,Amaama_to_Inazuma,
74,32093,Tanaka-kun_wa_Itsumo_Kedaruge,
75,1222,Bokura_ga_Ita,
76,32998,91_Days,
77,28851,Koe_no_Katachi,
78,31763,Accel_World__Infinite%E2%88%9EBurst,
79,33253,Ajin_Part_2,
80,25777,Shingeki_no_Kyojin_Season_2,
81,22789,Barakamon,
82,14967,Boku_wa_Tomodachi_ga_Sukunai_Next,
83,9260,Kizumonogatari_I__Tekketsu-hen,
84,33486,Boku_no_Hero_Academia_2nd_Season,
85,32603,Okusama_ga_Seitokaichou_,
86,34134,One_Punch_Man_2nd_Season,
87,32673,Udon_no_Kuni_no_Kiniro_Kemari,
88,31722,Nanatsu_no_Taizai__Seisen_no_Shirushi,
