,MAL_id,Title,Score
0,38480,Toaru_Kagaku_no_Accelerator,6.0
1,31630,Gyakuten_Saiban__Sono_Shinjitsu_Igi_Ari,9.0
2,32951,Rokudenashi_Majutsu_Koushi_to_Akashic_Records,6.0
3,31404,Netoge_no_Yome_wa_Onnanoko_ja_Nai_to_Omotta,6.0
4,40128,Arte,6.0
5,39468,Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen,6.0
6,24833,Ansatsu_Kyoushitsu,9.0
7,39388,Koisuru_Asteroid,6.0
8,33046,B-Project__KodouAmbitious,6.0
9,36649,Banana_Fish,9.0
10,269,Bleach,10.0
11,34618,Blend_S,9.0
12,12293,Campione_Matsurowanu_Kamigami_to_Kamigoroshi_no_Maou,7.0
13,33354,Cardcaptor_Sakura__Clear_Card-hen,8.0
14,31456,Code_Realize_-_Sousei_no_Himegimi,7.0
15,32370,DGray-man_Hallow,9.0
16,37597,Dakaretai_Otoko_1-i_ni_Odosarete_Imasu,7.0
17,29976,Dance_with_Devils,8.0
18,42822,Kai_Byoui_Ramune,6.0
19,38691,Dr_Stone,8.0
20,35220,Youkai_Apartment_no_Yuuga_na_Nichijou,10.0
21,31043,Boku_dake_ga_Inai_Machi,8.0
22,34580,Nana_Maru_San_Batsu,8.0
23,22297,Fate_stay_night__Unlimited_Blade_Works,9.0
24,36652,Piano_no_Mori_TV,8.0
25,22265,Free_Eternal_Summer,7.0
26,34280,Gamers,8.0
27,25183,Gangsta,9.0
28,39463,Gleipnir,7.0
29,40938,Hige_wo_Soru_Soshite_Joshikousei_wo_Hirou,8.0
30,43690,Tenkuu_Shinpan,5.0
31,35376,Himouto_Umaru-chan_R,7.0
32,14753,Hori-san_to_Miyamura-kun,8.0
33,37210,Isekai_Maou_to_Shoukan_Shoujo_no_Dorei_Majutsu,7.0
34,35828,Miira_no_Kaikata,8.0
35,39988,Isekai_Quartet_2,8.0
36,3731,Itazura_na_Kiss,7.0
37,39800,Joshi_Luck,7.0
38,37999,Kaguya-sama_wa_Kokurasetai__Tensai-tachi_no_Renai_Zunousen,8.0
39,33018,Katsugeki_Touken_Ranbu,9.0
40,34964,Killing_Bites,6.0
41,31804,Kuma_Miko,5.0
42,18115,Magi__The_Kingdom_of_Magic,8.0
43,39392,Master_Piece_The_Animation,6.0
44,32182,Mob_Psycho_100,8.0
45,43325,Yuukoku_no_Moriarty_Part_2,8.0
46,457,Mushishi,10.0
47,1735,Naruto__Shippuuden,10.0
48,19815,No_Game_No_Life,8.0
49,20931,Oneechan_ga_Kita,8.0
50,36038,Net-juu_no_Susume,8.0
51,34012,Isekai_Shokudou,7.0
52,34839,Sanrio_Danshi,8.0
53,31229,Servamp,7.0
54,39710,Yesterday_wo_Utatte,7.0
