,MAL_id,Title,Score
0,30694,Dragon_Ball_Super,
1,25183,Gangsta,
2,1689,Byousoku_5_Centimeter,8.0
3,6547,Angel_Beats,8.0
4,9989,Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai,10.0
5,11111,Another,8.0
6,11701,Another__The_Other_-_Inga,8.0
7,7647,Arakawa_Under_the_Bridge,8.0
8,7059,Black%E2%98%85Rock_Shooter_OVA,6.0
9,4151,Mugen_no_Juunin,8.0
10,21995,Ao_Haru_Ride,8.0
11,10162,Usagi_Drop,7.0
12,3389,Bus_Gamer,6.0
13,3087,Cencoroll,7.0
14,2167,Clannad,6.0
15,4181,Clannad__After_Story,7.0
16,4059,Clannad__Mou_Hitotsu_no_Sekai_Tomoyo-hen,7.0
17,8142,Colorful_Movie,8.0
18,13807,Corpse_Party__Missing_Footage,6.0
19,15037,Corpse_Party__Tortured_Souls_-_Bougyakusareta_Tamashii_no_Jukyou,8.0
20,1,Cowboy_Bebop,10.0
21,14353,Death_Billiards,8.0
22,1535,Death_Note,10.0
23,2994,Death_Note__Rewrite,8.0
24,4789,ef__A_Tale_of_Melodies,9.0
25,2924,ef__A_Tale_of_Memories,9.0
26,6401,ef__A_Tale_of_Melodies_-_Prologue,7.0
27,5177,Denpa-teki_na_Kanojo,6.0
28,10087,Fate_Zero,7.0
29,11741,Fate_Zero_2nd_Season,9.0
30,4725,Ga-Rei__Zero,7.0
31,1571,Ghost_Hunt,9.0
32,578,Hotaru_no_Haka,7.0
33,1933,Growlanser_IV__Wayfarer_of_the_Time,5.0
34,387,Haibane_Renmei,7.0
35,20903,Harmonie,8.0
36,5150,Hatsukoi_Limited,8.0
37,6882,Hatsukoi_Limited__Gentei_Shoujo,8.0
38,16,Hachimitsu_to_Clover,9.0
39,1142,Hachimitsu_to_Clover_II,8.0
40,138,Hunter_x_Hunter__Greed_Island,8.0
41,139,Hunter_x_Hunter__Greed_Island_Final,8.0
42,10408,Hotarubi_no_Mori_e,9.0
43,5680,K-On,9.0
44,6862,K-On__Live_House,8.0
45,7017,K-On__Ura-On,7.0
46,6205,K%C3%A4mpfer,7.0
47,12531,Sakamichi_no_Apollon,9.0
48,4205,KimiKiss_Pure_Rouge__Love_Fighter,8.0
49,2927,KimiKiss_Pure_Rouge,8.0
50,825,King_of_Fighters__Another_Day,5.0
51,3392,Kiniro_no_Corda__Primo_Passo_-_Hitonatsu_no_Encore,8.0
52,5717,Kiniro_no_Corda__Secondo_Passo,7.0
53,5039,Kurozuka,7.0
54,1579,Kiniro_no_Corda__Primo_Passo,8.0
55,5365,Tsumiki_no_Ie,7.0
56,514,Cossette_no_Shouzou,7.0
57,76,Mahou_Shoujo_Lyrical_Nanoha,7.0
58,2981,Chika_Gentou_Gekiga__Shoujo_Tsubaki,6.0
59,2581,Kidou_Senshi_Gundam_00,8.0
60,6288,Kidou_Senshi_Gundam_00_Movie__A_Wakening_of_the_Trailblazer,9.0
61,3927,Kidou_Senshi_Gundam_00_Second_Season,9.0
62,13833,Nagareboshi_Lens,5.0
63,6512,Nyan_Koi,8.0
64,5040,One_Outs,9.0
65,1029,Omoide_Poroporo,7.0
66,1569,Otome_wa_Boku_ni_Koishiteru,6.0
67,2615,Otome_wa_Boku_ni_Koishiteru_Special,8.0
68,1943,Paprika,7.0
69,437,Perfect_Blue,9.0
70,2476,School_Days,8.0
71,3759,School_Days__Valentine_Days,7.0
72,4063,Sekirei,7.0
73,5279,Sekirei__Hajimete_no_Otsukai,7.0
74,1004,Kanojo_to_Kanojo_no_Neko,7.0
75,17121,Dareka_no_Manazashi,6.0
76,199,Sen_to_Chihiro_no_Kamikakushi,9.0
77,9253,Steins_Gate,9.0
78,10863,Steins_Gate__Oukoubakko_no_Poriomania,9.0
79,23283,Zankyou_no_Terror,9.0
80,26,Texhnolyze,8.0
81,1195,Zero_no_Tsukaima,8.0
82,10620,Mirai_Nikki_TV,8.0
83,16782,Kotonoha_no_Niwa,8.0
84,2236,Toki_wo_Kakeru_Shoujo,9.0
85,3229,Kimi_ga_Aruji_de_Shitsuji_ga_Ore_de,7.0
86,7465,Eve_no_Jikan_Movie,8.0
87,22319,Tokyo_Ghoul,8.0
88,6211,Tokyo_Magnitude_80,8.0
89,1218,Tonagura,7.0
90,2129,True_Tears,9.0
91,8230,True_Tears_Epilogue,8.0
92,6234,True_Tears__Mini_Chara_4-koma_Gekijou,8.0
93,3457,Vampire_Knight,8.0
94,1607,Venus_Versus_Virus,7.0
95,256,Hoshi_no_Koe,7.0
96,11433,Ano_Natsu_de_Matteru,7.0
97,1222,Bokura_ga_Ita,8.0
98,12355,Ookami_Kodomo_no_Ame_to_Yuki,9.0
99,1692,_Summer,7.0
100,3702,Detroit_Metal_City,
101,240,Genshiken,
102,7791,K-On,
103,11771,Kuroko_no_Basket,
104,1698,Nodame_Cantabile,9.0
105,2993,Rosario_to_Vampire,
