,MAL_id,Title,Score
0,52991,Sousou_no_Frieren,9.0
1,51815,Kubo-san_wa_Mob_wo_Yurusanai,
2,38474,Yuru_Camp%E2%96%B3_Season_2,9.0
3,58567,Ore_dake_Level_Up_na_Ken_Season_2__Arise_from_the_Shadow,
4,54492,Kusuriya_no_Hitorigoto,9.0
5,41389,Tonikaku_Kawaii,8.0
6,40571,Majo_no_Tabitabi,9.0
7,28761,00_08,5.0
8,1689,Byousoku_5_Centimeter,8.0
9,16067,Nagi_no_Asu_kara,10.0
10,28851,Koe_no_Katachi,8.0
11,35413,Imouto_sae_Ireba_Ii,8.0
12,47,Akira,7.0
13,6547,Angel_Beats,7.0
14,35994,Satsuriku_no_Tenshi,8.0
15,9989,Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai,9.0
16,15039,Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai_Movie,9.0
17,37171,Asobi_Asobase,9.0
18,16498,Shingeki_no_Kyojin,7.0
19,38328,Azur_Lane,
20,40930,Azur_Lane__Bisoku_Zenshin,
21,32664,Bananya,7.0
22,18153,Kyoukai_no_Kanata,8.0
23,28675,Kyoukai_no_Kanata_Movie_2__Ill_Be_Here_-_Mirai-hen,9.0
24,25015,Kyoukai_no_Kanata_Movie_1__Ill_Be_Here_-_Kako-hen,8.0
25,11285,Black%E2%98%85Rock_Shooter_TV,7.0
26,34618,Blend_S,8.0
27,47917,Bocchi_the_Rock,
28,1639,Boku_no_Pico,
29,31300,Change_Our_Mirai,6.0
30,28999,Charlotte,7.0
31,31553,Charlotte__Tsuyoimono-tachi,
32,30296,Rakudai_Kishi_no_Cavalry,8.0
33,22839,Cross_Road,8.0
34,11843,Danshi_Koukousei_no_Nichijou,9.0
35,35849,Darling_in_the_FranXX,7.0
36,15583,Date_A_Live,7.0
37,19163,Date_A_Live_II,7.0
38,22961,Date_A_Live_II__Kurumi_Star_Festival,8.0
39,28223,Death_Parade,10.0
40,33689,Dive_to_Blue,7.0
41,37520,Dororo,9.0
42,2953,Egao,6.0
43,226,Elfen_Lied,8.0
44,31043,Boku_dake_ga_Inai_Machi,7.0
45,32901,Eromanga-sensei,8.0
46,22297,Fate_stay_night__Unlimited_Blade_Works,9.0
47,27821,Fate_stay_night__Unlimited_Blade_Works_Prologue,8.0
48,28701,Fate_stay_night__Unlimited_Blade_Works_2nd_Season,10.0
49,31389,Fate_stay_night__Unlimited_Blade_Works_2nd_Season_-_Sunny_Day,7.0
50,34498,Uchiage_Hanabi_Shita_kara_Miru_ka_Yoko_kara_Miru_ka,7.0
51,33731,Gabriel_DropOut,8.0
52,37349,Goblin_Slayer,7.0
53,578,Hotaru_no_Haka,8.0
54,10719,Boku_wa_Tomodachi_ga_Sukunai,6.0
55,28439,Hatsune_Miku_x_Tetsuya_Nomura,
56,33905,Hatsune_Miku__Hiyashite_Narasou_Okashi_no_Ii_Oto,6.0
57,33524,Sakamoto_desu_ga_Sakamoto_deshita,7.0
58,32542,Sakamoto_desu_ga,8.0
59,10568,Kamisama_no_Memochou,8.0
60,40938,Hige_wo_Soru_Soshite_Joshikousei_wo_Hirou,7.0
