,MAL_id,Title,Score
0,53998,Bleach__Sennen_Kessen-hen_-_Ketsubetsu-tan,
1,235,Meitantei_Conan,8.0
2,52991,Sousou_no_Frieren,10.0
3,51009,Jujutsu_Kaisen_2nd_Season,
4,51179,Mushoku_Tensei_II__Isekai_Ittara_Honki_Dasu,
5,21,One_Piece,8.0
6,49982,Geu_Yeoreum,
7,29978,001,1.0
8,1689,Byousoku_5_Centimeter,4.0
9,32998,91_Days,8.0
10,33964,91_Days__Mijikai_Rousoku,6.0
11,34777,91_Days__Toki_no_Asase_Subete_no_Kinou_Ashita_Mata_Ashita,7.0
12,10389,Momo_e_no_Tegami,10.0
13,35839,Sora_yori_mo_Tooi_Basho,7.0
14,28851,Koe_no_Katachi,10.0
15,41168,Nakitai_Watashi_wa_Neko_wo_Kaburu,8.0
16,9776,A-Channel,7.0
17,10737,A-Channel___A-Channel,7.0
18,18689,Diamond_no_Ace,10.0
19,50,Aa_Megami-sama_TV,7.0
20,1003,Aa_Megami-sama_TV_Specials,7.0
21,880,Aa_Megami-sama_Sorezore_no_Tsubasa,7.0
22,304,Aa_Megami-sama_Movie,7.0
23,9611,Aa_Megami-sama_2011,7.0
24,22199,Akame_ga_Kill,7.0
25,6547,Angel_Beats,7.0
26,9989,Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai,10.0
27,11111,Another,8.0
28,40128,Arte,6.0
29,37171,Asobi_Asobase,6.0
30,38002,Asobi_Asobase_Specials,
31,24833,Ansatsu_Kyoushitsu,6.0
32,5342,Asura_Cryin,5.0
33,6676,Asura_Cryin_2,6.0
34,16498,Shingeki_no_Kyojin,10.0
35,18397,Shingeki_no_Kyojin_OVA,9.0
36,25777,Shingeki_no_Kyojin_Season_2,10.0
37,35760,Shingeki_no_Kyojin_Season_3,10.0
38,38524,Shingeki_no_Kyojin_Season_3_Part_2,10.0
39,40028,Shingeki_no_Kyojin__The_Final_Season,9.0
40,51535,Shingeki_no_Kyojin__The_Final_Season_-_Kanketsu-hen,10.0
41,48583,Shingeki_no_Kyojin__The_Final_Season_Part_2,10.0
42,36106,Shingeki_no_Kyojin__Lost_Girls,9.0
43,25781,Shingeki_no_Kyojin__Kuinaki_Sentaku,10.0
