,Title,Link
0,Akachan to Boku,https://myanimelist.net/anime/1485/Akachan_to_Boku
1,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,https://myanimelist.net/anime/3545/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo
2,Ganbarist! Shun,https://myanimelist.net/anime/3568/Ganbarist_Shun
3,Harimogu Harry,https://myanimelist.net/anime/9807/Harimogu_Harry
4,Dragon Ball GT,https://myanimelist.net/anime/225/Dragon_Ball_GT
5,Rurouni Kenshin: Meiji Kenkaku Romantan,https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan
6,Meitantei Conan,https://myanimelist.net/anime/235/Meitantei_Conan
7,Tenkuu no Escaflowne,https://myanimelist.net/anime/182/Tenkuu_no_Escaflowne
8,Bishoujo Senshi Sailor Moon: Sailor Stars,https://myanimelist.net/anime/996/Bishoujo_Senshi_Sailor_Moon__Sailor_Stars
9,Crayon Shin-chan,https://myanimelist.net/anime/966/Crayon_Shin-chan
10,Slayers Next,https://myanimelist.net/anime/535/Slayers_Next
11,Kodomo no Omocha (TV),https://myanimelist.net/anime/1486/Kodomo_no_Omocha_TV
12,Doraemon (1979),https://myanimelist.net/anime/2471/Doraemon_1979
13,Kidou Shinseiki Gundam X,https://myanimelist.net/anime/92/Kidou_Shinseiki_Gundam_X
14,Gokinjo Monogatari,https://myanimelist.net/anime/852/Gokinjo_Monogatari
15,Jigoku Sensei Nube,https://myanimelist.net/anime/2012/Jigoku_Sensei_Nube
16,Kaitou Saint Tail,https://myanimelist.net/anime/1567/Kaitou_Saint_Tail
17,Kaiketsu Zorro,https://myanimelist.net/anime/3010/Kaiketsu_Zorro
18,B'T X,https://myanimelist.net/anime/286/BT_X
19,Bakusou Kyoudai Let's & Go,https://myanimelist.net/anime/2705/Bakusou_Kyoudai_Lets___Go
20,Sazae-san,https://myanimelist.net/anime/2406/Sazae-san
21,Cinderella Monogatari,https://myanimelist.net/anime/2817/Cinderella_Monogatari
22,Nintama Rantarou,https://myanimelist.net/anime/1199/Nintama_Rantarou
23,Chibi Maruko-chan (1995),https://myanimelist.net/anime/6149/Chibi_Maruko-chan_1995
24,Mizuiro Jidai,https://myanimelist.net/anime/1040/Mizuiro_Jidai
25,Gegege no Kitarou (1996),https://myanimelist.net/anime/7619/Gegege_no_Kitarou_1996
26,Sore Ike! Anpanman,https://myanimelist.net/anime/1960/Sore_Ike_Anpanman
27,VS Knight Lamune & 40 Fire,https://myanimelist.net/anime/2087/VS_Knight_Lamune___40_Fire
28,Azuki-chan,https://myanimelist.net/anime/1893/Azuki-chan
29,Mojakou,https://myanimelist.net/anime/2736/Mojakou
30,Yuusha Shirei Dagwon,https://myanimelist.net/anime/3505/Yuusha_Shirei_Dagwon
