,Title,Link
0,Hana yori Dango,https://myanimelist.net/anime/106/Hana_yori_Dango
1,Kidou Senkan Nadesico,https://myanimelist.net/anime/218/Kidou_Senkan_Nadesico
2,Taiho Shichau zo (TV),https://myanimelist.net/anime/1372/Taiho_Shichau_zo_TV
3,Saber Marionette J,https://myanimelist.net/anime/573/Saber_Marionette_J
4,Elf wo Karu Mono-tachi,https://myanimelist.net/anime/1045/Elf_wo_Karu_Mono-tachi
5,Ie Naki Ko Remy,https://myanimelist.net/anime/2829/Ie_Naki_Ko_Remy
6,Mahou Shoujo Pretty Sammy (1996),https://myanimelist.net/anime/1502/Mahou_Shoujo_Pretty_Sammy_1996
7,Hamelin no Violin Hiki,https://myanimelist.net/anime/1325/Hamelin_no_Violin_Hiki
8,Chouja Raideen,https://myanimelist.net/anime/2127/Chouja_Raideen
9,YAT Anshin! Uchuu Ryokou,https://myanimelist.net/anime/1891/YAT_Anshin_Uchuu_Ryokou
10,Kiko-chan Smile,https://myanimelist.net/anime/2075/Kiko-chan_Smile
11,Wankorobee,https://myanimelist.net/anime/2708/Wankorobee
12,Dragon Ball GT,https://myanimelist.net/anime/225/Dragon_Ball_GT
13,Rurouni Kenshin: Meiji Kenkaku Romantan,https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan
14,Meitantei Conan,https://myanimelist.net/anime/235/Meitantei_Conan
15,Bishoujo Senshi Sailor Moon: Sailor Stars,https://myanimelist.net/anime/996/Bishoujo_Senshi_Sailor_Moon__Sailor_Stars
16,Crayon Shin-chan,https://myanimelist.net/anime/966/Crayon_Shin-chan
17,Kodomo no Omocha (TV),https://myanimelist.net/anime/1486/Kodomo_no_Omocha_TV
18,Doraemon (1979),https://myanimelist.net/anime/2471/Doraemon_1979
19,Kidou Shinseiki Gundam X,https://myanimelist.net/anime/92/Kidou_Shinseiki_Gundam_X
20,Akachan to Boku,https://myanimelist.net/anime/1485/Akachan_to_Boku
21,Jigoku Sensei Nube,https://myanimelist.net/anime/2012/Jigoku_Sensei_Nube
22,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,https://myanimelist.net/anime/3545/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo
23,Kaiketsu Zorro,https://myanimelist.net/anime/3010/Kaiketsu_Zorro
24,Bakusou Kyoudai Let's & Go,https://myanimelist.net/anime/2705/Bakusou_Kyoudai_Lets___Go
25,Sazae-san,https://myanimelist.net/anime/2406/Sazae-san
26,Nintama Rantarou,https://myanimelist.net/anime/1199/Nintama_Rantarou
27,Chibi Maruko-chan (1995),https://myanimelist.net/anime/6149/Chibi_Maruko-chan_1995
28,Mizuiro Jidai,https://myanimelist.net/anime/1040/Mizuiro_Jidai
29,Gegege no Kitarou (1996),https://myanimelist.net/anime/7619/Gegege_no_Kitarou_1996
30,Sore Ike! Anpanman,https://myanimelist.net/anime/1960/Sore_Ike_Anpanman
31,Ganbarist! Shun,https://myanimelist.net/anime/3568/Ganbarist_Shun
32,Azuki-chan,https://myanimelist.net/anime/1893/Azuki-chan
33,Mojakou,https://myanimelist.net/anime/2736/Mojakou
34,Yuusha Shirei Dagwon,https://myanimelist.net/anime/3505/Yuusha_Shirei_Dagwon
35,Midori no Makibao,https://myanimelist.net/anime/3550/Midori_no_Makibao
36,Hajime Ningen Gon,https://myanimelist.net/anime/8764/Hajime_Ningen_Gon
37,Shima Shima Tora no Shimajirou,https://myanimelist.net/anime/9768/Shima_Shima_Tora_no_Shimajirou
38,Oyako Club,https://myanimelist.net/anime/12393/Oyako_Club
39,Alice Tantei Kyoku,https://myanimelist.net/anime/18819/Alice_Tantei_Kyoku
40,Narara Superboard,https://myanimelist.net/anime/32136/Narara_Superboard
41,Ijiwaru Baasan (1996),https://myanimelist.net/anime/20081/Ijiwaru_Baasan_1996
42,Harimogu Harry,https://myanimelist.net/anime/9807/Harimogu_Harry
43,Fushigi na Ano Ko wa Suteki na Kono Ko,https://myanimelist.net/anime/30121/Fushigi_na_Ano_Ko_wa_Suteki_na_Kono_Ko
44,Stray Sheep no Daibouken,https://myanimelist.net/anime/55285/Stray_Sheep_no_Daibouken
45,Ginga Eiyuu Densetsu,https://myanimelist.net/anime/820/Ginga_Eiyuu_Densetsu
46,Kidou Senshi Gundam: Dai 08 MS Shoutai,https://myanimelist.net/anime/81/Kidou_Senshi_Gundam__Dai_08_MS_Shoutai
47,Angel Densetsu,https://myanimelist.net/anime/5251/Angel_Densetsu
48,Fushigi Yuugi OVA,https://myanimelist.net/anime/380/Fushigi_Yuugi_OVA
49,Kakugo no Susume,https://myanimelist.net/anime/1647/Kakugo_no_Susume
50,Bronze: Zetsuai Since 1989,https://myanimelist.net/anime/1042/Bronze__Zetsuai_Since_1989
51,Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,https://myanimelist.net/anime/13931/Bishoujo_Senshi_Sailor_Moon__Sailor_Stars_-_Hero_Club
