,Title,Link
0,Seihou Bukyou Outlaw Star,https://myanimelist.net/anime/400/Seihou_Bukyou_Outlaw_Star
1,Sexy Commando Gaiden: Sugoi yo!! Masaru-san,https://myanimelist.net/anime/582/Sexy_Commando_Gaiden__Sugoi_yo_Masaru-san
2,Burn Up Excess,https://myanimelist.net/anime/370/Burn_Up_Excess
3,Ijigen no Sekai El-Hazard,https://myanimelist.net/anime/115/Ijigen_no_Sekai_El-Hazard
4,Bannou Bunka Neko-Musume (1998),https://myanimelist.net/anime/375/Bannou_Bunka_Neko-Musume_1998
5,Bakusou Kyoudai Let's & Go MAX,https://myanimelist.net/anime/2709/Bakusou_Kyoudai_Lets___Go_MAX
6,Fushigi Mahou Fun Fun Pharmacy,https://myanimelist.net/anime/8503/Fushigi_Mahou_Fun_Fun_Pharmacy
7,Bomberman B-Daman Bakugaiden,https://myanimelist.net/anime/1672/Bomberman_B-Daman_Bakugaiden
8,AWOL,https://myanimelist.net/anime/12951/AWOL
9,Nogsaegjeoncha Hamos,https://myanimelist.net/anime/9106/Nogsaegjeoncha_Hamos
10,Haruniwa Ie no 3 Nin-me,https://myanimelist.net/anime/34841/Haruniwa_Ie_no_3_Nin-me
11,Dolittle-sensei Monogatari,https://myanimelist.net/anime/30034/Dolittle-sensei_Monogatari
12,Heli-Tako Puu-chan,https://myanimelist.net/anime/24465/Heli-Tako_Puu-chan
13,Kocchi Muite Miiko,https://myanimelist.net/anime/42083/Kocchi_Muite_Miiko
14,Kenpuu Denki Berserk,https://myanimelist.net/anime/33/Kenpuu_Denki_Berserk
15,Pokemon,https://myanimelist.net/anime/527/Pokemon
16,Rurouni Kenshin: Meiji Kenkaku Romantan,https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan
17,Meitantei Conan,https://myanimelist.net/anime/235/Meitantei_Conan
18,Crayon Shin-chan,https://myanimelist.net/anime/966/Crayon_Shin-chan
19,Kodomo no Omocha (TV),https://myanimelist.net/anime/1486/Kodomo_no_Omocha_TV
20,Rekka no Honoo,https://myanimelist.net/anime/238/Rekka_no_Honoo
21,Doraemon (1979),https://myanimelist.net/anime/2471/Doraemon_1979
22,Kyuuketsuhime Miyu (TV),https://myanimelist.net/anime/690/Kyuuketsuhime_Miyu_TV
23,Kindaichi Shounen no Jikenbo,https://myanimelist.net/anime/2076/Kindaichi_Shounen_no_Jikenbo
24,Chuuka Ichiban!,https://myanimelist.net/anime/110/Chuuka_Ichiban
25,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,https://myanimelist.net/anime/3545/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo
26,Dr. Slump,https://myanimelist.net/anime/3312/Dr_Slump
27,Battle Athletess Daiundoukai (TV),https://myanimelist.net/anime/1186/Battle_Athletess_Daiundoukai_TV
28,Sazae-san,https://myanimelist.net/anime/2406/Sazae-san
29,Nintama Rantarou,https://myanimelist.net/anime/1199/Nintama_Rantarou
30,Chibi Maruko-chan (1995),https://myanimelist.net/anime/6149/Chibi_Maruko-chan_1995
31,Hakugei Densetsu,https://myanimelist.net/anime/1466/Hakugei_Densetsu
32,Yume no Crayon Oukoku,https://myanimelist.net/anime/4651/Yume_no_Crayon_Oukoku
33,Master Mosquiton '99,https://myanimelist.net/anime/1806/Master_Mosquiton_99
34,Gegege no Kitarou (1996),https://myanimelist.net/anime/7619/Gegege_no_Kitarou_1996
35,Sore Ike! Anpanman,https://myanimelist.net/anime/1960/Sore_Ike_Anpanman
36,Azuki-chan,https://myanimelist.net/anime/1893/Azuki-chan
37,Fortune Quest L,https://myanimelist.net/anime/3185/Fortune_Quest_L
38,Chou Mashin Eiyuuden Wataru,https://myanimelist.net/anime/3432/Chou_Mashin_Eiyuuden_Wataru
39,Ganbare Goemon,https://myanimelist.net/anime/2885/Ganbare_Goemon
40,Hare Tokidoki Buta (TV),https://myanimelist.net/anime/2280/Hare_Tokidoki_Buta_TV
41,Gakkyuu Ou Yamazaki,https://myanimelist.net/anime/5375/Gakkyuu_Ou_Yamazaki
42,Shima Shima Tora no Shimajirou,https://myanimelist.net/anime/9768/Shima_Shima_Tora_no_Shimajirou
43,Shinkai Densetsu Meremanoid,https://myanimelist.net/anime/15579/Shinkai_Densetsu_Meremanoid
44,Oyako Club,https://myanimelist.net/anime/12393/Oyako_Club
45,Chou Tokkyuu Hikarian,https://myanimelist.net/anime/5189/Chou_Tokkyuu_Hikarian
46,Bamboo Bears,https://myanimelist.net/anime/2822/Bamboo_Bears
47,Sakura Momoko Gekijou: Coji-Coji,https://myanimelist.net/anime/3869/Sakura_Momoko_Gekijou__Coji-Coji
48,Anime TV de Hakken! Tamagotchi,https://myanimelist.net/anime/6520/Anime_TV_de_Hakken_Tamagotchi
49,Ninpen Manmaru,https://myanimelist.net/anime/9455/Ninpen_Manmaru
50,Narara Superboard,https://myanimelist.net/anime/32136/Narara_Superboard
51,Spoon-hime no Swing Kitchen,https://myanimelist.net/anime/30120/Spoon-hime_no_Swing_Kitchen
52,Stray Sheep no Daibouken,https://myanimelist.net/anime/55285/Stray_Sheep_no_Daibouken
53,Kidou Senshi Gundam: Dai 08 MS Shoutai,https://myanimelist.net/anime/81/Kidou_Senshi_Gundam__Dai_08_MS_Shoutai
54,A Kite,https://myanimelist.net/anime/320/A_Kite
55,AIKa,https://myanimelist.net/anime/366/AIKa
56,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,https://myanimelist.net/anime/2321/Giant_Robo_the_Animation__Chikyuu_ga_Seishi_Suru_Hi
57,Ginga Eiyuu Densetsu Gaiden,https://myanimelist.net/anime/3371/Ginga_Eiyuu_Densetsu_Gaiden
58,Tekken,https://myanimelist.net/anime/537/Tekken
59,Macross Dynamite 7,https://myanimelist.net/anime/1398/Macross_Dynamite_7
60,Shihaisha no Tasogare,https://myanimelist.net/anime/1245/Shihaisha_no_Tasogare
61,Makai Tenshou,https://myanimelist.net/anime/1455/Makai_Tenshou
62,Blue Seed 2,https://myanimelist.net/anime/999/Blue_Seed_2
63,Battle Athletess Daiundoukai,https://myanimelist.net/anime/1185/Battle_Athletess_Daiundoukai
64,Gekiganger 3: The Movie,https://myanimelist.net/anime/2067/Gekiganger_3__The_Movie
65,2x1,https://myanimelist.net/anime/2864/2x1
66,Dousou Kai,https://myanimelist.net/anime/692/Dousou_Kai
67,Doukyuusei 2,https://myanimelist.net/anime/4842/Doukyuusei_2
68,Momone,https://myanimelist.net/anime/3563/Momone
69,Be-yond,https://myanimelist.net/anime/4820/Be-yond
70,Toushin Toshi II,https://myanimelist.net/anime/2838/Toushin_Toshi_II
71,Dream Hazard: Akuma no Program,https://myanimelist.net/anime/4178/Dream_Hazard__Akuma_no_Program
72,Wake Up! Aria: Majokko Virgin Kiki Ippatsu,https://myanimelist.net/anime/5160/Wake_Up_Aria__Majokko_Virgin_Kiki_Ippatsu
73,GUNbare! Game Tengoku: The Game Paradise 2,https://myanimelist.net/anime/18521/GUNbare_Game_Tengoku__The_Game_Paradise_2
74,Sore Ike! Anpanman: Anpanman to Oyakusoku,https://myanimelist.net/anime/21973/Sore_Ike_Anpanman__Anpanman_to_Oyakusoku
75,10-piki no Kaeru,https://myanimelist.net/anime/27845/10-piki_no_Kaeru
76,Perfect Blue,https://myanimelist.net/anime/437/Perfect_Blue
77,Doraemon Movie 19: Nobita no Nankai Daibouken,https://myanimelist.net/anime/2664/Doraemon_Movie_19__Nobita_no_Nankai_Daibouken
78,Ginga Tetsudou 999: Eternal Fantasy,https://myanimelist.net/anime/3602/Ginga_Tetsudou_999__Eternal_Fantasy
79,Doraemon: Kaette Kita Doraemon (Movie),https://myanimelist.net/anime/2651/Doraemon__Kaette_Kita_Doraemon_Movie
80,The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,https://myanimelist.net/anime/2626/The☆Doraemons__Mushimushi_Pyonpyon_Daisakusen
81,Ultra Nyan 2: The Great Happy Operation,https://myanimelist.net/anime/4682/Ultra_Nyan_2__The_Great_Happy_Operation
82,Kono Hoshi no Ue ni,https://myanimelist.net/anime/37482/Kono_Hoshi_no_Ue_ni
83,Gakkyuu Ou Yamazaki Specials,https://myanimelist.net/anime/29445/Gakkyuu_Ou_Yamazaki_Specials
84,Twin Bee Paradise Specials,https://myanimelist.net/anime/48947/Twin_Bee_Paradise_Specials
