,Title,Link
0,Cowboy Bebop,https://myanimelist.net/anime/1/Cowboy_Bebop
1,Trigun,https://myanimelist.net/anime/6/Trigun
2,Cardcaptor Sakura,https://myanimelist.net/anime/232/Cardcaptor_Sakura
3,Initial D First Stage,https://myanimelist.net/anime/185/Initial_D_First_Stage
4,Yu☆Gi☆Oh!,https://myanimelist.net/anime/550/Yu☆Gi☆Oh
5,Lodoss-tou Senki: Eiyuu Kishi Den,https://myanimelist.net/anime/206/Lodoss-tou_Senki__Eiyuu_Kishi_Den
6,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,https://myanimelist.net/anime/303/Aa_Megami-sama__Chichaitte_Koto_wa_Benri_da_ne
7,Weiß Kreuz,https://myanimelist.net/anime/447/Weiß_Kreuz
8,Lost Universe,https://myanimelist.net/anime/1184/Lost_Universe
9,Neo Ranga,https://myanimelist.net/anime/1163/Neo_Ranga
10,Silent Möbius,https://myanimelist.net/anime/1517/Silent_Möbius
11,Legend of Basara,https://myanimelist.net/anime/633/Legend_of_Basara
12,Princess Nine: Kisaragi Joshikou Yakyuubu,https://myanimelist.net/anime/1846/Princess_Nine__Kisaragi_Joshikou_Yakyuubu
13,Mahou no Stage Fancy Lala,https://myanimelist.net/anime/604/Mahou_no_Stage_Fancy_Lala
14,Brain Powerd,https://myanimelist.net/anime/1542/Brain_Powerd
15,Akihabara Dennou-gumi,https://myanimelist.net/anime/2288/Akihabara_Dennou-gumi
16,Jikuu Tenshou Nazca,https://myanimelist.net/anime/1775/Jikuu_Tenshou_Nazca
17,Sentimental Journey,https://myanimelist.net/anime/677/Sentimental_Journey
18,Android Ana Maico 2010,https://myanimelist.net/anime/810/Android_Ana_Maico_2010
19,Grander Musashi RV,https://myanimelist.net/anime/2416/Grander_Musashi_RV
20,Beast Wars Second Chou Seimeitai Transformers,https://myanimelist.net/anime/5070/Beast_Wars_Second_Chou_Seimeitai_Transformers
21,DT Eightron,https://myanimelist.net/anime/1314/DT_Eightron
22,Futarigurashi,https://myanimelist.net/anime/8765/Futarigurashi
