,Title,Link
0,Tenkuu no Escaflowne,https://myanimelist.net/anime/182/Tenkuu_no_Escaflowne
1,Bishoujo Senshi Sailor Moon: Sailor Stars,https://myanimelist.net/anime/996/Bishoujo_Senshi_Sailor_Moon__Sailor_Stars
2,Slayers Next,https://myanimelist.net/anime/535/Slayers_Next
3,Kodomo no Omocha (TV),https://myanimelist.net/anime/1486/Kodomo_no_Omocha_TV
4,Kidou Shinseiki Gundam X,https://myanimelist.net/anime/92/Kidou_Shinseiki_Gundam_X
5,Jigoku Sensei Nube,https://myanimelist.net/anime/2012/Jigoku_Sensei_Nube
6,Kaiketsu Zorro,https://myanimelist.net/anime/3010/Kaiketsu_Zorro
7,B'T X,https://myanimelist.net/anime/286/BT_X
8,Cinderella Monogatari,https://myanimelist.net/anime/2817/Cinderella_Monogatari
9,Mizuiro Jidai,https://myanimelist.net/anime/1040/Mizuiro_Jidai
10,VS Knight Lamune & 40 Fire,https://myanimelist.net/anime/2087/VS_Knight_Lamune___40_Fire
11,Midori no Makibao,https://myanimelist.net/anime/3550/Midori_no_Makibao
12,Hajime Ningen Gon,https://myanimelist.net/anime/8764/Hajime_Ningen_Gon
13,Shounen Santa no Daibouken!,https://myanimelist.net/anime/7639/Shounen_Santa_no_Daibouken
14,Ijiwaru Baasan (1996),https://myanimelist.net/anime/20081/Ijiwaru_Baasan_1996
15,Dragon Ball GT,https://myanimelist.net/anime/225/Dragon_Ball_GT
16,Rurouni Kenshin: Meiji Kenkaku Romantan,https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan
17,Meitantei Conan,https://myanimelist.net/anime/235/Meitantei_Conan
18,Crayon Shin-chan,https://myanimelist.net/anime/966/Crayon_Shin-chan
19,Doraemon (1979),https://myanimelist.net/anime/2471/Doraemon_1979
20,Gokinjo Monogatari,https://myanimelist.net/anime/852/Gokinjo_Monogatari
21,Kaitou Saint Tail,https://myanimelist.net/anime/1567/Kaitou_Saint_Tail
22,Virtua Fighter,https://myanimelist.net/anime/961/Virtua_Fighter
23,Bakusou Kyoudai Let's & Go,https://myanimelist.net/anime/2705/Bakusou_Kyoudai_Lets___Go
24,Sazae-san,https://myanimelist.net/anime/2406/Sazae-san
25,Nintama Rantarou,https://myanimelist.net/anime/1199/Nintama_Rantarou
26,Kiteretsu Daihyakka,https://myanimelist.net/anime/6509/Kiteretsu_Daihyakka
27,Chibi Maruko-chan (1995),https://myanimelist.net/anime/6149/Chibi_Maruko-chan_1995
28,Gegege no Kitarou (1996),https://myanimelist.net/anime/7619/Gegege_no_Kitarou_1996
29,Sore Ike! Anpanman,https://myanimelist.net/anime/1960/Sore_Ike_Anpanman
30,Azuki-chan,https://myanimelist.net/anime/1893/Azuki-chan
31,Mojakou,https://myanimelist.net/anime/2736/Mojakou
32,Yuusha Shirei Dagwon,https://myanimelist.net/anime/3505/Yuusha_Shirei_Dagwon
33,Meiken Lassie,https://myanimelist.net/anime/3425/Meiken_Lassie
34,Shima Shima Tora no Shimajirou,https://myanimelist.net/anime/9768/Shima_Shima_Tora_no_Shimajirou
35,Oyako Club,https://myanimelist.net/anime/12393/Oyako_Club
36,Mama wa Poyopoyo Saurus ga Osuki,https://myanimelist.net/anime/4782/Mama_wa_Poyopoyo_Saurus_ga_Osuki
37,Alice Tantei Kyoku,https://myanimelist.net/anime/18819/Alice_Tantei_Kyoku
38,Bucket de Gohan,https://myanimelist.net/anime/9540/Bucket_de_Gohan
39,Narara Superboard,https://myanimelist.net/anime/32136/Narara_Superboard
40,Fushigi na Ano Ko wa Suteki na Kono Ko,https://myanimelist.net/anime/30121/Fushigi_na_Ano_Ko_wa_Suteki_na_Kono_Ko
41,Stray Sheep no Daibouken,https://myanimelist.net/anime/55285/Stray_Sheep_no_Daibouken
42,Duchiwa Ppukku,https://myanimelist.net/anime/48172/Duchiwa_Ppukku
43,Golden Boy,https://myanimelist.net/anime/268/Golden_Boy
44,Gunsmith Cats,https://myanimelist.net/anime/650/Gunsmith_Cats
45,3x3 Eyes: Seima Densetsu,https://myanimelist.net/anime/1225/3x3_Eyes__Seima_Densetsu
46,Shamanic Princess,https://myanimelist.net/anime/1182/Shamanic_Princess
47,Fire Emblem,https://myanimelist.net/anime/2782/Fire_Emblem
48,Burn Up! W,https://myanimelist.net/anime/769/Burn_Up_W
49,Shin Kidou Senki Gundam Wing: Operation Meteor,https://myanimelist.net/anime/3626/Shin_Kidou_Senki_Gundam_Wing__Operation_Meteor
50,Mahoutsukai Tai!,https://myanimelist.net/anime/629/Mahoutsukai_Tai
51,Aozora Shoujo-tai,https://myanimelist.net/anime/1233/Aozora_Shoujo-tai
52,Sanctuary,https://myanimelist.net/anime/2698/Sanctuary
53,Toushinden,https://myanimelist.net/anime/2462/Toushinden
54,Tattoon Master,https://myanimelist.net/anime/2102/Tattoon_Master
55,Ojousama Sousamou,https://myanimelist.net/anime/2057/Ojousama_Sousamou
56,Parade Parade,https://myanimelist.net/anime/1390/Parade_Parade
57,Mutant Turtles: Choujin Densetsu-hen,https://myanimelist.net/anime/1059/Mutant_Turtles__Choujin_Densetsu-hen
58,Landlock,https://myanimelist.net/anime/2078/Landlock
59,Blue Seed 1.5,https://myanimelist.net/anime/3952/Blue_Seed_15
60,Inma Daitoshi: Beast City,https://myanimelist.net/anime/1595/Inma_Daitoshi__Beast_City
61,Idol Fight Suchie-Pai 2,https://myanimelist.net/anime/3816/Idol_Fight_Suchie-Pai_2
62,Ningyou Tsukai,https://myanimelist.net/anime/4774/Ningyou_Tsukai
63,Soap no Moko-chan,https://myanimelist.net/anime/4490/Soap_no_Moko-chan
64,Bounty Hunter: The Hard,https://myanimelist.net/anime/4522/Bounty_Hunter__The_Hard
65,Sei Shoujo Sentai Lakers EX,https://myanimelist.net/anime/3890/Sei_Shoujo_Sentai_Lakers_EX
66,Harenchi Koumon Manyuuki,https://myanimelist.net/anime/5566/Harenchi_Koumon_Manyuuki
67,Haou Taikei Ryuu Knight: Adeu Legend Final,https://myanimelist.net/anime/1851/Haou_Taikei_Ryuu_Knight__Adeu_Legend_Final
68,Future GPX Cyber Formula: Early Days Renewal,https://myanimelist.net/anime/1396/Future_GPX_Cyber_Formula__Early_Days_Renewal
69,Toppuku Kyousou Kyoku,https://myanimelist.net/anime/23769/Toppuku_Kyousou_Kyoku
70,Hamuko Mairu!,https://myanimelist.net/anime/19463/Hamuko_Mairu
