,Total_Team_Projects,Total_Colab_Projects,Total_False_Positives,Avg_Team_Projects,Avg_Colab_Projects,Avg_False_Positives,Avg_Score,Min_Projects,Min_Acceptance,Min_Team,Is_Train
0,34302,26637,7665,57.65042016806723,44.76806722689076,12.882352941176471,0.7781126492727382,-50,20,3,True
1,5861,3763,2098,9.850420168067227,6.324369747899159,3.526050420168067,0.6407654886596995,-50,20,3,False
2,34302,26637,7665,57.65042016806723,44.76806722689076,12.882352941176471,0.7781126492727382,-50,30,3,True
3,5861,3763,2098,9.850420168067227,6.324369747899159,3.526050420168067,0.6407654886596995,-50,30,3,False
4,34302,26637,7665,57.65042016806723,44.76806722689076,12.882352941176471,0.7781126492727382,-50,40,3,True
5,5861,3763,2098,9.850420168067227,6.324369747899159,3.526050420168067,0.6407654886596995,-50,40,3,False
6,34302,26637,7665,57.65042016806723,44.76806722689076,12.882352941176471,0.7781126492727382,-50,50,3,True
7,5861,3763,2098,9.850420168067227,6.324369747899159,3.526050420168067,0.6407654886596995,-50,50,3,False
8,34302,26637,7665,57.65042016806723,44.76806722689076,12.882352941176471,0.7781126492727382,-50,60,3,True
9,5861,3763,2098,9.850420168067227,6.324369747899159,3.526050420168067,0.6407654886596995,-50,60,3,False
10,34302,26637,7665,57.65042016806723,44.76806722689076,12.882352941176471,0.7781126492727382,-50,70,3,True
11,5861,3763,2098,9.850420168067227,6.324369747899159,3.526050420168067,0.6407654886596995,-50,70,3,False
12,34302,26637,7665,57.65042016806723,44.76806722689076,12.882352941176471,0.7781126492727382,-45,20,3,True
13,5861,3763,2098,9.850420168067227,6.324369747899159,3.526050420168067,0.6407654886596995,-45,20,3,False
14,34302,26637,7665,57.65042016806723,44.76806722689076,12.882352941176471,0.7781126492727382,-45,30,3,True
15,5861,3763,2098,9.850420168067227,6.324369747899159,3.526050420168067,0.6407654886596995,-45,30,3,False
16,34302,26637,7665,57.65042016806723,44.76806722689076,12.882352941176471,0.7781126492727382,-45,40,3,True
17,5861,3763,2098,9.850420168067227,6.324369747899159,3.526050420168067,0.6407654886596995,-45,40,3,False
18,34302,26637,7665,57.65042016806723,44.76806722689076,12.882352941176471,0.7781126492727382,-45,50,3,True
19,5861,3763,2098,9.850420168067227,6.324369747899159,3.526050420168067,0.6407654886596995,-45,50,3,False
