,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Theme,Genre,Demographics
50,,아빠 어릴 적엔,,,,,['TV'],26,Finished Airing,"Jan 12, 2016 to Jul 26, 2016",['Winter 2016'],Unknown,"None found,","None found,","None found,",Unknown,,,['Kids'],22 min. per ep.,PG - Children,[],#19246,#22325,161,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Appa eolil Jeog-en,,,
51,Seer Sixth Season,赛尔号第6季：苍穹烈火,,,,,['TV'],30,Finished Airing,"Jan 1, 2016 to Apr 9, 2016",['Winter 2016'],Unknown,"None found,","None found,","None found,",Game,,,['Kids'],15 min. per ep.,PG - Children,[],#19030,#22379,160,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Sai Er Hao Season 5: Lie Tian Kun Shou', 'Sequel (TV) Sai Er Hao Season 7: Yuzhou Zhi Yan']",Sai Er Hao Season 6: Cangqiong Liehuo,,,
52,,생일왕국의 프린세스 프링,Princess Pring in the Birthday Kingdom,,,,['TV'],26,Finished Airing,"Dec 19, 2015 to Jul 16, 2016",['Winter 2016'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],13 min. per ep.,PG - Children,[],#19012,#23604,120,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Saeng-il-wang-gug-ui Princess Pring,['Anthropomorphic'],['Fantasy'],
53,,헬로카봇 스페셜 시즌3,,,,,['TV'],26,Finished Airing,"Dec 19, 2015 to Jul 9, 2016",['Winter 2016'],Unknown,"None found,","None found,","None found,",Original,,"['Mecha', 'Racing']",['Kids'],12 min. per ep.,PG - Children,[],#21136,#23694,118,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Hello Carbot Season 2', 'Sequel (TV) Hello Carbot Season 4']",Hello Carbot Season 3,,['Action'],
54,,파파독,,,,,['TV'],13,Finished Airing,"Feb 12, 2016 to May 12, 2016",['Winter 2016'],Unknown,"None found,","None found,","None found,",Original,"['Comedy', 'Fantasy']",,['Kids'],24 min. per ep.,G - All Ages,[],#18501,#25413,89,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Papa Dog Season 2', '']",Papa Dog,,,
55,Naruto Hurricane Chronicles,-ナルト- 疾風伝,Naruto Shippuden,Naruto Shippuden,Naruto Shippuden,Naruto Shippuden,['TV'],500,Finished Airing,"Feb 15, 2007 to Mar 23, 2017",['Winter 2007'],Thursdays at 19:30 (JST),"['TV Tokyo', 'Aniplex', 'KSS', 'Rakuonsha', 'TV Tokyo Music', 'Shueisha']",['VIZ Media'],['Pierrot'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,8.28,#303,#16,"2,596,462","115,576",1727657,"It has been two and a half years since Naruto Uzumaki left Konohagakure, the Hidden Leaf Village, for intense training following events which fueled his desire to be stronger. Now Akatsuki, the mysterious organization of elite rogue ninja, is closing in on their grand plan which may threaten the safety of the entire shinobi world. Although Naruto is older and sinister events loom on the horizon, he has changed little in personality—still rambunctious and childish—though he is now far more confident and possesses an even greater determination to protect his friends and home. Come whatever may, Naruto will carry on with the fight for what is important to him, even at the expense of his own body, in the continuation of the saga about the boy who wishes to become Hokage. [Written by MAL Rewrite]","['Prequel (TV) Naruto', 'Sequel (Movie) Boruto: Naruto the Movie', 'Sequel (TV) Boruto: Naruto Next Generations', 'Adaptation (Manga) Naruto']",Naruto: Shippuuden,['Martial Arts'],,
56,OP,ONE PIECE,One Piece,,,,['TV'],Unknown,Currently Airing,"Oct 20, 1999 to ?",['Fall 1999'],Sundays at 09:30 (JST),"['Fuji TV', 'TAP', 'Shueisha']","['Funimation', '4Kids Entertainment']",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],24 min.,PG-13 - Teens 13 or older,8.73,#51,#17,"2,494,675","234,529",1418477,"Barely surviving in a barrel after passing through a terrible whirlpool at sea, carefree Monkey D. Luffy ends up aboard a ship under attack by fearsome pirates. Despite being a naive-looking teenager, he is not to be underestimated. Unmatched in battle, Luffy is a pirate himself who resolutely pursues the coveted One Piece treasure and the King of the Pirates title that comes with it. The late King of the Pirates, Gol D. Roger, stirred up the world before his death by disclosing the whereabouts of his hoard of riches and daring everyone to obtain it. Ever since then, countless powerful pirates have sailed dangerous seas for the prized One Piece only to never return. Although Luffy lacks a crew and a proper ship, he is endowed with a superhuman ability and an unbreakable spirit that make him not only a formidable adversary but also an inspiration to many. As he faces numerous challenges with a big smile on his face, Luffy gathers one-of-a-kind companions to join him in his ambitious endeavor, together embracing perils and wonders on their once-in-a-lifetime adventure. [Written by MAL Rewrite]","['Adaptation (Manga) One Piece', 'Adaptation (Light Novel) One Piece: Loguetown-hen']",One Piece,,,
57,Haikyuu!! Second Season,ハイキュー!! セカンドシーズン,Haikyu!! 2nd Season,Haikyu!! Staffel 2,Haikyu!! Los Ases del Vóley Temporada 2,Haikyu!! Saison 2,['TV'],25,Finished Airing,"Oct 4, 2015 to Mar 27, 2016",['Fall 2015'],Sundays at 02:58 (JST),"['Dentsu', 'Mainichi Broadcasting System', 'Movic', 'Sony Music Entertainment', 'TOHO animation', 'Shueisha']",['Sentai Filmworks'],['Production I.G'],['Manga'],,"['School', 'Team Sports']",['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,8.62,#91,#88,"1,491,829","15,897",982116,"Following their participation at the Inter-High, the Karasuno High School volleyball team attempts to refocus their efforts, aiming to conquer the Spring tournament instead. When they receive an invitation from long-standing rival Nekoma High, Karasuno agrees to take part in a large training camp alongside many notable volleyball teams in Tokyo and even some national level players. By playing with some of the toughest teams in Japan, they hope not only to sharpen their skills, but also come up with new attacks that would strengthen them. Moreover, Hinata and Kageyama attempt to devise a more powerful weapon, one that could possibly break the sturdiest of blocks. Facing what may be their last chance at victory before the senior players graduate, the members of Karasuno's volleyball team must learn to settle their differences and train harder than ever if they hope to overcome formidable opponents old and new—including their archrival Aoba Jousai and its world-class setter Tooru Oikawa. [Written by MAL Rewrite]","['Prequel (TV) Haikyuu!!', 'Sequel (TV) Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou', 'Adaptation (Manga) Haikyuu!!', '']",Haikyuu!! Second Season,,['Sports'],
58,Fairy Tail Season 2,FAIRY TAIL（フェアリーテイル）,Fairy Tail Series 2,Fairy Tail Zweite Staffel,Fairy Tail Temporada 2,Fairy Tail Deuxième Saison,['TV'],102,Finished Airing,"Apr 5, 2014 to Mar 26, 2016",['Spring 2014'],Saturdays at 10:30 (JST),"['TV Tokyo', 'Dentsu']",['Funimation'],"['A-1 Pictures', 'Bridge']",['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.65,#1416,#161,"1,035,515","12,468",578163,"The Grand Magic Games reaches its climax following Natsu Dragneel and Gajeel Redfox's stunning victory over Sting Eucliffe and Rogue Cheney of the Sabertooth guild. This success pushes the Fairy Tail guild closer to being crowned the overall champions, but obtaining victory is not the only challenge they face. A mystery still surrounds a hooded stranger and the ominous Eclipse Gate, leaving more questions than answers. More crazy adventures are on the horizon for Fairy Tail as their destructive antics and joyful rowdiness continue unabated. Their greatest trial is quickly approaching, but united as a family, the guild will always be ready to face any threat that comes their way. [Written by MAL Rewrite]","['Prequel (TV) Fairy Tail', 'Sequel (TV) Fairy Tail: Final Series', 'Adaptation (Manga) Fairy Tail', 'Adaptation (Manga) Fairy Tail Zerø']",Fairy Tail (2014),,,
59,"Dragon Ball Chou, DB Super, DBS",ドラゴンボール超（スーパー）,Dragon Ball Super,,,,['TV'],131,Finished Airing,"Jul 5, 2015 to Mar 25, 2018",['Summer 2015'],Sundays at 09:00 (JST),"['Yomiko Advertising', 'Fuji TV']",['Funimation'],['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Comedy', 'Fantasy']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.46,#2106,#218,"868,872","10,978",559123,"Seven years after the defeat of Majin Buu, Earth is at peace, and its people live free from any dangers lurking in the universe. However, this peace is short-lived; a sleeping threat awakens in the dark reaches of the galaxy: Beerus, the ruthless God of Destruction. Disturbed by a prophecy that he will be defeated by a ""Super Saiyan God,"" Beerus and his angelic attendant Whis search the universe for this mysterious being. Before long, they reach Earth and encounter Gokuu Son, one of the planet's mightiest warriors, and his powerful friends. [Written by MAL Rewrite]","['Sequel (Movie) Dragon Ball Super: Broly', 'Adaptation (Manga) Dragon Ball Super']",Dragon Ball Super,['Martial Arts'],,
60,Gintama' (2015),銀魂°,Gintama Season 4,Gintama Season 4,Gintama Temporada 4,Gintama Saison 4,['TV'],51,Finished Airing,"Apr 8, 2015 to Mar 30, 2016",['Spring 2015'],Wednesdays at 18:00 (JST),"['TV Tokyo', 'Aniplex', 'Dentsu']","['Funimation', 'Crunchyroll']",['Bandai Namco Pictures'],['Manga'],"['Action', 'Comedy', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,9.05,#6,#344,"657,014","17,039",260569,"Gintoki, Shinpachi, and Kagura return as the fun-loving but broke members of the Yorozuya team! Living in an alternate-reality Edo, where swords are prohibited and alien overlords have conquered Japan, they try to thrive on doing whatever work they can get their hands on. However, Shinpachi and Kagura still haven't been paid... Does Gin-chan really spend all that cash playing pachinko? Meanwhile, when Gintoki drunkenly staggers home one night, an alien spaceship crashes nearby. A fatally injured crew member emerges from the ship and gives Gintoki a strange, clock-shaped device, warning him that it is incredibly powerful and must be safeguarded. Mistaking it for his alarm clock, Gintoki proceeds to smash the device the next morning and suddenly discovers that the world outside his apartment has come to a standstill. With Kagura and Shinpachi at his side, he sets off to get the device fixed; though, as usual, nothing is ever that simple for the Yorozuya team. Filled with tongue-in-cheek humor and moments of heartfelt emotion, Gintama's fourth season finds Gintoki and his friends facing both their most hilarious misadventures and most dangerous crises yet. [Written by MAL Rewrite]","[""Prequel (TV) Gintama': Enchousen"", 'Sequel (TV) Gintama.', 'Adaptation (Manga) Gintama', '']",Gintama°,,,
61,,GOD EATER,God Eater,,,,['TV'],13,Finished Airing,"Jul 12, 2015 to Mar 26, 2016",['Summer 2015'],Sundays at 22:30 (JST),"['Bandai Visual', 'Lantis', 'Anime Consortium Japan']",['Aniplex of America'],['ufotable'],Game,"['Action', 'Fantasy', 'Sci-Fi']",,,23 min. per ep.,R - 17+ (violence & profanity),7.18,#3500,#424,"560,071","1,951",260814,"The year is 2071. Humanity has been pushed to the brink of extinction following the emergence of man-eating monsters called ""Aragami"" that boast an immunity to conventional weaponry. They ravaged the land, consuming almost everything in their path and leaving nothing in their wake. To combat them, an organization named Fenrir was formed as a last-ditch effort to save humanity through the use of ""God Eaters""—special humans infused with Oracle cells, allowing them to wield the God Arc, the only known weapon capable of killing an Aragami. One such God Eater is Lenka Utsugi, a New-Type whose God Arc takes the form of both blade and gun. Now, as one of Fenrir's greatest weapons, Lenka must master his God Arc if he is to fulfill his desire of wiping out the Aragami once and for all. The monsters continue to be born en masse while the remnants of humanity struggle to survive the night. Only God Eaters stand between the Aragami and complete and total annihilation of the human race. [Written by MAL Rewrite]","['Prequel (Special) God Eater Prologue', '']",God Eater,['Military'],,
62,,ワールドトリガー,World Trigger,,,,['TV'],73,Finished Airing,"Oct 5, 2014 to Apr 3, 2016",['Fall 2014'],Sundays at 06:30 (JST),['TV Asahi'],['Sentai Filmworks'],['Toei Animation'],['Manga'],"['Action', 'Sci-Fi']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.58,#1642,#547,"445,110","2,987",153386,"When a gate to another world suddenly opens on Earth, Mikado City is invaded by strange creatures known as ""Neighbors,"" malicious beings impervious to traditional weaponry. In response to their arrival, an organization called the Border Defense Agency has been established to combat the Neighbor menace through special weapons called ""Triggers."" Even though several years have passed after the gate first opened, Neighbors are still a threat and members of Border remain on guard to ensure the safety of the planet. Despite this delicate situation, members-in-training, such as Osamu Mikumo, are not permitted to use their Triggers outside of headquarters. But when the mysterious new student in his class is dragged into a forbidden area by bullies, they are attacked by Neighbors, and Osamu has no choice but to do what he believes is right. Much to his surprise, however, the transfer student Yuuma Kuga makes short work of the aliens, revealing that he is a humanoid Neighbor in disguise. [Written by MAL Rewrite]","['Sequel (TV) World Trigger 2nd Season', 'Adaptation (Manga) World Trigger']",World Trigger,,,
63,Detective Conan,名探偵コナン,Case Closed,Case Closed,,,['TV'],Unknown,Currently Airing,"Jan 8, 1996 to ?",['Winter 1996'],Saturdays at 18:00 (JST),"['Yomiuri Telecasting', 'Shogakukan', 'Audio Planning U', 'Tokyo Movie', 'Polydor Records']","['Funimation', 'Crunchyroll']",['TMS Entertainment'],['Manga'],"['Adventure', 'Comedy', 'Mystery']",,['Shounen'],24 min.,PG-13 - Teens 13 or older,8.17,#433,#704,"360,654","15,327",164263,"Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child. Perfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa. Shinichi, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday. [Written by MAL Rewrite]","['Adaptation (Manga) Meitantei Conan', '']",Meitantei Conan,['Detective'],,
64,G-Tekketsu,機動戦士ガンダム 鉄血のオルフェンズ,Mobile Suit Gundam: Iron-Blooded Orphans,,Mobile Suit Gundam Iron Blooded Orphans,,['TV'],25,Finished Airing,"Oct 4, 2015 to Mar 27, 2016",['Fall 2015'],Sundays at 17:00 (JST),"['Sotsu', 'Asatsu DK', 'Mainichi Broadcasting System']",['Funimation'],['Sunrise'],Original,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Space']",,24 min. per ep.,R - 17+ (violence & profanity),8.06,#585,#1016,"256,756","3,470",129053,"Over three hundred years have passed since the Calamity War, the great conflict between Earth and its outer space colonies. Now Earth is ruled over by four economic blocs, and the military organization Gjallarhorn is responsible for keeping the peace. Mars, on the other hand, depends heavily on Earth's economy. Horrified by the appalling living conditions that Mars' inhabitants have to bear, Kudelia Aina Bernstein, a young aristocrat from the Chryse Autonomous Region, gets involved in the Red Planet's independence movement. She hires the services of a local company, Chryse Guard Security (CGS), to escort her on the journey to Earth to negotiate economic conditions with the earthly bloc that controls the region. The Third Army Division—consisting of Mikazuki Augus, Orga Itsuka, and many other child soldiers—are chosen to protect her. When Gjallarhorn attacks the CGS facilities to assassinate the young revolutionary threatening their interests, Orga and his comrades must not let the attackers accomplish their goal—in fact, Gjallarhorn's actions might turn out to be the unintentional catalyst that leads the children to be the forgers of their own destiny. [Written by MAL Rewrite]","['Sequel (TV) Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season', 'Sequel (ONA) Kidou Senshi Gundam: Tekketsu no Orphans - Urdr Hunt', 'Adaptation (Manga) Kidou Senshi Gundam: Tekketsu no Orphans', '']",Kidou Senshi Gundam: Tekketsu no Orphans,,,
65,,おそ松さん,Mr. Osomatsu,Mr. Osomatsu,Mr.Osomatsu,Mr. Osomatsu,['TV'],25,Finished Airing,"Oct 6, 2015 to Mar 29, 2016",['Fall 2015'],Tuesdays at 01:35 (JST),"['TV Tokyo', 'Dentsu', 'Rakuonsha', 'Avex Pictures', 'Daiichi Shokai', 'Fujio Production']",['VIZ Media'],['Pierrot'],Original,,"['Gag Humor', 'Parody']",,23 min. per ep.,R - 17+ (violence & profanity),7.93,#768,#1425,"176,423","3,577",68327,"The majority of the Matsuno household is comprised of six identical siblings: self-centered leader Osomatsu, manly Karamatsu, voice of reason Choromatsu, cynical Ichimatsu, hyperactive Juushimatsu, and lovable Todomatsu. Despite each one of them being over the age of 20, they are incredibly lazy and have absolutely no motivation to get a job, choosing to live as NEETs instead. In the rare occurrence that they try to look for employment and are somehow able to land an interview, their unique personalities generally lead to their swift rejection. From trying to pick up girlfriends to finding the perfect job, the daily activities of the Matsuno brothers are never dull as they go on all sorts of crazy, and often downright bizarre, adventures. Though they desperately search for a way to improve their social standing, it won't be possible if they can't survive the various challenges that come with being sextuplets! [Written by MAL Rewrite]","['Prequel (TV) Osomatsu-kun (1988)', 'Sequel (TV) Osomatsu-san 2nd Season', 'Adaptation (Manga) Osomatsu-san', '']",Osomatsu-san,,['Comedy'],
66,,ヘヴィーオブジェクト,Heavy Object,,,,['TV'],24,Finished Airing,"Oct 3, 2015 to Mar 26, 2016",['Fall 2015'],Saturdays at 00:30 (JST),"['Movic', 'Magic Capsule', 'Warner Bros. Japan', 'KlockWorx', 'ASCII Media Works', 'Showgate', 'GREE']",['Funimation'],"['J.C.Staff', 'SANZIGEN']",['Light novel'],"['Action', 'Sci-Fi']","['Mecha', 'Military']",,23 min. per ep.,PG-13 - Teens 13 or older,7.24,#3171,#1582,"158,560",457,61934,"In the distant future, the nature of war has changed. ""Objects""—massive, spherical tanks impermeable to standard weaponry and armed with destructive firepower—rule the battlefield; their very deployment ensures victory, rendering traditional armies useless. However, this new method of warfare is about to be turned on its head. Qwenthur Barbotage, a student studying Object Design, and Havia Winchell, a radar analyst of noble birth, serve in the Legitimate Kingdom's 37th Mobile Maintenance Battalion, tasked with supporting the Baby Magnum, one of the nation's Objects. Unfortunately, a battle gone awry places the duo in a precarious situation: mere infantry stand face-to-face against the unfathomable might of an enemy Object. As they scramble to save themselves and their fellow soldiers, a glimmer of hope shines through, and the world's perception of Objects is changed forever. Heavy Object follows these two soldiers alongside Milinda Brantini, the Baby Magnum's pilot, and their commanding officer Frolaytia Capistrano as the unit treks all over the globe to fight battle after battle. Facing one impossible situation after another, they must summon all their wit and courage to overcome the insurmountable foes that are Objects. [Written by MAL Rewrite]","['Adaptation (Manga) Heavy Object', 'Adaptation (Manga) Heavy Object S', 'Adaptation (Manga) Heavy Object A', 'Adaptation (Light Novel) Heavy Object']",Heavy Object,,,
67,"Pocket Monsters XY&Z, Pokémon XY&Z",ポケットモンスターXY&Z,Pokémon the Series: XYZ,Pokémon XYZ,Pokémon Temporada XYZ,Pokémon XYZ,['TV'],47,Finished Airing,"Oct 29, 2015 to Oct 27, 2016",['Fall 2015'],Thursdays at 18:55 (JST),"None found,",['The Pokemon Company International'],['OLM'],Game,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,['Kids'],23 min. per ep.,PG - Children,7.78,#1087,#1623,"152,944","1,178",97379,"The journey of Satoshi and his friends through the Kalos region continues! After Satoshi obtains his seventh gym badge, the group is moving toward the next town when Eureka discovers a mysterious Pokémon resting in her pochette. Soon given the name Puni-chan, it is one that even Satoshi and Serena's new Pokémon Zukan cannot identify. However, it quickly becomes apparent that Puni-chan is the target of a mysterious group clad in bright red suits known as Team Flare, aiming to capture the new Pokémon to further their agenda. But when Satoshi and the gang realize that the enigmatic organization has no intention of treating Puni-chan with any decency, they take a stand in opposition to Team Flare's plans, daring to fight back. With Gojika's predictions looming above them, Satoshi aims for his final gym badge while Serena contests for her last Princess Key in order to be able to compete at the TriPokalon Master Class. But as Team Flare begins to move in search of the mysterious Z, the stories of Pokemon XY and Pokemon XY: Mega Evolution cross paths as Satoshi and his friends, along with Team Rocket, get caught up in a scheme that could put Kalos in great danger. [Written by MAL Rewrite]","['Prequel (TV) Pokemon XY', 'Sequel (TV) Pokemon Sun & Moon']",Pokemon XY&Z,,,
68,"Daiya no Ace: Second Season, Ace of the Diamond: 2nd Season",ダイヤのA[エース]～Second Season～,Ace of Diamond: Second Season,Ace of the Diamond: Zweite Staffel,Ace of the Diamond Temporada 2,Ace of the Diamond: Deuxième saison,['TV'],51,Finished Airing,"Apr 6, 2015 to Mar 28, 2016",['Spring 2015'],Mondays at 18:00 (JST),"['TV Tokyo', 'Sotsu', 'Pony Canyon', 'Kodansha', 'AT-X']","None found,","['Production I.G', 'Madhouse']",['Manga'],,"['School', 'Team Sports']",['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,8.30,#279,#1703,"143,154","1,097",79503,"After the National Tournament, the Seidou High baseball team moves forward with uncertainty as the Fall season quickly approaches. In an attempt to build a stronger team centered around their new captain, fresh faces join the starting roster for the very first time. Previous losses weigh heavily on the minds of the veteran players as they continue their rigorous training, preparing for what will inevitably be their toughest season yet. Rivals both new and old stand in their path as Seidou once again climbs their way toward the top, one game at a time. Needed now more than ever before, Furuya and Eijun must be determined to pitch with all their skill and strength in order to lead their team to victory. And this time, one of these young pitchers may finally claim that coveted title: ""The Ace of Seidou."" [Written by MAL Rewrite]","['Prequel (TV) Diamond no Ace', 'Sequel (TV) Diamond no Ace: Act II', 'Adaptation (Manga) Diamond no Ace', '']",Diamond no Ace: Second Season,,['Sports'],
69,Utawarerumono: The False Mask,うたわれるもの 偽りの仮面,Utawarerumono: The False Faces,Utawarerumono: The False Faces,Utawarerumono: The False Faces,Utawarerumono: The False Faces,['TV'],25,Finished Airing,"Oct 4, 2015 to Mar 27, 2016",['Fall 2015'],Sundays at 01:00 (JST),"['KlockWorx', 'Toranoana', 'AQUAPLUS', 'ensky', 'King Records']",['Sentai Filmworks'],['White Fox'],Visual novel,"['Action', 'Drama', 'Fantasy']",,,23 min. per ep.,PG-13 - Teens 13 or older,7.26,#3067,#2014,"115,345",415,46469,"Waking up cold and alone in the woods, a nameless man is surrounded by unfamiliar scenes. Without any memories, he is utterly lost until he stumbles upon Kuon—a young girl with animal ears and a tail. She saves him, leading him back to her town while protecting them both from ""boro-gigiri""—giant centipede-like creatures—and a mysterious red slime. After they arrive, she names him Haku after a prominent historical figure from the area. He quickly realizes he is one of a kind—the only one without animal ears and a tail. The two journey to the capital of Yamato, the country in which Kuon lives, meeting more people and making new friends, all the while unknowingly delving deeper into the politics and inner conflicts of Yamato... Utawarerumono: Itsuwari no Kamen follows Haku as he slowly uncovers the secrets of this alien world. He works to solve the mysteries surrounding the red slimes, as well as to stop war from erupting among the nearby countries. [Written by MAL Rewrite]","['Prequel (TV) Utawarerumono', 'Prequel (OVA) Utawarerumono: Tusukuru-koujo no Karei Naru Hibi', 'Sequel (TV) Utawarerumono: Futari no Hakuoro', 'Adaptation (Manga) Utawarerumono: Itsuwari no Kamen']",Utawarerumono: Itsuwari no Kamen,,,
70,,クレヨンしんちゃん,Shin Chan,Shin Chan,Shin Chan,,['TV'],Unknown,Currently Airing,"Apr 13, 1992 to ?",['Spring 1992'],Fridays at 19:30 (JST),['TV Asahi'],['Funimation'],['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",,['Seinen'],21 min.,G - All Ages,7.80,#1028,#2400,"88,019","1,330",42173,"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon. Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with. [Written by MAL Rewrite]","['Adaptation (Manga) Crayon Shin-chan', '']",Crayon Shin-chan,['School'],,
71,"Lupin III: Part IV, Lupin III: L'avventura italiana, Lupin Sansei (2015), Lupin III (2015)",ルパン三世,Lupin the Third Part 4,Lupin The 3rd Part 4,Lupin III: Parte 4,Lupin The 3rd Part 4,['TV'],24,Finished Airing,"Oct 2, 2015 to Mar 18, 2016",['Fall 2015'],Fridays at 01:29 (JST),"['TMS Entertainment', 'TMS Music']",['Discotek Media'],['Telecom Animation Film'],['Manga'],"['Action', 'Adventure', 'Comedy', 'Mystery']",,['Seinen'],22 min. per ep.,PG-13 - Teens 13 or older,7.89,#845,#2674,"74,085",464,23760,"Lupin is the main character in this series which takes place in Italy and San Marino. Reflecting its setting, the anime debuted in Italy before it aired in Japan. Lupin III fans will note that the titular thief now dons a blue coat, following his earlier appearances in green (first series and some OVAs), red (the second series as well as most films and television specials) and pink (third series). (Source: Crunchyroll)","['Prequel (TV) Lupin III: Part III', 'Sequel (TV) Lupin III: Part 5', 'Adaptation (Manga) Lupin III (2015)', '']",Lupin III (2015),['Adult Cast'],,
72,"Yugioh, Yuu Gi Ou! Arc-V, Yu-Gi-Oh! Arc Five, Yu-Gi-Oh! Arc-V",遊☆戯☆王　アーク・ファイブ ARC-V,Yu-Gi-Oh! Arc-V,Yu-Gi-Oh! Arc-V,Yu-Gi-Oh! Arc-V,Yu-Gi-Oh! Arc-V,['TV'],148,Finished Airing,"Apr 6, 2014 to Mar 26, 2017",['Spring 2014'],Sundays at 17:30 (JST),"['TV Tokyo', 'Nihon Ad Systems', 'Marvelous AQL', 'Konami Cross Media NY']","None found,",['Gallop'],['Manga'],"['Action', 'Fantasy']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,6.72,#5804,#2813,"68,026",502,35675,"Action Duels, which allow duelists to soar and swing alongside their Duel Monsters, are taking the world by storm. Due to an evolutionary breakthrough, the ""Solid Vision"" system is now able to provide Duel Monsters with mass. Yuuya Sakaki is Yuusho Sakaki's son, the latter being the founder of You Show Duel School in Miami City. Yuusho insists that duels are not a tool of war, but rather are to bring smiles to people and thus introduced the concept of Entertainment Dueling. However, at the height of his fame, Yuusho disappears and fails to attend his duel with Strong Ishijima, the Action Duel champion. Although scarred by this sudden leave, Yuuya vows to become an Entertainment Duelist like his father. Several years later, in the midst of a battle with Strong Ishijima, Yuuya's desperation to win brings forth a miracle. His pendant begins glowing, turning his cards into Pendulum Cards, which enables him to perform a Pendulum Summon—a summoning method unknown to the world and himself—gaining him fame overnight. As a result, Reiji Akaba, CEO of Leo Corporation and founder of the elite Leo Duel School, starts producing new Pendulum Cards to incorporate Pendulum Summoning into the system. Thus, the mysteries that surround Pendulum Summoning and Yuuya's father start to unravel, and Yuuya learns bit by bit what it takes to become an Entertainment Duelist. [Written by MAL Rewrite]","['Adaptation (One-shot) Yu☆Gi☆Oh! Arc-V', 'Adaptation (Manga) Yu☆Gi☆Oh! Arc-V']",Yu☆Gi☆Oh! Arc-V,['Strategy Game'],,
