,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genres,Theme,Demographics
158,,ルガーコード 1951,,,,,['ONA'],1,Finished Airing,"Oct 15, 2016",,,['Aniplex'],"None found,",['Studio Deen'],['Manga'],,,['Shounen'],25 min.,R - 17+ (violence & profanity),6.41,#7656,#4965,"21,728",30,8328,"The story follows a young genius university professor who is able to learn any language. He is asked to decipher a code used in wireless communication: the Luger Code, developed by werewolves, enemies to mankind. Startled to find that he cannot decipher the code and desperate to study it, the professor embarks on a journey to capture a living werewolf to aid him. (Source: LiveChart)","['Adaptation (Manga) Luger Code 1951', '']",Luger Code 1951,"['Action', 'Fantasy']",,
159,,클로저스 : SIDE BLACKLAMBS,Closers: Side Blacklambs,,,,['ONA'],6,Finished Airing,"Dec 23, 2016 to Jan 11, 2019",,,"None found,","None found,",['Studio Animal'],Game,['Fantasy'],,,16 min. per ep.,PG-13 - Teens 13 or older,6.15,#9084,#5187,"19,561",67,2049,"After the invading dimensional monsters were beaten back, Seoul was rebuilt. This is the story of Closers in New Seoul. Mysterious dimensional gates opened all over the planet and unleashed a worldwide invasion of dimensional monsters. No monsters and tactics had any effect on the waves of dimensional monsters pouring out of the dimensional gates. City after city was mercilessly destroyed. But the opening of the dimensional gates did not only cause damage and destruction. The psychokinetic power that it awoke also enabled a tiny minority of humans to gain extraordinary psychic powers. With these psychic warriors, governments around the world were able to turn the tide of the war with these monsters. After unspeakable losses, the people of earth at least succeeded in closing the gates. Since they had closed the gates, these psychics began to be called ""CLOSERS,"" and the invasion of the dimensional monsters was named the First Dimensional War. With the dimensional monsters vanquished, peace returned to the world, and the cities were rebuilt. Through dedicated research into the dimensional gates and psychokinetic power, humans learned that the gates open when there is a singularity in this mysterious power. However, their understanding of the gates was still incomplete. The CLOSERS who survived the First Dimensional War became part of an organization called UNION. Together, they researched the psychokinetic power in all over the world, working to prevent another dimensional war. And that's when the dimensional gates all over the world started shaking again - as ever stronger outbreed creatures renewed the attack on earth. (Source: Wikipedia)",[],Closers: Side Blacklambs,,['Strategy Game'],
160,"Huyao Xiao Hongniang: Yue Hong II, Little Foxspirit Matchmaker Season 4, Enmusubi no Youko-chan",狐妖小红娘 北山妖帝,Fox Spirit Matchmaker 4th Season,,,,['ONA'],8,Finished Airing,"Nov 18, 2016 to Jan 6, 2017",,,['Tencent Animation & Comics'],"None found,",['Haoliners Animation League'],['Manga'],,,,14 min. per ep.,PG-13 - Teens 13 or older,7.42,#2296,#7090,"8,908",6,3616,The 4th season of Huyao Xiao Hongniang.,"['Prequel (ONA) Huyao Xiao Hongniang: Yue Hong', 'Sequel (ONA) Huyao Xiao Hongniang: Qian Yan', 'Adaptation (Manhua) Xiangsishu Xia', '']",Huyao Xiao Hongniang: Beishan Yaodi,"['Comedy', 'Romance', 'Supernatural']",['Historical'],
161,,イナズマイレブン アウターコード,,,,,['ONA'],6,Finished Airing,"Nov 4, 2016 to Aug 19, 2017",,,"['OLM', 'Level-5']","None found,","None found,",Game,['Sports'],,,5 min. per ep.,G - All Ages,6.81,#5278,#7142,"8,732",8,3874,"A spin-off of the Inazuma Eleven soccer anime franchise. The first episode features the Fubuki brothers, and the second features the Ohisama En.",[],Inazuma Eleven: Outer Code,,['Team Sports'],
162,Bangable Girl,ヤれる子!電車エッチ,,,,,['ONA'],2,Finished Airing,"Oct 28, 2016 to Nov 18, 2016",,,"['Top Marshal', 'SELFISH']","None found,",['Office TakeOut'],Visual novel,['Hentai'],,,16 min. per ep.,Rx - Hentai,6.68,N/A,#7200,"8,583",50,3694,"It is rumored that girls are particularly vulnerable while riding trains. In such a situation, can one not help but indulge in their ultimate fantasy?",[],Yareruko! Densha Ecchi,,,
163,CMFU Academy: King of Billiards,CMFU学院：王子碰碰球,,,,,['ONA'],24,Finished Airing,"Nov 3, 2016 to Apr 6, 2017",,,"['Tencent Penguin Pictures', 'China Literature Limited']","None found,",['Foch Film'],Novel,,,,11 min. per ep.,PG-13 - Teens 13 or older,6.11,#9325,#8301,"6,016",19,882,"Qin Xiaolu is a problematic girl. Her parents divorced. She was raised by her grandmother. She went to work at a young ageand later she started playing billiards. Now she is playing gambling and kidnapping becoming a superb female gangster. One day, Qin Xiaolu touching the porcelain, escapes from gangsters and it the end she blackmail a BMW owner. She didn't expect that the owner to be the prince of the CMFU Academy. (Source: baidu)",[],CMFU Xueyuan: Wangzi Peng Peng Qiu,"['Romance', 'Sports']",['School'],
164,,政宗ダテニクル,,,,,['ONA'],6,Finished Airing,"May 2, 2016 to Mar 30, 2018",,,['JTB Entertainment'],"None found,","['Gainax', 'Gaina']",Original,['Action'],"['Historical', 'Samurai', 'Super Power']",,14 min. per ep.,PG-13 - Teens 13 or older,5.67,#11529,#9482,"4,165",4,488,"The coming-of-age battle story will center on the famous 17th-century Japanese warlord Date Masamune when he was young. The Date clan took its name from the Date region of the former Mutsu province, which comprises part of the modern-day city of Date. The anime will be the first in the city's ""Kirari na Wonder Project"" (Twinkling Wonder Project), which aims to highlight tourist attractions and the appeal of the region. Gainax's newly founded Fukushima studio will work on the anime, and will complete it at the end of March. The anime will have a private screening in April and will also screen in anime events and be posted online. (Source: ANN)",[],Masamune Datenicle,,,
165,Girlfriend (Onpu),ガールフレンド(♪),Girl Friend Note,,,,['ONA'],3,Finished Airing,"Oct 22, 2016 to Nov 5, 2016",,,"None found,","None found,",['Encourage Films'],Game,,"['Music', 'School']",,11 min. per ep.,G - All Ages,6.02,#9828,#9577,"4,040",0,800,"One day, after the ending of World Dance Battle Royale, it has been unexpectedly decided that the nonet will work together with ""Ootori"" members from Ootoriutain High School to create a drama. The drama is an original story based on Cinderella with an arrangement. It has been decided that Momoko Asahina will play Cinderella and Miyabi Kunishiro the prince. Also, an unexpected role has been decided for Kokomi Shiina. A drama between a slightly different nonet and Ootori members has begun. (Sourc: MAL News)",[],Girlfriend (Note),,,
166,,アカシックリコード,Akashic Re:cords,,,,['ONA'],1,Finished Airing,"Oct 18, 2016",,,"None found,","None found,","None found,",Game,['Fantasy'],,,1 min.,G - All Ages,6.46,#7340,#9875,"3,686",10,1141,"The animated opening for Square Enix and Kadokawa Game’s Akashic Re:cords RPG mobile game which launched for Android and iOS on November 10, 2016. The game had a short lived run and was terminated on August 31, 2017.",[],Akashic Re:cords,,['Strategy Game'],
167,,雾山五行,Fog Hill of Five Elements,,,,['ONA'],1,Finished Airing,"Dec 31, 2016",,,"None found,","None found,",['Samsara Animation Studio'],Original,,,,5 min.,PG-13 - Teens 13 or older,7.17,#3553,#9917,"3,643",12,749,"A legend tells that a long time ago, monsters could give the ability to certain elected officials to master the five elements. But for wha, you have to go through the dangerous foggy mountains. Follows the adventures of one of these elected officials. (Source: IMDB)",[],Wu Shan Wu Xing,"['Action', 'Fantasy']",,
168,An Encore and Continuance,パンドラの箱   - 新たな世界のはじまり——!? -,An Encore and Continuance: Pandora's Box  - A strange phenomenon is overtaking the world?! -,,,,['ONA'],1,Finished Airing,"Dec 31, 2016",,,['XFLAG'],"None found,","['Studio Hibari', 'Ultra Super Pictures']",Game,,,,8 min.,PG-13 - Teens 13 or older,6.28,#8385,#10229,"3,295",1,886,"After defeating the War Gods, Ren and his friends are living the dream. It seems like they've finally managed to regain their normal lives. However, a mysterious girl by the name of Pandora appears, bringing with her a box that must never be opened. An unfortunate incident results in the box opening (of course), setting the world up for some big changes... (Source: YouTube, edited)","['Prequel (ONA) Monster Strike', 'Sequel (ONA) Monster Strike: Katsubou no Hate no Risoukyou']",Monster Strike: Zoku Saishuu-banashi - Pandora no Hako,"['Action', 'Fantasy']",['Video Game'],
169,,[엘소드] 아인의 기억 애니메이션,,,,,['ONA'],1,Finished Airing,"Dec 12, 2016",,,"None found,","None found,",['DR Movie'],Game,,,,4 min.,PG-13 - Teens 13 or older,6.06,#9599,#10343,"3,172",2,956,"This was the Secret Video that was shown in Anime premiere event. It tells the story of, Ain, a secretive timekeeper during the events of Elsword: El-ui Yeoin's first episode. (Source: 2nafish)",[],Elsword: Ain-ui Gieog Animation,"['Action', 'Fantasy']",,
170,Monster Strike Winter Special,映画公開スペシャル「レイン・オブ・メモリーズ」,Monster Strike: Rain of Memories,,,,['ONA'],1,Finished Airing,"Dec 3, 2016",,,"None found,","None found,","['Ultra Super Pictures', 'Connect']",Game,,,,46 min.,PG-13 - Teens 13 or older,6.41,#7660,#10431,"3,103",1,851,"- They deserve better. Someone better than me... - The stage is set one year before Ren arrives in Kaminohara. Akira has moved to Kaminohara from Sendai, all for the sake of revenge. The wounds that his sister suffered in an MS battle fuel his vengeance. A lost Haruma is given directions by Akira, revealing a caring side to the usually cold and calculating teen. Haruma observes Akira's violent MS battles, and realizes that Akira fights while reading his enemies' attacks. Haruma proposes the idea of recruiting Akira to his teammates, Aoi and Minami. Surprised and naturally reluctant, Aoi and Minami decide to trust Haruma. For Haruma has resisted recruiting the fourth member of their team, saving the spot for the right person... (Source: AniDB)",[],Monster Strike: Rain of Memories,"['Action', 'Fantasy']",['Video Game'],
171,Dongguo Xiaojie: Karma,东郭小节,,,,,['ONA'],15,Finished Airing,"Dec 26, 2016 to Apr 10, 2017",,,['Tencent Animation & Comics'],"None found,",['Haoliners Animation League'],['Manga'],,"['Historical', 'Mythology']",,16 min. per ep.,PG-13 - Teens 13 or older,5.92,#10358,#10658,"2,908",7,647,"Dongguo Xiaojie, a young girl, has lived together with her mother ever since she was little. On the year she turned sixteen, her mother suddenly contracted a ""Grave Illness"". To save her mother, Dongguo Xiaojie set foot into the unknown on a dangerous journey. Accompanying her on this journey is her sworn elder brother Mo Zixuan and the mysterious youth, Life's Hardship. However, danger arises again and again as they are continuously attacked by people they meet on their journey. Just what conspiracy is hidden behind this journey? (Source: You Tube)",[],Dongguo Xiaojie,"['Adventure', 'Supernatural']",,
172,"Cinderella Girls Gekijou: 5th Anniversary Short, The iDOLM@STER Cinderella Girls Cinderella Girls Gekijou: 5 Shuunen Kinen Short Anime, Cinderella Girls Gekijou: Go Shuunen Kinen Short Anime",シンデレラガールズ劇場 5周年記念ショートアニメ,,,,,['ONA'],1,Finished Airing,"Nov 28, 2016",,,"None found,","None found,",['Gathering'],Game,['Comedy'],,,3 min.,PG-13 - Teens 13 or older,5.96,#10099,#11603,"2,193",0,646,This short commemorates the 5th anniversary of The iDOLM@STER Cinderella Girls game featuring the cast as they will be shown in the Cinderella Girls Gekijou anime coming out in 2017. The girls contemplate half a decade passing and worry about aging and their progress as idols.,[],Cinderella Girls Gekijou: 5-shuunen Kinen Short Anime,,,
173,,KINGSGLAIVE FFXV ファン感謝特別ムービー,,,,,['ONA'],1,Finished Airing,"Dec 31, 2016",,,['Square Enix'],"None found,","None found,",Game,['Action'],,,1 min.,G - All Ages,5.85,#10682,#11735,"2,104",1,889,"A fan appreciation special movie release on Square Enix's official youtube channel which indicated that Jan 1, 2017 will be the start of a collaboration with Final Fantasy: Brave Exvius, a mobile mmorpg launched in Japan over a year prior. We see the popular cartoon character Malboro-kun as he hilariously runs away from a monster, when Yama-chan appears and makes short work of the tentacled threat. Yama-chan is the owner of a bar in the immigrant district in Insomnia, where the Kingsglaive members often go to dine, as we can see in a scene of the film itself. He's known for his dish Malbo Smul, and this time around we get to see how he procures his meat. Incidentally, Yama-chan's fighting style definitely looks like that of a Glaive, so apparently there is more to him than meets the eye. (Source: dualshockers.com)",[],Kingsglaive: FFXV Fan Kansha Tokubetsu Movie,,,
174,,クレヨンしんちゃん外伝 おもちゃウォーズ,,,,,['ONA'],13,Finished Airing,"Nov 9, 2016 to Feb 1, 2017",,,['Imagine'],"None found,",['Shin-Ei Animation'],['Manga'],,,['Seinen'],7 min. per ep.,G - All Ages,6.69,#5946,#11765,"2,087",2,821,"The anime's plot is taken from the 41st volume of the original manga's ""Figure Wars"" story. The story begins when toys of Oban, a character from a tokusatsu (special effects) television show, becomes popular, but also loses popualrity quickly. Many unsold Oban toys are thrown away. A bolt of lightning strikes one of these toys one day, and gives it life. Alongside other toys thrown away by people, Oban swears revenge on humans, and attacks. At the same time, Oban's sworn enemy Chūkōnen Kamen is also given life. Chūkōnen Kamen, normally a middle-aged, overweight, and depressed man, powers up by eating cup noodles. Alongside Shinnosuke, he will fight to reclaim peace for the world.","['Prequel (ONA) Crayon Shin-chan Gaiden: Alien vs. Shinnosuke', 'Sequel (ONA) Crayon Shin-chan Gaiden: Kazokuzure Ookami', 'Adaptation (Manga) Crayon Shin-chan', '']",Crayon Shin-chan Gaiden: Omocha Wars,"['Action', 'Comedy', 'Ecchi']",,
175,"Spiritual Domain Fourth Season, Spiritual Field 4",灵域 第四季,,,,,['ONA'],12,Finished Airing,"Dec 8, 2016 to Feb 23, 2017",,,['iQIYI'],"None found,",['Haoliners Animation League'],Novel,['Fantasy'],,,14 min. per ep.,PG-13 - Teens 13 or older,6.64,#6221,#12067,"1,908",1,633,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Ling Yu 3rd Season', 'Sequel (ONA) Ling Yu 5th Season']",Ling Yu 4th Season,,,
176,Fune wo Amu next episode previews,「舟を編む」予告,,,,,['ONA'],10,Finished Airing,"Oct 13, 2016 to Dec 18, 2016",,,"None found,","None found,",['Zexcs'],Novel,['Comedy'],,,41 sec. per ep.,G - All Ages,5.50,#12121,#12808,"1,496",1,365,Chibi-style next episode previews for Fune wo Amu that were originally posted on the official Fune wo Amu Twitter page and the noitaminA YouTube channel. They were later included on the DVD and Blu-ray releases as part of the episodes.,[],Fune wo Amu Yokoku,,['Adult Cast'],
177,,画江湖之杯莫停,A Portrait of Jianghu: Mourning Toast,,,,['ONA'],40,Finished Airing,"Dec 7, 2016 to Sep 6, 2017",,,"None found,","None found,",['Rocen'],Original,,,,23 min. per ep.,R - 17+ (violence & profanity),6.32,#8159,#13446,"1,243",5,267,"Years ago, Zong Shuai from the Middle State, Wanyan Zang from the Northern Land, and Wen Taiji from the Southern Territory suffered great loss during their fight for the hegemony of the world. As a result, a 20-year truce was established. Now, with the deal coming to an end, conflicts are brewing in the ostensible peace. In hatred and suspicion, the three families set up their respective Blood Orders, listing the names of the most important people of the hostile families and swearing to hunt them down. A breathtaking war is about to commence.",[],Hua Jianghu: Bei Mo Ting,"['Adventure', 'Fantasy', 'Romance']",['Martial Arts'],
