,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Genres,Theme,Demographics
162,甘い懲罰~私は看守専用ペット,Sweet Punishment: I'm the Guard's Personal Pet,,,,['ONA'],13,Finished Airing,"Apr 2, 2018 to Jun 25, 2018",,,"['Picante Circus', 'Suiseisha', 'Cloud22']","None found,",['Magic Bus'],['Web manga'],,,['Josei'],5 min. per ep.,Rx - Hentai,5.60,N/A,#4036,"34,389",156,12794,"Framed and sent to Kokuyoku Prison for embezzlement, Hina Saotome desperately wants to prove her innocence. However, just when she thought her situation could not get any worse, she realizes that she is the only woman in a prison populated by men. But she may have even more to fear from Aki Myoujin, a handsome and stern warden who is intent on punishing her for an unknown reason. Although the warden's treatment is unconventional, Hina's body soon begins to long for Aki's particular brand of discipline. But has this hypnotizing man, who has captivated her body, captured her heart as well? [Written by MAL Rewrite]","['Adaptation (Manga) Amai Choubatsu: Watashi wa Kanshu Senyou Pet', '']",Amai Choubatsu: Watashi wa Kanshu Senyou Pet,Amai Choubatsu: Watashi wa Kanshu Sen'you Pet,"['Drama', 'Hentai']",,
163,연애하루전 ZERO,A Day Before Us Zero,,,,['ONA'],19,Finished Airing,"May 10, 2018 to Aug 2, 2019",,,"None found,","None found,","['LICO', 'Red Dog Culture House']",Original,['Romance'],,,3 min. per ep.,PG-13 - Teens 13 or older,7.19,#3403,#4269,"30,468",90,9503,"What was school life like for the main characters of A Day Before Us? With the past usually seen as dark or old news, it only takes a moment revisiting it to realize how pure and fresh those days were. Season Zero is about Wook and Yeo-reum's growth during their high school days while introducing new attractive characters and their story to the plot. (Source: fadmagazine)","['Sequel (ONA) Yeon-ae Halujeon', '']",Yeon-ae Halujeon Zero,A Day Before Us (Season 0),,['School'],
164,からめるハニー,,,,,['ONA'],30,Finished Airing,"Jun 8, 2018 to Aug 24, 2018",,,['Production I.G'],"None found,",['Anime Beans'],['Manga'],,,,2 min. per ep.,PG-13 - Teens 13 or older,6.73,#5735,#5517,"16,588",50,5197,"Ayato transfers into a new school hoping for a fresh start. Sadly for him, the school turns up to be filled with delinquents, and the most feared of them all has his eye set on him. And it doesn't help, that whenever Ayato accidentally takes off his glasses, everyone around him suddenly becomes completely smitten by him. (Source: MU)","['Adaptation (Manga) Caramel Honey', '']",Caramel Honey,,"['Boys Love', 'Comedy']",['School'],
165,我的逆天神器,My Holy Weapon,,,,['ONA'],16,Finished Airing,"Apr 26, 2018 to Aug 9, 2018",,,['Tencent Animation & Comics'],"None found,","['Haoliners Animation League', 'Pb Animation Co. Ltd.']",['Web manga'],,,,17 min. per ep.,PG-13 - Teens 13 or older,6.43,#7530,#5721,"15,134",30,3217,"One day, while being attacked, Chang Tian unintentionally invokes an artifact called Xiao Bai that protects him from a terrible fate. After this, he finds himself on a battlefield, where he will fight alongside several other people like him, able to invoke artifacts...",[],Wo de Ni Tian Shen Qi,Wo De Nitian Shenqi,"['Adventure', 'Comedy', 'Fantasy', 'Romance', 'Supernatural']",,
166,帝王攻略,The Emperor's Strategy,,,,['ONA'],20,Finished Airing,"Apr 30, 2018 to Sep 10, 2018",,,['Tencent Penguin Pictures'],"None found,",['Seven Stone Entertainment'],Novel,,"['Historical', 'Martial Arts']",,16 min. per ep.,PG-13 - Teens 13 or older,6.48,#7180,#6241,"12,058",52,2211,"At the age of 18, Chu Yuan faces tremendous pressure to prove his competence as the new emperor of Chu State. He must be careful with his decisions, especially with the ongoing unrest at the borders of Chu and Xinan. However, the matter is taken from his hands when Duan Baiyue—the young Xinan King—puts an end to the rebellion himself. His aid spares Chu Yuan an insurmountable amount of grief, and the people of Chu now hail Duan Baiyue as their hero. Two years later, Xinan's influence has grown, stirring rumors that Duan Baiyue intends to take over Chu State soon. As he stands before a winter plum tree, a furious Chu Yuan does not know what to think and recalls a promise made long ago. The tension reaches a breaking point when a visiting duke of Ahnu, an ally of Chu State, is found dead in the streets of Chu. [Written by MAL Rewrite]",[],Di Wang Gong Lue,Diwang Gonglue,"['Adventure', 'Boys Love', 'Drama', 'Mystery']",,
167,あの日の彼女たち,The Diary of Our Days,,,,['ONA'],8,Finished Airing,"Mar 24, 2018 to Nov 12, 2018",,,['Half H.P Studio'],"None found,",['CloverWorks'],Original,['Slice of Life'],,,1 min. per ep.,G - All Ages,6.60,#6469,#8031,"6,503",20,1875,Web shorts focusing on each of the 22/7 idols in normal everyday life.,[],Ano Hi no Kanojo-tachi,"22/7, Nanabun no Nijuuni",,['Idols (Female)'],
168,ゴールデン道画劇場,Golden Travelogue Theater,,,,['ONA'],46,Finished Airing,"Apr 16, 2018 to Jun 27, 2023",,,['NBCUniversal Entertainment Japan'],"None found,","['W-Toon Studio', 'DMM.futureworks']",['Manga'],['Comedy'],,,26 sec. per ep.,R - 17+ (violence & profanity),6.43,#7555,#8053,"6,470",6,1755,Short anime series of Golden Kamuy streamed on the official website.,"['Adaptation (Manga) Golden Kamuy', '']",Golden Douga Gekijou,Golden Kamuy Short Anime: Golden Douga Gekijou,,,
169,ポプテピ記念,Pop Team Epic Kinen,,,,['ONA'],1,Finished Airing,"Jun 14, 2018",,,"None found,","None found,",['Space Neko Company'],['4-koma manga'],['Sports'],,,2 min.,PG-13 - Teens 13 or older,6.31,#8204,#8074,"6,423",4,2265,"This is a 2:15 (4:30 including the rerun) short created to promote the (JRA) Japan Racing Association's Umabi service. The short is interactive originally, insofar as you can create your own character who will then appear in the audience at given points in the short. This video uses the default character provided. VAs used in the short: First half: Popuko: Mikako Komatsu Pipimi: Sumire Uesaka Second half: Popuko: Ryuusei Nakao Pipimi: Norio Wakamoto This is the same combination of VAs that was used for episode 3 of the TV series. (Source: MyaaSubs)",[],Poputepipikku Kinen,"JRA x Poputepipikku, JRA x Pop Team Epic",,['Parody'],
170,末日曙光,Dawn of the World,,,,['ONA'],20,Finished Airing,"May 20, 2018 to Sep 23, 2018",,,['Tencent Penguin Pictures'],"None found,",['Dawn Animation'],Novel,,,,17 min. per ep.,R - 17+ (violence & profanity),6.01,#9864,#8537,"5,663",13,536,"In the year of 2013, the tide of zombies outbreak exploded in everyone's homeland, humanity launches a large-scale battle in the endless nights awaiting for the arrival of the dawn. The end is approaching, is there going to be a way out for them? Their faiths were shattered into pieces and buried in ashes in the raging fire. But within the blazing fire, a newborn hope arise once again. (Source: polarbearadise)",[],Mo Ri Shu Guang,"Mori Shuguang, 2013, 二零一三","['Action', 'Boys Love', 'Horror', 'Supernatural', 'Suspense']",['Psychological'],
171,濡れ透けJ○ 雨宿りレ×プ,Sopping Wet JK Rainy R*peover,,,,['ONA'],2,Finished Airing,"Jun 5, 2018 to Jun 22, 2018",,,['SELFISH'],"None found,",['T-Rex'],Original,['Hentai'],,,15 min. per ep.,Rx - Hentai,6.63,N/A,#8652,"5,454",29,2198,"When a school girl takes shelter from the rain at a bus stop, a middle-aged man comes... After some time of chatting the man, frustrated about the way his family is treating him, suddenly assaults and r*pes her over and over again. (Source: DLsite)",[],Nuresuke JK Ameyadori Rape,Nuresuke J* Ameyadori R*pe,,,
172,GOD EATER レゾなんとか劇場,GOD EATER Reso Somehow Theatre,,,,['ONA'],8,Finished Airing,"Apr 12, 2018 to Aug 4, 2018",,,"['Bandai Namco Entertainment', 'DMM.futureworks', 'Aoni Production']","None found,","['Passione', 'Creators in Pack']",Game,,"['Military', 'Parody']",,7 min. per ep.,G - All Ages,5.61,#11750,#8821,"5,182",3,820,Short anime inspired by the iOS and Android mobile game God Eater Resonant Ops.,"['Prequel (Special) God Eater Reso Nantoka Gekijou: Nagerareta Shokupan', 'Sequel (ONA) God Eater Reso Nantoka Gekijou: Episode EX']",God Eater Reso Nantoka Gekijou,,"['Fantasy', 'Sci-Fi']",,
173,我家大师兄脑子有坑,,,,,['ONA'],26,Finished Airing,"Apr 4, 2018 to Jun 23, 2018",,,"['bilibili', 'Magilm Pictures']","None found,","None found,",['Manga'],,"['Historical', 'Martial Arts']",,4 min. per ep.,PG-13 - Teens 13 or older,6.74,#5654,#8866,"5,101",17,1093,"The hilarious adventures of the eldest apprentice of a sect who has a problem with his brain. Dongfang Xianyun is reincarnated as the eldest disciple of the Care-free sect. But the only thing that goes through his mind is to make sure he doesn't end up dying by the hands of the ""main character"". Read as he makes no sense to his sibling disciples while avoiding flags left and right. (Source: MoroseTrans)","['Sequel (ONA) Wo Jia Da Shixiong Shi Ge Fanpai', 'Adaptation (Manhua) Wo Jia Da Shixiong Naozi You Keng']",Wo Jia Da Shixiong Naozi You Keng,"There's a Pit in My Senior Martial Brother's Brain, Our Big Brother's Mind Has A Problem","['Action', 'Adventure', 'Comedy']",,
174,幻界王,Eudemon Quest,,,,['ONA'],20,Finished Airing,"May 30, 2018 to Oct 17, 2018",,,['Tencent Animation & Comics'],"None found,","None found,",['Web manga'],,,,14 min. per ep.,PG-13 - Teens 13 or older,6.55,#6803,#8886,"5,059",15,1260,"In the world where most of the humans of the Eudemon continent have power of Eudemon (spiritual power), the protagonist is born without spiritual power, his dream is to be the next king of Eudemon. But without having any spiritual power can you fulfill your dream? On a day before the Tian Wu exam, he crosses a spy from the Mo Wu side that was defeated in the great war of 10 years ago. This girl infiltrates the forces of Tian Wu and thus the protagonist was involved in the middle of the fight between the forces Tian Wu and Mo Wu.",[],Huan Jie Wang,,"['Action', 'Adventure', 'Fantasy']",,
175,フェ～レンザイ,Non-Human,,,,['ONA'],48,Finished Airing,"Mar 29, 2018 to Jun 27, 2019",,,['Tencent Penguin Pictures'],"None found,",['Fenz'],['Manga'],,,,5 min. per ep.,PG-13 - Teens 13 or older,7.14,#3679,#8927,"5,015",24,1093,"Jiu Yue is a nine-tailed fox spirit who is more than two centuries old. She faces her hardest challenge yet: trying to adapt to the modern world. Knowing she needs money to survive, she starts working at a company—only to realize her coworkers are just as mythical as her! As Jiu Yue and her new friends attempt to fit in, their non-human sides make even the most trivial situations take a ridiculous turn. [Written by MAL Rewrite]","['Sequel (ONA) Fei Ren Zai Part 2', 'Adaptation (Manhua) Fei Ren Zai']",Fei Ren Zai,"Fe-Renzai: Kamisama no Nichijou, Shenme Gui, 神么鬼, 非人哉","['Comedy', 'Supernatural']",['Mythology'],
176,白夜玲珑,Whited Nighttime,,,,['ONA'],25,Finished Airing,"Jun 6, 2018 to Nov 21, 2018",,,['Tencent Penguin Pictures'],"None found,",['Seven Stone Entertainment'],['Manga'],['Romance'],,,15 min. per ep.,PG-13 - Teens 13 or older,6.37,#7883,#9208,"4,568",19,778,"Ling Long is a normal girl. She just wants to get through her day without any problems, but makes a mess out of it again. Why? It's because her online friend has suddenly stopped contacting her. As time went on, she became more and more agitated. Her normal life has began to change... (Source: ANN)",[],Bai Ye Ling Long,Baiye Linglong,,['School'],
177,リリテイルズ,,,,,['ONA'],4,Finished Airing,"May 18, 2018 to Jun 29, 2018",,,['SELFISH'],"None found,",['Office TakeOut'],Game,['Hentai'],,,15 min. per ep.,Rx - Hentai,6.05,N/A,#9548,"4,076",10,1413,"As a newly appointed knight of the royal family, Lunalie El Blanca must escort her lifelong friend, Princess Jill Grantz, in a pilgrimage to the ancient Shandora Ruins. All is well until a group of bandits ambushes Lunalie's company and kidnaps Jill. Returning to the Kingdom of Grantz as the sole survivor of the raid, Lunalie is summarily tortured and sentenced to death, accused of conspiring in the attack. Suspecting Jill might have been captured by a slavery ring, Lunalie escapes her confinement and journeys east toward Ishtar—a treacherous city where countless lives are sold to the highest bidders. Indulging in nights of carnal pleasure to find the trail of her missing friend, the young knight soon uncovers evidence of a sinister individual who may be responsible for all the terrible things that have happened. [Written by MAL Rewrite]",[],Lilitales,,,,
178,非人学院,Non-Human Academy,,,,['ONA'],1,Finished Airing,"Jun 25, 2018",,,"None found,","None found,","None found,",Game,['Action'],,,3 min.,PG-13 - Teens 13 or older,6.31,#8152,#9571,"4,052",41,482,The 3-minute animated promotional short for the Chinese MOBA of the same name.,[],Fei Ren Xueyuan,,,['Video Game'],
179,阴阳师：平安物语,,,,,['ONA'],12,Finished Airing,"Apr 21, 2018 to Jul 8, 2018",,,"None found,","None found,","['Blade', 'Thundray']",Game,,"['Historical', 'Mythology']",,5 min. per ep.,PG-13 - Teens 13 or older,6.36,#7955,#10159,"3,369",9,639,"The courtyard is awash with cherry blossom petals, appearing especially beautiful in the moonlight. Kagura, waking up, sits in the hallway facing the courtyard, ""The courtyard at night, seems like something can happen anytime......"" Suddenly a butterfly glides past, its scales glittering. Kochou no Sei: That's right. Nighttime is indeed suitable for telling stories. Kagura grows sleepy under the influence of dust. Kochou no Sei: After Kagura-sama falls asleep - that will be the beginning of the story in the dream! (Source: Onmyoji Wiki)","['Sequel (ONA) Yin Yang Shi: Ping An Wu Yu 2nd Season', '']",Yin Yang Shi: Ping An Wu Yu,Onmyouji: Heian Monogatari,"['Comedy', 'Supernatural']",,
180,我是江小白 世界上的另一个我,I'm Joybo OVA,,,,['ONA'],1,Finished Airing,"May 25, 2018",,,"None found,","None found,",['2:10 Animation'],Original,,,,37 min.,PG-13 - Teens 13 or older,7.01,#4337,#10546,"3,000",4,835,"Jiang Xiaobai has regained his memories, and Tong Li cannot bring herself to face him. Separately, they confront the truths left unsaid for 10 years—about the band September, to which Jiang Xiaobai and Mu Xiyu dedicated their youth; about the love triangle between Jiang Xiaobai, Mu Xiyu, and Tong Li; and about the painful circumstances that brought the trio together and ultimately led to the terrible tragedy that occurred on the day Tong Li left for America. At the end of it all, can Jiang Xiaobai and Tong Li accept the past and face the future together? [Written by MAL Rewrite]","['Prequel (ONA) Wo Shi Jiang Xiaobai', 'Sequel (ONA) Wo Shi Jiang Xiaobai 2nd Season']",Wo Shi Jiang Xiaobai (2018),Wo Shi Jiang Xiaobai: Shijie Shang de Ling Yige Wo,"['Drama', 'Romance', 'Slice of Life']",['Love Polygon'],
181,正解するカド12.5話 KADO: Beyond Information,KADO: The Right Answer – Beyond Information,,,,['ONA'],1,Finished Airing,"May 21, 2018",,,"None found,","None found,",['Toei Animation'],Original,['Sci-Fi'],,,2 hr.,PG-13 - Teens 13 or older,6.10,#9395,#10761,"2,821",4,651,"Recap episode of Seikaisuru Kado, also known as Episode 12.5.",[],Seikaisuru Kado: Beyond Information,Seikaisuru Kado Episode 12.5,,['Adult Cast'],
